RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
71,0,23135,Tim Clark,1.613,2293,1422
71,0,24924,Bill Haas,1.613,2788,1728
71,0,20766,Padraig Harrington,1.613,1452,900
71,0,11032,Frank Lickliter II,1.613,2817,1746
71,0,24361,Pat Perez,1.613,1452,900
71,0,25632,Jimmy Walker,1.613,1684,1044
77,0,06004,Stephen Ames,1.614,1801,1116
77,0,24925,Jonathan Byrd,1.614,1918,1188
77,0,24138,Ian Poulter,1.614,1511,936
77,0,02104,Jeff Sluman,1.614,2934,1818
77,0,10423,Mike Weir,1.614,2470,1530
82,0,01035,Tommy Armour III,1.615,1890,1170
82,0,02223,Bob Tway,1.615,2268,1404
84,0,27095,Nick Watney,1.616,2763,1710
85,0,10885,Robert Allenby,1.617,2241,1386
85,0,06373,José María Olazábal,1.617,1688,1044
87,0,25900,Lucas Glover,1.619,2944,1818
87,0,01707,Steve Lowery,1.619,2827,1746
89,0,01320,Bob Estes,1.620,2479,1530
89,0,06643,Paul Goydos,1.620,2100,1296
89,0,01619,Skip Kendall,1.620,2099,1296
89,0,01666,Bernhard Langer,1.620,2100,1296
89,0,22913,John Rollins,1.620,2653,1638
94,0,24507,Jason Bohn,1.621,3035,1872
94,0,08075,Jerry Kelly,1.621,2917,1800
94,0,01823,Larry Mize,1.621,1488,918
94,0,28475,Jeff Overton,1.621,2714,1674
98,0,25936,Alex Aragon,1.622,1781,1098
98,0,10733,Kent Jones,1.622,2949,1818
98,0,20631,David McKenzie,1.622,2335,1440
98,0,07749,Brett Quigley,1.622,3065,1890
102,0,21753,Brian Davis,1.623,2629,1620
102,0,06251,Chris DiMarco,1.623,2279,1404
104,0,01577,Lee Janzen,1.624,2309,1422
104,0,01685,J.L. Lewis,1.624,1666,1026
104,0,21470,Daisuke Maruyama,1.624,2309,1422
104,0,23623,Bo Van Pelt,1.624,2982,1836
108,0,01388,Robert Gamez,1.625,2750,1692
108,0,22378,Trevor Immelman,1.625,2516,1548
108,0,23788,D.J. Trahan,1.625,2633,1620
111,0,01132,Mark Brooks,1.626,2605,1602
111,0,10565,Ian Leggatt,1.626,2225,1368
111,0,20548,Hidemichi Tanaka,1.626,2136,1314
111,0,21878,Mark Wilson,1.626,2225,1368
115,0,07223,Brian Bateman,1.627,1904,1170
115,0,24358,Robert Garrigus,1.627,2430,1494
115,0,24502,Adam Scott,1.627,1991,1224
115,0,27770,Camilo Villegas,1.627,2724,1674
119,0,01024,Billy Andrade,1.628,2169,1332
119,0,08835,Kris Cox,1.628,2373,1458
119,0,23322,Brett Wetterich,1.628,2403,1476
122,0,22946,Henrik Bjornstad,1.629,2785,1710
122,0,01219,John Cook,1.629,1964,1206
122,0,26360,Bubba Dickerson,1.629,2815,1728
122,0,24024,Zach Johnson,1.629,2580,1584
122,0,01599,Steve Jones,1.629,2405,1476
127,0,01381,Fred Funk,1.630,3080,1890
127,0,01724,Jeff Maggert,1.630,2376,1458
127,0,02110,Jerry Smith,1.630,2700,1656
127,0,08385,Omar Uresti,1.630,1731,1062
131,0,01161,Mark Calcavecchia,1.631,2731,1674
131,0,25935,John Engler Jr.,1.631,1967,1206
131,0,23616,Ryan Hietala,1.631,1732,1062
131,0,01766,Billy Mayfair,1.631,2760,1692
135,0,01249,John Daly,1.632,1439,882
135,0,11011,Mike Sposa,1.632,1909,1170
135,0,08793,Tiger Woods,1.632,1528,936
138,0,23409,James Driscoll,1.633,2351,1440
138,0,20378,Mathias Grönberg,1.633,2616,1602
140,0,19824,Craig Barlow,1.634,2147,1314
140,0,23349,Charles Warren,1.634,2647,1620
142,0,20812,Tjaart van der Walt,1.635,1677,1026
143,0,12782,Tim Herron,1.636,2385,1458
143,0,21660,Jason Schultz,1.636,2209,1350
145,0,20472,Alex Cejka,1.637,2681,1638
145,0,06350,Bob May,1.637,1827,1116
145,0,02246,Duffy Waldorf,1.637,2711,1656
148,0,12510,Chad Campbell,1.639,2567,1566
148,0,24357,K.J. Choi,1.639,2715,1656
148,0,22621,Ben Curtis,1.639,2537,1548
148,0,22892,Jason Gore,1.639,2478,1512
148,0,06595,Kevin Sutherland,1.639,2832,1728
153,0,20634,Peter Lonard,1.640,2243,1368
153,0,27120,Troy Matteson,1.640,2982,1818
153,0,06515,Shaun Micheel,1.640,2746,1674
156,0,24980,Scott Gutschewski,1.641,1506,918
157,0,24140,Sean O'Hair,1.642,2897,1764
157,0,20628,Arron Oberholser,1.642,2335,1422
157,0,25804,Bubba Watson,1.642,2335,1422
160,0,22293,Heath Slocum,1.643,2751,1674
161,0,06573,Brandt Jobe,1.644,2604,1584
162,0,23614,Rich Beem,1.645,2457,1494
163,0,20498,Briny Baird,1.646,2282,1386
163,0,20691,Greg Owen,1.646,2282,1386
163,0,19913,Ron Whittaker,1.646,2341,1422
166,0,24781,Hunter Mahan,1.647,2906,1764
166,0,25842,Jon Mills,1.647,1957,1188
168,0,08123,Jeff Brehaut,1.648,2848,1728
168,0,21959,Ted Purdy,1.648,2996,1818
170,0,21646,David Branshaw,1.649,2908,1764
170,0,23353,J.J. Henry,1.649,2761,1674
172,0,07013,Wes Short Jr.,1.650,2792,1692
173,0,08375,Paul Stankowski,1.651,2080,1260
174,0,27141,J.B. Holmes,1.653,2291,1386
174,0,21961,Charles Howell III,1.653,2767,1674
176,0,21209,Sergio Garcia,1.655,1638,990
177,0,06621,Joe Durant,1.656,3011,1818
178,0,11123,Chris Couch,1.657,2237,1350
179,0,20645,John Senden,1.658,2775,1674
180,0,01313,Steve Elkington,1.660,1524,918
181,0,12823,Carlos Franco,1.661,2571,1548
182,0,24912,Will MacKenzie,1.665,2637,1584
183,0,20094,Jonathan Kaye,1.666,2759,1656
184,0,23673,Michael Connell,1.667,1440,864
184,0,02101,Joey Sindelar,1.667,2700,1620
186,0,01226,Fred Couples,1.668,1501,900
187,0,01142,Bart Bryant,1.670,2585,1548
188,0,01677,Tom Lehman,1.671,1805,1080
189,0,12662,Thomas Levet,1.672,1535,918
190,0,20105,Jeff Gove,1.673,2620,1566
190,0,28780,Nicholas Thompson,1.673,2801,1674
192,0,20574,Mathew Goggin,1.675,2111,1260
192,0,27943,Matt Hansen,1.675,1990,1188
194,0,01945,Kenny Perry,1.677,2174,1296
194,0,02106,Chris Smith,1.677,2022,1206
194,0,23307,Roger Tambellini,1.677,1841,1098
