RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,22371,Aaron Baddeley,1.553,2125,1368
2,0,19846,Brian Gay,1.558,3001,1926
3,0,20850,Daniel Chopra,1.567,3019,1926
4,0,06527,Steve Stricker,1.570,1752,1116
5,0,01042,Paul Azinger,1.577,2469,1566
6,0,20572,Rod Pampling,1.580,2389,1512
7,0,23541,Ben Crane,1.581,2277,1440
8,0,06197,Michael Allen,1.582,2392,1512
9,0,01329,Brad Faxon,1.583,2223,1404
10,0,23983,Luke Donald,1.586,1798,1134
10,0,21805,Harrison Frazar,1.586,2598,1638
12,0,23718,Nathan Green,1.587,2970,1872
13,0,20099,Doug Barron,1.588,2086,1314
13,0,20121,Todd Fischer,1.588,2830,1782
13,0,12680,Shigeki Maruyama,1.588,2629,1656
13,0,12660,Jesper Parnevik,1.588,2401,1512
17,0,20127,Chris Riley,1.589,2346,1476
18,0,20098,Stuart Appleby,1.590,2233,1404
18,0,20593,Greg Chalmers,1.590,1918,1206
20,0,06034,Marco Dawson,1.593,2494,1566
20,0,23325,Vaughn Taylor,1.593,2523,1584
22,0,26596,Ryan Moore,1.594,1865,1170
22,0,01887,Mark O'Meara,1.594,1435,900
24,0,10505,Shane Bertsch,1.595,2928,1836
24,0,06522,Ernie Els,1.595,1838,1152
24,0,21949,Joe Ogilvie,1.595,2612,1638
27,0,07867,Woody Austin,1.596,3073,1926
27,0,02239,Scott Verplank,1.596,2470,1548
29,0,20229,Stewart Cink,1.597,2530,1584
29,0,01761,Len Mattiace,1.597,1696,1062
31,0,21731,Freddie Jacobson,1.599,1612,1008
31,0,23497,Tag Ridings,1.599,2879,1800
31,0,02214,Kirk Triplett,1.599,1612,1008
34,0,23048,Eric Axley,1.600,2563,1602
34,0,23320,Ryan Palmer,1.600,2851,1782
36,0,12760,Danny Ellis,1.602,1846,1152
36,0,08537,J.P. Hayes,1.602,1586,990
36,0,25345,Carl Pettersson,1.602,2682,1674
36,0,12602,Dean Wilson,1.602,3200,1998
40,0,01139,Olin Browne,1.603,3001,1872
40,0,10809,Jim Furyk,1.603,2539,1584
42,0,09011,David Duval,1.604,1992,1242
42,0,07457,Steve Flesch,1.604,3321,2070
42,0,21350,Ryuji Imada,1.604,2945,1836
42,0,10860,Justin Leonard,1.604,2281,1422
46,0,20608,David Howell,1.605,1300,810
46,0,01941,Tom Pernice Jr.,1.605,3004,1872
46,0,06567,Vijay Singh,1.605,2889,1800
49,0,06575,Dudley Hart,1.606,2400,1494
49,0,01553,John Huston,1.606,2082,1296
49,0,01810,Phil Mickelson,1.606,1995,1242
49,0,01928,Corey Pavin,1.606,2024,1260
49,0,23621,Rory Sabbatini,1.606,2400,1494
54,0,21407,Arjun Atwal,1.607,2748,1710
54,0,19881,Robert Damron,1.607,2633,1638
54,0,22046,Geoff Ogilvy,1.607,2025,1260
54,0,12755,Vance Veazey,1.607,1707,1062
58,0,12716,Charley Hoffman,1.608,2836,1764
58,0,26420,Richard Johnson,1.608,2720,1692
58,0,06012,Greg Kraft,1.608,2171,1350
58,0,20382,Stephen Leaney,1.608,2432,1512
58,0,25240,D.A. Points,1.608,2316,1440
63,0,12645,Brent Geiberger,1.609,2809,1746
64,0,20157,Retief Goosen,1.610,1739,1080
65,0,01706,Davis Love III,1.611,2204,1368
65,0,22405,Justin Rose,1.611,2755,1710
65,0,22548,Patrick Sheehan,1.611,2899,1800
68,0,01473,Todd Hamilton,1.612,2089,1296
68,0,01948,Tim Petrovic,1.612,2640,1638
68,0,02206,David Toms,1.612,2002,1242
