RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
85,0,39327,Ben Silverman,174,145,29
87,0,47983,Chad Ramey,175,118,57
88,0,48153,Matthieu Pavon,179,53,126
88,0,51634,Sahith Theegala,179,99,80
90,0,51997,Andrew Novak,180,167,13
91,0,33948,Byeong Hun An,181,92,89
91,0,47679,Victor Perez,181,120,61
93,0,49947,Taylor Moore,183,75,108
94,0,55708,Hayden Buckley,184,52,132
94,0,37378,Min Woo Lee,184,47,137
94,0,27349,Alex Noren,184,116,68
97,0,37275,Sam Ryder,189,107,82
98,0,27139,David Skinns,190,157,33
99,0,28420,Ryan Brehm,192,73,119
100,0,59095,Chris Gotterup,193,107,86
100,0,34256,Andrew Putnam,193,140,53
102,0,27129,Luke List,195,118,77
103,0,60004,Jacob Bridgeman,199,135,64
104,0,37455,Si Woo Kim,201,64,137
105,0,24502,Adam Scott,202,92,110
106,0,46113,Ryan McCormick,204,142,62
107,0,29908,C.T. Pan,205,121,84
107,0,31323,Gary Woodland,205,92,113
109,0,40162,Justin Lower,206,163,43
110,0,32366,Kevin Chappell,207,137,70
110,0,55454,Carl Yuan,207,37,170
112,0,54591,Ben Griffin,211,171,40
113,0,56149,Wilson Furr,214,110,104
114,0,51766,Wyndham Clark,215,75,140
114,0,39971,Sungjae Im,215,70,145
114,0,23320,Ryan Palmer,215,47,168
117,0,52514,Trace Crowe,217,114,103
118,0,27644,Brian Harman,219,88,131
119,0,27936,Martin Laird,220,173,47
120,0,48887,Matt Wallace,221,175,46
121,0,45157,Cam Davis,222,59,163
121,0,12716,Charley Hoffman,222,124,98
123,0,32640,Troy Merritt,224,103,121
124,0,40058,Zac Blair,226,124,102
124,0,33486,Roger Sloan,226,133,93
124,0,54783,Dylan Wu,226,152,74
127,0,36326,David Lipsky,227,159,68
128,0,34098,Russell Henley,229,79,150
129,0,37212,Paul Barjon,230,57,173
130,0,47420,Jake Knapp,234,98,136
130,0,23108,Matt Kuchar,234,128,106
130,0,49771,J.T. Poston,234,114,120
133,0,40098,Matt Fitzpatrick,237,82,155
134,0,35532,Tom Hoge,240,153,87
134,0,33448,Justin Thomas,240,105,135
136,0,47483,Will Zalatoris,242,101,141
137,0,24024,Zach Johnson,245,130,115
138,0,47347,Adam Schenk,247,103,144
139,0,52374,Brandon Wu,249,164,85
140,0,32367,Jorge Campillo,250,140,110
140,0,51894,Vince Whaley,250,150,100
142,0,38991,Alejandro Tosti,253,105,148
143,0,29936,Ryan Fox,255,128,127
143,0,57900,Chandler Phillips,255,116,139
145,0,48699,Callum Tarren,256,149,107
146,0,52215,Robert MacIntyre,260,135,125
146,0,32839,Hideki Matsuyama,260,160,100
148,0,28089,Jason Day,263,99,164
148,0,57975,Harry Hall,263,155,108
150,0,50497,Adrien Dumont de Chassart,271,157,114
150,0,31646,Emiliano Grillo,271,142,129
152,0,52453,Nicolai Højgaard,272,126,146
153,0,22405,Justin Rose,277,110,167
154,0,33399,Adam Hadwin,281,130,151
155,0,59442,Parker Coody,283,161,122
156,0,60767,Blaine Hale Jr.,284,142,142
157,0,59866,Nick Dunlap,287,130,157
158,0,33653,Thomas Detry,288,122,166
159,0,52666,Sami Valimaki,292,145,147
160,0,30927,Brendon Todd,293,122,171
160,0,27770,Camilo Villegas,293,181,112
162,0,32102,Rickie Fowler,296,147,149
163,0,47995,Davis Riley,303,147,156
164,0,35450,Patrick Cantlay,305,134,171
165,0,25493,Nick Taylor,313,161,152
166,0,50188,S.H. Kim,316,139,177
167,0,33408,Tyson Alexander,319,150,169
168,0,33968,Thorbjørn Olesen,322,164,158
169,0,39977,Max Homa,327,168,159
169,0,46441,Robby Shelton,327,174,153
171,0,47993,Denny McCarthy,331,156,175
172,0,27649,Brandt Snedeker,333,172,161
173,0,29221,Webb Simpson,334,154,180
174,0,48119,Ben Taylor,336,177,159
175,0,35506,Mackenzie Hughes,341,179,162
176,0,35617,Martin Trainer,344,166,178
177,0,22371,Aaron Baddeley,346,181,165
177,0,29478,Kevin Kisner,346,170,176
179,0,34374,Erik Barnes,349,168,181
180,0,47591,Eric Cole,350,176,174
181,0,45522,Christiaan Bezuidenhout,357,178,179
182,0,34466,Peter Malnati,362,180,182
183,0,47806,Raul Pereda,365,181,184
184,0,55789,Taylor Montgomery,367,184,183
