RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,51696,Rico Hoey,83,25,58
2,0,46046,Scottie Scheffler,87,64,23
3,0,52372,Cameron Champ,94,1,93
4,0,52955,Ludvig Ãberg,96,22,74
5,0,54576,Patrick Fishburn,98,30,68
6,0,28237,Rory McIlroy,104,2,102
7,0,30911,Tommy Fleetwood,108,97,11
8,0,57362,Austin Eckroat,109,93,16
9,0,46340,Alex Smalley,111,38,73
10,0,34046,Jordan Spieth,115,43,72
11,0,60067,Joe Highsmith,116,46,70
12,0,34099,Harris English,120,83,37
13,0,36799,Stephan Jaeger,122,21,101
14,0,40026,Daniel Berger,123,118,5
15,0,33141,Keegan Bradley,124,54,70
15,0,32333,Kevin Tway,124,49,75
17,0,47504,Sam Burns,126,39,87
17,0,33204,Shane Lowry,126,97,29
17,0,48867,Matti Schmid,126,35,91
20,0,48081,Xander Schauffele,128,33,95
21,0,58168,Davis Thompson,129,47,82
22,0,34587,Chan Kim,130,85,45
23,0,50484,Hayden Springer,134,16,118
24,0,35310,Lanto Griffin,135,58,77
25,0,30926,Chris Kirk,136,103,33
26,0,27064,Jhonattan Vegas,137,9,128
27,0,56630,Akshay Bhatia,138,104,34
28,0,39997,Corey Conners,140,90,50
28,0,39546,Keith Mitchell,140,14,126
28,0,52513,Carson Young,140,136,4
31,0,51977,Max Greyserman,142,17,125
31,0,50525,Collin Morikawa,142,135,7
31,0,57366,Cameron Young,142,29,113
34,0,52375,Doug Ghim,143,129,14
34,0,32791,K.H. Lee,143,83,60
36,0,40006,Erik van Rooyen,144,35,109
37,0,45609,Tyler Duncan,145,124,21
37,0,28252,Seamus Power,145,99,46
37,0,55454,Carl Yuan,145,23,122
40,0,32757,Patton Kizzire,148,87,61
40,0,50095,Austin Smotherman,148,104,44
40,0,45242,Kevin Yu,148,37,111
43,0,59836,Pierceson Coody,149,13,136
43,0,59143,Mac Meissner,149,71,78
45,0,46717,Viktor Hovland,152,55,97
46,0,48117,Kurt Kitayama,153,32,121
47,0,55182,Tom Kim,154,111,43
47,0,37378,Min Woo Lee,154,7,147
47,0,23320,Ryan Palmer,154,113,41
47,0,46414,Aaron Rai,154,153,1
47,0,49960,Sepp Straka,154,146,8
52,0,55708,Hayden Buckley,155,120,35
53,0,54628,Lee Hodges,156,132,24
53,0,48153,Matthieu Pavon,156,92,64
55,0,30163,Henrik Norlander,157,142,15
55,0,51070,Vincent Norrman,157,17,140
57,0,37212,Paul Barjon,158,12,146
57,0,40250,Taylor Pendrith,158,10,148
59,0,45157,Cam Davis,159,69,90
59,0,40115,Adam Svensson,159,128,31
61,0,29420,Billy Horschel,161,107,54
62,0,47663,Kevin Dougherty,162,4,158
62,0,50493,Justin Suh,162,100,62
64,0,37455,Si Woo Kim,165,145,20
64,0,46442,Maverick McNealy,165,77,88
66,0,34076,Joel Dahmen,166,149,17
66,0,55893,Sam Stevens,166,47,119
68,0,36884,Ben Kohles,167,165,2
69,0,32070,Rafael Campos,169,64,105
70,0,34563,Chesson Hadley,170,56,114
70,0,39971,Sungjae Im,170,113,57
70,0,48319,Tom Whitney,170,133,37
73,0,28420,Ryan Brehm,171,28,143
73,0,36801,Mark Hubbard,171,146,25
75,0,51766,Wyndham Clark,172,8,164
75,0,29725,Tony Finau,172,34,138
75,0,49947,Taylor Moore,172,45,127
75,0,39324,J.J. Spaun,172,88,84
79,0,34098,Russell Henley,173,164,9
79,0,36871,Matt NeSmith,173,121,52
79,0,27330,Josh Teater,173,118,55
82,0,48084,Wesley Bryan,175,75,100
82,0,40098,Matt Fitzpatrick,175,111,64
82,0,36699,Patrick Rodgers,175,51,124
82,0,27214,Kevin Streelman,175,126,49
86,0,34255,Joseph Bramlett,176,17,159
86,0,29535,Brice Garnett,176,173,3
88,0,51349,Nico Echavarria,179,140,39
88,0,47988,Nick Hardy,179,60,119
88,0,27644,Brian Harman,179,160,19
88,0,28775,Nate Lashley,179,157,22
92,0,33948,Byeong Hun An,180,3,177
92,0,25900,Lucas Glover,180,170,10
92,0,54421,Garrick Higgo,180,30,150
92,0,26596,Ryan Moore,180,174,6
92,0,24502,Adam Scott,180,41,139
92,0,31323,Gary Woodland,180,11,169
98,0,47420,Jake Knapp,181,24,157
99,0,28089,Jason Day,182,93,89
99,0,51634,Sahith Theegala,182,53,129
101,0,47483,Will Zalatoris,183,77,106
102,0,35461,Beau Hossler,184,73,111
103,0,32640,Troy Merritt,185,158,27
103,0,47347,Adam Schenk,185,81,104
105,0,33448,Justin Thomas,186,26,160
105,0,38991,Alejandro Tosti,186,6,180
107,0,59095,Chris Gotterup,188,5,183
107,0,26476,Chez Reavie,188,176,12
107,0,37275,Sam Ryder,188,158,30
110,0,56149,Wilson Furr,189,15,174
110,0,22405,Justin Rose,189,126,63
110,0,51890,Greyson Sigg,189,149,40
113,0,34021,Bud Cauley,190,106,84
114,0,52514,Trace Crowe,191,85,106
114,0,49771,J.T. Poston,191,156,35
116,0,27349,Alex Noren,192,139,53
116,0,57900,Chandler Phillips,192,144,48
118,0,27129,Luke List,193,59,134
118,0,47983,Chad Ramey,193,151,42
120,0,47679,Victor Perez,194,91,103
121,0,29908,C.T. Pan,195,148,47
122,0,33653,Thomas Detry,197,67,130
122,0,30927,Brendon Todd,197,184,13
124,0,40058,Zac Blair,198,180,18
124,0,12716,Charley Hoffman,198,61,137
126,0,51287,Ryo Hisatsune,199,140,59
126,0,52453,Nicolai HÃ¸jgaard,199,26,173
128,0,29936,Ryan Fox,202,20,182
128,0,23108,Matt Kuchar,202,174,28
130,0,59866,Nick Dunlap,204,40,164
130,0,33399,Adam Hadwin,204,124,80
130,0,24024,Zach Johnson,204,178,26
133,0,33486,Roger Sloan,205,154,51
134,0,35450,Patrick Cantlay,208,73,135
135,0,60004,Jacob Bridgeman,210,96,114
135,0,52215,Robert MacIntyre,210,57,153
137,0,32366,Kevin Chappell,211,95,116
137,0,39975,Michael Kim,211,70,141
139,0,50188,S.H. Kim,213,62,151
140,0,32367,Jorge Campillo,214,131,83
140,0,34256,Andrew Putnam,214,183,31
142,0,31646,Emiliano Grillo,217,161,56
142,0,60767,Blaine Hale Jr.,217,41,176
142,0,46113,Ryan McCormick,217,49,168
145,0,39327,Ben Silverman,218,151,67
145,0,52666,Sami Valimaki,218,110,108
147,0,32102,Rickie Fowler,220,121,99
147,0,47995,Davis Riley,220,66,154
149,0,48699,Callum Tarren,222,43,179
150,0,33408,Tyson Alexander,223,67,156
150,0,51894,Vince Whaley,223,52,171
152,0,54783,Dylan Wu,228,136,92
153,0,35532,Tom Hoge,230,134,96
154,0,29221,Webb Simpson,231,100,131
155,0,57975,Harry Hall,233,88,145
156,0,47993,Denny McCarthy,236,167,69
157,0,50497,Adrien Dumont de Chassart,237,75,162
157,0,27139,David Skinns,237,71,166
159,0,36326,David Lipsky,238,172,66
160,0,32839,Hideki Matsuyama,239,107,132
161,0,59442,Parker Coody,240,62,178
161,0,25493,Nick Taylor,240,154,86
163,0,40162,Justin Lower,241,143,98
164,0,33968,ThorbjÃ¸rn Olesen,244,81,163
164,0,52374,Brandon Wu,244,163,81
166,0,35617,Martin Trainer,247,80,167
167,0,51997,Andrew Novak,248,115,133
168,0,34374,Erik Barnes,254,79,175
168,0,39977,Max Homa,254,100,154
170,0,29478,Kevin Kisner,257,181,76
171,0,54591,Ben Griffin,259,136,123
172,0,27649,Brandt Snedeker,261,182,79
173,0,27936,Martin Laird,262,168,94
174,0,46441,Robby Shelton,272,162,110
175,0,48887,Matt Wallace,276,115,161
176,0,47591,Eric Cole,278,129,149
177,0,48119,Ben Taylor,279,107,172
178,0,45522,Christiaan Bezuidenhout,282,166,116
179,0,35506,Mackenzie Hughes,287,117,170
180,0,34466,Peter Malnati,302,121,181
181,0,22371,Aaron Baddeley,321,179,142
181,0,47806,Raul Pereda,321,169,152
181,0,27770,Camilo Villegas,321,177,144
184,0,55789,Taylor Montgomery,355,171,184
