RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
88,0,28089,Jason Day,22.34,21,94,-22,-10.00
89,0,28237,Rory McIlroy,22.22,28,126,-32,-2.00
89,0,27649,Brandt Snedeker,22.22,26,117,-28,-23.00
91,0,24140,Sean O'Hair,22.14,29,131,-28,-9.00
92,0,25198,Francesco Molinari,22.06,30,136,-32,-7.00
93,0,26476,Chez Reavie,22.00,22,100,-28,-5.00
94,0,25493,Nick Taylor,21.94,34,155,-33,-11.00
95,0,27214,Kevin Streelman,21.91,39,178,-38,-13.00
96,0,34046,Jordan Spieth,21.88,35,160,-33,-8.00
97,0,35450,Patrick Cantlay,21.86,40,183,-38,-2.00
98,0,35506,Mackenzie Hughes,21.54,28,130,-26,-3.00
98,0,32254,Xinjun Zhang,21.54,28,130,-28,E
100,0,32876,Martin Piller,21.49,26,121,-26,-3.00
101,0,31416,Derek Fathauer,21.48,29,135,-25,+8.00
101,0,36699,Patrick Rodgers,21.48,32,149,-35,+1.00
103,0,40026,Daniel Berger,21.38,31,145,-33,-6.00
104,0,21961,Charles Howell III,21.33,32,150,-31,-22.00
105,0,24358,Robert Garrigus,21.14,37,175,-34,+1.00
105,0,25818,Scott Piercy,21.14,26,123,-26,-4.00
107,0,24024,Zach Johnson,21.05,24,114,-26,-27.00
108,0,25364,Paul Casey,21.00,21,100,-22,-8.00
109,0,26951,Johnson Wagner,20.93,18,86,-18,-23.00
110,0,23353,J.J. Henry,20.79,21,101,-21,-8.00
111,0,27963,Chris Stroud,20.74,28,135,-27,+8.00
112,0,12716,Charley Hoffman,20.73,34,164,-33,-4.00
113,0,27095,Nick Watney,20.71,35,169,-36,-4.00
114,0,25396,Kevin Na,20.69,24,116,-29,-10.00
115,0,28775,Nate Lashley,20.59,14,68,-15,-4.00
116,0,27064,Jhonattan Vegas,20.48,34,166,-35,-1.00
117,0,29221,Webb Simpson,20.42,29,142,-33,-16.00
118,0,12510,Chad Campbell,20.41,20,98,-25,-16.00
118,0,31646,Emiliano Grillo,20.41,30,147,-30,-17.00
120,0,39997,Corey Conners,20.38,32,157,-33,-23.00
121,0,47287,Ethan Tracy,20.37,22,108,-20,-4.00
122,0,40058,Zac Blair,20.27,15,74,-15,-11.00
123,0,26851,Marc Leishman,20.25,33,163,-33,-1.00
124,0,26329,Louis Oosthuizen,20.00,15,75,-15,-9.00
124,0,48081,Xander Schauffele,20.00,37,185,-36,-1.00
126,0,31202,William McGirt,19.84,25,126,-26,-9.00
127,0,33448,Justin Thomas,19.77,34,172,-43,-11.00
128,0,34174,John Huh,19.74,30,152,-33,-7.00
129,0,39327,Ben Silverman,19.70,26,132,-28,-19.00
130,0,29974,Branden Grace,19.61,20,102,-22,-6.00
130,0,01810,Phil Mickelson,19.61,30,153,-35,-10.00
132,0,47125,Matt Atkins,19.57,18,92,-19,+7.00
132,0,26596,Ryan Moore,19.57,27,138,-31,-8.00
134,0,32640,Troy Merritt,19.48,30,154,-34,-8.00
135,0,37189,Harold Varner III,19.39,32,165,-38,-8.00
136,0,35376,Roberto Díaz,19.35,18,93,-17,-12.00
137,0,32757,Patton Kizzire,19.23,30,156,-30,-23.00
138,0,34360,Patrick Reed,19.21,29,151,-34,-1.00
139,0,25572,Graeme McDowell,19.19,19,99,-19,-11.00
140,0,27958,Ryan Blaum,19.12,26,136,-26,-14.00
140,0,31420,Anirban Lahiri,19.12,26,136,-24,-7.00
142,0,19803,Ryan Armour,19.05,24,126,-29,-55.00
143,0,24781,Hunter Mahan,18.97,22,116,-23,-10.00
143,0,49964,Aaron Wise,18.97,33,174,-32,-3.00
145,0,35532,Tom Hoge,18.90,31,164,-32,-8.00
146,0,24361,Pat Perez,18.68,17,91,-17,-13.00
147,0,48084,Wesley Bryan,18.64,11,59,-11,-15.00
148,0,24138,Ian Poulter,18.60,16,86,-16,-19.00
149,0,29222,Billy Hurley III,18.52,15,81,-18,-11.00
150,0,29461,Jamie Lovemark,18.48,34,184,-37,-5.00
151,0,46402,Talor Gooch,18.46,24,130,-25,+10.00
152,0,39975,Michael Kim,18.29,15,82,-17,-7.00
153,0,24925,Jonathan Byrd,18.18,18,99,-20,-3.00
153,0,28307,Matt Every,18.18,26,143,-29,+6.00
155,0,27895,Jonas Blixt,17.92,19,106,-21,-4.00
155,0,20472,Alex Cejka,17.92,19,106,-24,-9.00
157,0,23541,Ben Crane,17.91,12,67,-15,-10.00
157,0,37338,Zecheng Dou,17.91,12,67,-9,+2.00
159,0,35879,Kelly Kraft,17.65,21,119,-21,-12.00
160,0,37455,Si Woo Kim,17.51,31,177,-29,+2.00
161,0,46435,Austin Cook,17.39,32,184,-31,-1.00
162,0,40009,Dominic Bozzelli,17.32,22,127,-20,+8.00
163,0,27644,Brian Harman,17.29,23,133,-27,-11.00
164,0,45526,Abraham Ancer,17.20,32,186,-33,-19.00
165,0,35461,Beau Hossler,17.09,34,199,-34,-12.00
166,0,33410,Andrew Landry,17.07,21,123,-22,-27.00
167,0,37278,Nicholas Lindheim,17.05,15,88,-10,-9.00
168,0,26300,Matt Jones,16.98,18,106,-23,+7.00
169,0,29908,C.T. Pan,16.88,27,160,-28,-19.00
170,0,31560,Brian Stuard,16.84,16,95,-17,-33.00
171,0,29479,Scott Brown,16.78,25,149,-25,+3.00
172,0,28679,Fabián Gómez,16.67,22,132,-24,-7.00
172,0,34466,Peter Malnati,16.67,22,132,-24,-10.00
174,0,23108,Matt Kuchar,16.52,19,115,-21,-15.00
175,0,28500,Martin Flores,15.83,22,139,-22,-13.00
176,0,29926,Danny Lee,15.82,25,158,-27,+2.00
177,0,33399,Adam Hadwin,15.79,24,152,-24,-4.00
178,0,34256,Andrew Putnam,15.65,23,147,-25,-11.00
179,0,20157,Retief Goosen,15.58,12,77,-11,-2.00
180,0,24846,Ricky Barnes,15.29,13,85,-15,-1.00
181,0,34358,Jonathan Randolph,15.24,16,105,-17,-10.00
182,0,27556,Ted Potter Jr.,15.00,18,120,-15,-19.00
183,0,49771,J.T. Poston,14.53,17,117,-17,+10.00
184,0,28132,Tyrone Van Aswegen,14.49,20,138,-22,-14.00
185,0,35544,Andrew Yun,14.29,9,63,-7,+12.00
186,0,26331,Charl Schwartzel,14.14,14,99,-14,+3.00
187,0,39954,Cody Gribble,13.71,17,124,-16,+12.00
188,0,34021,Bud Cauley,12.50,11,88,-11,-16.00
189,0,25834,Daniel Summerhays,10.81,8,74,-8,-3.00
190,0,22582,Kyle Thompson,10.71,6,56,-5,+3.00
191,0,20572,Rod Pampling,9.80,10,102,-9,-2.00
192,0,33413,Ben Martin,8.26,10,121,-9,-3.00
193,0,20593,Greg Chalmers,7.58,5,66,-3,-10.00
