RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,21209,Sergio Garcia,1.448,1355,936
2,0,01887,Mark O'Meara,1.449,1435,990
3,0,01042,Paul Azinger,1.480,1918,1296
4,0,06522,Ernie Els,1.481,1813,1224
5,0,01599,Steve Jones,1.484,1896,1278
6,0,01320,Bob Estes,1.488,1687,1134
6,0,01326,Nick Faldo,1.488,1312,882
8,0,06431,Jean Van de Velde,1.494,1802,1206
9,0,01810,Phil Mickelson,1.495,2153,1440
10,0,01378,David Frost,1.499,1700,1134
11,0,20098,Stuart Appleby,1.501,2188,1458
12,0,12660,Jesper Parnevik,1.502,1839,1224
13,0,08793,Tiger Woods,1.514,2071,1368
14,0,02010,Loren Roberts,1.516,2346,1548
15,0,09011,David Duval,1.519,1832,1206
16,0,12680,Shigeki Maruyama,1.529,2339,1530
17,0,01920,Craig Parry,1.535,1907,1242
17,0,01927,Dennis Paulson,1.535,2238,1458
19,0,10423,Mike Weir,1.536,2655,1728
20,0,10809,Jim Furyk,1.537,2628,1710
21,0,01706,Davis Love III,1.538,2547,1656
22,0,10860,Justin Leonard,1.541,2579,1674
22,0,01928,Corey Pavin,1.541,2053,1332
24,0,20229,Stewart Cink,1.542,2636,1710
25,0,10885,Robert Allenby,1.547,2618,1692
25,0,02214,Kirk Triplett,1.547,2701,1746
27,0,01161,Mark Calcavecchia,1.548,2564,1656
27,0,01968,Nick Price,1.548,1728,1116
29,0,01132,Mark Brooks,1.552,2458,1584
29,0,02104,Jeff Sluman,1.552,3100,1998
31,0,01226,Fred Couples,1.554,1958,1260
32,0,07457,Steve Flesch,1.556,3388,2178
32,0,01797,Rocco Mediate,1.556,2129,1368
32,0,06527,Steve Stricker,1.556,1708,1098
35,0,01175,Jim Carter,1.557,2634,1692
35,0,01926,Steve Pate,1.557,2578,1656
37,0,01329,Brad Faxon,1.558,2693,1728
38,0,20029,Notah Begay III,1.560,2190,1404
38,0,06350,Bob May,1.560,2556,1638
40,0,01313,Steve Elkington,1.563,1632,1044
40,0,01724,Jeff Maggert,1.563,2307,1476
40,0,02218,Ted Tryba,1.563,3122,1998
43,0,12823,Carlos Franco,1.565,2367,1512
43,0,01553,John Huston,1.565,2254,1440
43,0,01677,Tom Lehman,1.565,1944,1242
46,0,02206,David Toms,1.566,3073,1962
47,0,01577,Lee Janzen,1.570,2572,1638
47,0,01905,Joe Ozaki,1.570,1498,954
49,0,11653,Paul Curry,1.577,1817,1152
49,0,06567,Vijay Singh,1.577,2611,1656
51,0,01024,Billy Andrade,1.578,2442,1548
51,0,02239,Scott Verplank,1.578,3011,1908
53,0,06643,Paul Goydos,1.580,2759,1746
54,0,20094,Jonathan Kaye,1.581,3188,2016
54,0,10585,Scott McCarron,1.581,2789,1764
56,0,01331,Rick Fehr,1.582,2022,1278
56,0,02131,Mike Springer,1.582,2307,1458
58,0,01823,Larry Mize,1.586,1970,1242
59,0,06575,Dudley Hart,1.587,2085,1314
59,0,12782,Tim Herron,1.587,2685,1692
59,0,10649,Tom Scherrer,1.587,2886,1818
62,0,23621,Rory Sabbatini,1.589,2374,1494
63,0,19881,Robert Damron,1.590,2604,1638
63,0,02170,Hal Sutton,1.590,2547,1602
65,0,06251,Chris DiMarco,1.591,3264,2052
65,0,06613,Tommy Tolles,1.591,1718,1080
67,0,10117,Bob Heintz,1.593,2437,1530
68,0,19846,Brian Gay,1.594,2840,1782
68,0,07753,Kevin Wentworth,1.594,2295,1440
70,0,01249,John Daly,1.595,2039,1278
70,0,08931,Glen Day,1.595,2641,1656
70,0,01323,Brad Fabel,1.595,2527,1584
70,0,20127,Chris Riley,1.595,2698,1692
70,0,08375,Paul Stankowski,1.595,2096,1314
75,0,02223,Bob Tway,1.596,2557,1602
76,0,06036,Scott Dunlap,1.597,3047,1908
76,0,11032,Frank Lickliter II,1.597,3018,1890
78,0,01619,Skip Kendall,1.599,3223,2016
79,0,01072,Chip Beck,1.600,1411,882
79,0,01098,Jay Don Blake,1.600,2678,1674
79,0,01941,Tom Pernice Jr.,1.600,2764,1728
82,0,01381,Fred Funk,1.601,3141,1962
82,0,08993,Franklin Langham,1.601,2623,1638
82,0,01761,Len Mattiace,1.601,3083,1926
85,0,01116,Michael Bradley,1.603,2106,1314
85,0,01707,Steve Lowery,1.603,3001,1872
87,0,06140,Sean Murphy,1.604,2888,1800
87,0,06581,David Sutherland,1.604,3061,1908
89,0,01489,Steve Hart,1.605,2022,1260
89,0,21593,Keith Nolan,1.605,1647,1026
91,0,21949,Joe Ogilvie,1.606,2631,1638
91,0,10425,Jay Williamson,1.606,2948,1836
93,0,12645,Brent Geiberger,1.607,2169,1350
94,0,01418,Bill Glasson,1.608,2692,1674
94,0,08547,John Maginnes,1.608,2866,1782
94,0,02110,Jerry Smith,1.608,2924,1818
