RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
94,0,06078,Esteban Toledo,1.608,3213,1998
98,0,06004,Stephen Ames,1.609,2752,1710
98,0,08537,J.P. Hayes,1.609,2577,1602
98,0,08075,Jerry Kelly,1.609,3215,1998
101,0,01376,Bob Friend,1.610,2666,1656
101,0,06090,Jim McGovern,1.610,1536,954
103,0,20593,Greg Chalmers,1.611,2668,1656
103,0,06617,Brian Henninger,1.611,2581,1602
105,0,07749,Brett Quigley,1.612,1828,1134
105,0,11011,Mike Sposa,1.612,2118,1314
105,0,07101,Dave Stockton Jr.,1.612,2524,1566
108,0,12449,Ryan Howison,1.613,2352,1458
108,0,06315,Pete Jordan,1.613,2962,1836
108,0,01723,Andrew Magee,1.613,2120,1314
108,0,01943,Chris Perry,1.613,3049,1890
112,0,10201,Matt Gogel,1.614,2440,1512
112,0,10912,Craig Perks,1.614,2382,1476
114,0,06088,Steve Gotsche,1.615,2588,1602
114,0,21007,Gabriel Hjertstedt,1.615,2413,1494
114,0,01549,Mike Hulbert,1.615,2326,1440
114,0,06012,Greg Kraft,1.615,3081,1908
118,0,22064,Craig Spence,1.616,2473,1530
118,0,06595,Kevin Sutherland,1.616,2734,1692
120,0,19822,Bobby Cochran,1.617,2212,1368
120,0,23125,Brad Elder,1.617,3202,1980
120,0,01361,Dan Forsman,1.617,2561,1584
123,0,12388,Michael Clark II,1.619,2332,1440
123,0,20043,Edward Fryatt,1.619,2826,1746
123,0,20095,Carl Paulson,1.619,3001,1854
123,0,08385,Omar Uresti,1.619,2740,1692
127,0,10963,Jimmy Green,1.620,2421,1494
127,0,01527,Scott Hoch,1.620,3033,1872
129,0,01203,Russ Cochran,1.621,2072,1278
129,0,21805,Harrison Frazar,1.621,2043,1260
129,0,02279,Mark Wiebe,1.621,2684,1656
132,0,01457,Jay Haas,1.622,2248,1386
133,0,10569,Mike Brisky,1.623,2512,1548
133,0,01157,Tom Byrum,1.623,2600,1602
133,0,01771,Blaine McCallister,1.623,3039,1872
133,0,12753,David Morland IV,1.623,2513,1548
137,0,01040,Emlyn Aubrey,1.624,1871,1152
137,0,02245,Grant Waite,1.624,2484,1530
139,0,01374,Robin Freeman,1.625,2867,1764
139,0,06062,Charles Raulerson,1.625,2866,1764
141,0,19824,Craig Barlow,1.626,2810,1728
141,0,06809,Bob Burns,1.626,2605,1602
141,0,01307,Joel Edwards,1.626,2898,1782
144,0,24357,K.J. Choi,1.627,2607,1602
144,0,01282,Trevor Dodds,1.627,2460,1512
146,0,01093,Ronnie Black,1.629,2316,1422
146,0,01533,P.H. Horgan III,1.629,1906,1170
148,0,06332,Neal Lancaster,1.630,2787,1710
148,0,01685,J.L. Lewis,1.630,2993,1836
148,0,02133,Craig Stadler,1.630,1936,1188
151,0,01261,Jay Delsing,1.631,2731,1674
151,0,07763,Doug Dunakey,1.631,2348,1440
153,0,01569,Peter Jacobsen,1.632,1910,1170
153,0,01996,Mike Reid,1.632,2115,1296
155,0,06515,Shaun Micheel,1.633,2675,1638
155,0,10457,Frank Nobilo,1.633,2793,1710
157,0,02257,Brian Watts,1.634,2588,1584
158,0,20099,Doug Barron,1.635,2413,1476
158,0,23656,Jason Caron,1.635,2207,1350
158,0,01938,David Peoples,1.635,2914,1782
158,0,10213,Dicky Pride,1.635,2767,1692
162,0,01388,Robert Gamez,1.637,2240,1368
163,0,12652,Cameron Beckman,1.638,2388,1458
163,0,01945,Kenny Perry,1.638,2241,1368
165,0,07867,Woody Austin,1.639,2980,1818
166,0,01185,Brandel Chamblee,1.642,2069,1260
167,0,01063,Ben Bates,1.644,3077,1872
167,0,06014,Eric Booker,1.644,2515,1530
169,0,01139,Olin Browne,1.645,2932,1782
169,0,08535,Gary Nicklaus,1.645,2428,1476
171,0,01191,Barry Cheesman,1.646,2755,1674
171,0,02101,Joey Sindelar,1.646,2489,1512
173,0,01014,Fulton Allem,1.648,2225,1350
173,0,01035,Tommy Armour III,1.648,2640,1602
175,0,02246,Duffy Waldorf,1.650,2227,1350
176,0,23614,Rich Beem,1.651,2407,1458
176,0,20105,Jeff Gove,1.651,2437,1476
178,0,01142,Bart Bryant,1.652,2171,1314
178,0,24356,Jason Buha,1.652,2438,1476
180,0,20445,Casey Martin,1.653,2618,1584
181,0,07363,Craig Bowden,1.654,1608,972
181,0,08545,Glen Hnatiuk,1.654,2680,1620
183,0,01766,Billy Mayfair,1.657,2624,1584
184,0,06573,Brandt Jobe,1.659,2628,1584
184,0,22913,John Rollins,1.659,2150,1296
186,0,10962,Bradley Hughes,1.660,2690,1620
187,0,08243,Aaron Bengoechea,1.661,2182,1314
187,0,20574,Mathew Goggin,1.661,2721,1638
187,0,08045,Perry Moss,1.661,1585,954
190,0,01219,John Cook,1.663,2634,1584
191,0,06621,Joe Durant,1.665,2817,1692
192,0,06044,Scott Gump,1.673,3162,1890
193,0,01510,Nolan Henke,1.679,2387,1422
194,0,01975,Tom Purtzer,1.688,1701,1008
195,0,01408,Kelly Gibson,1.703,2513,1476
