RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
79,0,01905,Joe Ozaki,71.121,4862,- 25.775,68
80,0,06012,Greg Kraft,71.125,5757,4.130,81
81,0,01307,Joel Edwards,71.133,6696,- 9.455,94
82,0,01414,Bob Gilder,71.134,6073,- 26.589,85
82,0,01707,Steve Lowery,71.134,7130,- 16.645,100
84,0,12782,Tim Herron,71.148,7132,- 17.179,100
85,0,01157,Tom Byrum,71.150,5406,1.373,76
86,0,02246,Duffy Waldorf,71.153,4778,- 10.761,67
87,0,01996,Mike Reid,71.160,5136,- 12.502,72
88,0,01156,Curt Byrum,71.167,4005,- 19.635,56
88,0,01306,David Edwards,71.167,5834,1.725,82
90,0,08547,John Maginnes,71.178,5768,- 2.549,81
91,0,06332,Neal Lancaster,71.185,7286,- 25.142,102
92,0,01569,Peter Jacobsen,71.196,4643,- 15.248,65
93,0,02206,David Toms,71.223,6331,7.857,89
94,0,01196,Brian Claar,71.224,7415,- 7.721,104
95,0,01143,Brad Bryant,71.264,5989,- 2.820,84
96,0,06036,Scott Dunlap,71.269,5711,- 9.442,80
97,0,01385,Jim Gallagher Jr.,71.272,5211,- 8.159,73
98,0,01960,Don Pooley,71.284,4502,- 11.086,63
99,0,01014,Fulton Allem,71.291,3841,8.711,54
100,0,07267,Allen Doyle,71.292,6271,2.665,88
101,0,01361,Dan Forsman,71.301,4660,- 25.436,65
102,0,01771,Blaine McCallister,71.303,6506,- 17.469,91
103,0,06577,John Wilson,71.310,5791,- 14.929,81
104,0,01510,Nolan Henke,71.322,5692,13.751,80
105,0,06044,Scott Gump,71.324,6907,11.476,97
106,0,06315,Pete Jordan,71.333,5230,- 22.688,73
107,0,02115,Taylor Smith,71.344,5441,- 18.824,76
108,0,01006,John Adams,71.360,5555,11.108,78
109,0,01435,Wayne Grady,71.372,4595,- 27.162,64
110,0,01761,Len Mattiace,71.384,6078,- 10.376,85
111,0,06034,Marco Dawson,71.386,6197,13.549,87
111,0,02131,Mike Springer,71.386,6063,4.790,85
113,0,08075,Jerry Kelly,71.403,6499,- 1.343,91
114,0,01475,Donnie Hammond,71.407,4353,2.810,61
115,0,01958,Dan Pohl,71.413,4135,6.934,58
116,0,02241,Bobby Wadkins,71.423,6565,5.935,92
117,0,01388,Robert Gamez,71.424,5344,12.765,75
118,0,20259,Hisayuki Sasaki,71.430,4577,- 5.473,64
119,0,02170,Hal Sutton,71.432,6291,- 5.010,88
120,0,02226,Tray Tyner,71.435,3657,- 13.811,51
121,0,20098,Stuart Appleby,71.441,6773,13.940,95
122,0,02245,Grant Waite,71.442,5365,- 6.878,75
123,0,01235,Ben Crenshaw,71.443,4239,- 23.839,59
124,0,11032,Frank Lickliter II,71.447,6021,- 19.413,84
125,0,06595,Kevin Sutherland,71.455,7659,- 13.316,107
126,0,01334,Keith Fergus,71.466,5998,5.113,84
127,0,02279,Mark Wiebe,71.470,5291,- 2.223,74
128,0,01200,Keith Clearwater,71.488,5591,- 14.963,78
129,0,01487,Jeff Hart,71.489,4655,- 8.227,65
130,0,01060,Dave Barr,71.509,4174,- 26.495,58
131,0,01142,Bart Bryant,71.514,5502,4.564,77
132,0,06140,Sean Murphy,71.552,5824,- 28.291,81
133,0,07087,Hugh Royer III,71.553,6507,4.308,91
133,0,08375,Paul Stankowski,71.553,5103,- 22.707,71
135,0,01072,Chip Beck,71.556,6580,3.107,92
136,0,01261,Jay Delsing,71.571,6146,9.091,86
137,0,02008,Lee Rinker,71.577,7158,- .274,100
138,0,02167,Mike Sullivan,71.592,6077,8.308,85
139,0,06214,Guy Boros,71.593,6647,11.183,93
140,0,08337,Mike Heinen,71.598,6809,- 7.226,95
141,0,08385,Omar Uresti,71.602,6743,- 12.433,94
142,0,01604,Steve Jurgensen,71.603,6248,- 18.497,87
143,0,06617,Brian Henninger,71.604,6013,1.742,84
144,0,06643,Paul Goydos,71.639,6032,- 14.360,84
145,0,02049,Gene Sauers,71.670,5582,8.265,78
146,0,01249,John Daly,71.680,5195,- 34.024,72
147,0,02186,Brian Tennyson,71.684,5364,12.267,75
148,0,10569,Mike Brisky,71.691,5961,- 10.655,83
149,0,06064,Jeff Gallagher,71.703,6034,- 10.974,84
150,0,10215,Charlie Rymer,71.712,6447,7.122,90
151,0,01346,Ed Fiori,71.763,4405,- 27.447,61
152,0,07101,Dave Stockton Jr.,71.764,6593,9.270,92
153,0,01701,Bob Lohr,71.778,6458,2.039,90
154,0,06066,Gary Rusnak,71.790,5610,- 10.402,78
155,0,06090,Jim McGovern,71.800,6235,11.630,87
156,0,08993,Franklin Langham,71.810,6622,- 15.502,92
157,0,20095,Carl Paulson,71.817,6250,- 1.894,87
158,0,01185,Brandel Chamblee,71.865,5031,- .466,70
158,0,12626,Joey Gullion,71.865,6263,- 10.725,87
160,0,10213,Dicky Pride,71.867,5825,- 3.742,81
161,0,02303,Robert Wrenn,71.874,5185,- 10.088,72
162,0,10425,Jay Williamson,71.880,5553,- 18.277,77
163,0,01444,Ken Green,71.882,5829,- 6.576,81
164,0,02218,Ted Tryba,71.894,7402,3.055,103
165,0,01557,John Inman,71.919,5710,- 28.372,79
166,0,02135,Mike Standly,71.929,5814,12.278,81
167,0,01133,Billy Ray Brown,71.931,5539,- .304,77
168,0,01035,Tommy Armour III,71.965,3896,- 9.907,54
169,0,01971,Dillard Pruitt,72.006,5329,- .522,74
170,0,19883,Joe Daley,72.010,5550,- 5.214,77
171,0,02171,Mike Swartz,72.011,5286,- 29.202,73
172,0,01374,Robin Freeman,72.038,7347,.862,102
173,0,01603,Jeff Julian,72.133,4994,- 16.811,69
174,0,06657,Steve Rintoul,72.148,5430,- 18.901,75
175,0,01320,Bob Estes,72.201,4632,- 11.138,64
176,0,06599,John Elliott,72.268,3708,- 22.328,51
177,0,19913,Ron Whittaker,72.284,4196,- 3.517,58
178,0,01938,David Peoples,72.285,4073,- 25.056,56
179,0,10203,Bryan Gorman,72.286,4987,.738,69
180,0,10505,Shane Bertsch,72.302,5301,- 22.964,73
181,0,02201,Jim Thorpe,72.310,4020,- 42.971,55
182,0,01068,Andy Bean,72.322,5421,3.163,75
183,0,02106,Chris Smith,72.331,5812,- 25.555,80
184,0,10649,Tom Scherrer,72.427,6432,14.025,89
185,0,20051,Joe Acosta Jr.,72.439,5136,7.180,71
186,0,02242,Lanny Wadkins,72.473,4504,- 10.692,62
187,0,12781,Scott Medlin,72.639,3880,- 30.130,53
188,0,01607,Brian Kamm,72.783,6332,.153,87
189,0,20505,Lucas Parsons,72.849,4111,- 31.480,56
190,0,01725,John Mahaffey,72.884,4735,2.462,65
