RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,21209,Sergio Garcia,-.096
2,0,25834,Daniel Summerhays,-.051
3,0,20848,Ángel Cabrera,-.030
4,0,30944,Jason Kokrak,-.024
5,0,22405,Justin Rose,-.022
6,0,24502,Adam Scott,-.008
7,0,35300,Andrew Loupe,-.007
7,0,29461,Jamie Lovemark,-.007
9,0,12716,Charley Hoffman,-.006
9,0,23621,Rory Sabbatini,-.006
11,0,25364,Paul Casey,E
11,0,01810,Phil Mickelson,E
13,0,21753,Brian Davis,+.008
13,0,31560,Brian Stuard,+.008
15,0,36689,Brooks Koepka,+.011
16,0,27141,J.B. Holmes,+.018
17,0,25444,Justin Hicks,+.022
17,0,29221,Webb Simpson,+.022
19,0,22046,Geoff Ogilvy,+.025
19,0,34431,Robert Streb,+.025
21,0,32839,Hideki Matsuyama,+.027
21,0,23320,Ryan Palmer,+.027
23,0,25632,Jimmy Walker,+.028
24,0,21731,Freddie Jacobson,+.029
24,0,10423,Mike Weir,+.029
26,0,28237,Rory McIlroy,+.030
27,0,27895,Jonas Blixt,+.033
27,0,21528,Henrik Stenson,+.033
29,0,33141,Keegan Bradley,+.039
29,0,25396,Kevin Na,+.039
31,0,29740,Brad Fritsch,+.041
31,0,26596,Ryan Moore,+.041
33,0,26956,Bronson La'Cassie,+.042
34,0,24361,Pat Perez,+.045
35,0,25562,Andres Romero,+.050
36,0,28089,Jason Day,+.051
36,0,23108,Matt Kuchar,+.051
36,0,01724,Jeff Maggert,+.051
39,0,26679,Kevin Stadler,+.052
40,0,29289,S.Y. Noh,+.054
41,0,01706,Davis Love III,+.055
42,0,32366,Kevin Chappell,+.056
42,0,25349,Tim Wilkinson,+.056
44,0,20229,Stewart Cink,+.057
44,0,35539,Luke Guthrie,+.057
44,0,30926,Chris Kirk,+.057
47,0,25804,Bubba Watson,+.058
48,0,27436,Graham DeLaet,+.060
48,0,24490,George McNeill,+.060
48,0,06567,Vijay Singh,+.060
51,0,34021,Bud Cauley,+.061
51,0,28500,Martin Flores,+.061
51,0,30925,Dustin Johnson,+.061
51,0,30692,Scott Stallings,+.061
55,0,24663,Y.E. Yang,+.065
56,0,20157,Retief Goosen,+.066
56,0,25345,Carl Pettersson,+.066
58,0,28259,Sangmoon Bae,+.067
59,0,24846,Ricky Barnes,+.068
59,0,24494,Erik Compton,+.068
59,0,22913,John Rollins,+.068
59,0,27095,Nick Watney,+.068
59,0,31323,Gary Woodland,+.068
64,0,30750,Tommy Gainey,+.069
64,0,29222,Billy Hurley III,+.069
66,0,34098,Russell Henley,+.070
67,0,33413,Ben Martin,+.072
68,0,28307,Matt Every,+.073
69,0,34099,Harris English,+.077
69,0,27556,Ted Potter Jr.,+.077
69,0,33419,Cameron Tringale,+.077
72,0,19846,Brian Gay,+.078
73,0,24507,Jason Bohn,+.079
73,0,27649,Brandt Snedeker,+.079
73,0,34046,Jordan Spieth,+.079
76,0,20098,Stuart Appleby,+.081
76,0,20593,Greg Chalmers,+.081
78,0,27644,Brian Harman,+.082
78,0,35541,John Peterson,+.082
80,0,30852,Ryo Ishikawa,+.083
81,0,34409,David Lingmerth,+.085
82,0,22371,Aaron Baddeley,+.089
82,0,24781,Hunter Mahan,+.089
84,0,24140,Sean O'Hair,+.090
85,0,25572,Graeme McDowell,+.094
86,0,33418,Shawn Stefani,+.095
87,0,33122,Russell Knox,+.097
88,0,24925,Jonathan Byrd,+.098
89,0,24924,Bill Haas,+.099
89,0,31202,William McGirt,+.099
89,0,34360,Patrick Reed,+.099
92,0,26851,Marc Leishman,+.101
93,0,26331,Charl Schwartzel,+.103
93,0,30110,Kyle Stanley,+.103
93,0,02206,David Toms,+.103
96,0,24357,K.J. Choi,+.104
97,0,34261,Scott Langley,+.105
98,0,24912,Will MacKenzie,+.106
99,0,27770,Camilo Villegas,+.108
100,0,27933,John Merrick,+.109
101,0,24358,Robert Garrigus,+.110
102,0,06522,Ernie Els,+.112
103,0,33461,Morgan Hoffmann,+.113
103,0,26289,Boo Weekley,+.113
103,0,20160,Charlie Wi,+.113
106,0,27064,Jhonattan Vegas,+.114
107,0,22293,Heath Slocum,+.116
108,0,22378,Trevor Immelman,+.118
108,0,27963,Chris Stroud,+.118
110,0,34563,Chesson Hadley,+.119
111,0,23409,James Driscoll,+.120
111,0,29926,Danny Lee,+.120
111,0,23623,Bo Van Pelt,+.120
114,0,21961,Charles Howell III,+.121
115,0,25720,Chad Collins,+.122
116,0,20498,Briny Baird,+.123
116,0,35732,Wes Roach,+.123
118,0,29518,Brendan Steele,+.124
119,0,31557,Jim Herman,+.125
119,0,30927,Brendon Todd,+.125
121,0,32448,James Hahn,+.127
122,0,29535,Brice Garnett,+.128
123,0,35139,Richard Lee,+.132
124,0,10809,Jim Furyk,+.133
124,0,27330,Josh Teater,+.133
126,0,20104,Ken Duke,+.135
127,0,29479,Scott Brown,+.139
128,0,12510,Chad Campbell,+.141
128,0,34174,John Huh,+.141
128,0,20396,Lee Westwood,+.141
131,0,25686,Jason Dufner,+.146
131,0,28092,D.H. Lee,+.146
133,0,29478,Kevin Kisner,+.148
133,0,32150,Michael Thompson,+.148
135,0,27466,Spencer Levin,+.149
136,0,32102,Rickie Fowler,+.150
136,0,29420,Billy Horschel,+.150
136,0,28475,Jeff Overton,+.150
139,0,32334,Charlie Beljan,+.151
139,0,22621,Ben Curtis,+.151
141,0,10885,Robert Allenby,+.152
142,0,23353,J.J. Henry,+.154
143,0,26300,Matt Jones,+.156
144,0,32333,Kevin Tway,+.157
145,0,08075,Jerry Kelly,+.158
146,0,24024,Zach Johnson,+.159
146,0,27408,Martin Kaymer,+.159
146,0,34265,Will Wilcox,+.159
149,0,23135,Tim Clark,+.160
149,0,29425,Andrew Svoboda,+.160
149,0,28132,Tyrone Van Aswegen,+.160
152,0,25274,Steven Bowditch,+.162
153,0,28780,Nicholas Thompson,+.165
154,0,23800,Bryce Molder,+.168
154,0,28486,Michael Putnam,+.168
156,0,26329,Louis Oosthuizen,+.170
156,0,20645,John Senden,+.170
158,0,32200,Roberto Castro,+.173
158,0,26758,David Hearn,+.173
160,0,25191,Gonzalo Fernandez-Castaño,+.175
160,0,25240,D.A. Points,+.175
162,0,25900,Lucas Glover,+.185
163,0,37273,Derek Ernst,+.197
164,0,24138,Ian Poulter,+.200
165,0,23638,Brendon de Jonge,+.205
166,0,27214,Kevin Streelman,+.210
167,0,23541,Ben Crane,+.211
168,0,23983,Luke Donald,+.216
169,0,27936,Martin Laird,+.219
170,0,07867,Woody Austin,+.222
170,0,27120,Troy Matteson,+.222
172,0,26951,Johnson Wagner,+.250
173,0,34264,Hudson Swafford,+.252
173,0,21878,Mark Wilson,+.252
175,0,32640,Troy Merritt,+.256
176,0,10860,Justin Leonard,+.264
177,0,31193,Jim Renner,+.323
