RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
43,0,01707,Steve Lowery,69.00,207,3
43,0,01823,Larry Mize,69.00,69,1
43,0,01943,Chris Perry,69.00,69,1
43,0,10649,Tom Scherrer,69.00,69,1
53,0,02223,Bob Tway,69.25,277,4
54,0,10425,Jay Williamson,69.33,208,3
55,0,07867,Woody Austin,69.50,139,2
55,0,06809,Bob Burns,69.50,139,2
55,0,01219,John Cook,69.50,139,2
55,0,01249,John Daly,69.50,139,2
55,0,21961,Charles Howell III,69.50,139,2
55,0,06573,Brandt Jobe,69.50,139,2
55,0,10213,Dicky Pride,69.50,139,2
55,0,02104,Jeff Sluman,69.50,139,2
63,0,20498,Briny Baird,69.67,209,3
63,0,08545,Glen Hnatiuk,69.67,209,3
63,0,20094,Jonathan Kaye,69.67,209,3
66,0,02218,Ted Tryba,69.75,279,4
67,0,06595,Kevin Sutherland,69.80,349,5
68,0,06036,Scott Dunlap,70.00,70,1
68,0,01329,Brad Faxon,70.00,140,2
68,0,01381,Fred Funk,70.00,70,1
68,0,07547,Craig Kanada,70.00,140,2
68,0,06012,Greg Kraft,70.00,280,4
68,0,11032,Frank Lickliter II,70.00,210,3
68,0,12680,Shigeki Maruyama,70.00,280,4
68,0,08553,Lee Porter,70.00,70,1
68,0,01968,Nick Price,70.00,70,1
68,0,02099,Scott Simpson,70.00,140,2
68,0,08375,Paul Stankowski,70.00,140,2
79,0,19817,Michael Muehr,70.17,421,6
80,0,06034,Marco Dawson,70.50,141,2
80,0,06621,Joe Durant,70.50,141,2
80,0,02002,John Riegger,70.50,141,2
80,0,02245,Grant Waite,70.50,282,4
84,0,23621,Rory Sabbatini,70.60,353,5
85,0,12645,Brent Geiberger,70.67,212,3
86,0,23353,J.J. Henry,70.75,283,4
87,0,01024,Billy Andrade,71.00,142,2
87,0,20098,Stuart Appleby,71.00,142,2
87,0,01185,Brandel Chamblee,71.00,142,2
87,0,08063,Kelly Grunewald,71.00,71,1
87,0,24604,Hunter Haas,71.00,71,1
87,0,21007,Gabriel Hjertstedt,71.00,142,2
87,0,10962,Bradley Hughes,71.00,71,1
87,0,08633,Per-Ulrik Johansson,71.00,71,1
87,0,12753,David Morland IV,71.00,213,3
96,0,01487,Jeff Hart,71.20,356,5
96,0,10860,Justin Leonard,71.20,356,5
98,0,10912,Craig Perks,71.33,214,3
99,0,01098,Jay Don Blake,71.40,357,5
100,0,06004,Stephen Ames,71.50,143,2
100,0,07003,David Berganio Jr.,71.50,143,2
100,0,01161,Mark Calcavecchia,71.50,143,2
100,0,12388,Michael Clark II,71.50,143,2
100,0,07763,Doug Dunakey,71.50,143,2
100,0,23125,Brad Elder,71.50,143,2
100,0,10809,Jim Furyk,71.50,143,2
100,0,10963,Jimmy Green,71.50,143,2
100,0,01941,Tom Pernice Jr.,71.50,143,2
109,0,06643,Paul Goydos,71.83,431,6
110,0,19972,José Coceres,72.00,216,3
110,0,20043,Edward Fryatt,72.00,144,2
110,0,01388,Robert Gamez,72.00,144,2
110,0,06617,Brian Henninger,72.00,360,5
110,0,12705,Cliff Kresge,72.00,144,2
110,0,01666,Bernhard Langer,72.00,72,1
110,0,10565,Ian Leggatt,72.00,144,2
110,0,06140,Sean Murphy,72.00,72,1
110,0,01945,Kenny Perry,72.00,72,1
110,0,02010,Loren Roberts,72.00,72,1
110,0,02170,Hal Sutton,72.00,72,1
121,0,20574,Mathew Goggin,72.33,217,3
122,0,20095,Carl Paulson,72.50,145,2
122,0,20436,Garrett Willis,72.50,145,2
124,0,25083,Jeremy Anderson,73.00,73,1
124,0,01599,Steve Jones,73.00,73,1
124,0,01685,J.L. Lewis,73.00,365,5
124,0,22122,Andrew McLardy,73.00,73,1
124,0,08535,Gary Nicklaus,73.00,73,1
124,0,22046,Geoff Ogilvy,73.00,219,3
124,0,02214,Kirk Triplett,73.00,73,1
131,0,22051,Ben Ferguson,73.33,220,3
132,0,01378,David Frost,73.50,147,2
132,0,06090,Jim McGovern,73.50,147,2
134,0,21633,Steve Allan,74.00,74,1
134,0,21209,Sergio Garcia,74.00,74,1
134,0,08339,Spike McRoy,74.00,74,1
137,0,21584,Richie Coughlan,74.67,224,3
138,0,24357,K.J. Choi,75.00,75,1
138,0,06315,Pete Jordan,75.00,75,1
140,0,06514,Kevin Johnson,76.00,76,1
140,0,01761,Len Mattiace,76.00,76,1
142,0,20099,Doug Barron,78.00,78,1
142,0,02246,Duffy Waldorf,78.00,78,1
