RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
1,0,21528,Henrik Stenson,67.50,675,10
2,0,28089,Jason Day,67.67,1015,15
3,0,33413,Ben Martin,68.40,684,10
4,0,34265,Will Wilcox,68.60,686,10
5,0,29725,Tony Finau,68.61,1235,18
6,0,30692,Scott Stallings,68.67,618,9
7,0,29221,Webb Simpson,68.69,893,13
8,0,27141,J.B. Holmes,68.71,962,14
9,0,34431,Robert Streb,68.74,1306,19
10,0,25892,Steve Wheatcroft,68.81,1101,16
11,0,23621,Rory Sabbatini,68.90,689,10
12,0,24490,George McNeill,68.91,758,11
12,0,26289,Boo Weekley,68.91,758,11
14,0,26596,Ryan Moore,69.00,345,5
14,0,33418,Shawn Stefani,69.00,897,13
16,0,27644,Brian Harman,69.14,968,14
17,0,34046,Jordan Spieth,69.16,1314,19
18,0,21878,Mark Wilson,69.17,830,12
19,0,06567,Vijay Singh,69.25,554,8
20,0,25834,Daniel Summerhays,69.29,1178,17
21,0,25632,Jimmy Walker,69.41,1527,22
22,0,24507,Jason Bohn,69.47,1320,19
23,0,36689,Brooks Koepka,69.50,1251,18
23,0,29518,Brendan Steele,69.50,1251,18
25,0,24024,Zach Johnson,69.52,1460,21
26,0,23108,Matt Kuchar,69.53,1321,19
27,0,25686,Jason Dufner,69.58,835,12
27,0,25804,Bubba Watson,69.58,835,12
29,0,34360,Patrick Reed,69.75,1674,24
30,0,34099,Harris English,69.79,1326,19
30,0,33122,Russell Knox,69.79,1326,19
30,0,31202,William McGirt,69.79,1675,24
33,0,32448,James Hahn,69.84,1327,19
34,0,30711,Colt Knost,69.87,1607,23
35,0,12716,Charley Hoffman,69.91,769,11
36,0,36699,Patrick Rodgers,69.93,1049,15
37,0,34262,Jon Curran,69.94,1119,16
37,0,36801,Mark Hubbard,69.94,1119,16
37,0,24361,Pat Perez,69.94,1119,16
40,0,34264,Hudson Swafford,69.95,1469,21
41,0,20229,Stewart Cink,70.00,1120,16
41,0,28500,Martin Flores,70.00,1540,22
41,0,29222,Billy Hurley III,70.00,1400,20
41,0,34409,David Lingmerth,70.00,840,12
45,0,33141,Keegan Bradley,70.05,1331,19
46,0,40058,Zac Blair,70.06,1191,17
47,0,29720,Andres Gonzales,70.08,911,13
47,0,08075,Jerry Kelly,70.08,841,12
47,0,30927,Brendon Todd,70.08,841,12
50,0,28475,Jeff Overton,70.11,1963,28
51,0,10809,Jim Furyk,70.14,982,14
51,0,35451,Scott Pinckney,70.14,1473,21
