RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,09011,David Duval,26.19,2591031,9893500
2,0,20869,Raymond Russell,25.56,126116,493500
3,0,01226,Fred Couples,21.10,1650389,7823500
4,0,01887,Mark O'Meara,20.96,1786698,8525500
5,0,08793,Tiger Woods,20.85,1841116,8831500
6,0,06567,Vijay Singh,20.61,2238997,10865500
7,0,02257,Brian Watts,19.05,335735,1762500
8,0,10809,Jim Furyk,17.69,2054334,11612500
9,0,01810,Phil Mickelson,17.49,1837245,10505500
10,0,01706,Davis Love III,17.34,1541152,8885500
11,0,02170,Hal Sutton,16.07,1838739,11439000
12,0,20396,Lee Westwood,15.56,599586,3854500
13,0,01553,John Huston,14.67,1544109,10523500
14,0,12660,Jesper Parnevik,14.65,1290822,8813500
14,0,06527,Steve Stricker,14.65,1313947,8966500
16,0,10860,Justin Leonard,14.32,1671823,11675500
17,0,02256,Tom Watson,14.01,976585,6968500
18,0,02146,Payne Stewart,13.34,1193995,8948500
19,0,01968,Nick Price,12.62,1019403,8075500
20,0,06014,Eric Booker,12.32,84288,684000
21,0,01161,Mark Calcavecchia,12.09,1368553,11315500
22,0,08931,Glen Day,11.86,1283415,10820500
23,0,06522,Ernie Els,11.70,763782,6527500
24,0,01766,Billy Mayfair,11.36,1281684,11284500
25,0,01577,Lee Janzen,11.27,1155313,10253500
26,0,01527,Scott Hoch,11.25,1237052,10991500
27,0,02239,Scott Verplank,11.23,1223436,10894000
28,0,01313,Steve Elkington,11.07,695774,6284500
29,0,01219,John Cook,10.67,1145510,10732000
30,0,01677,Tom Lehman,10.51,1033673,9830500
31,0,01724,Jeff Maggert,9.76,992964,10172500
32,0,01118,Gordon Brand Jr.,9.67,47705,493500
33,0,02104,Jeff Sluman,9.65,1148375,11902000
34,0,02223,Bob Tway,9.27,1073447,11576500
35,0,01381,Fred Funk,9.13,1121987,12294000
36,0,01690,Bruce Lietzke,8.96,377188,4212000
37,0,07137,Ashley Chinner,8.95,35444,396000
38,0,01320,Bob Estes,8.50,987929,11617500
39,0,08635,Colin Montgomerie,8.23,321823,3908500
40,0,07267,Allen Doyle,8.09,39315,486000
41,0,01926,Steve Pate,8.00,782503,9787000
42,0,01723,Andrew Magee,7.99,964302,12062500
43,0,01599,Steve Jones,7.98,741543,9290500
44,0,01185,Brandel Chamblee,7.97,755935,9490000
45,0,01418,Bill Glasson,7.90,353222,4473000
46,0,12546,Peter Baker,7.88,38904,493500
46,0,11246,Des Smyth,7.88,38904,493500
48,0,20098,Stuart Appleby,7.74,717962,9281500
49,0,20229,Stewart Cink,7.49,833648,11126500
50,0,07457,Steve Flesch,7.32,777185,10611000
51,0,06621,Joe Durant,6.97,651803,9353500
51,0,01619,Skip Kendall,6.97,796563,11428500
53,0,08547,John Maginnes,6.93,172165,2484000
54,0,08537,J.P. Hayes,6.90,555271,8044500
55,0,01282,Trevor Dodds,6.85,791339,11549500
