RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,08793,Tiger Woods,2.23,254,114
2,0,10809,Jim Furyk,1.95,360,185
3,0,06527,Steve Stricker,1.81,248,137
4,0,24925,Jonathan Byrd,1.68,286,170
5,0,01810,Phil Mickelson,1.59,312,196
6,0,23983,Luke Donald,1.56,241,154
7,0,22378,Trevor Immelman,1.50,337,225
8,0,06567,Vijay Singh,1.47,407,277
9,0,19846,Brian Gay,1.45,395,273
9,0,11032,Frank Lickliter II,1.45,372,256
9,0,22405,Justin Rose,1.45,387,266
12,0,20645,John Senden,1.43,341,239
13,0,20691,Greg Owen,1.41,289,205
14,0,02239,Scott Verplank,1.40,323,231
15,0,20850,Daniel Chopra,1.38,448,325
15,0,25900,Lucas Glover,1.38,414,301
15,0,12660,Jesper Parnevik,1.38,314,227
15,0,07749,Brett Quigley,1.38,387,280
15,0,24502,Adam Scott,1.38,274,199
20,0,24138,Ian Poulter,1.37,190,139
21,0,20498,Briny Baird,1.36,297,219
22,0,10885,Robert Allenby,1.35,302,223
22,0,20766,Padraig Harrington,1.35,188,139
22,0,20628,Arron Oberholser,1.35,298,221
25,0,12716,Charley Hoffman,1.34,397,296
25,0,21878,Mark Wilson,1.34,289,215
27,0,06004,Stephen Ames,1.33,236,177
27,0,02206,David Toms,1.33,272,205
27,0,27095,Nick Watney,1.33,373,281
27,0,23322,Brett Wetterich,1.33,340,256
31,0,01313,Steve Elkington,1.32,169,128
31,0,20105,Jeff Gove,1.32,304,230
31,0,20382,Stephen Leaney,1.32,292,222
31,0,25804,Bubba Watson,1.32,303,230
35,0,21646,David Branshaw,1.31,346,264
36,0,20229,Stewart Cink,1.30,329,254
36,0,06621,Joe Durant,1.30,375,288
36,0,08075,Jerry Kelly,1.30,368,282
36,0,21949,Joe Ogilvie,1.30,346,266
36,0,06595,Kevin Sutherland,1.30,336,259
41,0,21805,Harrison Frazar,1.29,365,283
41,0,01706,Davis Love III,1.29,303,235
41,0,24781,Hunter Mahan,1.29,386,299
41,0,10423,Mike Weir,1.29,325,251
45,0,20098,Stuart Appleby,1.28,300,234
45,0,23048,Eric Axley,1.28,341,267
45,0,24357,K.J. Choi,1.28,325,254
45,0,06522,Ernie Els,1.28,241,189
45,0,07457,Steve Flesch,1.28,411,322
45,0,06350,Bob May,1.28,230,179
45,0,23623,Bo Van Pelt,1.28,401,313
52,0,23135,Tim Clark,1.27,301,237
52,0,01320,Bob Estes,1.27,302,237
52,0,23349,Charles Warren,1.27,328,258
55,0,24507,Jason Bohn,1.26,373,297
55,0,26420,Richard Johnson,1.26,328,260
55,0,12680,Shigeki Maruyama,1.26,339,269
58,0,23320,Ryan Palmer,1.25,380,304
58,0,12602,Dean Wilson,1.25,402,321
60,0,06197,Michael Allen,1.24,320,258
60,0,06034,Marco Dawson,1.24,330,266
60,0,20157,Retief Goosen,1.24,224,180
60,0,06515,Shaun Micheel,1.24,333,268
60,0,23325,Vaughn Taylor,1.24,364,293
65,0,22293,Heath Slocum,1.23,336,274
66,0,06251,Chris DiMarco,1.22,281,231
66,0,21350,Ryuji Imada,1.22,357,292
66,0,01619,Skip Kendall,1.22,247,203
66,0,23621,Rory Sabbatini,1.22,308,253
70,0,20472,Alex Cejka,1.21,343,284
70,0,23718,Nathan Green,1.21,386,319
70,0,24924,Bill Haas,1.21,345,284
70,0,26596,Ryan Moore,1.21,239,197
70,0,01941,Tom Pernice Jr.,1.21,394,325
70,0,02104,Jeff Sluman,1.21,364,302
70,0,08385,Omar Uresti,1.21,198,163
77,0,01042,Paul Azinger,1.20,294,244
77,0,19824,Craig Barlow,1.20,284,236
77,0,12510,Chad Campbell,1.20,312,259
77,0,08537,J.P. Hayes,1.20,220,183
77,0,23353,J.J. Henry,1.20,338,281
77,0,21470,Daisuke Maruyama,1.20,290,241
77,0,01766,Billy Mayfair,1.20,321,268
77,0,02110,Jerry Smith,1.20,330,276
77,0,02246,Duffy Waldorf,1.20,324,270
86,0,12645,Brent Geiberger,1.19,333,279
86,0,20378,Mathias Grönberg,1.19,331,277
86,0,01666,Bernhard Langer,1.19,254,214
86,0,01707,Steve Lowery,1.19,345,291
86,0,22046,Geoff Ogilvy,1.19,260,219
86,0,20572,Rod Pampling,1.19,312,263
86,0,22913,John Rollins,1.19,352,296
93,0,23541,Ben Crane,1.18,308,261
93,0,21753,Brian Davis,1.18,324,274
93,0,06373,José María Olazábal,1.18,206,174
96,0,08123,Jeff Brehaut,1.17,352,302
96,0,21209,Sergio Garcia,1.17,216,185
96,0,21731,Freddie Jacobson,1.17,203,174
96,0,24024,Zach Johnson,1.17,298,254
96,0,20631,David McKenzie,1.17,284,243
96,0,28475,Jeff Overton,1.17,330,282
102,0,08835,Kris Cox,1.16,294,253
102,0,01381,Fred Funk,1.16,355,305
102,0,27770,Camilo Villegas,1.16,351,302
105,0,01024,Billy Andrade,1.15,255,221
105,0,10505,Shane Bertsch,1.15,378,328
105,0,24912,Will MacKenzie,1.15,327,285
105,0,27120,Troy Matteson,1.15,358,312
105,0,20127,Chris Riley,1.15,295,256
110,0,24358,Robert Garrigus,1.14,327,287
110,0,06643,Paul Goydos,1.14,243,213
110,0,06573,Brandt Jobe,1.14,310,273
113,0,07867,Woody Austin,1.13,392,346
113,0,26360,Bubba Dickerson,1.13,364,322
113,0,06575,Dudley Hart,1.13,298,264
113,0,10733,Kent Jones,1.13,364,322
113,0,21959,Ted Purdy,1.13,373,329
113,0,02214,Kirk Triplett,1.13,205,182
119,0,21407,Arjun Atwal,1.12,342,305
119,0,01219,John Cook,1.12,223,200
119,0,24980,Scott Gutschewski,1.12,186,166
119,0,20094,Jonathan Kaye,1.12,310,277
123,0,23614,Rich Beem,1.11,304,273
124,0,20121,Todd Fischer,1.10,350,318
124,0,24361,Pat Perez,1.10,190,172
126,0,01142,Bart Bryant,1.09,277,253
126,0,12760,Danny Ellis,1.09,220,202
126,0,20608,David Howell,1.09,173,158
126,0,01553,John Huston,1.09,263,242
126,0,24140,Sean O'Hair,1.09,355,327
126,0,01928,Corey Pavin,1.09,206,189
126,0,02106,Chris Smith,1.09,236,216
126,0,23788,D.J. Trahan,1.09,323,296
134,0,01035,Tommy Armour III,1.08,235,217
134,0,22371,Aaron Baddeley,1.08,269,249
134,0,01945,Kenny Perry,1.08,247,228
134,0,25345,Carl Pettersson,1.08,332,306
134,0,22548,Patrick Sheehan,1.08,332,307
134,0,08375,Paul Stankowski,1.08,233,216
134,0,20812,Tjaart van der Walt,1.08,175,162
141,0,01139,Olin Browne,1.07,374,350
141,0,20574,Mathew Goggin,1.07,243,227
141,0,25240,D.A. Points,1.07,288,270
141,0,02101,Joey Sindelar,1.07,309,288
145,0,11123,Chris Couch,1.06,286,269
145,0,27141,J.B. Holmes,1.06,300,283
147,0,10860,Justin Leonard,1.05,255,244
148,0,22621,Ben Curtis,1.03,276,268
148,0,19881,Robert Damron,1.03,310,300
148,0,01388,Robert Gamez,1.03,319,311
148,0,21961,Charles Howell III,1.03,308,298
152,0,22946,Henrik Bjornstad,1.02,312,306
152,0,06012,Greg Kraft,1.02,245,240
152,0,01724,Jeff Maggert,1.02,278,273
152,0,23497,Tag Ridings,1.02,367,361
152,0,02223,Bob Tway,1.02,263,257
157,0,01161,Mark Calcavecchia,1.00,338,337
157,0,27943,Matt Hansen,1.00,227,227
157,0,01948,Tim Petrovic,1.00,291,292
157,0,19913,Ron Whittaker,1.00,254,254
161,0,07223,Brian Bateman,.99,206,208
161,0,21660,Jason Schultz,.99,249,252
163,0,20099,Doug Barron,.98,239,244
163,0,01577,Lee Janzen,.98,283,290
163,0,25632,Jimmy Walker,.98,195,200
166,0,12823,Carlos Franco,.97,298,307
166,0,10565,Ian Leggatt,.97,255,263
166,0,12755,Vance Veazey,.97,207,213
169,0,01226,Fred Couples,.96,168,175
169,0,01823,Larry Mize,.96,143,149
169,0,11011,Mike Sposa,.96,210,218
172,0,22892,Jason Gore,.95,294,310
172,0,01599,Steve Jones,.95,260,274
174,0,01685,J.L. Lewis,.94,178,189
174,0,28780,Nicholas Thompson,.94,314,333
176,0,09011,David Duval,.93,243,261
176,0,12782,Tim Herron,.93,262,283
176,0,01677,Tom Lehman,.93,182,196
179,0,07013,Wes Short Jr.,.92,346,375
180,0,01132,Mark Brooks,.91,259,284
180,0,20593,Greg Chalmers,.91,221,242
180,0,01249,John Daly,.91,175,192
180,0,20634,Peter Lonard,.91,232,256
184,0,12662,Thomas Levet,.90,151,168
185,0,01887,Mark O'Meara,.89,154,173
186,0,01329,Brad Faxon,.88,244,277
187,0,23409,James Driscoll,.87,268,308
188,0,25842,Jon Mills,.86,194,226
189,0,01761,Len Mattiace,.84,190,225
189,0,23307,Roger Tambellini,.84,198,236
191,0,23673,Michael Connell,.82,151,185
192,0,23616,Ryan Hietala,.80,181,226
193,0,25936,Alex Aragon,.78,199,255
194,0,25935,John Engler Jr.,.75,192,257
195,0,01473,Todd Hamilton,.71,215,303
196,0,20548,Hidemichi Tanaka,.68,195,286
