RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
62,0,23718,Nathan Green,20.62,386,1872,158
62,0,23621,Rory Sabbatini,20.62,308,1494,122
64,0,06350,Bob May,20.61,230,1116,13
65,0,10505,Shane Bertsch,20.59,378,1836,139
66,0,22046,Geoff Ogilvy,20.56,259,1260,160
67,0,21959,Ted Purdy,20.52,373,1818,47
68,0,07749,Brett Quigley,20.48,387,1890,31
69,0,12680,Shigeki Maruyama,20.47,339,1656,144
70,0,19846,Brian Gay,20.46,394,1926,153
71,0,07013,Wes Short Jr.,20.45,346,1692,130
72,0,08075,Jerry Kelly,20.44,368,1800,46
73,0,26596,Ryan Moore,20.43,239,1170,150
74,0,21470,Daisuke Maruyama,20.39,290,1422,68
74,0,23497,Tag Ridings,20.39,367,1800,183
76,0,08123,Jeff Brehaut,20.37,352,1728,41
76,0,20645,John Senden,20.37,341,1674,3
78,0,07867,Woody Austin,20.35,392,1926,167
78,0,23614,Rich Beem,20.35,304,1494,70
80,0,02214,Kirk Triplett,20.34,205,1008,104
81,0,24138,Ian Poulter,20.30,190,936,75
82,0,01553,John Huston,20.29,263,1296,171
83,0,24980,Scott Gutschewski,20.26,186,918,52
84,0,23349,Charles Warren,20.25,328,1620,28
85,0,01161,Mark Calcavecchia,20.19,338,1674,177
85,0,23353,J.J. Henry,20.19,338,1674,22
87,0,08835,Kris Cox,20.16,294,1458,63
88,0,21731,Freddie Jacobson,20.14,203,1008,138
89,0,24140,Sean O'Hair,20.12,355,1764,117
89,0,12602,Dean Wilson,20.12,402,1998,106
91,0,01035,Tommy Armour III,20.09,235,1170,142
92,0,22293,Heath Slocum,20.07,336,1674,34
93,0,10733,Kent Jones,20.02,364,1818,92
93,0,02104,Jeff Sluman,20.02,364,1818,108
95,0,06251,Chris DiMarco,20.01,281,1404,60
96,0,21407,Arjun Atwal,20.00,342,1710,135
96,0,21753,Brian Davis,20.00,324,1620,97
96,0,25240,D.A. Points,20.00,288,1440,161
99,0,20127,Chris Riley,19.99,295,1476,173
100,0,01139,Olin Browne,19.98,374,1872,126
101,0,24924,Bill Haas,19.97,345,1728,127
102,0,06575,Dudley Hart,19.95,298,1494,141
103,0,23788,D.J. Trahan,19.94,323,1620,137
104,0,24507,Jason Bohn,19.93,373,1872,84
104,0,02110,Jerry Smith,19.93,330,1656,55
106,0,12510,Chad Campbell,19.92,312,1566,38
107,0,01577,Lee Janzen,19.90,283,1422,157
108,0,06515,Shaun Micheel,19.89,333,1674,36
109,0,07457,Steve Flesch,19.86,411,2070,79
110,0,01249,John Daly,19.84,175,882,184
111,0,25345,Carl Pettersson,19.83,332,1674,175
112,0,01707,Steve Lowery,19.76,345,1746,92
113,0,01320,Bob Estes,19.74,302,1530,51
114,0,06373,José María Olazábal,19.73,206,1044,91
115,0,20631,David McKenzie,19.72,284,1440,86
116,0,27120,Troy Matteson,19.69,358,1818,66
117,0,22371,Aaron Baddeley,19.66,269,1368,193
118,0,28475,Jeff Overton,19.65,329,1674,102
119,0,20121,Todd Fischer,19.64,350,1782,176
120,0,24357,K.J. Choi,19.63,325,1656,23
121,0,21646,David Branshaw,19.61,346,1764,7
122,0,01666,Bernhard Langer,19.60,254,1296,89
123,0,09011,David Duval,19.57,243,1242,187
123,0,06573,Brandt Jobe,19.57,310,1584,42
123,0,02106,Chris Smith,19.57,236,1206,10
123,0,02246,Duffy Waldorf,19.57,324,1656,68
127,0,12755,Vance Veazey,19.49,207,1062,180
128,0,22892,Jason Gore,19.44,294,1512,158
128,0,21350,Ryuji Imada,19.44,357,1836,116
128,0,06595,Kevin Sutherland,19.44,336,1728,20
131,0,20105,Jeff Gove,19.41,304,1566,2
132,0,26420,Richard Johnson,19.39,328,1692,77
133,0,20382,Stephen Leaney,19.31,292,1512,45
134,0,20574,Mathew Goggin,19.29,243,1260,44
135,0,12823,Carlos Franco,19.25,298,1548,110
136,0,01024,Billy Andrade,19.14,255,1332,62
137,0,27943,Matt Hansen,19.11,227,1188,48
138,0,12760,Danny Ellis,19.10,220,1152,170
139,0,12645,Brent Geiberger,19.07,333,1746,112
139,0,01724,Jeff Maggert,19.07,278,1458,98
141,0,01619,Skip Kendall,19.06,247,1296,43
141,0,01945,Kenny Perry,19.06,247,1296,15
143,0,02101,Joey Sindelar,19.01,308,1620,17
144,0,01766,Billy Mayfair,18.97,321,1692,55
145,0,19881,Robert Damron,18.93,310,1638,146
146,0,01388,Robert Gamez,18.85,319,1692,115
147,0,24024,Zach Johnson,18.81,298,1584,49
148,0,01381,Fred Funk,18.78,355,1890,65
149,0,01042,Paul Azinger,18.77,294,1566,174
150,0,28780,Nicholas Thompson,18.76,314,1674,99
151,0,06643,Paul Goydos,18.75,243,1296,104
152,0,02223,Bob Tway,18.73,263,1404,131
153,0,20094,Jonathan Kaye,18.72,310,1656,19
154,0,25632,Jimmy Walker,18.68,195,1044,179
155,0,01226,Fred Couples,18.67,168,900,100
156,0,10565,Ian Leggatt,18.64,255,1368,151
156,0,08385,Omar Uresti,18.64,198,1062,64
158,0,23409,James Driscoll,18.61,268,1440,181
159,0,01219,John Cook,18.49,223,1206,67
159,0,08375,Paul Stankowski,18.49,233,1260,84
161,0,21660,Jason Schultz,18.44,249,1350,153
161,0,22548,Patrick Sheehan,18.44,332,1800,139
163,0,01313,Steve Elkington,18.41,169,918,8
164,0,21961,Charles Howell III,18.40,308,1674,83
165,0,20593,Greg Chalmers,18.33,221,1206,191
166,0,22946,Henrik Bjornstad,18.25,312,1710,125
167,0,20099,Doug Barron,18.19,239,1314,185
168,0,06012,Greg Kraft,18.15,245,1350,164
169,0,25936,Alex Aragon,18.12,199,1098,190
170,0,23307,Roger Tambellini,18.03,198,1098,95
171,0,12782,Tim Herron,17.97,262,1458,169
172,0,11011,Mike Sposa,17.95,210,1170,155
173,0,10860,Justin Leonard,17.93,255,1422,149
174,0,01142,Bart Bryant,17.89,277,1548,16
174,0,01761,Len Mattiace,17.89,190,1062,192
176,0,19913,Ron Whittaker,17.86,254,1422,75
177,0,22621,Ben Curtis,17.83,276,1548,107
178,0,01948,Tim Petrovic,17.77,291,1638,182
179,0,01599,Steve Jones,17.62,260,1476,163
180,0,07223,Brian Bateman,17.61,206,1170,120
181,0,23673,Michael Connell,17.48,151,864,133
182,0,01329,Brad Faxon,17.38,244,1404,194
183,0,01685,J.L. Lewis,17.35,178,1026,167
184,0,01887,Mark O'Meara,17.11,154,900,189
185,0,20812,Tjaart van der Walt,17.06,175,1026,122
186,0,23616,Ryan Hietala,17.04,181,1062,186
187,0,20634,Peter Lonard,16.96,232,1368,155
188,0,01677,Tom Lehman,16.85,182,1080,81
189,0,01473,Todd Hamilton,16.59,215,1296,196
190,0,12662,Thomas Levet,16.45,151,918,82
191,0,01928,Corey Pavin,16.35,206,1260,145
192,0,25842,Jon Mills,16.33,194,1188,165
193,0,01132,Mark Brooks,16.17,259,1602,161
194,0,25935,John Engler Jr.,15.92,192,1206,188
195,0,01823,Larry Mize,15.58,143,918,132
196,0,20548,Hidemichi Tanaka,14.84,195,1314,195
