RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,36689,Brooks Koepka,5647.292
2,0,30925,Dustin Johnson,3321.462
3,0,31323,Gary Woodland,2762.964
4,0,08793,Tiger Woods,2464.661
5,0,48081,Xander Schauffele,1768.345
6,0,29221,Webb Simpson,1417.393
7,0,23108,Matt Kuchar,1359.863
8,0,29725,Tony Finau,1325.638
9,0,35450,Patrick Cantlay,1283.825
10,0,29478,Kevin Kisner,1229.841
11,0,34046,Jordan Spieth,939.876
12,0,10809,Jim Furyk,884.210
13,0,26476,Chez Reavie,867.975
14,0,32102,Rickie Fowler,766.394
15,0,33448,Justin Thomas,640.225
16,0,34360,Patrick Reed,543.579
17,0,27649,Brandt Snedeker,476.484
18,0,25804,Bubba Watson,443.592
19,0,27129,Luke List,424.875
20,0,29420,Billy Horschel,413.682
21,0,49964,Aaron Wise,397.939
22,0,33141,Keegan Bradley,345.475
23,0,47959,Bryson DeChambeau,306.178
24,0,01810,Phil Mickelson,302.931
25,0,34563,Chesson Hadley,288.715
26,0,25396,Kevin Na,279.450
27,0,21961,Charles Howell III,266.071
28,0,30110,Kyle Stanley,236.138
29,0,25900,Lucas Glover,234.450
30,0,32757,Patton Kizzire,214.813
31,0,34256,Andrew Putnam,199.278
32,0,27644,Brian Harman,175.000
33,0,30944,Jason Kokrak,162.972
34,0,25632,Jimmy Walker,159.238
35,0,34076,Joel Dahmen,145.813
36,0,28775,Nate Lashley,142.821
37,0,27141,J.B. Holmes,135.217
38,0,39546,Keith Mitchell,129.794
39,0,12716,Charley Hoffman,129.367
40,0,30946,Alex Prugh,117.598
41,0,32333,Kevin Tway,100.388
42,0,35449,Adam Long,98.848
43,0,46501,Ollie Schniederjans,96.875
44,0,20229,Stewart Cink,91.350
45,0,49771,J.T. Poston,83.800
46,0,35532,Tom Hoge,80.313
47,0,26596,Ryan Moore,78.125
48,0,25818,Scott Piercy,76.842
49,0,24024,Zach Johnson,74.535
50,0,25686,Jason Dufner,69.728
51,0,47504,Sam Burns,65.000
52,0,40026,Daniel Berger,63.385
53,0,33410,Andrew Landry,53.644
54,0,35461,Beau Hossler,48.200
54,0,37189,Harold Varner III,48.200
56,0,39977,Max Homa,46.950
57,0,35879,Kelly Kraft,41.944
58,0,29535,Brice Garnett,30.156
59,0,27214,Kevin Streelman,26.467
60,0,29268,Bronson Burgoon,26.250
61,0,34099,Harris English,25.350
62,0,31560,Brian Stuard,23.851
63,0,52372,Cameron Champ,22.850
63,0,39324,J.J. Spaun,22.850
65,0,47993,Denny McCarthy,22.500
65,0,23325,Vaughn Taylor,22.500
65,0,35617,Martin Trainer,22.500
68,0,29222,Billy Hurley III,22.353
69,0,25431,Rob Labritz,21.300
70,0,48117,Kurt Kitayama,20.200
71,0,36326,David Lipsky,19.250
72,0,24361,Pat Perez,18.750
73,0,23614,Rich Beem,18.550
73,0,24964,Ryan Vermeer,18.550
75,0,34021,Bud Cauley,15.694
75,0,47128,Richy Werenski,15.694
77,0,19846,Brian Gay,13.625
77,0,30926,Chris Kirk,13.625
79,0,34261,Scott Langley,12.750
80,0,32150,Michael Thompson,12.500
81,0,45609,Tyler Duncan,11.875
82,0,36699,Patrick Rodgers,11.625
