RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
39,0,06332,Neal Lancaster,41' 8",159112,318,13259.333,+42.00
42,0,01249,John Daly,41' 9",117733,235,9811.083,+51.00
42,0,23497,Tag Ridings,41' 9",162441,324,13536.750,+41.00
44,0,21961,Charles Howell III,41' 10",148518,296,12376.500,+6.00
45,0,20474,Phillip Price,41' 11",104171,207,8680.917,+7.00
45,0,23349,Charles Warren,41' 11",136379,271,11364.917,+28.00
47,0,06034,Marco Dawson,42' 0",129516,257,10793.000,+25.00
47,0,01457,Jay Haas,42' 0",57986,115,4832.167,+17.00
47,0,21350,Ryuji Imada,42' 0",130655,259,10887.917,+14.00
47,0,23322,Brett Wetterich,42' 0",145642,289,12136.833,+18.00
47,0,08793,Tiger Woods,42' 0",124407,247,10367.250,-6.00
52,0,20229,Stewart Cink,42' 2",126075,249,10506.250,+31.00
52,0,24980,Scott Gutschewski,42' 2",139033,275,11586.083,+5.00
52,0,11032,Frank Lickliter II,42' 2",144208,285,12017.333,+48.00
55,0,08123,Jeff Brehaut,42' 4",86288,170,7190.667,+23.00
56,0,07867,Woody Austin,42' 5",166572,327,13881.000,+35.00
56,0,25345,Carl Pettersson,42' 5",160446,315,13370.500,+30.00
58,0,23614,Rich Beem,42' 7",96091,188,8007.583,+31.00
58,0,21878,Mark Wilson,42' 7",102694,201,8557.833,+39.00
60,0,21949,Joe Ogilvie,42' 8",141752,277,11812.667,+49.00
60,0,10912,Craig Perks,42' 8",129033,252,10752.750,+68.00
62,0,22913,John Rollins,42' 9",143578,280,11964.833,+37.00
63,0,21731,Freddie Jacobson,42' 10",118106,230,9842.167,+28.00
63,0,20645,John Senden,42' 10",147060,286,12255.000,+30.00
65,0,01142,Bart Bryant,42' 11",97870,190,8155.833,+37.00
65,0,12680,Shigeki Maruyama,42' 11",165728,322,13810.667,+43.00
65,0,01927,Dennis Paulson,42' 11",118513,230,9876.083,+34.00
68,0,06251,Chris DiMarco,43' 0",113949,221,9495.750,+33.00
68,0,24781,Hunter Mahan,43' 0",170756,331,14229.667,+39.00
68,0,01766,Billy Mayfair,43' 0",147128,285,12260.667,+23.00
68,0,01797,Rocco Mediate,43' 0",119633,232,9969.417,+27.00
68,0,02010,Loren Roberts,43' 0",74777,145,6231.417,+26.00
68,0,12602,Dean Wilson,43' 0",134057,260,11171.417,+33.00
74,0,10117,Bob Heintz,43' 1",119838,232,9986.500,+53.00
74,0,23353,J.J. Henry,43' 1",154177,298,12848.083,+27.00
74,0,20382,Stephen Leaney,43' 1",118863,230,9905.250,+32.00
77,0,22621,Ben Curtis,43' 2",77154,149,6429.500,+36.00
77,0,21753,Brian Davis,43' 2",87073,168,7256.083,+25.00
79,0,25900,Lucas Glover,43' 3",154544,298,12878.667,+33.00
80,0,23036,Chris Anderson,43' 4",104041,200,8670.083,+29.00
80,0,07223,Brian Bateman,43' 4",156670,301,13055.833,+54.00
80,0,19972,José Coceres,43' 4",75458,145,6288.167,+23.00
80,0,19881,Robert Damron,43' 4",104436,201,8703.000,+43.00
80,0,01810,Phil Mickelson,43' 4",106675,205,8889.583,-7.00
80,0,20691,Greg Owen,43' 4",126771,244,10564.250,+27.00
86,0,12652,Cameron Beckman,43' 5",146520,281,12210.000,+43.00
86,0,01219,John Cook,43' 5",90604,174,7550.333,+29.00
88,0,01161,Mark Calcavecchia,43' 6",129025,247,10752.083,+24.00
88,0,23135,Tim Clark,43' 6",110088,211,9174.000,+27.00
88,0,02101,Joey Sindelar,43' 6",153847,295,12820.583,+50.00
91,0,23540,Jason Allred,43' 7",169546,324,14128.833,+36.00
91,0,20098,Stuart Appleby,43' 7",124371,238,10364.250,+6.00
91,0,20472,Alex Cejka,43' 7",107196,205,8933.000,+44.00
91,0,21805,Harrison Frazar,43' 7",163829,313,13652.417,+43.00
91,0,21806,Paul Gow,43' 7",120919,231,10076.583,+52.00
96,0,23063,Scott Hend,43' 8",178563,341,14880.250,+59.00
96,0,12782,Tim Herron,43' 8",141487,270,11790.583,+18.00
96,0,01706,Davis Love III,43' 8",118936,227,9911.333,+25.00
99,0,10962,Bradley Hughes,43' 9",77720,148,6476.667,+35.00
100,0,01042,Paul Azinger,43' 10",109934,209,9161.167,+39.00
100,0,22293,Heath Slocum,43' 10",135712,258,11309.333,+15.00
100,0,02223,Bob Tway,43' 10",115713,220,9642.750,+14.00
103,0,24227,Justin Bolli,43' 11",108017,205,9001.417,+43.00
103,0,01666,Bernhard Langer,43' 11",82737,157,6894.750,+5.00
103,0,10585,Scott McCarron,43' 11",117033,222,9752.750,+20.00
106,0,25396,Kevin Na,44' 0",151034,286,12586.167,+8.00
106,0,06373,José María Olazábal,44' 0",83445,158,6953.750,+13.00
108,0,01127,Danny Briggs,44' 2",91228,172,7602.333,+29.00
108,0,12823,Carlos Franco,44' 2",133588,252,11132.333,+20.00
108,0,20433,Mark Hensby,44' 2",84774,160,7064.500,+45.00
108,0,02206,David Toms,44' 2",103445,195,8620.417,+13.00
108,0,27095,Nick Watney,44' 2",158980,300,13248.333,+51.00
113,0,10733,Kent Jones,44' 3",136440,257,11370.000,+37.00
114,0,01361,Dan Forsman,44' 4",90950,171,7579.167,+2.00
114,0,25240,D.A. Points,44' 4",134175,252,11181.250,+42.00
116,0,01329,Brad Faxon,44' 5",113430,213,9452.500,+18.00
116,0,06575,Dudley Hart,44' 5",125262,235,10438.500,+38.00
116,0,01553,John Huston,44' 5",142793,268,11899.417,+47.00
116,0,20094,Jonathan Kaye,44' 5",109177,205,9098.083,+34.00
116,0,01887,Mark O'Meara,44' 5",93271,175,7772.583,+37.00
121,0,21407,Arjun Atwal,44' 6",108951,204,9079.250,+9.00
121,0,23552,Hank Kuehne,44' 6",173573,325,14464.417,+66.00
121,0,26679,Kevin Stadler,44' 6",159050,298,13254.167,+53.00
124,0,12826,Paul Claxton,44' 7",91556,171,7629.667,+33.00
124,0,20157,Retief Goosen,44' 7",88786,166,7398.833,+10.00
124,0,20502,Michael Long,44' 7",113883,213,9490.250,+37.00
124,0,01941,Tom Pernice Jr.,44' 7",167873,314,13989.417,+36.00
128,0,10201,Matt Gogel,44' 8",112080,209,9340.000,+28.00
129,0,12510,Chad Campbell,44' 9",140734,262,11727.833,+41.00
129,0,24357,K.J. Choi,44' 9",98306,183,8192.167,+36.00
129,0,20121,Todd Fischer,44' 9",149749,279,12479.083,+39.00
132,0,01723,Andrew Magee,44' 10",150683,280,12556.917,+54.00
132,0,23788,D.J. Trahan,44' 10",133532,248,11127.667,+25.00
134,0,01707,Steve Lowery,44' 11",143878,267,11989.833,+33.00
135,0,08385,Omar Uresti,45' 0",100394,186,8366.167,+18.00
136,0,08537,J.P. Hayes,45' 1",96764,179,8063.667,+30.00
136,0,06573,Brandt Jobe,45' 1",181249,335,15104.083,+49.00
136,0,01685,J.L. Lewis,45' 1",123832,229,10319.333,+41.00
136,0,25847,Rob Rashell,45' 1",111523,206,9293.583,+45.00
140,0,23325,Vaughn Taylor,45' 2",150759,278,12563.250,+48.00
141,0,12645,Brent Geiberger,45' 3",86875,160,7239.583,+27.00
141,0,20396,Lee Westwood,45' 3",66257,122,5521.417,+32.00
143,0,06515,Shaun Micheel,45' 4",114277,210,9523.083,+35.00
144,0,20623,Gavin Coles,45' 5",102371,188,8530.917,+20.00
144,0,01313,Steve Elkington,45' 5",98185,180,8182.083,+31.00
144,0,20160,Charlie Wi,45' 5",108934,200,9077.833,+34.00
147,0,02239,Scott Verplank,45' 7",95665,175,7972.083,+34.00
148,0,24290,D.J. Brigman,45' 8",112810,206,9400.833,+25.00
148,0,01175,Jim Carter,45' 8",94721,173,7893.417,+41.00
148,0,23108,Matt Kuchar,45' 8",76219,139,6351.583,+27.00
151,0,20634,Peter Lonard,45' 9",123628,225,10302.333,+33.00
152,0,01948,Tim Petrovic,45' 10",173313,315,14442.750,+71.00
153,0,06599,John Elliott,45' 11",119658,217,9971.500,+49.00
153,0,24361,Pat Perez,45' 11",154763,281,12896.917,+56.00
155,0,20572,Rod Pampling,46' 0",141964,257,11830.333,+36.00
156,0,01320,Bob Estes,46' 1",141537,256,11794.750,+28.00
156,0,01577,Lee Janzen,46' 1",120075,217,10006.250,+33.00
156,0,24140,Sean O'Hair,46' 1",175159,317,14596.583,+59.00
159,0,20766,Padraig Harrington,46' 2",94681,171,7890.083,+27.00
160,0,22371,Aaron Baddeley,46' 3",189311,341,15775.917,+45.00
160,0,06621,Joe Durant,46' 3",108306,195,9025.500,+9.00
162,0,19824,Craig Barlow,46' 4",100601,181,8383.417,+27.00
162,0,20127,Chris Riley,46' 4",75072,135,6256.000,+28.00
164,0,01928,Corey Pavin,46' 5",106985,192,8915.417,+40.00
165,0,07749,Brett Quigley,46' 7",178261,319,14855.083,+35.00
166,0,20378,Mathias Grönberg,46' 8",119286,213,9940.500,+23.00
166,0,24604,Hunter Haas,46' 8",151146,270,12595.500,+19.00
166,0,08993,Franklin Langham,46' 8",165147,295,13762.250,+50.00
169,0,23409,James Driscoll,46' 9",148766,265,12397.167,+39.00
169,0,10809,Jim Furyk,46' 9",120147,214,10012.250,+36.00
169,0,02106,Chris Smith,46' 9",164959,294,13746.583,+50.00
169,0,02214,Kirk Triplett,46' 9",75799,135,6316.583,+19.00
173,0,01024,Billy Andrade,46' 10",133694,238,11141.167,+43.00
173,0,02104,Jeff Sluman,46' 10",139319,248,11609.917,+33.00
175,0,19846,Brian Gay,46' 11",153124,272,12760.333,+34.00
176,0,06004,Stephen Ames,47' 0",124649,221,10387.417,+36.00
176,0,23541,Ben Crane,47' 0",157983,280,13165.250,+32.00
176,0,06527,Steve Stricker,47' 0",150581,267,12548.417,+26.00
176,0,10423,Mike Weir,47' 0",89635,159,7469.583,+30.00
180,0,02246,Duffy Waldorf,47' 1",105043,186,8753.583,+35.00
181,0,01132,Mark Brooks,47' 2",104765,185,8730.417,+49.00
181,0,24912,Will MacKenzie,47' 2",134746,238,11228.833,+49.00
183,0,21633,Steve Allan,47' 8",183739,321,15311.583,+44.00
183,0,08725,Tom Gillis,47' 8",117798,206,9816.500,+34.00
183,0,01677,Tom Lehman,47' 8",101743,178,8478.583,+54.00
183,0,10860,Justin Leonard,47' 8",100684,176,8390.333,+26.00
183,0,06595,Kevin Sutherland,47' 8",148835,260,12402.917,+21.00
188,0,07457,Steve Flesch,47' 11",113830,198,9485.833,+34.00
189,0,08075,Jerry Kelly,48' 0",133126,231,11093.833,+35.00
189,0,01724,Jeff Maggert,48' 0",89928,156,7494.000,+30.00
191,0,01157,Tom Byrum,48' 2",130087,225,10840.583,+42.00
192,0,01761,Len Mattiace,48' 4",164101,283,13675.083,+35.00
193,0,10885,Robert Allenby,48' 5",137636,237,11469.667,+33.00
193,0,01619,Skip Kendall,48' 5",107409,185,8950.750,+32.00
195,0,21498,Hideto Tanihara,48' 9",96470,165,8039.167,+50.00
196,0,28088,Matt Davidson,48' 10",96675,165,8056.250,+23.00
197,0,01388,Robert Gamez,48' 11",140781,240,11731.750,+61.00
198,0,22548,Patrick Sheehan,49' 0",188892,321,15741.000,+70.00
199,0,12660,Jesper Parnevik,50' 1",150127,250,12510.583,+33.00
200,0,01599,Steve Jones,50' 3",87378,145,7281.500,+46.00
201,0,01823,Larry Mize,51' 0",80769,132,6730.750,+26.00
202,0,12662,Thomas Levet,52' 3",83977,134,6998.083,+44.00
