RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,33448,Justin Thomas,1.694,1618,955,37.39
2,0,34046,Jordan Spieth,1.711,1682,983,35.00
3,0,28089,Jason Day,1.716,1299,757,35.86
4,0,32102,Rickie Fowler,1.721,1578,917,34.75
4,0,36689,Brooks Koepka,1.721,1573,914,36.40
6,0,31420,Anirban Lahiri,1.730,1422,822,34.23
7,0,01810,Phil Mickelson,1.734,1569,905,33.04
8,0,35891,Cameron Smith,1.737,1619,932,32.94
9,0,27644,Brian Harman,1.738,1995,1148,31.09
10,0,32839,Hideki Matsuyama,1.739,1642,944,34.22
11,0,30926,Chris Kirk,1.740,1735,997,30.02
12,0,27895,Jonas Blixt,1.741,1349,775,31.09
12,0,34409,David Lingmerth,1.741,1483,852,31.18
14,0,25572,Graeme McDowell,1.742,1099,631,31.38
15,0,27770,Camilo Villegas,1.743,1398,802,32.88
16,0,34360,Patrick Reed,1.744,1951,1119,31.64
17,0,37454,Whee Kim,1.745,1415,811,29.95
18,0,34213,Grayson Murray,1.746,1809,1036,32.36
19,0,39954,Cody Gribble,1.747,1518,869,30.99
19,0,24024,Zach Johnson,1.747,1555,890,29.99
19,0,49771,J.T. Poston,1.747,1792,1026,31.71
22,0,48084,Wesley Bryan,1.748,1732,991,30.20
22,0,19846,Brian Gay,1.748,1559,892,28.48
22,0,25345,Carl Pettersson,1.748,1075,615,29.41
25,0,46443,Brian Campbell,1.750,1017,581,29.83
25,0,23983,Luke Donald,1.750,936,535,27.72
27,0,28307,Matt Every,1.751,1327,758,32.93
27,0,35532,Tom Hoge,1.751,958,547,31.74
27,0,29926,Danny Lee,1.751,1854,1059,30.97
27,0,29223,Sam Saunders,1.751,1439,822,32.28
31,0,27649,Brandt Snedeker,1.752,1058,604,31.79
32,0,33399,Adam Hadwin,1.753,2012,1148,30.83
32,0,34466,Peter Malnati,1.753,1676,956,29.63
34,0,34098,Russell Henley,1.754,2077,1184,30.12
34,0,24361,Pat Perez,1.754,1880,1072,30.96
34,0,27963,Chris Stroud,1.754,1233,703,30.39
37,0,22371,Aaron Baddeley,1.755,1127,642,29.80
37,0,40026,Daniel Berger,1.755,1811,1032,31.39
37,0,30925,Dustin Johnson,1.755,1537,876,32.08
37,0,22986,Søren Kjeldsen,1.755,960,547,28.70
37,0,25396,Kevin Na,1.755,1697,967,30.81
42,0,35450,Patrick Cantlay,1.756,1050,598,29.65
42,0,26476,Chez Reavie,1.756,2021,1151,29.03
44,0,20593,Greg Chalmers,1.757,1344,765,28.87
44,0,31416,Derek Fathauer,1.757,1490,848,31.09
44,0,12716,Charley Hoffman,1.757,2275,1295,31.99
47,0,46601,Trey Mullinax,1.758,1739,989,31.48
47,0,48081,Xander Schauffele,1.758,1980,1126,31.41
49,0,27958,Ryan Blaum,1.759,1984,1128,29.96
49,0,26851,Marc Leishman,1.759,1910,1086,30.37
49,0,23325,Vaughn Taylor,1.759,1773,1008,30.19
52,0,29479,Scott Brown,1.760,1855,1054,29.75
52,0,25349,Tim Wilkinson,1.760,1176,668,28.87
54,0,28252,Seamus Power,1.761,1664,945,30.47
54,0,46970,Jon Rahm,1.761,1805,1025,32.25
54,0,23497,Tag Ridings,1.761,1233,700,31.33
57,0,35545,Blayne Barber,1.762,1522,864,30.44
57,0,24846,Ricky Barnes,1.762,1854,1052,28.83
59,0,25364,Paul Casey,1.763,2001,1135,29.62
59,0,26331,Charl Schwartzel,1.763,1176,667,31.78
59,0,29221,Webb Simpson,1.763,2058,1167,29.87
62,0,20229,Stewart Cink,1.764,2030,1151,30.70
62,0,25686,Jason Dufner,1.764,1750,992,31.34
62,0,29725,Tony Finau,1.764,2277,1291,32.12
62,0,24358,Robert Garrigus,1.764,1589,901,31.15
62,0,26596,Ryan Moore,1.764,1632,925,30.15
62,0,29289,S.Y. Noh,1.764,1812,1027,30.15
68,0,27936,Martin Laird,1.765,1737,984,28.70
69,0,27141,J.B. Holmes,1.766,1512,856,32.32
69,0,32757,Patton Kizzire,1.766,1535,869,30.15
69,0,32333,Kevin Tway,1.766,1810,1025,30.40
72,0,06522,Ernie Els,1.767,940,532,27.63
72,0,46440,Smylie Kaufman,1.767,1474,834,30.85
74,0,25198,Francesco Molinari,1.768,1542,872,30.14
75,0,23621,Rory Sabbatini,1.769,1394,788,31.00
76,0,33461,Morgan Hoffmann,1.770,1782,1007,29.47
76,0,23108,Matt Kuchar,1.770,1956,1105,28.92
76,0,29461,Jamie Lovemark,1.770,2021,1142,30.47
76,0,22405,Justin Rose,1.770,1388,784,31.93
80,0,34021,Bud Cauley,1.771,1890,1067,29.23
80,0,39975,Michael Kim,1.771,1884,1064,30.36
80,0,25818,Scott Piercy,1.771,1426,805,31.97
80,0,31560,Brian Stuard,1.771,1757,992,28.46
80,0,25632,Jimmy Walker,1.771,1236,698,30.27
85,0,21961,Charles Howell III,1.772,1753,989,28.57
85,0,29222,Billy Hurley III,1.772,1623,916,29.62
85,0,27974,Sung Kang,1.772,2149,1213,30.64
85,0,37278,Nicholas Lindheim,1.772,1173,662,29.95
85,0,28237,Rory McIlroy,1.772,1005,567,31.86
85,0,34431,Robert Streb,1.772,1954,1103,28.82
91,0,26499,Rafa Cabrera Bello,1.774,1201,677,29.44
91,0,46732,Rick Lamb,1.774,1068,602,28.71
91,0,25834,Daniel Summerhays,1.774,1903,1073,28.72
94,0,33141,Keegan Bradley,1.775,2237,1260,30.18
94,0,33419,Cameron Tringale,1.775,1708,962,29.27
96,0,30110,Kyle Stanley,1.776,2250,1267,29.64
96,0,34264,Hudson Swafford,1.776,1962,1105,29.35
98,0,24357,K.J. Choi,1.777,1331,749,27.24
98,0,30852,Ryo Ishikawa,1.777,1134,638,28.57
100,0,40058,Zac Blair,1.778,2050,1153,27.13
100,0,23541,Ben Crane,1.778,1661,934,27.01
100,0,26300,Matt Jones,1.778,1131,636,29.29
100,0,32640,Troy Merritt,1.778,1577,887,28.67
100,0,23800,Bryce Molder,1.778,1463,823,26.67
100,0,24140,Sean O'Hair,1.778,1785,1004,29.57
100,0,24138,Ian Poulter,1.778,1403,789,28.43
100,0,46501,Ollie Schniederjans,1.778,1838,1034,30.88
108,0,32366,Kevin Chappell,1.779,1880,1057,31.05
108,0,25720,Chad Collins,1.779,1210,680,28.02
108,0,28679,Fabián Gómez,1.779,1222,687,28.32
108,0,35506,Mackenzie Hughes,1.779,2156,1212,29.50
108,0,25240,D.A. Points,1.779,1455,818,27.34
113,0,25191,Gonzalo Fernandez-Castaño,1.780,1116,627,28.53
113,0,29720,Andres Gonzales,1.780,1497,841,29.27
113,0,27129,Luke List,1.780,2170,1219,31.85
113,0,34358,Jonathan Randolph,1.780,1269,713,28.73
113,0,24502,Adam Scott,1.780,1246,700,30.62
118,0,20771,Steven Alker,1.781,1316,739,27.82
118,0,27436,Graham DeLaet,1.781,1671,938,28.88
118,0,21209,Sergio Garcia,1.781,1384,777,28.85
118,0,35879,Kelly Kraft,1.781,1437,807,28.91
118,0,48822,Sebastián Muñoz,1.781,992,557,30.40
118,0,25892,Steve Wheatcroft,1.781,919,516,27.57
124,0,25900,Lucas Glover,1.782,2019,1133,29.15
125,0,40009,Dominic Bozzelli,1.783,1293,725,29.56
126,0,31646,Emiliano Grillo,1.784,1871,1049,29.06
126,0,33413,Ben Martin,1.784,1689,947,29.31
126,0,39324,J.J. Spaun,1.784,1854,1039,28.45
129,0,47959,Bryson DeChambeau,1.785,1872,1049,29.13
129,0,30191,Julián Etulain,1.785,1351,757,27.55
129,0,29478,Kevin Kisner,1.785,2090,1171,28.72
129,0,33122,Russell Knox,1.785,1498,839,29.71
129,0,33204,Shane Lowry,1.785,1064,596,30.25
129,0,29518,Brendan Steele,1.785,1815,1017,30.87
135,0,47128,Richy Werenski,1.786,1604,898,28.29
136,0,46550,Brandon Hagy,1.787,1598,894,30.83
136,0,26329,Louis Oosthuizen,1.787,1301,728,27.65
136,0,26951,Johnson Wagner,1.787,1356,759,26.46
139,0,32150,Michael Thompson,1.788,1148,642,26.68
140,0,33948,Byeong Hun An,1.789,1485,830,28.83
141,0,28500,Martin Flores,1.790,1844,1030,26.68
141,0,34174,John Huh,1.790,1865,1042,27.02
143,0,20104,Ken Duke,1.791,1458,814,26.63
143,0,27214,Kevin Streelman,1.791,1891,1056,28.30
143,0,25804,Bubba Watson,1.791,1277,713,30.58
146,0,34099,Harris English,1.792,1568,875,29.03
146,0,24924,Bill Haas,1.792,1862,1039,26.93
146,0,32448,James Hahn,1.792,2047,1142,27.78
146,0,31557,Jim Herman,1.792,1647,919,27.62
146,0,30692,Scott Stallings,1.792,1686,941,26.92
151,0,33418,Shawn Stefani,1.793,1481,826,26.61
151,0,28132,Tyrone Van Aswegen,1.793,2078,1159,27.57
153,0,12510,Chad Campbell,1.794,2163,1206,26.06
153,0,10809,Jim Furyk,1.794,1089,607,25.29
153,0,26758,David Hearn,1.794,1776,990,26.77
153,0,37455,Si Woo Kim,1.794,1444,805,28.02
157,0,33120,Mark Anderson,1.796,1103,614,26.87
157,0,25493,Nick Taylor,1.796,2031,1131,27.86
159,0,31202,William McGirt,1.797,1804,1004,26.32
159,0,29485,Brett Stegmaier,1.797,1641,913,27.11
161,0,19803,Ryan Armour,1.799,1337,743,25.81
161,0,28420,Ryan Brehm,1.799,1680,934,29.03
161,0,37189,Harold Varner III,1.799,2170,1206,28.70
164,0,29740,Brad Fritsch,1.800,1082,601,29.50
164,0,20157,Retief Goosen,1.800,952,529,28.03
164,0,27466,Spencer Levin,1.800,1805,1003,25.85
167,0,28093,Miguel Angel Carballo,1.802,1200,666,27.97
167,0,35300,Andrew Loupe,1.802,1009,560,28.67
167,0,24781,Hunter Mahan,1.802,1487,825,27.46
170,0,35110,Brett Drewitt,1.803,1114,618,27.27
171,0,22046,Geoff Ogilvy,1.804,1532,849,25.71
172,0,27064,Jhonattan Vegas,1.805,1928,1068,29.33
173,0,30944,Jason Kokrak,1.806,2062,1142,30.06
173,0,22056,Cameron Percy,1.806,1477,818,27.14
175,0,29420,Billy Horschel,1.807,1899,1051,26.60
175,0,27095,Nick Watney,1.807,1491,825,26.46
175,0,31323,Gary Woodland,1.807,2011,1113,29.10
178,0,20472,Alex Cejka,1.808,1665,921,24.92
178,0,29908,C.T. Pan,1.808,1882,1041,25.96
180,0,36801,Mark Hubbard,1.811,1577,871,25.43
181,0,29974,Branden Grace,1.813,1365,753,25.93
182,0,24507,Jason Bohn,1.814,1464,807,23.45
183,0,20572,Rod Pampling,1.817,1486,818,26.07
183,0,29476,Kyle Reifers,1.817,1899,1045,24.18
185,0,32200,Roberto Castro,1.819,1419,780,25.29
186,0,23353,J.J. Henry,1.822,1959,1075,23.93
186,0,36699,Patrick Rodgers,1.822,1598,877,26.91
188,0,26289,Boo Weekley,1.830,1651,902,26.50
189,0,25274,Steven Bowditch,1.845,978,530,23.02
190,0,23320,Ryan Palmer,1.847,1171,634,25.12
