RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,48084,Wesley Bryan,7' 4",233.417,32,53
2,0,10809,Jim Furyk,8' 0",199.750,25,21
3,0,26329,Louis Oosthuizen,9' 1",282.750,31,3
4,0,29926,Danny Lee,9' 7",577.250,60,46
5,1,29974,Branden Grace,10' 1",372.500,37,105
6,1,34360,Patrick Reed,10' 4",620.250,60,18
7,1,46435,Austin Cook,10' 6",872.250,83,28
7,-2,32102,Rickie Fowler,10' 6",494.917,47,14
7,1,28237,Rory McIlroy,10' 6",347.000,33,17
7,1,26596,Ryan Moore,10' 6",461.583,44,4
7,1,33448,Justin Thomas,10' 6",669.917,64,24
12,0,31420,Anirban Lahiri,10' 7",476.250,45,92
13,0,24925,Jonathan Byrd,10' 8",469.750,44,93
13,0,20593,Greg Chalmers,10' 8",652.583,61,185
15,0,40058,Zac Blair,10' 9",494.750,46,33
16,0,36689,Brooks Koepka,10' 10",465.917,43,12
16,0,23108,Matt Kuchar,10' 10",499.167,46,9
16,0,29461,Jamie Lovemark,10' 10",791.917,73,40
16,0,29221,Webb Simpson,10' 10",737.833,68,1
20,0,30944,Jason Kokrak,10' 11",622.833,57,162
20,0,25396,Kevin Na,10' 11",610.917,56,8
22,0,08793,Tiger Woods,11' 0",416.667,38,4
23,0,34021,Bud Cauley,11' 1",332.083,30,56
24,0,19803,Ryan Armour,11' 2",704.417,63,55
24,0,34076,Joel Dahmen,11' 2",568.667,51,11
24,0,24358,Robert Garrigus,11' 2",634.500,57,129
24,0,25240,D.A. Points,11' 2",458.333,41,182
24,0,29223,Sam Saunders,11' 2",601.000,54,147
29,0,21528,Henrik Stenson,11' 3",315.417,28,48
29,0,32254,Xinjun Zhang,11' 3",608.333,54,95
31,0,30978,Kiradech Aphibarnrat,11' 4",260.167,23,157
31,0,39975,Michael Kim,11' 4",580.000,51,144
31,0,30926,Chris Kirk,11' 4",634.583,56,10
31,0,34466,Peter Malnati,11' 4",951.417,84,36
31,0,01810,Phil Mickelson,11' 4",636.917,56,91
31,0,27556,Ted Potter Jr.,11' 4",726.750,64,113
37,0,34099,Harris English,11' 5",764.250,67,103
37,0,31646,Emiliano Grillo,11' 5",731.750,64,41
37,0,35891,Cameron Smith,11' 5",524.667,46,38
37,0,29484,Peter Uihlein,11' 5",710.167,62,102
37,0,28132,Tyrone Van Aswegen,11' 5",728.333,64,97
42,0,28089,Jason Day,11' 6",493.667,43,25
42,0,28307,Matt Every,11' 6",610.083,53,188
42,0,29478,Kevin Kisner,11' 6",538.583,47,52
45,0,23541,Ben Crane,11' 7",440.167,38,16
45,0,30925,Dustin Johnson,11' 7",427.417,37,23
45,0,46501,Ollie Schniederjans,11' 7",766.333,66,126
48,0,27895,Jonas Blixt,11' 8",570.583,49,130
48,0,28679,Fabián Gómez,11' 8",584.167,50,79
48,0,36799,Stephan Jaeger,11' 8",596.083,51,133
48,0,33419,Cameron Tringale,11' 8",549.000,47,160
52,0,31416,Derek Fathauer,11' 9",764.583,65,163
53,0,35879,Kelly Kraft,11' 10",637.333,54,77
53,0,27129,Luke List,11' 10",756.083,64,90
55,0,39954,Cody Gribble,11' 11",595.333,50,183
55,0,34046,Jordan Spieth,11' 11",560.583,47,31
