RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
142,0,33410,Andrew Landry,9' 3",3709.917,401
142,0,37278,Nicholas Lindheim,9' 3",2632.583,284
142,0,01810,Phil Mickelson,9' 3",3547.583,384
142,0,37275,Sam Ryder,9' 3",2846.417,307
142,0,30110,Kyle Stanley,9' 3",2986.250,324
142,0,22582,Kyle Thompson,9' 3",1901.667,206
154,0,24361,Pat Perez,9' 4",2565.750,275
154,0,36699,Patrick Rodgers,9' 4",3645.167,389
156,0,29268,Bronson Burgoon,9' 5",2720.583,290
156,0,35310,Lanto Griffin,9' 5",2941.667,313
156,0,24138,Ian Poulter,9' 5",2527.250,268
156,0,29518,Brendan Steele,9' 5",2583.833,275
156,0,47128,Richy Werenski,9' 5",3539.250,377
161,0,31416,Derek Fathauer,9' 6",3873.167,408
161,0,49964,Aaron Wise,9' 6",3717.250,390
163,0,37338,Zecheng Dou,9' 7",2011.083,209
163,0,35421,Brandon Harkins,9' 7",4396.333,457
163,0,30944,Jason Kokrak,9' 7",4079.167,427
163,0,39327,Ben Silverman,9' 7",4174.667,435
163,0,32333,Kevin Tway,9' 7",4532.333,471
168,0,39954,Cody Gribble,9' 8",3121.583,322
168,0,24502,Adam Scott,9' 8",2714.917,281
168,0,39324,J.J. Spaun,9' 8",3361.417,348
168,0,32150,Michael Thompson,9' 8",2470.500,256
172,0,29535,Brice Garnett,9' 9",4179.000,429
172,0,31323,Gary Woodland,9' 9",3308.917,339
174,0,50526,Tom Lovelady,9' 10",3497.083,355
174,0,29223,Sam Saunders,9' 10",3654.500,372
174,0,47287,Ethan Tracy,9' 10",2879.000,293
174,0,25804,Bubba Watson,9' 10",3559.750,362
178,0,45609,Tyler Duncan,9' 11",3851.083,388
178,0,10809,Jim Furyk,9' 11",2669.417,270
178,0,29420,Billy Horschel,9' 11",3437.583,346
178,0,46601,Trey Mullinax,9' 11",3175.000,320
182,0,25892,Steve Wheatcroft,10' 0",2284.333,228
183,0,32876,Martin Piller,10' 1",4322.917,428
183,0,29485,Brett Stegmaier,10' 1",2014.583,199
185,0,28307,Matt Every,10' 2",3541.167,348
185,0,24781,Hunter Mahan,10' 2",2557.833,251
187,0,29479,Scott Brown,10' 4",4802.583,465
188,0,34431,Robert Streb,10' 5",3302.500,317
188,0,35544,Andrew Yun,10' 5",2131.833,205
190,0,32254,Xinjun Zhang,10' 6",3125.333,297
191,0,25834,Daniel Summerhays,10' 8",2748.833,258
192,0,32816,Satoshi Kodaira,10' 10",2702.500,250
193,0,20593,Greg Chalmers,10' 11",3065.583,281
