RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,20098,Stuart Appleby,62.12,82,132,+27.00
2,0,20628,Arron Oberholser,60.16,74,123,+26.00
3,0,06595,Kevin Sutherland,60.14,86,143,+28.00
4,0,10425,Jay Williamson,60.00,93,155,+39.00
5,0,01457,Jay Haas,59.54,78,131,+27.00
6,0,10860,Justin Leonard,59.06,75,127,+24.00
7,0,22046,Geoff Ogilvy,58.82,80,136,+41.00
8,0,06567,Vijay Singh,58.58,99,169,+17.00
9,0,20623,Gavin Coles,58.26,67,115,+44.00
10,0,02239,Scott Verplank,58.17,89,153,+46.00
11,0,02104,Jeff Sluman,57.89,77,133,+29.00
12,0,08793,Tiger Woods,57.73,56,97,+8.00
13,0,20099,Doug Barron,57.64,83,144,+42.00
14,0,08375,Paul Stankowski,57.29,55,96,+14.00
15,0,10885,Robert Allenby,57.27,63,110,+29.00
16,0,01553,John Huston,56.93,78,137,+42.00
17,0,10107,Deane Pappas,56.76,63,111,+32.00
18,0,08547,John Maginnes,56.64,81,143,+56.00
19,0,25345,Carl Pettersson,56.45,70,124,+30.00
20,0,20771,Steven Alker,56.43,79,140,+54.00
20,0,20572,Rod Pampling,56.43,79,140,+28.00
22,0,02214,Kirk Triplett,56.05,88,157,+45.00
23,0,06575,Dudley Hart,56.03,65,116,+39.00
24,0,12782,Tim Herron,55.70,83,149,+45.00
25,0,01945,Kenny Perry,55.56,75,135,+22.00
26,0,01361,Dan Forsman,55.26,63,114,+34.00
27,0,20593,Greg Chalmers,55.10,108,196,+70.00
28,0,20568,Anthony Painter,55.09,92,167,+46.00
29,0,01968,Nick Price,55.05,60,109,+39.00
30,0,20229,Stewart Cink,55.00,88,160,+61.00
31,0,01577,Lee Janzen,54.92,67,122,+33.00
32,0,01378,David Frost,54.89,73,133,+43.00
33,0,06251,Chris DiMarco,54.73,81,148,+48.00
34,0,01810,Phil Mickelson,54.68,76,139,+40.00
35,0,01249,John Daly,54.64,53,97,+28.00
