RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
1,0,37189,Harold Varner III,55,67
2,0,28132,Tyrone Van Aswegen,45,49
3,0,34264,Hudson Swafford,43,53
4,0,31557,Jim Herman,42,46
4,0,20691,Greg Owen,42,55
4,0,35451,Scott Pinckney,42,56
7,0,28679,Fabián Gómez,39,46
7,0,27644,Brian Harman,39,43
9,0,31646,Emiliano Grillo,38,43
9,0,27129,Luke List,38,48
9,0,26476,Chez Reavie,38,46
12,0,32366,Kevin Chappell,37,44
12,0,25686,Jason Dufner,37,50
12,0,39975,Michael Kim,37,46
12,0,37455,Si Woo Kim,37,42
12,0,24140,Sean O'Hair,37,46
12,0,23320,Ryan Palmer,37,49
12,0,25892,Steve Wheatcroft,37,45
19,0,30944,Jason Kokrak,36,43
19,0,29461,Jamie Lovemark,36,47
19,0,33413,Ben Martin,36,47
19,0,28475,Jeff Overton,36,44
23,0,40058,Zac Blair,35,43
23,0,12510,Chad Campbell,35,42
23,0,29476,Kyle Reifers,35,43
23,0,36699,Patrick Rodgers,35,46
23,0,33418,Shawn Stefani,35,43
28,0,27141,J.B. Holmes,34,42
28,0,33122,Russell Knox,34,40
28,0,27936,Martin Laird,34,40
28,0,31202,William McGirt,34,36
28,0,30110,Kyle Stanley,34,39
28,0,26951,Johnson Wagner,34,38
28,0,26289,Boo Weekley,34,40
35,0,35545,Blayne Barber,33,45
35,0,12716,Charley Hoffman,33,44
35,0,29926,Danny Lee,33,47
35,0,34431,Robert Streb,33,42
35,0,33419,Cameron Tringale,33,43
40,0,27436,Graham DeLaet,32,40
40,0,29720,Andres Gonzales,32,38
40,0,21961,Charles Howell III,32,38
40,0,34174,John Huh,32,40
40,0,27974,Sung Kang,32,35
40,0,35300,Andrew Loupe,32,43
40,0,32150,Michael Thompson,32,38
40,0,27064,Jhonattan Vegas,32,49
48,0,29745,Tyler Aldridge,31,36
48,0,36801,Mark Hubbard,31,40
48,0,30926,Chris Kirk,31,38
48,0,28158,Steve Marino,31,34
48,0,33448,Justin Thomas,31,38
48,0,25632,Jimmy Walker,31,35
48,0,21878,Mark Wilson,31,36
55,0,32200,Roberto Castro,30,35
55,0,20229,Stewart Cink,30,33
55,0,29725,Tony Finau,30,38
55,0,24358,Robert Garrigus,30,37
55,0,32448,James Hahn,30,36
55,0,25818,Scott Piercy,30,36
55,0,31323,Gary Woodland,30,38
62,0,22371,Aaron Baddeley,29,39
62,0,29268,Bronson Burgoon,29,34
62,0,22892,Jason Gore,29,39
62,0,23353,J.J. Henry,29,32
62,0,32757,Patton Kizzire,29,34
62,0,20645,John Senden,29,37
62,0,29518,Brendan Steele,29,32
62,0,31560,Brian Stuard,29,33
70,0,34099,Harris English,28,33
70,0,25900,Lucas Glover,28,33
70,0,24924,Bill Haas,28,34
70,0,27466,Spencer Levin,28,30
70,0,29289,S.Y. Noh,28,34
70,0,24502,Adam Scott,28,37
76,0,27895,Jonas Blixt,27,29
76,0,31416,Derek Fathauer,27,34
76,0,34563,Chesson Hadley,27,37
76,0,21731,Freddie Jacobson,27,33
76,0,24912,Will MacKenzie,27,42
76,0,29485,Brett Stegmaier,27,36
76,0,25834,Daniel Summerhays,27,33
83,0,25364,Paul Casey,26,28
83,0,34262,Jon Curran,26,33
83,0,32618,Rhein Gibson,26,31
83,0,33461,Morgan Hoffmann,26,35
83,0,30711,Colt Knost,26,29
83,0,34466,Peter Malnati,26,29
83,0,33667,Carlos Ortiz,26,35
83,0,34360,Patrick Reed,26,30
83,0,26331,Charl Schwartzel,26,33
83,0,25493,Nick Taylor,26,33
83,0,27770,Camilo Villegas,26,38
94,0,33141,Keegan Bradley,25,34
94,0,29420,Billy Horschel,25,32
94,0,24024,Zach Johnson,25,34
94,0,36689,Brooks Koepka,25,33
94,0,23108,Matt Kuchar,25,29
94,0,27214,Kevin Streelman,25,34
100,0,25274,Steven Bowditch,24,36
100,0,24357,K.J. Choi,24,29
100,0,37273,Derek Ernst,24,30
100,0,26758,David Hearn,24,35
100,0,30163,Henrik Norlander,24,31
100,0,23621,Rory Sabbatini,24,34
100,0,29221,Webb Simpson,24,37
100,0,28114,Dawie van der Walt,24,29
108,0,25720,Chad Collins,23,28
108,0,23541,Ben Crane,23,30
108,0,23638,Brendon de Jonge,23,25
108,0,20104,Ken Duke,23,31
108,0,34098,Russell Henley,23,33
108,0,30925,Dustin Johnson,23,28
108,0,46440,Smylie Kaufman,23,29
108,0,32640,Troy Merritt,23,24
108,0,25396,Kevin Na,23,28
108,0,27649,Brandt Snedeker,23,32
108,0,30692,Scott Stallings,23,31
108,0,02206,David Toms,23,30
120,0,20848,Ángel Cabrera,22,31
120,0,33399,Adam Hadwin,22,31
120,0,35532,Tom Hoge,22,33
120,0,08075,Jerry Kelly,22,28
120,0,34261,Scott Langley,22,26
120,0,26851,Marc Leishman,22,26
120,0,32839,Hideki Matsuyama,22,36
120,0,28237,Rory McIlroy,22,31
120,0,06567,Vijay Singh,22,32
120,0,35891,Cameron Smith,22,25
130,0,24461,Thomas Aiken,21,22
130,0,06522,Ernie Els,21,22
130,0,37454,Whee Kim,21,31
130,0,25572,Graeme McDowell,21,22
130,0,24490,George McNeill,21,25
130,0,27942,Rob Oppenheim,21,29
130,0,22405,Justin Rose,21,30
130,0,27963,Chris Stroud,21,28
138,0,20098,Stuart Appleby,20,25
138,0,20766,Padraig Harrington,20,22
138,0,26300,Matt Jones,20,23
138,0,10213,Dicky Pride,20,24
138,0,34265,Will Wilcox,20,23
143,0,27747,Hiroshi Iwata,19,24
143,0,29478,Kevin Kisner,19,24
143,0,34409,David Lingmerth,19,26
143,0,25198,Francesco Molinari,19,28
143,0,25240,D.A. Points,19,27
143,0,25804,Bubba Watson,19,20
149,0,24846,Ricky Barnes,18,24
149,0,24507,Jason Bohn,18,20
149,0,29222,Billy Hurley III,18,22
149,0,22046,Geoff Ogilvy,18,25
149,0,32876,Martin Piller,18,22
149,0,29223,Sam Saunders,18,26
155,0,10885,Robert Allenby,17,26
155,0,29479,Scott Brown,17,27
155,0,35539,Luke Guthrie,17,18
155,0,31420,Anirban Lahiri,17,23
155,0,01810,Phil Mickelson,17,21
155,0,26596,Ryan Moore,17,20
155,0,23325,Vaughn Taylor,17,25
155,0,25349,Tim Wilkinson,17,22
163,0,45526,Abraham Ancer,16,19
163,0,40026,Daniel Berger,16,19
163,0,32102,Rickie Fowler,16,19
163,0,10809,Jim Furyk,16,18
163,0,33204,Shane Lowry,16,20
163,0,24781,Hunter Mahan,16,21
163,0,23800,Bryce Molder,16,24
163,0,35732,Wes Roach,16,17
171,0,20472,Alex Cejka,15,18
171,0,23983,Luke Donald,15,20
171,0,29974,Branden Grace,15,19
171,0,35879,Kelly Kraft,15,20
171,0,26329,Louis Oosthuizen,15,20
171,0,30927,Brendon Todd,15,20
177,0,28089,Jason Day,14,18
177,0,21209,Sergio Garcia,14,18
179,0,28092,D.H. Lee,13,19
179,0,20572,Rod Pampling,13,14
181,0,20157,Retief Goosen,12,12
182,0,34046,Jordan Spieth,11,17
183,0,06527,Steve Stricker,10,13
184,0,24494,Erik Compton,8,17
185,0,33410,Andrew Landry,6,8
