RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,20157,Retief Goosen,1.41,14,990
2,0,06527,Steve Stricker,1.57,15,954
3,0,24846,Ricky Barnes,1.67,28,1674
4,0,24494,Erik Compton,1.68,19,1134
5,0,29478,Kevin Kisner,1.77,30,1692
6,0,24507,Jason Bohn,1.82,22,1206
7,0,26596,Ryan Moore,1.85,27,1458
8,0,23638,Brendon de Jonge,1.92,28,1458
8,0,23800,Bryce Molder,1.92,27,1404
10,0,27466,Spencer Levin,1.94,35,1800
11,0,32102,Rickie Fowler,1.95,27,1386
12,0,33399,Adam Hadwin,1.97,33,1674
13,0,23983,Luke Donald,1.99,29,1458
14,0,26851,Marc Leishman,2.00,31,1548
15,0,28089,Jason Day,2.01,25,1242
16,0,32640,Troy Merritt,2.02,28,1386
17,0,40026,Daniel Berger,2.06,33,1602
18,0,27747,Hiroshi Iwata,2.07,31,1494
19,0,34262,Jon Curran,2.08,37,1782
20,0,20098,Stuart Appleby,2.09,26,1242
21,0,20472,Alex Cejka,2.16,26,1206
22,0,34046,Jordan Spieth,2.19,30,1368
23,0,30711,Colt Knost,2.20,34,1548
23,0,34360,Patrick Reed,2.20,40,1818
23,0,30927,Brendon Todd,2.20,25,1134
26,0,27895,Jonas Blixt,2.27,31,1368
26,0,29222,Billy Hurley III,2.27,27,1188
28,0,26758,David Hearn,2.28,39,1710
29,0,34466,Peter Malnati,2.29,35,1530
30,0,25834,Daniel Summerhays,2.30,41,1782
31,0,35539,Luke Guthrie,2.32,23,990
32,0,21731,Freddie Jacobson,2.33,36,1548
33,0,32200,Roberto Castro,2.35,41,1746
34,0,33410,Andrew Landry,2.38,21,882
34,0,31323,Gary Woodland,2.38,39,1638
36,0,01810,Phil Mickelson,2.39,31,1296
36,0,23325,Vaughn Taylor,2.39,31,1296
38,0,37455,Si Woo Kim,2.40,47,1962
39,0,26300,Matt Jones,2.43,35,1440
39,0,27963,Chris Stroud,2.43,35,1440
41,0,20572,Rod Pampling,2.44,22,900
42,0,29476,Kyle Reifers,2.45,49,1998
42,0,29518,Brendan Steele,2.45,37,1512
44,0,10809,Jim Furyk,2.46,23,936
45,0,34265,Will Wilcox,2.48,29,1170
46,0,31202,William McGirt,2.49,44,1764
47,0,22371,Aaron Baddeley,2.50,40,1602
47,0,21961,Charles Howell III,2.50,41,1638
49,0,24357,K.J. Choi,2.51,33,1314
49,0,30925,Dustin Johnson,2.51,37,1476
49,0,25396,Kevin Na,2.51,42,1674
52,0,32876,Martin Piller,2.53,26,1026
53,0,23541,Ben Crane,2.56,35,1368
53,0,34098,Russell Henley,2.56,35,1368
53,0,27649,Brandt Snedeker,2.56,41,1602
56,0,29725,Tony Finau,2.57,44,1710
57,0,36801,Mark Hubbard,2.58,45,1746
