RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 20'-25',TOTAL 3 PUTTS
1,0,33413,Ben Martin,7,47
1,0,27064,Jhonattan Vegas,7,49
3,0,33141,Keegan Bradley,6,34
3,0,36699,Patrick Rodgers,6,46
3,0,25892,Steve Wheatcroft,6,45
6,0,35545,Blayne Barber,5,45
6,0,22892,Jason Gore,5,39
6,0,24924,Bill Haas,5,34
6,0,33399,Adam Hadwin,5,31
6,0,29420,Billy Horschel,5,32
6,0,23800,Bryce Molder,5,24
6,0,25198,Francesco Molinari,5,28
6,0,25818,Scott Piercy,5,36
6,0,35451,Scott Pinckney,5,56
6,0,34264,Hudson Swafford,5,53
6,0,33448,Justin Thomas,5,38
17,0,22371,Aaron Baddeley,4,39
17,0,23541,Ben Crane,4,30
17,0,27436,Graham DeLaet,4,40
17,0,29725,Tony Finau,4,38
17,0,29720,Andres Gonzales,4,38
17,0,34563,Chesson Hadley,4,37
17,0,24024,Zach Johnson,4,34
17,0,08075,Jerry Kelly,4,28
17,0,39975,Michael Kim,4,46
17,0,34409,David Lingmerth,4,26
17,0,27129,Luke List,4,48
17,0,32839,Hideki Matsuyama,4,36
17,0,29289,S.Y. Noh,4,34
17,0,23320,Ryan Palmer,4,49
17,0,29223,Sam Saunders,4,26
17,0,06567,Vijay Singh,4,32
17,0,30692,Scott Stallings,4,31
17,0,37189,Harold Varner III,4,67
35,0,10885,Robert Allenby,3,26
35,0,20098,Stuart Appleby,3,25
35,0,25274,Steven Bowditch,3,36
35,0,29268,Bronson Burgoon,3,34
35,0,24357,K.J. Choi,3,29
35,0,34262,Jon Curran,3,33
35,0,23983,Luke Donald,3,20
35,0,25686,Jason Dufner,3,50
35,0,24358,Robert Garrigus,3,37
35,0,25900,Lucas Glover,3,33
35,0,32448,James Hahn,3,36
35,0,34098,Russell Henley,3,33
35,0,35532,Tom Hoge,3,33
35,0,29222,Billy Hurley III,3,22
35,0,46440,Smylie Kaufman,3,29
35,0,33122,Russell Knox,3,40
35,0,27936,Martin Laird,3,40
35,0,29461,Jamie Lovemark,3,47
35,0,24912,Will MacKenzie,3,42
35,0,25396,Kevin Na,3,28
35,0,33667,Carlos Ortiz,3,35
35,0,20691,Greg Owen,3,55
35,0,26476,Chez Reavie,3,46
35,0,29476,Kyle Reifers,3,43
35,0,29221,Webb Simpson,3,37
35,0,27649,Brandt Snedeker,3,32
35,0,33418,Shawn Stefani,3,43
35,0,34431,Robert Streb,3,42
35,0,25493,Nick Taylor,3,33
35,0,02206,David Toms,3,30
35,0,33419,Cameron Tringale,3,43
35,0,28132,Tyrone Van Aswegen,3,49
35,0,27770,Camilo Villegas,3,38
35,0,26289,Boo Weekley,3,40
69,0,24846,Ricky Barnes,2,24
69,0,29479,Scott Brown,2,27
69,0,20848,Ángel Cabrera,2,31
69,0,12510,Chad Campbell,2,42
69,0,20229,Stewart Cink,2,33
69,0,25720,Chad Collins,2,28
69,0,24494,Erik Compton,2,17
69,0,20104,Ken Duke,2,31
69,0,21209,Sergio Garcia,2,18
69,0,28679,Fabián Gómez,2,46
69,0,31646,Emiliano Grillo,2,43
69,0,27644,Brian Harman,2,43
69,0,20766,Padraig Harrington,2,22
69,0,23353,J.J. Henry,2,32
69,0,31557,Jim Herman,2,46
69,0,12716,Charley Hoffman,2,44
69,0,21961,Charles Howell III,2,38
69,0,36801,Mark Hubbard,2,40
69,0,34174,John Huh,2,40
69,0,21731,Freddie Jacobson,2,33
69,0,37454,Whee Kim,2,31
69,0,30926,Chris Kirk,2,38
69,0,29478,Kevin Kisner,2,24
69,0,36689,Brooks Koepka,2,33
69,0,30944,Jason Kokrak,2,43
69,0,35879,Kelly Kraft,2,20
69,0,23108,Matt Kuchar,2,29
69,0,34261,Scott Langley,2,26
69,0,29926,Danny Lee,2,47
69,0,27466,Spencer Levin,2,30
69,0,35300,Andrew Loupe,2,43
69,0,28237,Rory McIlroy,2,31
69,0,24490,George McNeill,2,25
69,0,01810,Phil Mickelson,2,21
69,0,30163,Henrik Norlander,2,31
69,0,24140,Sean O'Hair,2,46
69,0,22046,Geoff Ogilvy,2,25
69,0,27942,Rob Oppenheim,2,29
69,0,28475,Jeff Overton,2,44
69,0,23621,Rory Sabbatini,2,34
69,0,26331,Charl Schwartzel,2,33
69,0,24502,Adam Scott,2,37
69,0,20645,John Senden,2,37
69,0,34046,Jordan Spieth,2,17
69,0,29485,Brett Stegmaier,2,36
69,0,27214,Kevin Streelman,2,34
69,0,27963,Chris Stroud,2,28
69,0,31560,Brian Stuard,2,33
69,0,25834,Daniel Summerhays,2,33
69,0,34265,Will Wilcox,2,23
69,0,25349,Tim Wilkinson,2,22
120,0,45526,Abraham Ancer,1,19
120,0,40058,Zac Blair,1,43
120,0,24507,Jason Bohn,1,20
120,0,32200,Roberto Castro,1,35
120,0,20472,Alex Cejka,1,18
120,0,32366,Kevin Chappell,1,44
120,0,28089,Jason Day,1,18
120,0,23638,Brendon de Jonge,1,25
120,0,34099,Harris English,1,33
120,0,37273,Derek Ernst,1,30
120,0,32102,Rickie Fowler,1,19
120,0,32618,Rhein Gibson,1,31
120,0,29974,Branden Grace,1,19
120,0,26758,David Hearn,1,35
120,0,33461,Morgan Hoffmann,1,35
120,0,27141,J.B. Holmes,1,42
120,0,27747,Hiroshi Iwata,1,24
120,0,30925,Dustin Johnson,1,28
120,0,26300,Matt Jones,1,23
120,0,27974,Sung Kang,1,35
120,0,37455,Si Woo Kim,1,42
120,0,32757,Patton Kizzire,1,34
120,0,31420,Anirban Lahiri,1,23
120,0,28092,D.H. Lee,1,19
120,0,26851,Marc Leishman,1,26
120,0,33204,Shane Lowry,1,20
120,0,24781,Hunter Mahan,1,21
120,0,34466,Peter Malnati,1,29
120,0,26596,Ryan Moore,1,20
120,0,26329,Louis Oosthuizen,1,20
120,0,32876,Martin Piller,1,22
120,0,25240,D.A. Points,1,27
120,0,34360,Patrick Reed,1,30
120,0,30110,Kyle Stanley,1,39
120,0,32150,Michael Thompson,1,38
120,0,26951,Johnson Wagner,1,38
120,0,25632,Jimmy Walker,1,35
120,0,25804,Bubba Watson,1,20
120,0,21878,Mark Wilson,1,36
120,0,31323,Gary Woodland,1,38
