RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 5'-10',TOTAL 3 PUTTS
1,0,25274,Steven Bowditch,4,36
1,0,20848,Ángel Cabrera,4,31
1,0,27141,J.B. Holmes,4,42
1,0,35300,Andrew Loupe,4,43
1,0,35451,Scott Pinckney,4,56
1,0,20645,John Senden,4,37
1,0,29221,Webb Simpson,4,37
8,0,29479,Scott Brown,3,27
8,0,12510,Chad Campbell,3,42
8,0,27436,Graham DeLaet,3,40
8,0,29725,Tony Finau,3,38
8,0,36689,Brooks Koepka,3,33
8,0,24912,Will MacKenzie,3,42
8,0,32839,Hideki Matsuyama,3,36
8,0,28237,Rory McIlroy,3,31
8,0,20691,Greg Owen,3,55
8,0,06567,Vijay Singh,3,32
8,0,29485,Brett Stegmaier,3,36
8,0,30927,Brendon Todd,3,20
8,0,33419,Cameron Tringale,3,43
8,0,28114,Dawie van der Walt,3,29
8,0,37189,Harold Varner III,3,67
8,0,21878,Mark Wilson,3,36
24,0,45526,Abraham Ancer,2,19
24,0,35545,Blayne Barber,2,45
24,0,32366,Kevin Chappell,2,44
24,0,24494,Erik Compton,2,17
24,0,33461,Morgan Hoffmann,2,35
24,0,27747,Hiroshi Iwata,2,24
24,0,39975,Michael Kim,2,46
24,0,37454,Whee Kim,2,31
24,0,30944,Jason Kokrak,2,43
24,0,29926,Danny Lee,2,47
24,0,34409,David Lingmerth,2,26
24,0,27129,Luke List,2,48
24,0,29461,Jamie Lovemark,2,47
24,0,33413,Ben Martin,2,47
24,0,01810,Phil Mickelson,2,21
24,0,23800,Bryce Molder,2,24
24,0,29289,S.Y. Noh,2,34
24,0,22046,Geoff Ogilvy,2,25
24,0,27942,Rob Oppenheim,2,29
24,0,25240,D.A. Points,2,27
24,0,22405,Justin Rose,2,30
24,0,23621,Rory Sabbatini,2,34
24,0,24502,Adam Scott,2,37
24,0,33418,Shawn Stefani,2,43
24,0,23325,Vaughn Taylor,2,25
24,0,31323,Gary Woodland,2,38
50,0,24461,Thomas Aiken,1,22
50,0,29745,Tyler Aldridge,1,36
50,0,10885,Robert Allenby,1,26
50,0,20098,Stuart Appleby,1,25
50,0,24846,Ricky Barnes,1,24
50,0,40058,Zac Blair,1,43
50,0,29268,Bronson Burgoon,1,34
50,0,32200,Roberto Castro,1,35
50,0,34262,Jon Curran,1,33
50,0,28089,Jason Day,1,18
50,0,25686,Jason Dufner,1,50
50,0,20104,Ken Duke,1,31
50,0,32102,Rickie Fowler,1,19
50,0,21209,Sergio Garcia,1,18
50,0,32618,Rhein Gibson,1,31
50,0,25900,Lucas Glover,1,33
50,0,28679,Fabián Gómez,1,46
50,0,29974,Branden Grace,1,19
50,0,35539,Luke Guthrie,1,18
50,0,34563,Chesson Hadley,1,37
50,0,26758,David Hearn,1,35
50,0,34098,Russell Henley,1,33
50,0,12716,Charley Hoffman,1,44
50,0,36801,Mark Hubbard,1,40
50,0,34174,John Huh,1,40
50,0,30925,Dustin Johnson,1,28
50,0,24024,Zach Johnson,1,34
50,0,08075,Jerry Kelly,1,28
50,0,37455,Si Woo Kim,1,42
50,0,32757,Patton Kizzire,1,34
50,0,30711,Colt Knost,1,29
50,0,35879,Kelly Kraft,1,20
50,0,31420,Anirban Lahiri,1,23
50,0,27936,Martin Laird,1,40
50,0,28092,D.H. Lee,1,19
50,0,24781,Hunter Mahan,1,21
50,0,26596,Ryan Moore,1,20
50,0,25396,Kevin Na,1,28
50,0,24140,Sean O'Hair,1,46
50,0,33667,Carlos Ortiz,1,35
50,0,28475,Jeff Overton,1,44
50,0,23320,Ryan Palmer,1,49
50,0,20572,Rod Pampling,1,14
50,0,10213,Dicky Pride,1,24
50,0,26476,Chez Reavie,1,46
50,0,36699,Patrick Rodgers,1,46
50,0,29223,Sam Saunders,1,26
50,0,26331,Charl Schwartzel,1,33
50,0,34046,Jordan Spieth,1,17
50,0,30692,Scott Stallings,1,31
50,0,34431,Robert Streb,1,42
50,0,27214,Kevin Streelman,1,34
50,0,27963,Chris Stroud,1,28
50,0,31560,Brian Stuard,1,33
50,0,25834,Daniel Summerhays,1,33
50,0,34264,Hudson Swafford,1,53
50,0,25493,Nick Taylor,1,33
50,0,33448,Justin Thomas,1,38
50,0,28132,Tyrone Van Aswegen,1,49
50,0,27064,Jhonattan Vegas,1,49
50,0,27770,Camilo Villegas,1,38
50,0,25892,Steve Wheatcroft,1,45
50,0,34265,Will Wilcox,1,23
50,0,25349,Tim Wilkinson,1,22
