RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,01129,Bill Britton,36,0,1,2,1992430
2,0,01783,Mark McCumber,34,3,3,2,1992370
2,0,06040,John Ross,34,0,2,1,1992430
4,0,01201,Lennie Clements,33,0,4,15,1992300
4,0,02279,Mark Wiebe,33,0,1,17,1992420
6,0,01306,David Edwards,32,0,2,6,1992020
6,0,01938,David Peoples,32,1,4,6,1992020
6,0,01971,Dillard Pruitt,32,0,3,18,1992200
9,0,01219,John Cook,30,0,4,5,1992020
9,0,02159,Curtis Strange,30,3,1,15,1992370
11,0,01307,Joel Edwards,29,3,1,18,1992370
11,0,02101,Joey Sindelar,29,3,2,7,1992430
13,0,01284,Mike Donald,28,1,1,14,1992020
13,0,01945,Kenny Perry,28,2,1,7,1992100
15,0,01226,Fred Couples,27,10,4,2,1992060
15,0,01823,Larry Mize,27,1,2,6,1992210
17,0,01353,Bruce Fleisher,26,0,1,14,1992420
17,0,01378,David Frost,26,1,4,13,1992420
17,0,01996,Mike Reid,26,0,3,13,1992200
20,0,07569,Mark Carnevale,25,0,1,15,1992070
20,0,01457,Jay Haas,25,0,2,18,1992370
20,0,01701,Bob Lohr,25,0,3,16,1992020
20,0,01766,Billy Mayfair,25,2,3,5,1992020
20,0,01810,Phil Mickelson,25,10,2,13,1992430
20,0,01960,Don Pooley,25,1,1,17,1992310
20,0,02049,Gene Sauers,25,13,1,14,1992420
27,0,01060,Dave Barr,24,2,2,10,1992020
27,0,01355,Raymond Floyd,24,5,1,18,1992210
27,0,01724,Jeff Maggert,24,5,3,4,1992020
27,0,01837,Gil Morgan,24,10,1,6,1992070
27,0,01958,Dan Pohl,24,0,4,4,1992020
27,0,02099,Scott Simpson,24,0,4,8,1992050
27,0,02268,Tom Weiskopf,24,14,2,16,1992060
34,0,06124,Patrick Burke,23,2,3,3,1992300
34,0,01249,John Daly,23,5,2,4,1992430
34,0,01266,Clark Dennis,23,6,2,1,1992420
34,0,01797,Rocco Mediate,23,4,1,4,1992020
34,0,02100,Tim Simpson,23,0,3,1,1992430
34,0,02135,Mike Standly,23,5,3,1,1992420
34,0,02190,Doug Tewell,23,0,2,5,1992330
41,0,01014,Fulton Allem,22,0,1,17,1992210
41,0,01042,Paul Azinger,22,1,2,12,1992040
41,0,01633,Tom Kite,22,8,4,6,1992330
41,0,01876,Greg Norman,22,0,4,8,1992270
41,0,01978,Fran Quinn,22,0,2,5,1992020
41,0,02225,Howard Twitty,22,0,4,10,1992220
41,0,02226,Tray Tyner,22,2,1,18,1992320
41,0,02298,Jim Woodward,22,1,2,6,1992210
49,0,01006,John Adams,21,0,1,1,1992420
49,0,01261,Jay Delsing,21,4,3,5,1992020
49,0,01331,Rick Fehr,21,1,2,14,1992020
49,0,01361,Dan Forsman,21,0,2,1,1992020
49,0,01388,Robert Gamez,21,0,1,17,1992420
