RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
1,0,01968,Nick Price,.74,2,270
2,0,06613,Tommy Tolles,.89,4,450
3,0,01887,Mark O'Meara,1.06,4,378
4,0,01457,Jay Haas,1.11,5,450
5,0,01569,Peter Jacobsen,1.17,4,342
6,0,02010,Loren Roberts,1.21,5,414
7,0,01331,Rick Fehr,1.26,5,396
8,0,01677,Tom Lehman,1.32,5,378
9,0,01599,Steve Jones,1.39,6,432
9,0,01797,Rocco Mediate,1.39,5,360
9,0,02267,D.A. Weibring,1.39,4,288
12,0,01235,Ben Crenshaw,1.46,5,342
13,0,06577,John Wilson,1.50,7,468
14,0,09011,David Duval,1.52,6,396
14,0,06527,Steve Stricker,1.52,6,396
16,0,01701,Bob Lohr,1.53,8,522
17,0,01219,John Cook,1.56,7,450
18,0,01329,Brad Faxon,1.59,6,378
18,0,10860,Justin Leonard,1.59,8,504
20,0,02049,Gene Sauers,1.62,7,432
21,0,06522,Ernie Els,1.63,5,306
22,0,01707,Steve Lowery,1.67,9,540
22,0,01943,Chris Perry,1.67,6,360
24,0,01042,Paul Azinger,1.77,7,396
25,0,01549,Mike Hulbert,1.85,10,540
26,0,01527,Scott Hoch,1.92,9,468
27,0,01040,Emlyn Aubrey,1.96,6,306
28,0,01096,Phil Blackmar,1.98,10,504
29,0,01928,Corey Pavin,2.12,8,378
29,0,02242,Lanny Wadkins,2.12,8,378
31,0,01313,Steve Elkington,2.16,7,324
31,0,01837,Gil Morgan,2.16,7,324
31,0,12660,Jesper Parnevik,2.16,7,324
31,0,02226,Tray Tyner,2.16,7,324
35,0,06567,Vijay Singh,2.17,9,414
36,0,01132,Mark Brooks,2.18,11,504
36,0,02206,David Toms,2.18,11,504
38,0,01093,Ronnie Black,2.22,10,450
38,0,01116,Michael Bradley,2.22,10,450
38,0,01876,Greg Norman,2.22,6,270
38,0,02146,Payne Stewart,2.22,10,450
42,0,01068,Andy Bean,2.26,11,486
43,0,01996,Mike Reid,2.27,9,396
44,0,02133,Craig Stadler,2.29,7,306
45,0,01510,Nolan Henke,2.31,10,432
