RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,22582,Kyle Thompson,155.7,3587389000,640
2,0,06012,Greg Kraft,155.8,3146886000,561
3,0,20433,Mark Hensby,156.7,3835258000,680
4,0,01226,Fred Couples,157.6,3244602000,572
5,0,01035,Tommy Armour III,157.7,4264401000,751
6,0,30925,Dustin Johnson,158.4,5079777000,891
6,0,22806,Doug LaBelle II,158.4,3455665000,606
8,0,23540,Jason Allred,158.5,3092962000,542
8,0,01553,John Huston,158.5,3144354000,551
10,0,20663,Brenden Pappas,158.8,3629598000,635
11,0,10505,Shane Bertsch,159.0,5976534000,1044
11,0,10649,Tom Scherrer,159.0,2890498000,505
11,0,19913,Ron Whittaker,159.0,2673226000,467
14,0,06004,Stephen Ames,159.1,4414675000,771
14,0,20850,Daniel Chopra,159.1,4416335000,771
14,0,23621,Rory Sabbatini,159.1,3929202000,686
17,0,08537,J.P. Hayes,159.4,4233841000,738
18,0,06251,Chris DiMarco,159.5,4926408000,858
19,0,07457,Steve Flesch,159.7,5283556000,919
20,0,02002,John Riegger,159.9,4346252000,755
21,0,06090,Jim McGovern,160.0,4106990000,713
21,0,24449,Parker McLachlin,160.0,5167310000,897
21,0,27933,John Merrick,160.0,5168228000,897
21,0,26289,Boo Weekley,160.0,4163267000,723
25,0,21805,Harrison Frazar,160.1,4029874000,699
25,0,25594,Travis Perkins,160.1,2501785000,434
27,0,06034,Marco Dawson,160.2,3436822000,596
27,0,21949,Joe Ogilvie,160.2,5582546000,968
29,0,01388,Robert Gamez,160.4,4579896000,793
29,0,01948,Tim Petrovic,160.4,5312466000,920
31,0,12652,Cameron Beckman,160.6,4817263000,833
32,0,01473,Todd Hamilton,160.7,4935006000,853
32,0,01577,Lee Janzen,160.7,4910340000,849
32,0,26679,Kevin Stadler,160.7,4569995000,790
35,0,02206,David Toms,160.8,3622859000,626
35,0,10425,Jay Williamson,160.8,5376216000,929
37,0,24490,George McNeill,160.9,5775453000,997
38,0,08931,Glen Day,161.1,3878917000,669
38,0,12782,Tim Herron,161.1,5845813000,1008
38,0,08845,Scott Sterling,161.1,5166119000,891
41,0,19803,Ryan Armour,161.2,4868141000,839
42,0,20105,Jeff Gove,161.3,3049029000,525
42,0,27141,J.B. Holmes,161.3,4226294000,728
42,0,06573,Brandt Jobe,161.3,3146965000,542
42,0,26420,Richard Johnson,161.3,3408242000,587
42,0,20382,Stephen Leaney,161.3,3135055000,540
47,0,23135,Tim Clark,161.4,4851626000,835
47,0,07547,Craig Kanada,161.4,3748431000,645
49,0,23320,Ryan Palmer,161.5,3715716000,639
49,0,24138,Ian Poulter,161.5,2396003000,412
51,0,23353,J.J. Henry,161.6,7011865000,1205
51,0,23797,Brett Rumford,161.6,3840225000,660
53,0,01313,Steve Elkington,161.7,4906376000,843
53,0,26631,Cody Freeman,161.7,3632571000,624
53,0,24024,Zach Johnson,161.7,4807424000,826
53,0,01706,Davis Love III,161.7,4127145000,709
57,0,01139,Olin Browne,161.8,4886789000,839
57,0,27613,David Lutterus,161.8,3180570000,546
57,0,27649,Brandt Snedeker,161.8,4548604000,781
60,0,06197,Michael Allen,161.9,5130050000,880
60,0,22293,Heath Slocum,161.9,6003520000,1030
62,0,06527,Steve Stricker,162.0,3966155000,680
62,0,21878,Mark Wilson,162.0,6982789000,1197
64,0,25900,Lucas Glover,162.1,5555888000,952
64,0,24140,Sean O'Hair,162.1,4622706000,792
64,0,25562,Andres Romero,162.1,3145792000,539
67,0,24227,Justin Bolli,162.2,4841522000,829
67,0,20472,Alex Cejka,162.2,4004815000,686
67,0,22548,Patrick Sheehan,162.2,7192871000,1232
67,0,23325,Vaughn Taylor,162.2,6165555000,1056
67,0,23623,Bo Van Pelt,162.2,6183889000,1059
72,0,12823,Carlos Franco,162.3,4100477000,702
72,0,06567,Vijay Singh,162.3,4282327000,733
72,0,12309,Bob Sowards,162.3,3446303000,590
75,0,23048,Eric Axley,162.4,6528894000,1117
75,0,01161,Mark Calcavecchia,162.4,3472912000,594
75,0,23497,Tag Ridings,162.4,5179452000,886
75,0,27214,Kevin Streelman,162.4,6427018000,1099
75,0,08385,Omar Uresti,162.4,4313683000,738
75,0,25349,Tim Wilkinson,162.4,5606667000,959
81,0,01024,Billy Andrade,162.5,4152235000,710
81,0,10875,Todd Demsey,162.5,4768513000,815
81,0,30750,Tommy Gainey,162.5,2785251000,476
81,0,10733,Kent Jones,162.5,3680045000,629
81,0,24912,Will MacKenzie,162.5,3843314000,657
81,0,28158,Steve Marino,162.5,7008396000,1198
81,0,22046,Geoff Ogilvy,162.5,3404968000,582
81,0,21959,Ted Purdy,162.5,4112005000,703
89,0,07867,Woody Austin,162.6,5900396000,1008
90,0,23614,Rich Beem,162.7,5237676000,894
90,0,21731,Freddie Jacobson,162.7,4256898000,727
90,0,08075,Jerry Kelly,162.7,5182572000,885
90,0,23108,Matt Kuchar,162.7,4948963000,845
90,0,10860,Justin Leonard,162.7,4968376000,848
95,0,20098,Stuart Appleby,162.8,4536814000,774
95,0,21961,Charles Howell III,162.8,5924675000,1011
95,0,01724,Jeff Maggert,162.8,5191432000,886
98,0,12716,Charley Hoffman,162.9,5675802000,968
98,0,22378,Trevor Immelman,162.9,3612654000,616
98,0,26695,Michael Letzig,162.9,4815112000,821
98,0,28475,Jeff Overton,162.9,5950776000,1015
102,0,23125,Brad Elder,163.0,3780009000,644
102,0,06522,Ernie Els,163.0,2323496000,396
104,0,12705,Cliff Kresge,163.1,4909555000,836
104,0,22913,John Rollins,163.1,5373417000,915
106,0,01320,Bob Estes,163.2,6031999000,1027
106,0,27963,Chris Stroud,163.2,4518564000,769
106,0,27095,Nick Watney,163.2,5618006000,956
106,0,10423,Mike Weir,163.2,4589580000,781
110,0,20378,Mathias Grönberg,163.3,5003755000,851
110,0,26300,Matt Jones,163.3,5566346000,947
110,0,22348,Nick O'Hern,163.3,4954521000,843
113,0,22621,Ben Curtis,163.4,4393827000,747
113,0,24924,Bill Haas,163.4,5999776000,1020
113,0,11032,Frank Lickliter II,163.4,6590191000,1120
113,0,25396,Kevin Na,163.4,6153920000,1046
113,0,02223,Bob Tway,163.4,3864488000,657
113,0,20160,Charlie Wi,163.4,6124414000,1041
119,0,20229,Stewart Cink,163.5,4214210000,716
119,0,06621,Joe Durant,163.5,5172487000,879
119,0,06643,Paul Goydos,163.5,4562001000,775
119,0,29718,Anthony Kim,163.5,4267071000,725
119,0,27120,Troy Matteson,163.5,5858279000,995
119,0,01941,Tom Pernice Jr.,163.5,6580358000,1118
119,0,25190,Jeff Quinney,163.5,4892430000,831
126,0,20766,Padraig Harrington,163.6,2096062000,356
126,0,25842,Jon Mills,163.6,5276245000,896
126,0,20572,Rod Pampling,163.6,4539860000,771
126,0,20443,Jin Park,163.6,4711851000,800
126,0,26668,Marc Turnesa,163.6,5065102000,860
131,0,19846,Brian Gay,163.7,6027457000,1023
131,0,22892,Jason Gore,163.7,5533113000,939
131,0,27060,John Mallinger,163.7,5603976000,951
131,0,20127,Chris Riley,163.7,2829061000,480
135,0,21633,Steve Allan,163.8,3072901000,521
135,0,06575,Dudley Hart,163.8,4547128000,771
137,0,23778,Brad Adamonis,163.9,5069598000,859
137,0,20104,Ken Duke,163.9,6946438000,1177
137,0,26476,Chez Reavie,163.9,6203101000,1051
140,0,20574,Mathew Goggin,164.0,5655657000,958
140,0,07749,Brett Quigley,164.0,5090430000,862
140,0,24502,Adam Scott,164.0,2232173000,378
140,0,24663,Y.E. Yang,164.0,5377413000,911
144,0,01142,Bart Bryant,164.1,4756009000,805
144,0,12510,Chad Campbell,164.1,5570873000,943
144,0,20623,Gavin Coles,164.1,3107254000,526
144,0,23541,Ben Crane,164.1,5109541000,865
144,0,21350,Ryuji Imada,164.1,4708136000,797
144,0,20634,Peter Lonard,164.1,5445895000,922
