RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
133,0,21731,Freddie Jacobson,180.0,5754529.000,888
133,0,01677,Tom Lehman,180.0,3421241.000,528
135,0,01313,Steve Elkington,180.1,6572855.000,1014
135,0,02223,Bob Tway,180.1,5109322.000,788
137,0,21461,Kenneth Ferrie,180.2,5370147.000,828
138,0,20157,Retief Goosen,180.3,3731848.000,575
139,0,20498,Briny Baird,180.4,8630063.000,1329
139,0,01941,Tom Pernice Jr.,180.4,8755023.000,1348
139,0,10649,Tom Scherrer,180.4,3928390.000,605
142,0,22378,Trevor Immelman,180.5,4820671.000,742
143,0,07457,Steve Flesch,180.6,7280872.000,1120
144,0,25396,Kevin Na,180.7,8163148.000,1255
144,0,26951,Johnson Wagner,180.7,6089983.000,936
146,0,06034,Marco Dawson,180.8,4802516.000,738
147,0,06197,Michael Allen,180.9,7052574.000,1083
147,0,12823,Carlos Franco,180.9,5632357.000,865
147,0,10733,Kent Jones,180.9,4943918.000,759
150,0,24227,Justin Bolli,181.0,6569787.000,1008
150,0,23718,Nathan Green,181.0,8126835.000,1247
152,0,22293,Heath Slocum,181.2,7783921.000,1193
153,0,10809,Jim Furyk,181.3,6867598.000,1052
153,0,06090,Jim McGovern,181.3,5607890.000,859
155,0,12705,Cliff Kresge,181.4,6518551.000,998
155,0,22806,Doug LaBelle II,181.4,4624173.000,708
155,0,27060,John Mallinger,181.4,7582352.000,1161
155,0,01797,Rocco Mediate,181.4,6244519.000,956
155,0,08845,Scott Sterling,181.4,6693357.000,1025
160,0,01388,Robert Gamez,181.5,6390826.000,978
161,0,12652,Cameron Beckman,181.9,6693535.000,1022
161,0,26420,Richard Johnson,181.9,4425928.000,676
163,0,21753,Brian Davis,182.0,9306322.000,1420
164,0,26668,Marc Turnesa,182.1,6862825.000,1047
165,0,09011,David Duval,182.3,3616643.000,551
165,0,24024,Zach Johnson,182.3,6541622.000,997
167,0,26476,Chez Reavie,182.5,8153693.000,1241
168,0,08931,Glen Day,182.7,5097213.000,775
169,0,20472,Alex Cejka,182.8,5442662.000,827
169,0,06012,Greg Kraft,182.8,4567668.000,694
171,0,06251,Chris DiMarco,182.9,6914016.000,1050
172,0,01320,Bob Estes,183.1,7835773.000,1189
173,0,25349,Tim Wilkinson,183.3,7318171.000,1109
174,0,06575,Dudley Hart,183.4,6114032.000,926
175,0,23108,Matt Kuchar,183.6,6425614.000,972
176,0,01577,Lee Janzen,184.0,6821678.000,1030
177,0,10505,Shane Bertsch,184.1,8238426.000,1243
178,0,08075,Jerry Kelly,184.2,6785056.000,1023
179,0,06643,Paul Goydos,184.4,6201468.000,934
180,0,25720,Chad Collins,184.6,5721449.000,861
181,0,01142,Bart Bryant,184.7,6196115.000,932
182,0,12602,Dean Wilson,184.8,8482632.000,1275
183,0,20127,Chris Riley,185.1,3678217.000,552
184,0,08385,Omar Uresti,185.3,5836201.000,875
185,0,19913,Ron Whittaker,185.9,3793952.000,567
186,0,21350,Ryuji Imada,186.2,6314784.000,942
187,0,07547,Craig Kanada,186.7,5100263.000,759
188,0,12826,Paul Claxton,186.8,4659310.000,693
189,0,01139,Olin Browne,187.3,6521020.000,967
190,0,22348,Nick O'Hern,188.1,6697847.000,989
191,0,20443,Jin Park,188.5,6509451.000,959
192,0,19846,Brian Gay,189.0,8117647.000,1193
193,0,25190,Jeff Quinney,189.6,6858781.000,1005
194,0,12680,Shigeki Maruyama,189.7,3941081.000,577
195,0,20382,Stephen Leaney,190.1,4257127.000,622
196,0,20623,Gavin Coles,191.5,4198293.000,609
197,0,01928,Corey Pavin,197.5,5496841.000,773
