RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
1,0,27141,J.B. Holmes,157.8,5412920.000,953
2,0,30925,Dustin Johnson,159.1,6277644.000,1096
3,0,24358,Robert Garrigus,162.2,6828010.000,1169
4,0,25804,Bubba Watson,162.5,6424087.000,1098
5,0,06567,Vijay Singh,163.3,5155177.000,877
6,0,21633,Steve Allan,164.1,3882416.000,657
7,0,30750,Tommy Gainey,164.7,3742388.000,631
8,0,27095,Nick Watney,165.3,6873999.000,1155
9,0,12716,Charley Hoffman,165.4,7067889.000,1187
10,0,21805,Harrison Frazar,165.6,5050581.000,847
11,0,23540,Jason Allred,166.3,4089373.000,683
12,0,29718,Anthony Kim,166.7,5394412.000,899
13,0,20850,Daniel Chopra,167.0,5687671.000,946
14,0,25562,Andres Romero,167.4,4079817.000,677
15,0,20848,Ángel Cabrera,167.9,3263103.000,540
15,0,24502,Adam Scott,167.9,2925992.000,484
17,0,23157,Richard Johnson,168.1,5580781.000,922
18,0,23497,Tag Ridings,168.2,6673805.000,1102
19,0,01706,Davis Love III,168.5,5447333.000,898
20,0,23349,Charles Warren,168.7,6211366.000,1023
21,0,24924,Bill Haas,169.5,7554398.000,1238
22,0,28089,Jason Day,169.6,6471726.000,1060
23,0,27936,Martin Laird,169.7,7148012.000,1170
23,0,01810,Phil Mickelson,169.7,4986407.000,816
25,0,27214,Kevin Streelman,169.8,8211740.000,1343
26,0,25594,Travis Perkins,170.0,3293349.000,538
27,0,23621,Rory Sabbatini,170.1,5383235.000,879
28,0,01226,Fred Couples,170.3,4273950.000,697
29,0,25900,Lucas Glover,170.4,7028406.000,1146
29,0,24140,Sean O'Hair,170.4,5759528.000,939
31,0,12782,Tim Herron,170.5,7353864.000,1198
31,0,28475,Jeff Overton,170.5,7684997.000,1252
33,0,01945,Kenny Perry,170.7,7817498.000,1272
33,0,28780,Nicholas Thompson,170.7,8104228.000,1319
35,0,01553,John Huston,170.8,4124983.000,671
35,0,20663,Brenden Pappas,170.8,4709197.000,766
37,0,26289,Boo Weekley,171.0,5478422.000,890
38,0,06573,Brandt Jobe,171.2,3949687.000,641
39,0,21949,Joe Ogilvie,171.3,7439124.000,1206
40,0,24361,Pat Perez,171.4,6720646.000,1089
41,0,26695,Michael Letzig,171.5,6317189.000,1023
41,0,23788,D.J. Trahan,171.5,6598570.000,1069
43,0,20378,Mathias Grönberg,171.7,6687336.000,1082
43,0,23623,Bo Van Pelt,171.7,7918153.000,1281
45,0,24490,George McNeill,172.0,7678514.000,1240
46,0,28158,Steve Marino,172.1,8885201.000,1434
47,0,20574,Mathew Goggin,172.2,7011377.000,1131
48,0,23320,Ryan Palmer,172.3,5123503.000,826
49,0,21209,Sergio Garcia,172.4,4811199.000,775
49,0,22892,Jason Gore,172.4,7281935.000,1173
49,0,20433,Mark Hensby,172.4,5388213.000,868
49,0,02002,John Riegger,172.4,5506036.000,887
53,0,21959,Ted Purdy,172.6,5020108.000,808
54,0,27120,Troy Matteson,172.8,7590265.000,1220
54,0,12309,Bob Sowards,172.8,4442591.000,714
56,0,20229,Stewart Cink,173.0,5461814.000,877
56,0,23409,James Driscoll,173.0,6501432.000,1044
56,0,25842,Jon Mills,173.0,6658194.000,1069
59,0,01707,Steve Lowery,173.1,5789492.000,929
60,0,26679,Kevin Stadler,173.2,6278686.000,1007
61,0,21961,Charles Howell III,173.3,7478535.000,1199
62,0,27561,Nick Flanagan,173.4,6854207.000,1098
62,0,27770,Camilo Villegas,173.4,5438579.000,871
64,0,26300,Matt Jones,173.6,7238548.000,1158
65,0,23778,Brad Adamonis,173.9,6524133.000,1042
65,0,27933,John Merrick,173.9,6662646.000,1064
65,0,02206,David Toms,173.9,4856774.000,776
68,0,10875,Todd Demsey,174.3,6149645.000,980
68,0,25632,Jimmy Walker,174.3,5307515.000,846
70,0,01035,Tommy Armour III,174.5,5685247.000,905
71,0,24781,Hunter Mahan,174.6,6293673.000,1001
72,0,20766,Padraig Harrington,174.7,2773574.000,441
73,0,12510,Chad Campbell,175.2,7434702.000,1179
73,0,22582,Kyle Thompson,175.2,4905997.000,778
75,0,25364,Paul Casey,175.3,3129954.000,496
75,0,06522,Ernie Els,175.3,3135596.000,497
77,0,01161,Mark Calcavecchia,175.7,4732127.000,748
77,0,23353,J.J. Henry,175.7,8677046.000,1372
77,0,06595,Kevin Sutherland,175.7,7698986.000,1217
80,0,07867,Woody Austin,175.8,7783752.000,1230
81,0,22046,Geoff Ogilvy,176.1,4292203.000,677
81,0,20160,Charlie Wi,176.1,7691132.000,1213
83,0,22621,Ben Curtis,176.3,5554450.000,875
84,0,23125,Brad Elder,176.4,4730993.000,745
84,0,23325,Vaughn Taylor,176.4,8229128.000,1296
86,0,22371,Aaron Baddeley,176.5,5274079.000,830
87,0,20572,Rod Pampling,176.6,5996371.000,943
87,0,21878,Mark Wilson,176.6,9128498.000,1436
89,0,26596,Ryan Moore,176.7,5577873.000,877
89,0,22913,John Rollins,176.7,6978961.000,1097
89,0,27963,Chris Stroud,176.7,5801895.000,912
92,0,11032,Frank Lickliter II,176.8,8760064.000,1376
92,0,01724,Jeff Maggert,176.8,6929511.000,1089
92,0,20645,John Senden,176.8,7216234.000,1134
92,0,10423,Mike Weir,176.8,5885875.000,925
96,0,19803,Ryan Armour,177.0,6652347.000,1044
96,0,23541,Ben Crane,177.0,6627041.000,1040
96,0,26631,Cody Freeman,177.0,4856660.000,762
99,0,20098,Stuart Appleby,177.1,5884036.000,923
100,0,24925,Jonathan Byrd,177.2,6805478.000,1067
101,0,23614,Rich Beem,177.3,6988569.000,1095
102,0,06621,Joe Durant,177.4,6984905.000,1094
102,0,20634,Peter Lonard,177.4,7082846.000,1109
104,0,24912,Will MacKenzie,177.6,5031795.000,787
104,0,24449,Parker McLachlin,177.6,6975901.000,1091
106,0,24357,K.J. Choi,177.7,5066466.000,792
107,0,27613,David Lutterus,177.9,4386163.000,685
107,0,24663,Y.E. Yang,177.9,7051336.000,1101
109,0,20105,Jeff Gove,178.0,3921549.000,612
110,0,20104,Ken Duke,178.1,9282141.000,1448
111,0,10860,Justin Leonard,178.2,6536827.000,1019
112,0,01766,Billy Mayfair,178.3,8473405.000,1320
113,0,06004,Stephen Ames,178.4,5894571.000,918
114,0,12660,Jesper Parnevik,178.5,6658189.000,1036
115,0,08537,J.P. Hayes,178.7,5577521.000,867
116,0,24138,Ian Poulter,178.9,3220004.000,500
117,0,01024,Billy Andrade,179.0,5458100.000,847
117,0,23048,Eric Axley,179.0,8656355.000,1343
119,0,10585,Scott McCarron,179.1,4802167.000,745
120,0,01473,Todd Hamilton,179.2,6599858.000,1023
120,0,25345,Carl Pettersson,179.2,8618692.000,1336
122,0,23797,Brett Rumford,179.3,5325068.000,825
122,0,27649,Brandt Snedeker,179.3,5996994.000,929
124,0,07749,Brett Quigley,179.4,6484291.000,1004
125,0,26500,Alejandro Cañizares,179.5,3631828.000,562
125,0,23135,Tim Clark,179.5,6534671.000,1011
125,0,22548,Patrick Sheehan,179.5,9306865.000,1440
128,0,10885,Robert Allenby,179.6,7722054.000,1194
129,0,01948,Tim Petrovic,179.7,7233735.000,1118
129,0,06527,Steve Stricker,179.7,5195218.000,803
131,0,02239,Scott Verplank,179.8,5876782.000,908
131,0,10425,Jay Williamson,179.8,7196510.000,1112
