RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,08793,Tiger Woods,11.65,130,1116
2,0,06527,Steve Stricker,13.01,185,1422
3,0,10809,Jim Furyk,13.86,207,1494
4,0,27466,Spencer Levin,14.15,191,1350
5,0,02206,David Toms,14.17,250,1764
6,0,24024,Zach Johnson,14.43,239,1656
6,0,23108,Matt Kuchar,14.43,213,1476
8,0,23135,Tim Clark,14.46,203,1404
9,0,19846,Brian Gay,14.53,251,1728
9,0,25396,Kevin Na,14.53,238,1638
11,0,10585,Scott McCarron,14.65,240,1638
12,0,21878,Mark Wilson,14.70,262,1782
13,0,20593,Greg Chalmers,14.71,225,1530
14,0,01948,Tim Petrovic,14.72,257,1746
15,0,24503,Jeff Klauk,14.78,258,1746
15,0,20645,John Senden,14.78,266,1800
17,0,28158,Steve Marino,14.91,263,1764
18,0,22548,Patrick Sheehan,14.92,137,918
19,0,10860,Justin Leonard,14.96,245,1638
19,0,01945,Kenny Perry,14.96,245,1638
19,0,26679,Kevin Stadler,14.96,175,1170
19,0,02239,Scott Verplank,14.96,237,1584
23,0,08845,Scott Sterling,15.03,138,918
24,0,26881,Jarrod Lyle,15.04,176,1170
25,0,12510,Chad Campbell,15.06,244,1620
25,0,23800,Bryce Molder,15.06,187,1242
27,0,26300,Matt Jones,15.08,152,1008
28,0,20127,Chris Riley,15.15,210,1386
29,0,06251,Chris DiMarco,15.18,265,1746
30,0,01941,Tom Pernice Jr.,15.24,225,1476
31,0,23983,Luke Donald,15.28,209,1368
32,0,01320,Bob Estes,15.31,215,1404
33,0,08075,Jerry Kelly,15.37,249,1620
34,0,12716,Charley Hoffman,15.46,270,1746
35,0,26596,Ryan Moore,15.48,248,1602
36,0,27649,Brandt Snedeker,15.50,226,1458
37,0,24358,Robert Garrigus,15.53,232,1494
38,0,10117,Bob Heintz,15.54,165,1062
39,0,01313,Steve Elkington,15.56,196,1260
40,0,22348,Nick O'Hern,15.62,253,1620
41,0,23353,J.J. Henry,15.64,273,1746
41,0,20691,Greg Owen,15.64,273,1746
43,0,28089,Jason Day,15.66,172,1098
44,0,27120,Troy Matteson,15.67,268,1710
45,0,23541,Ben Crane,15.77,264,1674
45,0,24138,Ian Poulter,15.77,159,1008
47,0,25686,Jason Dufner,15.86,257,1620
48,0,07867,Woody Austin,15.87,240,1512
49,0,20160,Charlie Wi,15.88,263,1656
50,0,24924,Bill Haas,15.93,261,1638
51,0,26497,Casey Wittenberg,15.96,204,1278
52,0,23548,Bill Lunde,16.00,239,1494
52,0,23623,Bo Van Pelt,16.00,288,1800
54,0,06595,Kevin Sutherland,16.02,274,1710
54,0,10425,Jay Williamson,16.02,199,1242
56,0,24507,Jason Bohn,16.04,254,1584
56,0,24925,Jonathan Byrd,16.04,257,1602
58,0,01132,Mark Brooks,16.06,159,990
59,0,10423,Mike Weir,16.07,243,1512
60,0,22293,Heath Slocum,16.08,275,1710
61,0,20498,Briny Baird,16.10,258,1602
62,0,21961,Charles Howell III,16.11,287,1782
63,0,07457,Steve Flesch,16.16,224,1386
64,0,24781,Hunter Mahan,16.24,269,1656
65,0,26476,Chez Reavie,16.26,237,1458
65,0,23788,D.J. Trahan,16.26,281,1728
67,0,01035,Tommy Armour III,16.28,170,1044
68,0,01928,Corey Pavin,16.29,214,1314
69,0,20766,Padraig Harrington,16.32,191,1170
70,0,27095,Nick Watney,16.34,253,1548
71,0,22046,Geoff Ogilvy,16.36,212,1296
71,0,07749,Brett Quigley,16.36,271,1656
73,0,21731,Freddie Jacobson,16.40,245,1494
74,0,12652,Cameron Beckman,16.41,257,1566
75,0,01724,Jeff Maggert,16.46,234,1422
76,0,21209,Sergio Garcia,16.48,172,1044
77,0,29221,Webb Simpson,16.49,279,1692
77,0,23349,Charles Warren,16.49,187,1134
79,0,06522,Ernie Els,16.50,196,1188
80,0,06197,Michael Allen,16.51,217,1314
81,0,08931,Glen Day,16.53,235,1422
81,0,24490,George McNeill,16.53,244,1476
83,0,26420,Richard Johnson,16.54,253,1530
84,0,23614,Rich Beem,16.67,231,1386
84,0,25900,Lucas Glover,16.67,279,1674
84,0,01677,Tom Lehman,16.67,165,990
84,0,28620,Aron Price,16.67,267,1602
84,0,25190,Jeff Quinney,16.67,234,1404
84,0,25632,Jimmy Walker,16.67,222,1332
90,0,26695,Michael Letzig,16.72,289,1728
91,0,06004,Stephen Ames,16.74,226,1350
91,0,01577,Lee Janzen,16.74,223,1332
91,0,20572,Rod Pampling,16.74,214,1278
94,0,01706,Davis Love III,16.79,263,1566
95,0,26498,Matt Weibring,16.84,197,1170
96,0,21805,Harrison Frazar,16.85,282,1674
96,0,27060,John Mallinger,16.85,273,1620
98,0,23778,Brad Adamonis,16.90,213,1260
98,0,10885,Robert Allenby,16.90,213,1260
100,0,23718,Nathan Green,16.93,317,1872
100,0,21949,Joe Ogilvie,16.93,259,1530
100,0,24663,Y.E. Yang,16.93,253,1494
103,0,20472,Alex Cejka,16.94,250,1476
103,0,22621,Ben Curtis,16.94,189,1116
103,0,02214,Kirk Triplett,16.94,183,1080
106,0,23325,Vaughn Taylor,16.98,269,1584
107,0,25818,Scott Piercy,16.99,260,1530
108,0,24357,K.J. Choi,17.01,196,1152
108,0,26951,Johnson Wagner,17.01,248,1458
110,0,25240,D.A. Points,17.06,304,1782
111,0,22961,David Mathis,17.07,252,1476
112,0,20157,Retief Goosen,17.12,225,1314
113,0,28087,Kris Blanks,17.13,185,1080
113,0,30925,Dustin Johnson,17.13,259,1512
115,0,24140,Sean O'Hair,17.18,235,1368
116,0,27770,Camilo Villegas,17.20,226,1314
117,0,21753,Brian Davis,17.21,319,1854
118,0,27933,John Merrick,17.22,282,1638
118,0,23621,Rory Sabbatini,17.22,248,1440
120,0,12782,Tim Herron,17.24,270,1566
121,0,10733,Kent Jones,17.28,227,1314
121,0,26851,Marc Leishman,17.28,283,1638
123,0,26301,James Nitties,17.31,268,1548
124,0,23497,Tag Ridings,17.33,156,900
125,0,24361,Pat Perez,17.36,225,1296
125,0,27963,Chris Stroud,17.36,275,1584
127,0,20104,Ken Duke,17.37,272,1566
127,0,01810,Phil Mickelson,17.37,197,1134
129,0,21350,Ryuji Imada,17.39,266,1530
130,0,12602,Dean Wilson,17.42,254,1458
131,0,20229,Stewart Cink,17.43,229,1314
132,0,22405,Justin Rose,17.46,220,1260
133,0,20574,Mathew Goggin,17.49,233,1332
134,0,23320,Ryan Palmer,17.59,247,1404
135,0,22913,John Rollins,17.63,292,1656
136,0,21959,Ted Purdy,17.71,322,1818
137,0,01142,Bart Bryant,17.72,185,1044
138,0,06621,Joe Durant,17.74,198,1116
138,0,01473,Todd Hamilton,17.74,265,1494
138,0,12705,Cliff Kresge,17.74,249,1404
138,0,01707,Steve Lowery,17.74,265,1494
142,0,30711,Colt Knost,17.84,228,1278
143,0,27214,Kevin Streelman,17.87,312,1746
144,0,28780,Nicholas Thompson,17.94,310,1728
145,0,23638,Brendon de Jonge,18.02,292,1620
145,0,29718,Anthony Kim,18.02,240,1332
147,0,22892,Jason Gore,18.24,243,1332
147,0,28475,Jeff Overton,18.24,302,1656
149,0,26289,Boo Weekley,18.25,253,1386
150,0,22371,Aaron Baddeley,18.29,214,1170
150,0,01161,Mark Calcavecchia,18.29,237,1296
152,0,25919,Brian Vranesh,18.30,168,918
153,0,24912,Will MacKenzie,18.36,228,1242
154,0,07223,Brian Bateman,18.38,182,990
155,0,06567,Vijay Singh,18.44,229,1242
156,0,01226,Fred Couples,18.52,180,972
157,0,20850,Daniel Chopra,18.60,298,1602
158,0,06539,Rick Price,18.62,181,972
159,0,01797,Rocco Mediate,18.64,265,1422
160,0,20848,Ángel Cabrera,18.72,182,972
160,0,25804,Bubba Watson,18.72,246,1314
162,0,20634,Peter Lonard,18.73,290,1548
163,0,24846,Ricky Barnes,18.82,227,1206
164,0,06643,Paul Goydos,19.06,271,1422
165,0,25345,Carl Pettersson,19.12,296,1548
165,0,22295,Darron Stiles,19.12,179,936
167,0,20098,Stuart Appleby,19.16,269,1404
168,0,27936,Martin Laird,19.29,250,1296
169,0,01766,Billy Mayfair,19.34,289,1494
170,0,20070,Matt Bettencourt,19.67,347,1764
171,0,25562,Andres Romero,19.98,205,1026
172,0,24449,Parker McLachlin,20.34,260,1278
173,0,26668,Marc Turnesa,20.56,285,1386
174,0,06012,Greg Kraft,20.59,189,918
175,0,28118,Peter Tomasulo,20.86,229,1098
176,0,24502,Adam Scott,20.94,196,936
177,0,09011,David Duval,21.13,213,1008
178,0,31416,Derek Fathauer,21.60,245,1134
179,0,01329,Brad Faxon,21.85,232,1062
180,0,27683,Leif Olson,21.90,201,918
181,0,27141,J.B. Holmes,21.92,292,1332
182,0,30927,Brendon Todd,22.33,213,954
183,0,23048,Eric Axley,22.46,287,1278
184,0,31323,Gary Woodland,22.85,218,954
