RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,08793,Tiger Woods,1.98,123,62
2,0,06527,Steve Stricker,2.14,169,79
3,0,10809,Jim Furyk,2.20,183,83
4,0,25396,Kevin Na,2.27,207,91
5,0,10585,Scott McCarron,2.30,209,91
6,0,19846,Brian Gay,2.32,223,96
6,0,27466,Spencer Levin,2.32,174,75
8,0,12510,Chad Campbell,2.33,210,90
9,0,26300,Matt Jones,2.34,131,56
10,0,12716,Charley Hoffman,2.35,228,97
11,0,20593,Greg Chalmers,2.36,201,85
12,0,24358,Robert Garrigus,2.37,197,83
12,0,24024,Zach Johnson,2.37,218,92
14,0,23135,Tim Clark,2.38,186,78
14,0,26881,Jarrod Lyle,2.38,155,65
14,0,28158,Steve Marino,2.38,233,98
14,0,02206,David Toms,2.38,233,98
18,0,23108,Matt Kuchar,2.39,196,82
18,0,23800,Bryce Molder,2.39,165,69
20,0,20127,Chris Riley,2.40,185,77
20,0,21878,Mark Wilson,2.40,238,99
22,0,01948,Tim Petrovic,2.41,234,97
22,0,20645,John Senden,2.41,241,100
24,0,24503,Jeff Klauk,2.42,235,97
24,0,26596,Ryan Moore,2.42,215,89
26,0,10860,Justin Leonard,2.43,221,91
27,0,06251,Chris DiMarco,2.44,237,97
27,0,01941,Tom Pernice Jr.,2.44,200,82
27,0,02239,Scott Verplank,2.44,215,88
30,0,26679,Kevin Stadler,2.45,159,65
30,0,08845,Scott Sterling,2.45,125,51
32,0,01945,Kenny Perry,2.46,224,91
32,0,27649,Brandt Snedeker,2.46,199,81
34,0,23983,Luke Donald,2.47,188,76
35,0,22548,Patrick Sheehan,2.49,127,51
35,0,20160,Charlie Wi,2.49,229,92
37,0,01320,Bob Estes,2.50,195,78
38,0,07867,Woody Austin,2.51,211,84
38,0,10425,Jay Williamson,2.51,173,69
38,0,26497,Casey Wittenberg,2.51,178,71
41,0,01035,Tommy Armour III,2.52,146,58
41,0,27120,Troy Matteson,2.52,239,95
43,0,24925,Jonathan Byrd,2.53,225,89
44,0,22046,Geoff Ogilvy,2.54,183,72
44,0,24138,Ian Poulter,2.54,142,56
46,0,23541,Ben Crane,2.55,237,93
46,0,23353,J.J. Henry,2.55,247,97
46,0,23548,Bill Lunde,2.55,212,83
46,0,20691,Greg Owen,2.55,247,97
46,0,25190,Jeff Quinney,2.55,199,78
46,0,02214,Kirk Triplett,2.55,153,60
46,0,25632,Jimmy Walker,2.55,189,74
53,0,01132,Mark Brooks,2.56,141,55
53,0,25686,Jason Dufner,2.56,230,90
53,0,24924,Bill Haas,2.56,233,91
53,0,10117,Bob Heintz,2.56,151,59
53,0,08075,Jerry Kelly,2.56,230,90
53,0,22348,Nick O'Hern,2.56,230,90
59,0,28089,Jason Day,2.57,157,61
59,0,01313,Steve Elkington,2.57,180,70
59,0,29221,Webb Simpson,2.57,242,94
59,0,23788,D.J. Trahan,2.57,247,96
63,0,20766,Padraig Harrington,2.58,168,65
64,0,24781,Hunter Mahan,2.59,238,92
64,0,22293,Heath Slocum,2.59,246,95
64,0,23623,Bo Van Pelt,2.59,259,100
67,0,23349,Charles Warren,2.60,164,63
68,0,22621,Ben Curtis,2.61,162,62
68,0,01724,Jeff Maggert,2.61,206,79
70,0,06522,Ernie Els,2.62,173,66
70,0,20572,Rod Pampling,2.62,186,71
72,0,12652,Cameron Beckman,2.63,229,87
72,0,07749,Brett Quigley,2.63,242,92
72,0,27095,Nick Watney,2.63,226,86
72,0,10423,Mike Weir,2.63,221,84
72,0,24663,Y.E. Yang,2.63,218,83
77,0,20498,Briny Baird,2.64,235,89
77,0,07457,Steve Flesch,2.64,203,77
77,0,21209,Sergio Garcia,2.64,153,58
77,0,30925,Dustin Johnson,2.64,222,84
77,0,26420,Richard Johnson,2.64,224,85
77,0,01677,Tom Lehman,2.64,145,55
77,0,28620,Aron Price,2.64,235,89
77,0,26476,Chez Reavie,2.64,214,81
77,0,06595,Kevin Sutherland,2.64,251,95
86,0,21805,Harrison Frazar,2.65,246,93
86,0,25900,Lucas Glover,2.65,246,93
86,0,21731,Freddie Jacobson,2.65,220,83
86,0,26695,Michael Letzig,2.65,254,96
90,0,23778,Brad Adamonis,2.66,186,70
90,0,23614,Rich Beem,2.66,205,77
90,0,21961,Charles Howell III,2.66,263,99
90,0,24490,George McNeill,2.66,218,82
90,0,23325,Vaughn Taylor,2.66,234,88
90,0,26498,Matt Weibring,2.66,173,65
96,0,08931,Glen Day,2.67,211,79
96,0,01810,Phil Mickelson,2.67,168,63
98,0,26951,Johnson Wagner,2.68,217,81
99,0,25818,Scott Piercy,2.69,229,85
100,0,27933,John Merrick,2.70,246,91
101,0,28087,Kris Blanks,2.72,163,60
101,0,27963,Chris Stroud,2.72,239,88
103,0,21753,Brian Davis,2.73,281,103
104,0,06197,Michael Allen,2.74,200,73
104,0,24507,Jason Bohn,2.74,241,88
104,0,20472,Alex Cejka,2.74,225,82
104,0,20229,Stewart Cink,2.74,200,73
104,0,23718,Nathan Green,2.74,285,104
104,0,22961,David Mathis,2.74,225,82
104,0,22405,Justin Rose,2.74,192,70
111,0,24357,K.J. Choi,2.75,176,64
111,0,26851,Marc Leishman,2.75,250,91
111,0,24140,Sean O'Hair,2.75,209,76
111,0,01928,Corey Pavin,2.75,201,73
111,0,28780,Nicholas Thompson,2.75,264,96
116,0,06004,Stephen Ames,2.76,207,75
116,0,01142,Bart Bryant,2.76,160,58
116,0,29718,Anthony Kim,2.76,204,74
116,0,01707,Steve Lowery,2.76,229,83
116,0,21949,Joe Ogilvie,2.76,235,85
116,0,24361,Pat Perez,2.76,199,72
116,0,25240,D.A. Points,2.76,273,99
116,0,23497,Tag Ridings,2.76,138,50
124,0,01473,Todd Hamilton,2.77,230,83
124,0,12782,Tim Herron,2.77,241,87
124,0,01577,Lee Janzen,2.77,205,74
124,0,27060,John Mallinger,2.77,249,90
128,0,10733,Kent Jones,2.78,203,73
128,0,26301,James Nitties,2.78,239,86
128,0,06539,Rick Price,2.78,150,54
131,0,21350,Ryuji Imada,2.79,237,85
132,0,01706,Davis Love III,2.80,244,87
132,0,22913,John Rollins,2.80,258,92
134,0,30711,Colt Knost,2.82,200,71
134,0,23320,Ryan Palmer,2.82,220,78
136,0,22371,Aaron Baddeley,2.83,184,65
136,0,21959,Ted Purdy,2.83,286,101
136,0,23621,Rory Sabbatini,2.83,226,80
136,0,12602,Dean Wilson,2.83,229,81
140,0,06621,Joe Durant,2.84,176,62
140,0,20574,Mathew Goggin,2.84,210,74
140,0,27770,Camilo Villegas,2.84,207,73
143,0,20850,Daniel Chopra,2.85,254,89
144,0,10885,Robert Allenby,2.86,200,70
144,0,20157,Retief Goosen,2.86,209,73
146,0,01161,Mark Calcavecchia,2.88,207,72
146,0,24912,Will MacKenzie,2.88,199,69
146,0,27214,Kevin Streelman,2.88,279,97
146,0,25919,Brian Vranesh,2.88,147,51
150,0,07223,Brian Bateman,2.89,159,55
151,0,20104,Ken Duke,2.90,252,87
152,0,20848,Ángel Cabrera,2.91,157,54
152,0,23638,Brendon de Jonge,2.91,262,90
154,0,12705,Cliff Kresge,2.95,230,78
154,0,28475,Jeff Overton,2.95,271,92
154,0,26289,Boo Weekley,2.95,227,77
157,0,22892,Jason Gore,2.96,219,74
158,0,01226,Fred Couples,2.98,161,54
159,0,06567,Vijay Singh,3.00,207,69
160,0,01766,Billy Mayfair,3.02,251,83
161,0,27936,Martin Laird,3.03,218,72
162,0,20634,Peter Lonard,3.05,262,86
163,0,06643,Paul Goydos,3.06,242,79
163,0,24449,Parker McLachlin,3.06,217,71
165,0,24846,Ricky Barnes,3.07,206,67
165,0,20070,Matt Bettencourt,3.07,301,98
165,0,09011,David Duval,3.07,172,56
165,0,25345,Carl Pettersson,3.07,264,86
165,0,25804,Bubba Watson,3.07,224,73
170,0,06012,Greg Kraft,3.08,157,51
171,0,01797,Rocco Mediate,3.09,244,79
172,0,22295,Darron Stiles,3.10,161,52
173,0,20098,Stuart Appleby,3.13,244,78
174,0,25562,Andres Romero,3.14,179,57
175,0,24502,Adam Scott,3.21,167,52
176,0,28118,Peter Tomasulo,3.23,197,61
177,0,27683,Leif Olson,3.29,168,51
177,0,26668,Marc Turnesa,3.29,253,77
179,0,23048,Eric Axley,3.34,237,71
180,0,30927,Brendon Todd,3.42,181,53
181,0,31416,Derek Fathauer,3.44,217,63
182,0,01329,Brad Faxon,3.49,206,59
183,0,27141,J.B. Holmes,3.54,262,74
184,0,31323,Gary Woodland,3.55,188,53
