RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
1,0,10809,Jim Furyk,68.73,2268,33
2,0,20157,Retief Goosen,68.83,1239,18
3,0,10423,Mike Weir,69.10,1382,20
4,0,06567,Vijay Singh,69.28,1247,18
5,0,20098,Stuart Appleby,69.29,1940,28
6,0,06522,Ernie Els,69.33,832,12
7,0,01706,Davis Love III,69.50,1112,16
8,0,20498,Briny Baird,69.52,2155,31
9,0,01968,Nick Price,69.55,1391,20
10,0,20229,Stewart Cink,69.56,1878,27
10,0,02206,David Toms,69.56,1739,25
12,0,12652,Cameron Beckman,69.62,1810,26
13,0,06573,Brandt Jobe,69.63,1880,27
14,0,02104,Jeff Sluman,69.67,2299,33
15,0,01948,Tim Petrovic,69.68,2369,34
16,0,01161,Mark Calcavecchia,69.70,2091,30
17,0,10213,Dicky Pride,69.76,1465,21
17,0,22548,Patrick Sheehan,69.76,2581,37
19,0,01457,Jay Haas,69.79,2024,29
19,0,23353,J.J. Henry,69.79,2024,29
21,0,01381,Fred Funk,69.81,2164,31
22,0,08123,Jeff Brehaut,69.83,2025,29
23,0,01938,David Peoples,69.90,2097,30
24,0,08793,Tiger Woods,69.91,769,11
25,0,21961,Charles Howell III,69.94,2448,35
25,0,02239,Scott Verplank,69.94,2168,31
27,0,01320,Bob Estes,69.95,1539,22
28,0,20628,Arron Oberholser,69.96,1959,28
29,0,06595,Kevin Sutherland,70.03,2101,30
30,0,21805,Harrison Frazar,70.04,1961,28
30,0,12602,Dean Wilson,70.04,1751,25
32,0,01553,John Huston,70.05,1541,22
32,0,06581,David Sutherland,70.05,1401,20
34,0,08931,Glen Day,70.06,2242,32
35,0,12510,Chad Campbell,70.08,1822,26
36,0,20572,Rod Pampling,70.10,1402,20
37,0,02170,Hal Sutton,70.11,1893,27
38,0,01388,Robert Gamez,70.12,2314,33
38,0,01810,Phil Mickelson,70.12,1753,25
40,0,06643,Paul Goydos,70.13,1613,23
41,0,06034,Marco Dawson,70.14,2034,29
42,0,19825,Darren Clarke,70.15,1403,20
43,0,10107,Deane Pappas,70.16,1333,19
44,0,12782,Tim Herron,70.18,2386,34
45,0,10860,Justin Leonard,70.23,1826,26
46,0,01361,Dan Forsman,70.25,2529,36
47,0,08337,Mike Heinen,70.28,2249,32
48,0,12823,Carlos Franco,70.29,2390,34
48,0,12645,Brent Geiberger,70.29,984,14
48,0,08725,Tom Gillis,70.29,1195,17
51,0,06515,Shaun Micheel,70.30,2320,33
52,0,07457,Steve Flesch,70.31,2250,32
53,0,06004,Stephen Ames,70.32,1758,25
53,0,20573,Scott Laycock,70.32,1547,22
55,0,02214,Kirk Triplett,70.33,2110,30
56,0,10885,Robert Allenby,70.35,1407,20
57,0,01797,Rocco Mediate,70.39,1619,23
57,0,22046,Geoff Ogilvy,70.39,1619,23
59,0,01941,Tom Pernice Jr.,70.41,1901,27
60,0,06251,Chris DiMarco,70.42,2535,36
60,0,21209,Sergio Garcia,70.42,845,12
