RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
41,0,01306,David Edwards,70.538,5237,- 17.211,74
42,0,01577,Lee Janzen,70.580,6834,- 58.345,96
43,0,06090,Jim McGovern,70.581,6882,- 35.656,97
44,0,01810,Phil Mickelson,70.592,5551,- 44.811,78
45,0,01724,Jeff Maggert,70.614,5748,- 28.239,81
46,0,02321,Fuzzy Zoeller,70.623,3892,- 7.717,55
47,0,02267,D.A. Weibring,70.635,5866,- 3.267,83
48,0,01905,Joe Ozaki,70.652,4376,4.446,62
49,0,01549,Mike Hulbert,70.676,7224,- 15.006,102
50,0,01890,Brett Ogle,70.685,4541,- 17.177,64
51,0,01837,Gil Morgan,70.709,5017,3.306,71
52,0,01381,Fred Funk,70.710,7934,- 14.477,112
53,0,02159,Curtis Strange,70.722,5956,- 15.366,84
54,0,01378,David Frost,70.725,5137,- 44.828,72
55,0,01771,Blaine McCallister,70.782,6402,- 31.644,90
56,0,01723,Andrew Magee,70.785,6099,- 11.506,86
57,0,01823,Larry Mize,70.810,4965,- 8.273,70
58,0,12660,Jesper Parnevik,70.818,4610,- 6.861,65
59,0,02170,Hal Sutton,70.835,6661,- 2.484,94
60,0,01098,Jay Don Blake,70.837,6080,11.955,86
61,0,01235,Ben Crenshaw,70.856,5716,- 47.510,80
62,0,01132,Mark Brooks,70.874,6584,7.314,93
63,0,02101,Joey Sindelar,70.895,5048,- 14.445,71
64,0,01975,Tom Purtzer,70.946,4098,16.886,58
65,0,01701,Bob Lohr,70.954,6762,- 21.335,95
66,0,01006,John Adams,70.958,5720,27.637,81
67,0,07867,Woody Austin,70.991,8088,4.995,114
68,0,01116,Michael Bradley,70.995,6245,2.578,88
69,0,01938,David Peoples,71.010,3622,- .508,51
70,0,01475,Donnie Hammond,71.029,5671,11.325,80
71,0,01690,Bruce Lietzke,71.031,3786,- 21.354,53
72,0,06214,Guy Boros,71.040,6898,- 7.082,97
73,0,10809,Jim Furyk,71.043,7223,23.425,102
74,0,02049,Gene Sauers,71.053,5329,.002,75
75,0,06044,Scott Gump,71.062,6613,- 4.236,93
76,0,01960,Don Pooley,71.073,5472,.651,77
77,0,01633,Tom Kite,71.080,6197,- 13.042,87
78,0,01920,Craig Parry,71.098,5409,- 5.542,76
79,0,01024,Billy Andrade,71.122,6437,- 36.037,90
79,0,01971,Dillard Pruitt,71.122,5475,1.413,77
81,0,01175,Jim Carter,71.124,6819,8.867,96
82,0,08337,Mike Heinen,71.127,6197,- 8.926,87
83,0,01042,Paul Azinger,71.135,5422,- 15.758,76
84,0,06034,Marco Dawson,71.138,5817,16.303,82
85,0,01374,Robin Freeman,71.141,6906,- 5.344,97
86,0,02245,Grant Waite,71.152,5965,11.786,84
87,0,01361,Dan Forsman,71.159,5481,- 1.754,77
88,0,01093,Ronnie Black,71.168,6391,14.148,90
89,0,01203,Russ Cochran,71.189,5749,17.332,81
90,0,06643,Paul Goydos,71.192,7765,- 5.119,109
91,0,02008,Lee Rinker,71.199,6474,5.082,91
92,0,01553,John Huston,71.202,5776,- 8.654,81
93,0,01156,Curt Byrum,71.216,7566,- 17.143,106
94,0,01334,Keith Fergus,71.222,5836,4.196,82
94,0,01748,Doug Martin,71.222,6542,10.425,92
96,0,02225,Howard Twitty,71.240,6189,8.856,87
97,0,01185,Brandel Chamblee,71.263,5355,- 10.242,75
98,0,01331,Rick Fehr,71.274,5414,2.860,76
99,0,01353,Bruce Fleisher,71.279,4916,2.222,69
100,0,06613,Tommy Tolles,71.280,5620,11.107,79
101,0,01219,John Cook,71.292,5995,- 6.446,84
102,0,01196,Brian Claar,71.344,6857,- 7.966,96
103,0,01943,Chris Perry,71.346,6214,- 6.884,87
104,0,01725,John Mahaffey,71.348,5783,- 3.793,81
105,0,01072,Chip Beck,71.353,6649,- 13.177,93
106,0,06577,John Wilson,71.356,6777,1.844,95
107,0,06124,Patrick Burke,71.384,5337,16.800,75
108,0,01142,Bart Bryant,71.390,5845,9.010,82
109,0,01060,Dave Barr,71.397,5631,9.344,79
110,0,08931,Glen Day,71.411,6507,- 8.584,91
111,0,01035,Tommy Armour III,71.433,6568,3.832,92
112,0,01040,Emlyn Aubrey,71.438,6128,15.707,86
113,0,01891,David Ogrin,71.460,6505,- 2.157,91
114,0,07235,John Morse,71.461,5094,- 20.290,71
115,0,06088,Steve Gotsche,71.474,5780,9.433,81
116,0,01408,Kelly Gibson,71.481,7208,11.581,101
117,0,02135,Mike Standly,71.491,6653,- 4.382,93
118,0,01458,Jerry Haas,71.551,5862,5.197,82
118,0,20094,Jonathan Kaye,71.551,4648,2.783,65
120,0,01414,Bob Gilder,71.552,6099,- 17.055,85
121,0,10215,Charlie Rymer,71.556,5360,6.676,75
122,0,01096,Phil Blackmar,71.558,5443,- 4.593,76
123,0,02190,Doug Tewell,71.559,3931,4.725,55
124,0,01388,Robert Gamez,71.582,5881,- 11.289,82
125,0,02241,Bobby Wadkins,71.583,6884,- 12.068,96
126,0,10585,Scott McCarron,71.590,5504,8.432,77
127,0,01249,John Daly,71.598,5405,- 35.146,75
128,0,01797,Rocco Mediate,71.618,3671,- 18.480,51
129,0,08385,Omar Uresti,71.621,6880,- 4.344,96
130,0,06332,Neal Lancaster,71.644,6467,- 19.068,90
131,0,02180,Harry Taylor,71.650,6071,19.227,85
132,0,01926,Steve Pate,71.657,6806,1.389,95
133,0,01444,Ken Green,71.663,4954,- 9.220,69
134,0,02218,Ted Tryba,71.665,7455,- 1.859,104
135,0,06575,Dudley Hart,71.679,6873,8.162,96
136,0,01261,Jay Delsing,71.697,5543,- 22.343,77
137,0,02167,Mike Sullivan,71.703,6186,- 19.506,86
138,0,01133,Billy Ray Brown,71.705,4693,- 32.174,65
139,0,01619,Skip Kendall,71.717,6861,23.830,96
140,0,02111,Mike Smith,71.718,5173,- 9.273,72
141,0,08563,Bruce Vaughan,71.730,6670,.906,93
142,0,01685,J.L. Lewis,71.733,6082,15.277,85
143,0,02148,Ray Stewart,71.734,4726,8.446,66
144,0,02279,Mark Wiebe,71.747,4615,- 23.169,64
145,0,06657,Steve Rintoul,71.751,6895,- 6.867,96
146,0,06012,Greg Kraft,71.760,7178,- 1.954,100
147,0,01307,Joel Edwards,71.761,6813,4.296,95
148,0,01607,Brian Kamm,71.808,6475,- 12.306,90
149,0,01129,Bill Britton,71.816,4811,.686,67
150,0,01510,Nolan Henke,71.821,5802,15.506,81
151,0,01996,Mike Reid,71.823,4460,- 6.987,62
152,0,10569,Mike Brisky,71.843,6270,- 19.669,87
153,0,06197,Michael Allen,71.845,4092,3.165,57
154,0,01927,Dennis Paulson,71.849,5887,4.613,82
155,0,20051,Joe Acosta Jr.,71.852,5304,13.062,74
156,0,02094,Tony Sills,71.863,5227,18.968,73
157,0,01266,Clark Dennis,71.864,6619,- 7.486,92
158,0,07101,Dave Stockton Jr.,71.894,6667,19.171,93
159,0,08375,Paul Stankowski,71.905,6546,- 2.670,91
160,0,01925,Jerry Pate,71.921,5040,- 5.564,70
161,0,01550,Ed Humenik,71.932,6259,- .959,87
162,0,10145,Tom Hearn,71.952,4113,- 11.725,57
163,0,06386,Bill Porter,71.973,5477,- 7.086,76
164,0,20095,Carl Paulson,71.984,4457,6.034,62
165,0,06617,Brian Henninger,72.060,5688,4.727,79
166,0,08537,J.P. Hayes,72.067,5830,7.426,81
167,0,01705,Tim Loustalot,72.070,3967,- 3.152,55
168,0,10425,Jay Williamson,72.085,4680,5.511,65
169,0,08717,Kawika Cotner,72.105,5903,9.598,82
170,0,06048,Dicky Thompson,72.106,5033,14.454,70
171,0,01468,Gary Hallberg,72.114,5651,- 26.090,78
172,0,01682,Wayne Levi,72.122,3750,.337,52
173,0,06809,Bob Burns,72.124,6003,- 16.745,83
174,0,06251,Chris DiMarco,72.175,6353,- 1.576,88
175,0,01014,Fulton Allem,72.177,3990,- 20.285,55
176,0,10213,Dicky Pride,72.199,6021,- 28.478,83
177,0,02242,Lanny Wadkins,72.204,4237,23.014,59
178,0,06791,Mark Wurtz,72.235,6054,13.745,84
179,0,02226,Tray Tyner,72.253,5925,- .266,82
180,0,01986,Joey Rassett,72.287,3971,4.811,55
181,0,01992,Don Reese,72.325,5409,15.368,75
182,0,01864,Larry Nelson,72.383,4053,.434,56
183,0,01330,David Feherty,72.421,5178,- 36.124,71
184,0,07569,Mark Carnevale,72.470,5601,- 20.794,77
185,0,07721,Pat Bates,72.508,5867,6.181,81
186,0,06641,Jeff Leonard,72.539,5208,14.832,72
187,0,01200,Keith Clearwater,72.928,5027,5.030,69
188,0,02131,Mike Springer,73.142,4926,- 25.481,67
