RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
53,0,46717,Viktor Hovland,176.01,84482.73,480
54,0,28252,Seamus Power,175.81,79993.43,455
55,0,34046,Jordan Spieth,175.67,96791.62,551
56,0,35450,Patrick Cantlay,175.64,75700.98,431
57,0,47995,Davis Riley,175.56,129038.94,735
58,0,39997,Corey Conners,175.49,124422.40,709
59,0,35461,Beau Hossler,175.47,102822.60,586
60,0,47988,Nick Hardy,175.35,70141.81,400
61,0,46340,Alex Smalley,175.33,118175.60,674
62,0,20229,Stewart Cink,174.90,85175.77,487
63,0,51634,Sahith Theegala,174.88,163342.18,934
64,0,34363,Tyrrell Hatton,174.68,69347.92,397
65,0,32662,Michael Gligic,174.57,90950.84,521
66,0,30692,Scott Stallings,174.55,130914.26,750
67,0,32102,Rickie Fowler,174.47,90550.98,519
68,0,49964,Aaron Wise,174.30,118526.35,680
69,0,37189,Harold Varner III,174.22,86064.80,494
70,0,47529,Mito Pereira,174.18,132554.39,761
71,0,27349,Alex Noren,174.07,74502.69,428
72,0,26851,Marc Leishman,173.86,90408.32,520
73,0,34431,Robert Streb,173.84,119600.03,688
74,0,48822,Sebastián Muñoz,173.73,122651.59,706
75,0,35891,Cameron Smith,173.60,71348.49,411
76,0,12716,Charley Hoffman,173.58,103801.88,598
77,0,29926,Danny Lee,173.57,60923.36,351
78,0,33204,Shane Lowry,173.56,65604.56,378
79,0,36852,Jim Knous,173.46,59668.69,344
80,0,29289,S.Y. Noh,173.39,84612.63,488
81,0,46414,Aaron Rai,173.37,113555.72,655
82,0,34563,Chesson Hadley,173.21,93531.43,540
83,0,33141,Keegan Bradley,173.09,101086.77,584
84,0,40006,Erik van Rooyen,173.07,46209.25,267
85,0,39971,Sungjae Im,172.94,119153.30,689
86,0,33667,Carlos Ortiz,172.91,92158.61,533
87,0,28089,Jason Day,172.89,82815.36,479
88,0,32757,Patton Kizzire,172.87,124293.33,719
89,0,29974,Branden Grace,172.85,63089.24,365
90,0,32839,Hideki Matsuyama,172.84,82444.21,477
91,0,46402,Talor Gooch,172.78,66000.07,382
92,0,23320,Ryan Palmer,172.56,84552.90,490
93,0,48887,Matt Wallace,172.43,85350.62,495
94,0,55708,Hayden Buckley,172.42,117592.51,682
95,0,29420,Billy Horschel,172.38,80844.88,469
96,0,33419,Cameron Tringale,172.27,105947.30,615
97,0,36799,Stephan Jaeger,172.03,117668.26,684
98,0,48084,Wesley Bryan,171.92,54326.44,316
99,0,28114,Dawie van der Walt,171.80,83836.07,488
100,0,36871,Matt NeSmith,171.73,108017.76,629
101,0,31646,Emiliano Grillo,171.72,106981.46,623
102,0,32791,K.H. Lee,171.58,125942.22,734
103,0,53165,Doc Redman,171.56,100362.07,585
104,0,33597,Harry Higgs,171.46,111275.96,649
105,0,24980,Scott Gutschewski,171.40,60677.26,354
106,0,52374,Brandon Wu,171.16,77534.10,453
107,0,49960,Sepp Straka,171.14,109532.59,640
108,0,27936,Martin Laird,171.13,103360.89,604
109,0,51997,Andrew Novak,171.02,87564.72,512
110,0,35532,Tom Hoge,170.99,119864.13,701
111,0,32139,Danny Willett,170.96,64963.69,380
112,0,33486,Roger Sloan,170.95,99320.90,581
113,0,50095,Austin Smotherman,170.89,103899.27,608
114,0,24924,Bill Haas,170.75,104669.72,613
115,0,35110,Brett Drewitt,170.62,66028.40,387
116,0,54628,Lee Hodges,170.60,138360.49,811
116,0,22405,Justin Rose,170.60,54420.48,319
118,0,35506,Mackenzie Hughes,170.49,104000.50,610
119,0,34610,Matthias Schwab,170.48,86772.78,509
120,0,49298,Kramer Hickok,170.45,118975.82,698
121,0,50525,Collin Morikawa,170.33,58083.72,341
122,0,54783,Dylan Wu,170.29,79696.91,468
123,0,34466,Peter Malnati,170.27,160391.63,942
124,0,29221,Webb Simpson,170.24,63327.45,372
125,0,37275,Sam Ryder,170.19,126962.57,746
126,0,32448,James Hahn,170.06,96935.99,570
127,0,49771,J.T. Poston,169.99,126815.20,746
128,0,27770,Camilo Villegas,169.98,76663.04,451
129,0,24361,Pat Perez,169.66,80758.39,476
129,0,25818,Scott Piercy,169.66,111296.32,656
131,0,31420,Anirban Lahiri,169.63,106191.46,626
132,0,33399,Adam Hadwin,169.55,115461.13,681
133,0,34360,Patrick Reed,169.54,77312.47,456
134,0,36884,Ben Kohles,169.53,70695.08,417
135,0,30163,Henrik Norlander,169.43,86411.36,510
136,0,33490,Bo Hoag,169.35,55884.54,330
137,0,25493,Nick Taylor,169.15,110623.74,654
138,0,52375,Doug Ghim,169.11,110091.27,651
139,0,25900,Lucas Glover,169.04,114609.68,678
140,0,40115,Adam Svensson,168.92,134118.83,794
141,0,47128,Richy Werenski,168.68,77593.06,460
142,0,37455,Si Woo Kim,168.50,136989.71,813
143,0,30978,Kiradech Aphibarnrat,168.44,65019.66,386
144,0,31557,Jim Herman,168.43,60802.21,361
145,0,34098,Russell Henley,168.39,98170.81,583
146,0,25198,Francesco Molinari,168.28,64957.70,386
147,0,36801,Mark Hubbard,168.23,90172.13,536
148,0,47993,Denny McCarthy,168.17,111496.73,663
149,0,30926,Chris Kirk,168.14,102231.58,608
150,0,49766,Hank Lebioda,167.92,111667.21,665
151,0,25686,Jason Dufner,167.81,64941.39,387
152,0,27974,Sung Kang,167.75,95617.33,570
153,0,51890,Greyson Sigg,167.68,121568.38,725
154,0,27895,Jonas Blixt,167.61,67714.78,404
155,0,45609,Tyler Duncan,167.46,104330.21,623
156,0,33122,Russell Knox,167.45,121069.33,723
157,0,29908,C.T. Pan,167.41,114676.33,685
158,0,39324,J.J. Spaun,167.18,117191.86,701
159,0,40162,Justin Lower,167.11,85893.91,514
160,0,32640,Troy Merritt,167.01,122588.87,734
161,0,27214,Kevin Streelman,166.93,132538.61,794
162,0,29535,Brice Garnett,166.89,99799.09,598
163,0,28775,Nate Lashley,166.80,102747.02,616
164,0,24925,Jonathan Byrd,166.68,67840.02,407
164,0,34256,Andrew Putnam,166.68,122342.21,734
166,0,39953,Chase Seiffert,166.61,58481.55,351
167,0,22056,Cameron Percy,166.59,51808.87,311
168,0,45526,Abraham Ancer,166.46,73409.31,441
169,0,47983,Chad Ramey,166.44,87712.60,527
170,0,35449,Adam Long,166.35,123432.02,742
171,0,24138,Ian Poulter,166.34,53894.08,324
172,0,45522,Christiaan Bezuidenhout,166.04,85177.72,513
173,0,51950,Max McGreevy,165.98,88133.48,531
174,0,36326,David Lipsky,165.88,120924.77,729
175,0,34076,Joel Dahmen,165.59,114922.81,694
176,0,23983,Luke Donald,165.37,68626.61,415
177,0,35879,Kelly Kraft,165.23,92696.29,561
178,0,27644,Brian Harman,164.94,125350.60,760
179,0,27649,Brandt Snedeker,164.77,83210.83,505
180,0,46435,Austin Cook,164.75,88802.90,539
181,0,23621,Rory Sabbatini,164.42,88458.31,538
182,0,29478,Kevin Kisner,164.31,80838.40,492
183,0,34174,John Huh,164.25,101179.17,616
184,0,32150,Michael Thompson,163.03,119989.58,736
185,0,23108,Matt Kuchar,162.44,96004.42,591
186,0,24024,Zach Johnson,161.35,89547.33,555
187,0,39436,Joshua Creel,160.85,66592.25,414
188,0,32816,Satoshi Kodaira,160.74,58507.82,364
189,0,23325,Vaughn Taylor,159.85,61223.57,383
190,0,19803,Ryan Armour,159.81,55295.41,346
191,0,26476,Chez Reavie,159.39,127189.98,798
192,0,31560,Brian Stuard,158.01,106499.24,674
193,0,30927,Brendon Todd,157.85,105446.36,668
