RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
1,0,52372,Cameron Champ,188.94,76521.02,405
2,0,46550,Brandon Hagy,187.69,106232.38,566
3,0,51766,Wyndham Clark,185.74,118687.68,639
4,0,57366,Cameron Young,185.48,126314.00,681
5,0,34255,Joseph Bramlett,185.27,91709.44,495
6,0,56278,Matthew Wolff,183.71,58788.58,320
7,0,48699,Callum Tarren,183.67,90366.41,492
8,0,27064,Jhonattan Vegas,183.55,95263.38,519
9,0,28237,Rory McIlroy,183.43,76675.64,418
10,0,46601,Trey Mullinax,182.45,118048.34,647
11,0,46970,Jon Rahm,182.16,83612.25,459
12,0,40250,Taylor Pendrith,181.72,109029.30,600
13,0,24502,Adam Scott,181.07,102483.30,566
14,0,27129,Luke List,180.99,114926.60,635
15,0,47483,Will Zalatoris,180.77,95267.34,527
16,0,31323,Gary Woodland,180.65,82736.53,458
17,0,54421,Garrick Higgo,180.48,58295.20,323
18,0,10381,Curtis Thompson,180.43,67120.40,372
19,0,32333,Kevin Tway,180.28,105825.75,587
20,0,48117,Kurt Kitayama,180.06,74724.55,415
21,0,39058,Lucas Herbert,180.01,55443.49,308
22,0,45486,Joaquin Niemann,179.82,92606.08,515
23,0,36689,Brooks Koepka,179.80,54838.92,305
24,0,51894,Vince Whaley,179.25,121533.51,678
25,0,35617,Martin Trainer,179.18,102493.57,572
26,0,29725,Tony Finau,179.12,112128.43,626
27,0,47347,Adam Schenk,179.01,122087.73,682
28,0,37212,Paul Barjon,178.80,95480.58,534
29,0,27095,Nick Watney,178.55,95164.98,533
30,0,47504,Sam Burns,178.53,103723.42,581
31,0,39977,Max Homa,178.32,117513.54,659
32,0,29970,Dylan Frittelli,178.29,120527.38,676
33,0,45157,Cam Davis,178.21,112808.51,633
34,0,46046,Scottie Scheffler,178.19,115825.74,650
35,0,39546,Keith Mitchell,177.99,118009.97,663
36,0,48081,Xander Schauffele,177.93,77577.78,436
37,0,27139,David Skinns,177.86,81992.93,461
38,0,26300,Matt Jones,177.37,87086.87,491
39,0,45540,Jared Wolfe,177.16,72635.33,410
40,0,32366,Kevin Chappell,176.94,73605.88,416
41,0,36699,Patrick Rodgers,176.84,120426.58,681
42,0,30944,Jason Kokrak,176.69,60604.61,343
43,0,33448,Justin Thomas,176.66,89743.58,508
44,0,47856,Seth Reeves,176.61,86716.80,491
45,0,40098,Matt Fitzpatrick,176.45,76228.13,432
46,0,46442,Maverick McNealy,176.44,118213.83,670
47,0,35310,Lanto Griffin,176.39,108479.95,615
48,0,30911,Tommy Fleetwood,176.25,52874.61,300
48,0,34264,Hudson Swafford,176.25,62216.26,353
50,0,21961,Charles Howell III,176.24,78956.60,448
51,0,29518,Brendan Steele,176.14,105859.85,601
52,0,49947,Taylor Moore,176.06,144191.93,819
