RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
85,0,51894,Vince Whaley,1.503,330.655,220,1.539,.000
85,0,52374,Brandon Wu,1.503,177.359,118,1.536,.000
85,0,57366,Cameron Young,1.503,293.130,195,1.539,.000
99,0,34076,Joel Dahmen,1.502,295.955,197,1.535,.000
99,0,33399,Adam Hadwin,1.502,350.033,233,1.537,.000
99,0,32448,James Hahn,1.502,297.434,198,1.532,.000
99,0,35532,Tom Hoge,1.502,372.610,248,1.534,.000
99,0,51950,Max McGreevy,1.502,277.947,185,1.532,.000
99,0,49771,J.T. Poston,1.502,345.438,230,1.538,.000
99,0,32150,Michael Thompson,1.502,375.556,250,1.535,.000
106,0,40098,Matt Fitzpatrick,1.501,150.075,100,1.535,.000
106,0,29974,Branden Grace,1.501,130.544,87,1.536,.000
106,0,29420,Billy Horschel,1.501,154.642,103,1.537,.000
106,0,23325,Vaughn Taylor,1.501,189.131,126,1.530,.000
106,0,32333,Kevin Tway,1.501,334.628,223,1.538,.000
111,0,34363,Tyrrell Hatton,1.500,123.037,82,1.538,.000
111,0,49298,Kramer Hickok,1.500,337.472,225,1.537,.000
111,0,39971,Sungjae Im,1.500,343.418,229,1.537,.000
111,0,48117,Kurt Kitayama,1.500,176.950,118,1.536,.000
111,0,26476,Chez Reavie,1.500,391.459,261,1.527,.000
111,0,27095,Nick Watney,1.500,310.526,207,1.534,.000
117,0,36799,Stephan Jaeger,1.499,310.228,207,1.539,.000
117,0,30926,Chris Kirk,1.499,316.394,211,1.539,.000
117,0,26851,Marc Leishman,1.499,245.844,164,1.535,.000
117,0,29289,S.Y. Noh,1.499,263.786,176,1.538,.000
117,0,27214,Kevin Streelman,1.499,425.727,284,1.538,.000
122,0,47856,Seth Reeves,1.498,259.114,173,1.536,.000
122,0,36699,Patrick Rodgers,1.498,344.621,230,1.535,.000
122,0,39953,Chase Seiffert,1.498,181.303,121,1.533,.000
125,0,32839,Hideki Matsuyama,1.497,248.529,166,1.534,.000
125,0,51634,Sahith Theegala,1.497,446.251,298,1.539,.000
127,0,32366,Kevin Chappell,1.496,216.893,145,1.537,.000
127,0,35110,Brett Drewitt,1.496,212.479,142,1.533,.000
127,0,30911,Tommy Fleetwood,1.496,121.196,81,1.531,.000
127,0,32102,Rickie Fowler,1.496,224.463,150,1.532,.000
127,0,24024,Zach Johnson,1.496,276.797,185,1.530,.000
127,0,23108,Matt Kuchar,1.496,231.906,155,1.535,.000
133,0,24924,Bill Haas,1.495,294.596,197,1.539,.000
133,0,27139,David Skinns,1.495,239.177,160,1.530,.000
135,0,21961,Charles Howell III,1.494,228.519,153,1.536,.000
135,0,36326,David Lipsky,1.494,371.892,249,1.525,.000
135,0,50525,Collin Morikawa,1.494,165.826,111,1.530,.000
135,0,51997,Andrew Novak,1.494,234.615,157,1.539,.000
139,0,48084,Wesley Bryan,1.493,134.345,90,1.533,.000
139,0,25686,Jason Dufner,1.493,188.128,126,1.531,.000
139,0,36689,Brooks Koepka,1.493,141.802,95,1.532,.000
139,0,34466,Peter Malnati,1.493,435.925,292,1.536,.000
139,0,46414,Aaron Rai,1.493,350.948,235,1.537,.000
139,0,23621,Rory Sabbatini,1.493,259.846,174,1.536,.000
145,0,24980,Scott Gutschewski,1.492,208.866,140,1.536,.000
145,0,32816,Satoshi Kodaira,1.492,177.564,119,1.528,.000
145,0,40162,Justin Lower,1.492,246.254,165,1.539,.000
145,0,23320,Ryan Palmer,1.492,241.636,162,1.536,.000
145,0,46046,Scottie Scheffler,1.492,346.035,232,1.530,.000
145,0,34610,Matthias Schwab,1.492,282.043,189,1.536,.000
151,0,24925,Jonathan Byrd,1.491,181.928,122,1.532,.000
152,0,31557,Jim Herman,1.490,204.120,137,1.539,.000
152,0,22405,Justin Rose,1.490,159.410,107,1.534,.000
152,0,37275,Sam Ryder,1.490,412.865,277,1.539,.000
152,0,30927,Brendon Todd,1.490,341.212,229,1.539,.000
156,0,30978,Kiradech Aphibarnrat,1.489,126.540,85,1.536,.000
156,0,33597,Harry Higgs,1.489,336.575,226,1.539,.000
156,0,29478,Kevin Kisner,1.489,251.652,169,1.535,.000
156,0,27349,Alex Noren,1.489,168.310,113,1.539,.000
156,0,28252,Seamus Power,1.489,235.184,158,1.529,.000
156,0,45540,Jared Wolfe,1.489,201.076,135,1.527,.000
162,0,36884,Ben Kohles,1.488,214.208,144,1.538,.000
162,0,30163,Henrik Norlander,1.488,243.998,164,1.536,.000
162,0,27649,Brandt Snedeker,1.488,255.942,172,1.534,.000
165,0,39977,Max Homa,1.487,309.301,208,1.533,.000
166,0,29926,Danny Lee,1.486,154.529,104,1.525,.000
166,0,47347,Adam Schenk,1.486,282.332,190,1.534,.000
166,0,28114,Dawie van der Walt,1.486,252.627,170,1.531,.000
166,0,56278,Matthew Wolff,1.486,150.102,101,1.536,.000
170,0,48081,Xander Schauffele,1.485,222.716,150,1.538,.000
170,0,31323,Gary Woodland,1.485,188.642,127,1.537,.000
172,0,36801,Mark Hubbard,1.484,290.800,196,1.539,.000
172,0,39546,Keith Mitchell,1.484,264.068,178,1.537,.000
172,0,34264,Hudson Swafford,1.484,230.083,155,1.529,.000
175,0,37455,Si Woo Kim,1.483,342.560,231,1.535,.000
175,0,40006,Erik van Rooyen,1.483,149.743,101,1.535,.000
177,0,36871,Matthew NeSmith,1.482,305.391,206,1.538,.000
177,0,10381,Curtis Thompson,1.482,180.790,122,1.527,.000
179,0,32662,Michael Gligic,1.480,273.809,185,1.538,.000
179,0,53165,Doc Redman,1.480,300.525,203,1.528,.000
181,0,47529,Mito Pereira,1.479,363.819,246,1.532,.000
182,0,28089,Jason Day,1.478,221.666,150,1.533,.000
182,0,34256,Andrew Putnam,1.478,379.741,257,1.536,.000
182,0,33419,Cameron Tringale,1.478,307.424,208,1.532,.000
185,0,23983,Luke Donald,1.477,208.269,141,1.537,.000
186,0,35617,Martin Trainer,1.476,290.837,197,1.536,.000
187,0,46402,Talor Gooch,1.475,224.161,152,1.532,.000
188,0,34360,Patrick Reed,1.474,204.908,139,1.521,.000
189,0,40115,Adam Svensson,1.473,416.956,283,1.536,.000
190,0,27129,Luke List,1.472,297.285,202,1.531,.000
191,0,48822,Sebastián Muñoz,1.467,310.959,212,1.538,.000
192,0,39058,Lucas Herbert,1.463,128.751,88,1.529,.000
193,0,24361,Pat Perez,1.461,203.035,139,1.526,.000
