RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
1,0,27770,Camilo Villegas,1.517,227.541,150,1.537,.000
2,0,49766,Hank Lebioda,1.515,357.547,236,1.539,.000
2,0,33448,Justin Thomas,1.515,262.178,173,1.537,.000
4,0,19803,Ryan Armour,1.514,192.278,127,1.536,.000
5,0,54421,Garrick Higgo,1.513,128.627,85,1.538,.000
5,0,33204,Shane Lowry,1.513,151.280,100,1.539,.000
7,0,39997,Corey Conners,1.512,285.851,189,1.536,.000
7,0,25900,Lucas Glover,1.512,365.820,242,1.539,.000
7,0,34563,Chesson Hadley,1.512,326.498,216,1.536,.000
7,0,35506,Mackenzie Hughes,1.512,321.952,213,1.538,.000
7,0,22056,Cameron Percy,1.512,167.831,111,1.533,.000
7,0,29221,Webb Simpson,1.512,207.107,137,1.535,.000
7,0,34046,Jordan Spieth,1.512,241.943,160,1.539,.000
7,0,37189,Harold Varner III,1.512,260.071,172,1.539,.000
15,0,34255,Joseph Bramlett,1.511,249.390,165,1.539,.000
15,0,35450,Patrick Cantlay,1.511,188.871,125,1.539,.000
15,0,35461,Beau Hossler,1.511,249.253,165,1.538,.000
15,0,36852,Jim Knous,1.511,194.867,129,1.538,.000
15,0,33486,Roger Sloan,1.511,228.150,151,1.538,.000
15,0,35891,Cameron Smith,1.511,225.146,149,1.538,.000
15,0,50095,Austin Smotherman,1.511,294.576,195,1.538,.000
22,0,45526,Abraham Ancer,1.510,172.151,114,1.538,.000
22,0,47504,Sam Burns,1.510,314.088,208,1.538,.000
22,0,52372,Cameron Champ,1.510,158.547,105,1.539,.000
22,0,20229,Stewart Cink,1.510,212.918,141,1.535,.000
22,0,45609,Tyler Duncan,1.510,332.126,220,1.539,.000
22,0,29725,Tony Finau,1.510,336.721,223,1.536,.000
22,0,29535,Brice Garnett,1.510,289.849,192,1.538,.000
22,0,35310,Lanto Griffin,1.510,267.260,177,1.539,.000
22,0,31646,Emiliano Grillo,1.510,351.849,233,1.535,.000
22,0,29908,C.T. Pan,1.510,315.638,209,1.538,.000
22,0,49960,Sepp Straka,1.510,312.525,207,1.538,.000
22,0,48699,Callum Tarren,1.510,193.336,128,1.539,.000
34,0,45522,Christiaan Bezuidenhout,1.509,242.920,161,1.535,.000
34,0,33141,Keegan Bradley,1.509,249.004,165,1.536,.000
34,0,51766,Wyndham Clark,1.509,310.791,206,1.539,.000
34,0,39436,Joshua Creel,1.509,206.743,137,1.535,.000
34,0,45157,Cam Davis,1.509,303.399,201,1.539,.000
34,0,52375,Doug Ghim,1.509,321.341,213,1.534,.000
34,0,27644,Brian Harman,1.509,348.647,231,1.539,.000
34,0,12716,Charley Hoffman,1.509,304.880,202,1.539,.000
34,0,28775,Nate Lashley,1.509,312.382,207,1.530,.000
34,0,32791,K.H. Lee,1.509,348.559,231,1.537,.000
34,0,32640,Troy Merritt,1.509,328.876,218,1.539,.000
34,0,51890,Greyson Sigg,1.509,384.765,255,1.538,.000
34,0,27064,Jhonattan Vegas,1.509,267.029,177,1.536,.000
34,0,47128,Richy Werenski,1.509,235.387,156,1.532,.000
34,0,54783,Dylan Wu,1.509,250.414,166,1.537,.000
49,0,55708,Hayden Buckley,1.508,368.029,244,1.538,.000
49,0,46435,Austin Cook,1.508,309.226,205,1.537,.000
49,0,31420,Anirban Lahiri,1.508,275.988,183,1.536,.000
49,0,47993,Denny McCarthy,1.508,330.271,219,1.536,.000
49,0,25818,Scott Piercy,1.508,272.979,181,1.539,.000
49,0,46970,Jon Rahm,1.508,182.413,121,1.532,.000
49,0,31560,Brian Stuard,1.508,364.899,242,1.539,.000
49,0,48887,Matt Wallace,1.508,218.695,145,1.536,.000
49,0,32139,Danny Willett,1.508,170.370,113,1.537,.000
58,0,34098,Russell Henley,1.507,260.775,173,1.538,.000
58,0,32757,Patton Kizzire,1.507,349.543,232,1.538,.000
58,0,28237,Rory McIlroy,1.507,186.920,124,1.537,.000
58,0,29518,Brendan Steele,1.507,266.736,177,1.538,.000
62,0,46550,Brandon Hagy,1.506,295.140,196,1.539,.000
62,0,26300,Matt Jones,1.506,228.847,152,1.533,.000
62,0,33122,Russell Knox,1.506,370.547,246,1.538,.000
62,0,30944,Jason Kokrak,1.506,182.216,121,1.529,.000
62,0,35879,Kelly Kraft,1.506,310.297,206,1.537,.000
62,0,24138,Ian Poulter,1.506,167.135,111,1.534,.000
62,0,46340,Alex Smalley,1.506,353.960,235,1.535,.000
62,0,34431,Robert Streb,1.506,373.507,248,1.536,.000
70,0,33490,Bo Hoag,1.505,152.030,101,1.538,.000
70,0,49947,Taylor Moore,1.505,394.369,262,1.537,.000
70,0,33667,Carlos Ortiz,1.505,224.224,149,1.538,.000
70,0,40250,Taylor Pendrith,1.505,331.128,220,1.535,.000
70,0,47483,Will Zalatoris,1.505,248.325,165,1.538,.000
75,0,27895,Jonas Blixt,1.504,210.516,140,1.537,.000
75,0,54628,Lee Hodges,1.504,476.736,317,1.538,.000
75,0,27974,Sung Kang,1.504,332.361,221,1.526,.000
75,0,35449,Adam Long,1.504,395.566,263,1.538,.000
75,0,25198,Francesco Molinari,1.504,153.387,102,1.534,.000
75,0,45486,Joaquin Niemann,1.504,248.124,165,1.535,.000
75,0,24502,Adam Scott,1.504,273.662,182,1.537,.000
75,0,39324,J.J. Spaun,1.504,349.009,232,1.539,.000
75,0,30692,Scott Stallings,1.504,345.858,230,1.538,.000
75,0,49964,Aaron Wise,1.504,294.788,196,1.536,.000
85,0,37212,Paul Barjon,1.503,303.508,202,1.538,.000
85,0,29970,Dylan Frittelli,1.503,375.682,250,1.536,.000
85,0,47988,Nick Hardy,1.503,244.926,163,1.534,.000
85,0,46717,Viktor Hovland,1.503,208.969,139,1.532,.000
85,0,34174,John Huh,1.503,338.145,225,1.539,.000
85,0,27936,Martin Laird,1.503,217.919,145,1.534,.000
85,0,46442,Maverick McNealy,1.503,353.137,235,1.539,.000
85,0,46601,Trey Mullinax,1.503,344.142,229,1.538,.000
85,0,47983,Chad Ramey,1.503,262.961,175,1.534,.000
85,0,47995,Davis Riley,1.503,347.249,231,1.539,.000
85,0,25493,Nick Taylor,1.503,357.665,238,1.538,.000
