RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 1 PUTTS,TOTAL ROUNDS
1,0,22371,Aaron Baddeley,7.91,514,65
2,0,24449,Parker McLachlin,7.90,561,71
3,0,23983,Luke Donald,7.89,600,76
3,0,29221,Webb Simpson,7.89,742,94
5,0,01329,Brad Faxon,7.88,465,59
5,0,21949,Joe Ogilvie,7.88,670,85
7,0,23108,Matt Kuchar,7.72,633,82
8,0,10423,Mike Weir,7.70,647,84
9,0,20766,Padraig Harrington,7.65,497,65
9,0,29718,Anthony Kim,7.65,566,74
11,0,20850,Daniel Chopra,7.63,679,89
11,0,24361,Pat Perez,7.63,549,72
13,0,24138,Ian Poulter,7.61,426,56
14,0,21350,Ryuji Imada,7.59,645,85
15,0,06527,Steve Stricker,7.58,599,79
16,0,23135,Tim Clark,7.51,586,78
17,0,08793,Tiger Woods,7.48,464,62
18,0,23541,Ben Crane,7.46,694,93
19,0,19846,Brian Gay,7.45,715,96
20,0,01320,Bob Estes,7.44,580,78
21,0,10809,Jim Furyk,7.41,615,83
22,0,20157,Retief Goosen,7.40,540,73
23,0,20160,Charlie Wi,7.38,679,92
24,0,20070,Matt Bettencourt,7.35,720,98
24,0,22046,Geoff Ogilvy,7.35,529,72
26,0,25396,Kevin Na,7.33,667,91
27,0,01941,Tom Pernice Jr.,7.32,600,82
28,0,06004,Stephen Ames,7.31,548,75
29,0,10585,Scott McCarron,7.29,663,91
29,0,25190,Jeff Quinney,7.29,569,78
31,0,01948,Tim Petrovic,7.28,706,97
32,0,01810,Phil Mickelson,7.25,457,63
33,0,24490,George McNeill,7.24,594,82
34,0,07867,Woody Austin,7.23,607,84
34,0,12716,Charley Hoffman,7.23,701,97
34,0,21731,Freddie Jacobson,7.23,600,83
34,0,28475,Jeff Overton,7.23,665,92
38,0,01707,Steve Lowery,7.22,599,83
39,0,21753,Brian Davis,7.21,743,103
39,0,24024,Zach Johnson,7.21,663,92
41,0,25900,Lucas Glover,7.20,670,93
42,0,10860,Justin Leonard,7.19,654,91
42,0,01945,Kenny Perry,7.19,654,91
44,0,20848,Ángel Cabrera,7.17,387,54
44,0,24781,Hunter Mahan,7.17,660,92
44,0,22405,Justin Rose,7.17,502,70
47,0,23718,Nathan Green,7.15,744,104
48,0,27649,Brandt Snedeker,7.14,578,81
49,0,01161,Mark Calcavecchia,7.11,512,72
50,0,12782,Tim Herron,7.10,618,87
51,0,10117,Bob Heintz,7.08,418,59
51,0,23320,Ryan Palmer,7.08,552,78
53,0,20572,Rod Pampling,7.07,502,71
54,0,26695,Michael Letzig,7.05,677,96
55,0,21805,Harrison Frazar,7.03,654,93
56,0,25345,Carl Pettersson,7.01,603,86
57,0,22621,Ben Curtis,7.00,434,62
57,0,25804,Bubba Watson,7.00,511,73
59,0,26596,Ryan Moore,6.98,621,89
59,0,02214,Kirk Triplett,6.98,419,60
59,0,27095,Nick Watney,6.98,600,86
62,0,23048,Eric Axley,6.97,495,71
62,0,07457,Steve Flesch,6.97,537,77
62,0,21878,Mark Wilson,6.97,690,99
65,0,09011,David Duval,6.96,390,56
65,0,30925,Dustin Johnson,6.96,585,84
65,0,25562,Andres Romero,6.96,397,57
68,0,20104,Ken Duke,6.94,604,87
68,0,12602,Dean Wilson,6.94,562,81
70,0,06595,Kevin Sutherland,6.93,658,95
71,0,06522,Ernie Els,6.92,457,66
72,0,23778,Brad Adamonis,6.91,484,70
72,0,06251,Chris DiMarco,6.91,670,97
72,0,26420,Richard Johnson,6.91,587,85
72,0,24140,Sean O'Hair,6.91,525,76
76,0,24503,Jeff Klauk,6.90,669,97
77,0,08075,Jerry Kelly,6.89,620,90
77,0,23325,Vaughn Taylor,6.89,606,88
77,0,23623,Bo Van Pelt,6.89,689,100
80,0,27141,J.B. Holmes,6.88,509,74
80,0,27060,John Mallinger,6.88,619,90
80,0,26301,James Nitties,6.88,592,86
83,0,25686,Jason Dufner,6.87,618,90
83,0,22961,David Mathis,6.87,563,82
85,0,23621,Rory Sabbatini,6.86,549,80
86,0,20229,Stewart Cink,6.85,500,73
86,0,22913,John Rollins,6.85,630,92
88,0,06643,Paul Goydos,6.84,540,79
88,0,20127,Chris Riley,6.84,527,77
90,0,01226,Fred Couples,6.81,368,54
91,0,12705,Cliff Kresge,6.79,530,78
92,0,27770,Camilo Villegas,6.78,495,73
92,0,26498,Matt Weibring,6.78,441,65
94,0,24924,Bill Haas,6.77,616,91
94,0,25632,Jimmy Walker,6.77,501,74
96,0,21209,Sergio Garcia,6.76,392,58
96,0,01577,Lee Janzen,6.76,500,74
96,0,23548,Bill Lunde,6.76,561,83
96,0,22348,Nick O'Hern,6.76,608,90
100,0,02239,Scott Verplank,6.75,594,88
101,0,20593,Greg Chalmers,6.74,573,85
101,0,28089,Jason Day,6.74,411,61
103,0,26951,Johnson Wagner,6.73,545,81
104,0,02206,David Toms,6.70,657,98
104,0,24663,Y.E. Yang,6.70,556,83
106,0,01473,Todd Hamilton,6.67,554,83
106,0,27683,Leif Olson,6.67,340,51
108,0,01706,Davis Love III,6.66,579,87
109,0,28780,Nicholas Thompson,6.65,638,96
110,0,07223,Brian Bateman,6.62,364,55
110,0,26851,Marc Leishman,6.62,602,91
112,0,20098,Stuart Appleby,6.60,515,78
113,0,31416,Derek Fathauer,6.59,415,63
113,0,20574,Mathew Goggin,6.59,488,74
115,0,24507,Jason Bohn,6.58,579,88
115,0,27936,Martin Laird,6.58,474,72
117,0,28158,Steve Marino,6.57,644,98
118,0,25240,D.A. Points,6.56,649,99
119,0,27214,Kevin Streelman,6.54,634,97
120,0,12510,Chad Campbell,6.53,588,90
120,0,01724,Jeff Maggert,6.53,516,79
122,0,24357,K.J. Choi,6.52,417,64
123,0,06197,Michael Allen,6.51,475,73
123,0,06567,Vijay Singh,6.51,449,69
125,0,20472,Alex Cejka,6.50,533,82
126,0,23638,Brendon de Jonge,6.49,584,90
127,0,12652,Cameron Beckman,6.48,564,87
127,0,27466,Spencer Levin,6.48,486,75
127,0,23800,Bryce Molder,6.48,447,69
130,0,01313,Steve Elkington,6.47,453,70
130,0,25818,Scott Piercy,6.47,550,85
132,0,01035,Tommy Armour III,6.45,374,58
132,0,07749,Brett Quigley,6.45,593,92
132,0,26668,Marc Turnesa,6.45,497,77
132,0,25919,Brian Vranesh,6.45,329,51
136,0,23788,D.J. Trahan,6.44,618,96
137,0,24925,Jonathan Byrd,6.42,571,89
137,0,22293,Heath Slocum,6.42,610,95
139,0,20645,John Senden,6.41,641,100
140,0,21959,Ted Purdy,6.40,646,101
141,0,26476,Chez Reavie,6.38,517,81
142,0,01142,Bart Bryant,6.36,369,58
143,0,24358,Robert Garrigus,6.35,527,83
143,0,27963,Chris Stroud,6.35,559,88
145,0,10885,Robert Allenby,6.33,443,70
146,0,24912,Will MacKenzie,6.32,436,69
146,0,01928,Corey Pavin,6.32,461,73
148,0,24502,Adam Scott,6.31,328,52
149,0,20634,Peter Lonard,6.30,542,86
149,0,26289,Boo Weekley,6.30,485,77
151,0,27120,Troy Matteson,6.29,598,95
152,0,01766,Billy Mayfair,6.28,521,83
153,0,30927,Brendon Todd,6.26,332,53
154,0,28087,Kris Blanks,6.25,375,60
154,0,22295,Darron Stiles,6.25,325,52
156,0,22892,Jason Gore,6.23,461,74
157,0,01797,Rocco Mediate,6.20,490,79
158,0,21961,Charles Howell III,6.18,612,99
158,0,28620,Aron Price,6.18,550,89
160,0,06012,Greg Kraft,6.16,314,51
161,0,20498,Briny Baird,6.15,547,89
162,0,26300,Matt Jones,6.13,343,56
163,0,01132,Mark Brooks,6.11,336,55
163,0,27933,John Merrick,6.11,556,91
165,0,28118,Peter Tomasulo,6.07,370,61
166,0,30711,Colt Knost,6.06,430,71
167,0,23614,Rich Beem,6.04,465,77
168,0,26679,Kevin Stadler,6.02,391,65
169,0,08931,Glen Day,6.01,475,79
170,0,23353,J.J. Henry,5.95,577,97
170,0,23349,Charles Warren,5.95,375,63
172,0,06539,Rick Price,5.85,316,54
173,0,10733,Kent Jones,5.82,425,73
173,0,20691,Greg Owen,5.82,565,97
175,0,26497,Casey Wittenberg,5.77,410,71
