RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,01329,Brad Faxon,28.00,1652,59,22
2,0,22371,Aaron Baddeley,28.09,1826,65,23
3,0,21949,Joe Ogilvie,28.10,2332,83,23
4,0,23983,Luke Donald,28.11,2136,76,20
4,0,19846,Brian Gay,28.11,2586,92,22
6,0,24138,Ian Poulter,28.18,1578,56,24
7,0,29221,Webb Simpson,28.21,2652,94,22
8,0,10809,Jim Furyk,28.24,2344,83,22
8,0,06527,Steve Stricker,28.24,2231,79,22
10,0,20766,Padraig Harrington,28.29,1839,65,21
11,0,28089,Jason Day,28.34,1502,53,24
11,0,23108,Matt Kuchar,28.34,2324,82,22
11,0,24449,Parker McLachlin,28.34,2012,71,22
14,0,20127,Chris Riley,28.35,2013,71,23
15,0,29718,Anthony Kim,28.36,2099,74,23
16,0,20850,Daniel Chopra,28.37,2525,89,24
17,0,21350,Ryuji Imada,28.41,2415,85,22
18,0,10117,Bob Heintz,28.42,1563,55,22
18,0,24361,Pat Perez,28.42,2046,72,24
20,0,25396,Kevin Na,28.43,2473,87,23
20,0,10423,Mike Weir,28.43,2388,84,23
22,0,20593,Greg Chalmers,28.44,2190,77,23
22,0,08793,Tiger Woods,28.44,1763,62,23
24,0,21731,Freddie Jacobson,28.48,2307,81,24
25,0,23541,Ben Crane,28.49,2650,93,22
26,0,22046,Geoff Ogilvy,28.51,2053,72,23
27,0,23135,Tim Clark,28.53,2225,78,23
27,0,01320,Bob Estes,28.53,2225,78,22
29,0,20160,Charlie Wi,28.54,2626,92,22
30,0,08075,Jerry Kelly,28.57,2343,82,23
30,0,28475,Jeff Overton,28.57,2514,88,24
30,0,01928,Corey Pavin,28.57,1857,65,23
33,0,23048,Eric Axley,28.60,1916,67,24
33,0,12602,Dean Wilson,28.60,2202,77,23
35,0,01577,Lee Janzen,28.62,1946,68,22
36,0,20157,Retief Goosen,28.63,2090,73,23
37,0,26695,Michael Letzig,28.64,2635,92,23
37,0,27649,Brandt Snedeker,28.64,2205,77,23
39,0,24490,George McNeill,28.65,2292,80,24
39,0,25190,Jeff Quinney,28.65,2235,78,23
41,0,06251,Chris DiMarco,28.67,2666,93,25
41,0,10860,Justin Leonard,28.67,2609,91,23
41,0,22961,David Mathis,28.67,2179,76,24
41,0,23325,Vaughn Taylor,28.67,2408,84,23
45,0,10585,Scott McCarron,28.68,2610,91,21
45,0,26498,Matt Weibring,28.68,1692,59,24
47,0,21753,Brian Davis,28.73,2844,99,23
48,0,21805,Harrison Frazar,28.74,2558,89,20
49,0,12782,Tim Herron,28.75,2501,87,24
49,0,23623,Bo Van Pelt,28.75,2645,92,23
49,0,25632,Jimmy Walker,28.75,1955,68,21
52,0,24024,Zach Johnson,28.76,2646,92,23
53,0,01941,Tom Pernice Jr.,28.77,2359,82,20
54,0,26596,Ryan Moore,28.78,2446,85,23
55,0,27060,John Mallinger,28.79,2476,86,22
55,0,01948,Tim Petrovic,28.79,2735,95,23
57,0,23718,Nathan Green,28.81,2881,100,22
58,0,20848,Ángel Cabrera,28.83,1557,54,23
58,0,26301,James Nitties,28.83,2364,82,24
60,0,12716,Charley Hoffman,28.85,2798,97,24
61,0,25900,Lucas Glover,28.86,2684,93,23
62,0,23778,Brad Adamonis,28.88,1964,68,23
62,0,30925,Dustin Johnson,28.88,2426,84,22
64,0,01132,Mark Brooks,28.89,1358,47,24
64,0,02239,Scott Verplank,28.89,2427,84,21
64,0,21878,Mark Wilson,28.89,2745,95,22
67,0,20572,Rod Pampling,28.90,2052,71,23
67,0,25804,Bubba Watson,28.90,2110,73,23
69,0,06004,Stephen Ames,28.92,2169,75,24
69,0,01810,Phil Mickelson,28.92,1822,63,20
69,0,23800,Bryce Molder,28.92,1764,61,22
72,0,07867,Woody Austin,28.94,2431,84,23
73,0,09011,David Duval,28.96,1622,56,22
74,0,12705,Cliff Kresge,28.97,2086,72,23
74,0,02206,David Toms,28.97,2723,94,24
76,0,25686,Jason Dufner,28.98,2492,86,24
76,0,26300,Matt Jones,28.98,1449,50,23
78,0,23320,Ryan Palmer,28.99,2261,78,24
79,0,27683,Leif Olson,29.00,1363,47,21
80,0,24503,Jeff Klauk,29.02,2757,95,22
81,0,22913,John Rollins,29.03,2555,88,23
82,0,06643,Paul Goydos,29.04,2236,77,23
83,0,31416,Derek Fathauer,29.05,1656,57,25
84,0,01707,Steve Lowery,29.07,2413,83,24
85,0,20229,Stewart Cink,29.08,2123,73,24
85,0,25345,Carl Pettersson,29.08,2501,86,23
87,0,24781,Hunter Mahan,29.10,2677,92,24
88,0,27466,Spencer Levin,29.11,2067,71,23
89,0,01945,Kenny Perry,29.12,2650,91,24
90,0,20472,Alex Cejka,29.13,2243,77,22
91,0,22405,Justin Rose,29.14,2040,70,23
92,0,20104,Ken Duke,29.15,2536,87,18
92,0,26420,Richard Johnson,29.15,2449,84,23
94,0,20070,Matt Bettencourt,29.16,2858,98,22
94,0,27933,John Merrick,29.16,2420,83,23
94,0,22348,Nick O'Hern,29.16,2508,86,24
94,0,27095,Nick Watney,29.16,2508,86,24
98,0,24924,Bill Haas,29.17,2538,87,24
99,0,28158,Steve Marino,29.19,2744,94,22
99,0,23621,Rory Sabbatini,29.19,2335,80,23
99,0,24663,Y.E. Yang,29.19,2306,79,24
102,0,06595,Kevin Sutherland,29.21,2775,95,24
103,0,25919,Brian Vranesh,29.23,1374,47,21
104,0,01142,Bart Bryant,29.24,1579,54,25
104,0,22621,Ben Curtis,29.24,1813,62,22
106,0,12652,Cameron Beckman,29.25,2428,83,22
106,0,21961,Charles Howell III,29.25,2662,91,24
106,0,25818,Scott Piercy,29.25,2369,81,24
106,0,26679,Kevin Stadler,29.25,1667,57,22
110,0,07457,Steve Flesch,29.27,2254,77,23
111,0,01161,Mark Calcavecchia,29.28,2108,72,21
111,0,26951,Johnson Wagner,29.28,2372,81,23
113,0,28087,Kris Blanks,29.30,1582,54,24
113,0,12510,Chad Campbell,29.30,2520,86,24
113,0,06522,Ernie Els,29.30,1934,66,24
113,0,07749,Brett Quigley,29.30,2461,84,24
117,0,01473,Todd Hamilton,29.31,2374,81,25
118,0,23548,Bill Lunde,29.32,2375,81,23
119,0,26476,Chez Reavie,29.34,2259,77,25
119,0,27770,Camilo Villegas,29.34,2142,73,23
121,0,25240,D.A. Points,29.35,2730,93,23
121,0,21959,Ted Purdy,29.35,2730,93,23
123,0,21209,Sergio Garcia,29.36,1703,58,24
124,0,30711,Colt Knost,29.37,1850,63,22
124,0,25562,Andres Romero,29.37,1674,57,23
124,0,27214,Kevin Streelman,29.37,2731,93,23
127,0,26851,Marc Leishman,29.38,2556,87,23
128,0,01226,Fred Couples,29.39,1587,54,23
129,0,06197,Michael Allen,29.41,2029,69,25
130,0,27120,Troy Matteson,29.42,2677,91,22
130,0,22548,Patrick Sheehan,29.42,1265,43,25
130,0,22293,Heath Slocum,29.42,2677,91,24
133,0,23497,Tag Ridings,29.43,1295,44,24
134,0,26881,Jarrod Lyle,29.47,1680,57,24
134,0,08845,Scott Sterling,29.47,1267,43,23
136,0,01035,Tommy Armour III,29.48,1710,58,24
136,0,10733,Kent Jones,29.48,1916,65,23
138,0,01313,Steve Elkington,29.49,2064,70,24
139,0,23638,Brendon de Jonge,29.51,2538,86,24
139,0,27936,Martin Laird,29.51,2066,70,24
141,0,01706,Davis Love III,29.52,2568,87,24
142,0,20574,Mathew Goggin,29.53,2185,74,24
143,0,24140,Sean O'Hair,29.54,2245,76,24
144,0,07223,Brian Bateman,29.55,1625,55,25
145,0,20098,Stuart Appleby,29.59,2308,78,24
146,0,24925,Jonathan Byrd,29.60,2516,85,24
146,0,28620,Aron Price,29.60,2398,81,24
148,0,24357,K.J. Choi,29.63,1896,64,24
148,0,22295,Darron Stiles,29.63,1422,48,23
148,0,27963,Chris Stroud,29.63,2489,84,24
148,0,28780,Nicholas Thompson,29.63,2785,94,22
152,0,24507,Jason Bohn,29.65,2609,88,22
152,0,08931,Glen Day,29.65,2105,71,25
154,0,23349,Charles Warren,29.67,1691,57,23
155,0,20498,Briny Baird,29.68,2523,85,21
155,0,24358,Robert Garrigus,29.68,2345,79,25
155,0,20634,Peter Lonard,29.68,2434,82,24
155,0,01797,Rocco Mediate,29.68,2226,75,25
159,0,22892,Jason Gore,29.70,2049,69,23
159,0,26497,Casey Wittenberg,29.70,1871,63,25
161,0,27141,J.B. Holmes,29.73,2200,74,23
162,0,23614,Rich Beem,29.74,2052,69,23
163,0,01724,Jeff Maggert,29.78,2353,79,22
163,0,30927,Brendon Todd,29.78,1519,51,24
165,0,20645,John Senden,29.83,2983,100,24
166,0,23788,D.J. Trahan,29.84,2865,96,24
167,0,06567,Vijay Singh,29.88,2062,69,25
167,0,02214,Kirk Triplett,29.88,1793,60,24
169,0,23353,J.J. Henry,29.90,2781,93,24
169,0,06539,Rick Price,29.90,1435,48,26
171,0,26668,Marc Turnesa,29.91,2303,77,26
172,0,06012,Greg Kraft,29.96,1408,47,25
173,0,10885,Robert Allenby,29.99,2099,70,25
174,0,26289,Boo Weekley,30.00,2310,77,25
175,0,20691,Greg Owen,30.07,2676,89,25
176,0,24502,Adam Scott,30.10,1565,52,25
177,0,28118,Peter Tomasulo,30.13,1657,55,22
178,0,31323,Gary Woodland,30.19,1419,47,24
179,0,24912,Will MacKenzie,30.23,2086,69,24
180,0,06621,Joe Durant,30.24,1633,54,24
181,0,01766,Billy Mayfair,30.29,2514,83,24
182,0,10425,Jay Williamson,30.31,1849,61,23
183,0,24846,Ricky Barnes,30.41,1794,59,24
184,0,01677,Tom Lehman,30.86,1574,51,25
