RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
96,0,25457,Alexandre Rocha,290.9,33157,114
98,0,01116,Michael Bradley,290.7,40703,140
99,0,22405,Justin Rose,290.6,44759,154
100,0,10885,Robert Allenby,290.2,48165,166
100,0,24290,D.J. Brigman,290.2,34244,118
100,0,24663,Y.E. Yang,290.2,34239,118
103,0,08725,Tom Gillis,290.1,31914,110
103,0,01577,Lee Janzen,290.1,32495,112
103,0,26596,Ryan Moore,290.1,43510,150
106,0,22046,Geoff Ogilvy,290.0,38286,132
107,0,20157,Retief Goosen,289.9,28415,98
107,0,31202,William McGirt,289.9,57398,198
109,0,33413,Ben Martin,289.5,40528,140
109,0,25572,Graeme McDowell,289.5,27213,94
111,0,27214,Kevin Streelman,289.2,52050,180
112,0,20498,Briny Baird,289.1,31223,108
113,0,06527,Steve Stricker,288.8,39859,138
114,0,24604,Hunter Haas,288.5,53082,184
114,0,22378,Trevor Immelman,288.5,48465,168
116,0,28679,Fabián Gómez,288.4,43832,152
117,0,20070,Matt Bettencourt,288.3,48437,168
118,0,06522,Ernie Els,288.1,39753,138
119,0,23638,Brendon de Jonge,287.8,58132,202
120,0,07867,Woody Austin,287.6,30487,106
121,0,20098,Stuart Appleby,287.5,37374,130
122,0,21731,Freddie Jacobson,287.4,48282,168
122,0,25240,D.A. Points,287.4,51162,178
124,0,27649,Brandt Snedeker,287.2,48816,170
125,0,25686,Jason Dufner,286.8,44745,156
125,0,32640,Troy Merritt,286.8,34986,122
127,0,27466,Spencer Levin,286.3,62416,218
128,0,23108,Matt Kuchar,286.2,50366,176
129,0,23614,Rich Beem,286.1,30325,106
129,0,26881,Jarrod Lyle,286.1,45201,158
129,0,06515,Shaun Micheel,286.1,41773,146
132,0,25444,Justin Hicks,286.0,29742,104
133,0,20160,Charlie Wi,285.8,47443,166
134,0,24357,K.J. Choi,285.6,42834,150
135,0,01313,Steve Elkington,285.4,28543,100
135,0,27939,Matt McQuillan,285.4,31399,110
137,0,23718,Nathan Green,285.0,43891,154
137,0,10733,Kent Jones,285.0,40474,142
139,0,28087,Kris Blanks,284.9,51276,180
139,0,24507,Jason Bohn,284.9,39879,140
139,0,23541,Ben Crane,284.9,41599,146
139,0,25834,Daniel Summerhays,284.9,41596,146
143,0,21407,Arjun Atwal,284.8,51842,182
143,0,21878,Mark Wilson,284.8,49548,174
145,0,12652,Cameron Beckman,284.3,38102,134
145,0,29478,Kevin Kisner,284.3,36394,128
147,0,23983,Luke Donald,284.1,38064,134
147,0,23325,Vaughn Taylor,284.1,50571,178
149,0,08375,Paul Stankowski,283.9,40875,144
150,0,06004,Stephen Ames,283.8,36890,130
151,0,06621,Joe Durant,283.6,39143,138
152,0,21350,Ryuji Imada,283.4,47048,166
153,0,21753,Brian Davis,283.3,59483,210
153,0,01766,Billy Mayfair,283.3,50999,180
155,0,24138,Ian Poulter,282.8,28850,102
155,0,26668,Marc Turnesa,282.8,29406,104
157,0,08537,J.P. Hayes,282.7,30529,108
158,0,28620,Aron Price,282.6,29388,104
159,0,07457,Steve Flesch,282.5,47462,168
160,0,26951,Johnson Wagner,282.2,43455,154
161,0,22961,David Mathis,282.0,43422,154
161,0,23800,Bryce Molder,282.0,45119,160
163,0,22293,Heath Slocum,281.9,49612,176
164,0,10809,Jim Furyk,281.4,48401,172
165,0,33911,Nate Smith,281.2,33743,120
166,0,01948,Tim Petrovic,280.5,47118,168
167,0,20472,Alex Cejka,280.3,33076,118
168,0,10505,Shane Bertsch,280.1,31370,112
168,0,10860,Justin Leonard,280.1,45944,164
170,0,25396,Kevin Na,279.8,47009,168
171,0,20436,Garrett Willis,279.7,38598,138
172,0,20593,Greg Chalmers,279.6,48090,172
173,0,23673,Michael Connell,279.5,42484,152
174,0,20127,Chris Riley,279.3,40221,144
175,0,02206,David Toms,279.1,41302,148
176,0,30711,Colt Knost,279.0,41291,148
177,0,24024,Zach Johnson,278.2,43396,156
178,0,06251,Chris DiMarco,277.9,49475,178
179,0,12602,Dean Wilson,276.8,34319,124
180,0,22621,Ben Curtis,276.7,36522,132
181,0,26420,Richard Johnson,276.6,32087,116
182,0,22348,Nick O'Hern,276.3,46965,170
183,0,08075,Jerry Kelly,275.6,44091,160
184,0,01797,Rocco Mediate,275.5,29208,106
185,0,06643,Paul Goydos,274.8,44523,162
186,0,19846,Brian Gay,269.8,46410,172
