RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,27141,J.B. Holmes,318.4,33751,106
2,0,25804,Bubba Watson,314.9,49747,158
3,0,30925,Dustin Johnson,314.2,44616,142
4,0,24358,Robert Garrigus,313.4,52026,166
5,0,31323,Gary Woodland,310.5,57745,186
6,0,25274,Steven Bowditch,308.3,50569,164
7,0,25818,Scott Piercy,305.4,45204,148
8,0,27064,Jhonattan Vegas,304.9,48778,160
9,0,30110,Kyle Stanley,304.6,54825,180
10,0,34072,Will Strickler,304.1,28584,94
11,0,30692,Scott Stallings,303.7,47374,156
12,0,23497,Tag Ridings,303.3,49131,162
13,0,27936,Martin Laird,303.0,46051,152
14,0,28089,Jason Day,302.6,44179,146
15,0,27330,Josh Teater,302.3,59244,196
16,0,27095,Nick Watney,301.9,46500,154
17,0,21805,Harrison Frazar,301.8,35006,116
18,0,31557,Jim Herman,301.7,36806,122
19,0,20848,Ángel Cabrera,301.6,27747,92
20,0,33141,Keegan Bradley,300.7,52319,174
21,0,27120,Troy Matteson,300.2,52230,174
22,0,12716,Charley Hoffman,299.8,55162,184
22,0,01810,Phil Mickelson,299.8,46162,154
24,0,24502,Adam Scott,299.7,35367,118
25,0,32102,Rickie Fowler,299.5,48520,162
25,0,31401,Zack Miller,299.5,49116,164
25,0,23320,Ryan Palmer,299.5,47915,160
28,0,21209,Sergio Garcia,299.2,36507,122
28,0,19970,Robert Karlsson,299.2,35309,118
30,0,25632,Jimmy Walker,298.8,47213,158
31,0,30946,Alex Prugh,298.6,46581,156
31,0,23788,D.J. Trahan,298.6,54349,182
33,0,23409,James Driscoll,298.5,38802,130
33,0,06573,Brandt Jobe,298.5,57311,192
33,0,01706,Davis Love III,298.5,41783,140
36,0,24980,Scott Gutschewski,298.0,35169,118
37,0,27797,Derek Lamely,297.9,37538,126
38,0,32698,Bobby Gates,297.4,44013,148
38,0,23623,Bo Van Pelt,297.4,53533,180
40,0,21961,Charles Howell III,297.3,61846,208
41,0,27933,John Merrick,297.2,37450,126
41,0,28486,Michael Putnam,297.2,37445,126
43,0,26331,Charl Schwartzel,297.0,33269,112
44,0,11123,Chris Couch,296.8,43334,146
44,0,31193,Jim Renner,296.8,33836,114
46,0,30750,Tommy Gainey,296.7,59331,200
46,0,22913,John Rollins,296.7,49251,166
48,0,24924,Bill Haas,296.6,54570,184
48,0,26289,Boo Weekley,296.6,36775,124
50,0,09011,David Duval,296.3,39698,134
51,0,22371,Aaron Baddeley,296.2,44430,150
51,0,29221,Webb Simpson,296.2,58064,196
53,0,35087,Bio Kim,296.1,38497,130
54,0,26851,Marc Leishman,296.0,51496,174
55,0,32366,Kevin Chappell,295.8,42597,144
56,0,30926,Chris Kirk,295.7,51446,174
57,0,34255,Joseph Bramlett,295.6,38434,130
58,0,28475,Jeff Overton,295.3,53750,182
59,0,28158,Steve Marino,295.2,44873,152
60,0,24490,George McNeill,295.0,35991,122
61,0,20766,Padraig Harrington,294.7,34778,118
61,0,25562,Andres Romero,294.7,44200,150
63,0,25900,Lucas Glover,294.6,43595,148
63,0,24140,Sean O'Hair,294.6,41241,140
65,0,27770,Camilo Villegas,294.4,40041,136
66,0,06567,Vijay Singh,294.3,46492,158
66,0,33419,Cameron Tringale,294.3,62400,212
68,0,27974,Sung Kang,294.2,34712,118
68,0,29718,Anthony Kim,294.2,41774,142
70,0,26300,Matt Jones,293.9,41730,142
71,0,26476,Chez Reavie,293.5,53998,184
72,0,24846,Ricky Barnes,293.3,45750,156
72,0,20645,John Senden,293.3,55144,188
74,0,26679,Kevin Stadler,293.2,46910,160
75,0,29720,Andres Gonzales,293.1,30486,104
75,0,26287,Roland Thatcher,293.1,39272,134
77,0,29518,Brendan Steele,292.8,50943,174
78,0,23621,Rory Sabbatini,292.5,47377,162
79,0,32876,Martin Piller,292.2,34482,118
80,0,29910,Blake Adams,292.1,65435,224
81,0,20229,Stewart Cink,291.8,38521,132
81,0,12782,Tim Herron,291.8,47269,162
81,0,25345,Carl Pettersson,291.8,54271,186
84,0,24925,Jonathan Byrd,291.6,47827,164
84,0,24781,Hunter Mahan,291.6,51896,178
84,0,10585,Scott McCarron,291.6,35574,122
84,0,21949,Joe Ogilvie,291.6,39076,134
84,0,20572,Rod Pampling,291.6,37331,128
89,0,23548,Bill Lunde,291.5,51298,176
90,0,24361,Pat Perez,291.4,44289,152
91,0,27963,Chris Stroud,291.2,48916,168
92,0,12510,Chad Campbell,291.1,56476,194
92,0,23353,J.J. Henry,291.1,53561,184
94,0,29420,Billy Horschel,291.0,40162,138
94,0,32150,Michael Thompson,291.0,42486,146
96,0,26758,David Hearn,290.9,46551,160
