RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,27141,J.B. Holmes,50.98,52,102,-0.33
2,0,31323,Gary Woodland,38.89,63,162,-0.40
3,0,25804,Bubba Watson,37.31,50,134,-0.46
4,0,24358,Robert Garrigus,37.01,57,154,-0.32
5,0,30925,Dustin Johnson,33.90,40,118,-0.15
6,0,27064,Jhonattan Vegas,29.49,46,156,-0.33
7,0,25274,Steven Bowditch,28.05,46,164,-0.33
8,0,25818,Scott Piercy,26.43,37,140,-0.46
9,0,28089,Jason Day,23.77,29,122,-0.24
10,0,30110,Kyle Stanley,23.26,40,172,-0.48
11,0,20848,Ángel Cabrera,22.37,17,76,-0.35
12,0,23497,Tag Ridings,21.60,35,162,-0.54
13,0,24502,Adam Scott,21.43,21,98,-0.33
14,0,34072,Will Strickler,21.28,20,94,-0.10
15,0,30692,Scott Stallings,21.15,33,156,-0.30
16,0,30946,Alex Prugh,19.87,31,156,-0.29
17,0,31557,Jim Herman,19.67,24,122,-0.42
18,0,27330,Josh Teater,19.39,38,196,-0.42
19,0,33141,Keegan Bradley,18.39,32,174,-0.25
19,0,27120,Troy Matteson,18.39,32,174,-0.31
21,0,32102,Rickie Fowler,17.61,25,142,-0.36
22,0,01706,Davis Love III,17.50,21,120,-0.29
23,0,19970,Robert Karlsson,17.35,17,98,-0.12
24,0,31401,Zack Miller,17.07,28,164,-0.43
25,0,21805,Harrison Frazar,17.00,17,100,-0.18
26,0,28486,Michael Putnam,16.95,20,118,E
27,0,01810,Phil Mickelson,16.92,22,130,-0.18
28,0,23409,James Driscoll,16.15,21,130,-0.38
29,0,24980,Scott Gutschewski,16.10,19,118,-0.26
30,0,12716,Charley Hoffman,15.85,26,164,-0.54
31,0,27936,Martin Laird,15.44,21,136,-0.43
31,0,23320,Ryan Palmer,15.44,21,136,-0.33
33,0,23788,D.J. Trahan,15.38,28,182,-0.18
34,0,21209,Sergio Garcia,15.31,15,98,E
35,0,27095,Nick Watney,15.22,21,138,-0.52
36,0,35087,Bio Kim,14.62,19,130,-0.47
37,0,27933,John Merrick,14.29,18,126,-0.44
38,0,09011,David Duval,13.85,18,130,-0.17
39,0,26331,Charl Schwartzel,13.64,12,88,-0.33
40,0,32698,Bobby Gates,13.51,20,148,-0.35
41,0,27797,Derek Lamely,13.49,17,126,-0.24
42,0,25632,Jimmy Walker,13.29,21,158,-0.38
43,0,31193,Jim Renner,13.16,15,114,-0.33
44,0,21961,Charles Howell III,13.00,26,200,-0.19
45,0,28158,Steve Marino,12.86,18,140,-0.11
46,0,20766,Padraig Harrington,12.75,13,102,-0.38
47,0,24924,Bill Haas,12.50,20,160,-0.25
47,0,06573,Brandt Jobe,12.50,23,184,-0.30
49,0,11123,Chris Couch,12.33,18,146,-0.56
50,0,34255,Joseph Bramlett,12.31,16,130,-0.25
51,0,30926,Chris Kirk,12.07,21,174,-0.33
52,0,28475,Jeff Overton,12.03,19,158,-0.42
53,0,26300,Matt Jones,11.97,17,142,-0.35
54,0,22371,Aaron Baddeley,11.94,16,134,-0.50
55,0,27974,Sung Kang,11.82,13,110,-0.46
56,0,30750,Tommy Gainey,11.50,23,200,-0.26
57,0,24490,George McNeill,11.48,14,122,-0.29
58,0,26851,Marc Leishman,11.45,19,166,-0.32
59,0,25562,Andres Romero,11.33,17,150,-0.35
60,0,33419,Cameron Tringale,11.32,24,212,-0.42
61,0,26289,Boo Weekley,11.29,14,124,-0.50
62,0,20229,Stewart Cink,11.21,13,116,-0.31
63,0,32876,Martin Piller,11.02,13,118,-0.08
64,0,22913,John Rollins,10.84,18,166,-0.17
65,0,26287,Roland Thatcher,10.45,14,134,-0.50
66,0,32366,Kevin Chappell,10.29,14,136,-0.07
