RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,30.67,253,825,-0.119
2,0,25274,Steven Bowditch,30.15,328,1088,-0.085
3,0,30692,Scott Stallings,28.82,277,961,-0.105
4,0,27095,Nick Watney,28.47,246,864,-0.264
5,0,34072,Will Strickler,28.41,171,602,-0.053
6,0,27936,Martin Laird,28.31,244,862,-0.217
7,0,01810,Phil Mickelson,28.20,229,812,-0.179
8,0,27120,Troy Matteson,28.17,318,1129,-0.107
9,0,21805,Harrison Frazar,28.08,164,584,-0.104
10,0,12716,Charley Hoffman,27.92,289,1035,-0.145
11,0,30925,Dustin Johnson,27.76,211,760,-0.071
12,0,23497,Tag Ridings,27.59,285,1033,-0.095
13,0,27064,Jhonattan Vegas,26.58,260,978,-0.119
14,0,24502,Adam Scott,26.50,168,634,-0.137
15,0,30946,Alex Prugh,26.14,259,991,-0.143
16,0,24358,Robert Garrigus,25.93,251,968,-0.068
17,0,22371,Aaron Baddeley,25.92,225,868,-0.160
18,0,31557,Jim Herman,25.56,204,798,-0.098
19,0,32102,Rickie Fowler,25.54,236,924,-0.182
20,0,27141,J.B. Holmes,25.53,168,658,-0.185
21,0,27330,Josh Teater,25.45,327,1285,-0.147
22,0,24924,Bill Haas,25.40,256,1008,-0.160
23,0,20848,Ángel Cabrera,25.31,124,490,-0.097
24,0,30110,Kyle Stanley,25.27,282,1116,-0.177
25,0,31323,Gary Woodland,25.15,245,974,-0.053
26,0,11123,Chris Couch,25.05,237,946,-0.236
27,0,33141,Keegan Bradley,24.86,267,1074,-0.101
28,0,23623,Bo Van Pelt,24.27,241,993,-0.183
29,0,22913,John Rollins,24.05,241,1002,-0.108
30,0,09011,David Duval,24.01,194,808,-0.077
31,0,23320,Ryan Palmer,23.87,200,838,-0.175
32,0,06573,Brandt Jobe,23.72,268,1130,-0.157
