RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,77.61,104,134,-0.31
2,0,27141,J.B. Holmes,76.47,78,102,-0.24
3,0,30925,Dustin Johnson,70.34,83,118,-0.07
4,0,25274,Steven Bowditch,67.68,111,164,-0.23
5,0,24358,Robert Garrigus,67.53,104,154,-0.23
6,0,31323,Gary Woodland,66.67,108,162,-0.31
7,0,30110,Kyle Stanley,59.30,102,172,-0.40
8,0,27064,Jhonattan Vegas,58.97,92,156,-0.23
9,0,27936,Martin Laird,58.82,80,136,-0.25
10,0,23497,Tag Ridings,58.64,95,162,-0.23
11,0,25818,Scott Piercy,57.86,81,140,-0.26
12,0,34072,Will Strickler,57.45,54,94,-0.09
13,0,28089,Jason Day,57.38,70,122,-0.24
14,0,30692,Scott Stallings,55.77,87,156,-0.24
15,0,31557,Jim Herman,54.92,67,122,-0.24
16,0,24502,Adam Scott,54.08,53,98,-0.17
16,0,27330,Josh Teater,54.08,106,196,-0.27
18,0,27095,Nick Watney,53.62,74,138,-0.34
19,0,25632,Jimmy Walker,53.16,84,158,-0.15
20,0,19970,Robert Karlsson,52.04,51,98,-0.25
21,0,01810,Phil Mickelson,51.54,67,130,-0.31
22,0,20848,Ángel Cabrera,51.32,39,76,-0.23
23,0,33141,Keegan Bradley,50.00,87,174,-0.23
23,0,21805,Harrison Frazar,50.00,50,100,-0.20
25,0,27120,Troy Matteson,49.43,86,174,-0.08
26,0,11123,Chris Couch,49.32,72,146,-0.29
27,0,01706,Davis Love III,49.17,59,120,-0.29
28,0,21209,Sergio Garcia,48.98,48,98,-0.21
29,0,06573,Brandt Jobe,48.37,89,184,-0.12
30,0,09011,David Duval,47.69,62,130,-0.08
31,0,23788,D.J. Trahan,47.25,86,182,-0.19
32,0,22371,Aaron Baddeley,47.01,63,134,-0.24
33,0,31401,Zack Miller,46.95,77,164,-0.19
34,0,28486,Michael Putnam,46.61,55,118,-0.04
35,0,32102,Rickie Fowler,46.48,66,142,-0.24
36,0,32366,Kevin Chappell,46.32,63,136,-0.32
37,0,27797,Derek Lamely,46.03,58,126,-0.09
38,0,23320,Ryan Palmer,45.59,62,136,-0.37
39,0,30946,Alex Prugh,45.51,71,156,E
40,0,32698,Bobby Gates,45.27,67,148,-0.21
41,0,12716,Charley Hoffman,45.12,74,164,-0.43
42,0,24980,Scott Gutschewski,44.92,53,118,-0.13
43,0,35087,Bio Kim,44.62,58,130,-0.41
44,0,26331,Charl Schwartzel,44.32,39,88,-0.31
45,0,23623,Bo Van Pelt,44.23,69,156,-0.41
46,0,26851,Marc Leishman,43.37,72,166,-0.25
47,0,30926,Chris Kirk,43.10,75,174,-0.32
48,0,22913,John Rollins,42.77,71,166,-0.14
49,0,21961,Charles Howell III,42.50,85,200,-0.25
50,0,29221,Webb Simpson,42.22,76,180,-0.32
51,0,31193,Jim Renner,42.11,48,114,-0.31
52,0,30750,Tommy Gainey,42.00,84,200,-0.21
53,0,27770,Camilo Villegas,41.67,50,120,-0.08
54,0,20766,Padraig Harrington,41.18,42,102,-0.12
55,0,24490,George McNeill,40.98,50,122,-0.12
56,0,34255,Joseph Bramlett,40.77,53,130,-0.28
57,0,28475,Jeff Overton,40.51,64,158,-0.25
58,0,24140,Sean O'Hair,40.15,53,132,-0.32
59,0,27933,John Merrick,39.68,50,126,-0.36
60,0,26300,Matt Jones,39.44,56,142,-0.07
61,0,24924,Bill Haas,39.38,63,160,-0.24
62,0,23409,James Driscoll,39.23,51,130,-0.18
63,0,25562,Andres Romero,38.67,58,150,-0.28
64,0,29720,Andres Gonzales,38.00,38,100,-0.18
65,0,29718,Anthony Kim,37.70,46,122,-0.15
66,0,27974,Sung Kang,37.27,41,110,-0.37
67,0,26289,Boo Weekley,37.10,46,124,-0.28
68,0,23353,J.J. Henry,36.36,64,176,-0.20
69,0,33419,Cameron Tringale,36.32,77,212,-0.30
70,0,26476,Chez Reavie,35.80,63,176,-0.16
71,0,29910,Blake Adams,35.71,80,224,-0.23
71,0,24846,Ricky Barnes,35.71,50,140,-0.22
73,0,20229,Stewart Cink,35.34,41,116,-0.17
74,0,25900,Lucas Glover,35.16,45,128,-0.38
75,0,20645,John Senden,35.00,63,180,-0.25
75,0,26679,Kevin Stadler,35.00,56,160,-0.20
77,0,24361,Pat Perez,34.87,53,152,-0.06
78,0,29420,Billy Horschel,34.78,48,138,-0.17
79,0,32876,Martin Piller,34.75,41,118,-0.15
80,0,06567,Vijay Singh,34.42,53,154,-0.09
81,0,20572,Rod Pampling,34.38,44,128,-0.39
82,0,22405,Justin Rose,34.33,46,134,-0.24
83,0,23548,Bill Lunde,34.09,60,176,-0.17
84,0,26758,David Hearn,33.75,54,160,-0.17
85,0,20498,Briny Baird,33.65,35,104,-0.11
86,0,21949,Joe Ogilvie,33.58,45,134,-0.22
86,0,26287,Roland Thatcher,33.58,45,134,-0.33
88,0,33413,Ben Martin,33.57,47,140,-0.30
89,0,29518,Brendan Steele,33.33,58,174,-0.24
90,0,24781,Hunter Mahan,33.13,55,166,-0.31
91,0,01577,Lee Janzen,33.04,37,112,-0.16
92,0,25457,Alexandre Rocha,33.02,35,106,-0.20
93,0,12510,Chad Campbell,32.97,60,182,-0.22
93,0,25345,Carl Pettersson,32.97,60,182,-0.33
95,0,28158,Steve Marino,32.86,46,140,-0.24
96,0,24925,Jonathan Byrd,32.24,49,152,-0.27
97,0,12782,Tim Herron,32.10,52,162,-0.33
98,0,24290,D.J. Brigman,31.36,37,118,-0.38
99,0,10885,Robert Allenby,31.33,47,150,-0.02
100,0,10585,Scott McCarron,31.15,38,122,-0.24
101,0,22046,Geoff Ogilvy,31.03,36,116,-0.08
102,0,23621,Rory Sabbatini,30.99,44,142,-0.39
103,0,01116,Michael Bradley,30.71,43,140,-0.14
104,0,25444,Justin Hicks,30.21,29,96,-0.10
105,0,07867,Woody Austin,30.19,32,106,-0.28
106,0,27963,Chris Stroud,29.76,50,168,-0.18
107,0,22378,Trevor Immelman,29.73,44,148,-0.18
108,0,26596,Ryan Moore,29.23,38,130,-0.24
109,0,24663,Y.E. Yang,28.72,27,94,-0.37
110,0,20070,Matt Bettencourt,28.57,48,168,-0.17
111,0,25240,D.A. Points,28.24,48,170,-0.23
112,0,08725,Tom Gillis,28.18,31,110,-0.13
113,0,20157,Retief Goosen,27.38,23,84,-0.43
114,0,32150,Michael Thompson,26.71,39,146,-0.05
115,0,24604,Hunter Haas,26.63,49,184,-0.22
116,0,24507,Jason Bohn,26.47,36,136,-0.17
117,0,10733,Kent Jones,26.06,37,142,-0.14
118,0,31202,William McGirt,25.76,51,198,-0.10
119,0,28679,Fabián Gómez,25.66,39,152,-0.26
120,0,27214,Kevin Streelman,25.61,42,164,-0.14
121,0,20098,Stuart Appleby,25.40,32,126,-0.06
122,0,06515,Shaun Micheel,25.34,37,146,-0.30
122,0,25834,Daniel Summerhays,25.34,37,146,-0.30
124,0,23638,Brendon de Jonge,25.25,51,202,-0.29
125,0,06522,Ernie Els,24.59,30,122,-0.07
126,0,06527,Steve Stricker,24.56,28,114,-0.29
127,0,27939,Matt McQuillan,24.55,27,110,E
128,0,23614,Rich Beem,23.58,25,106,-0.04
129,0,26881,Jarrod Lyle,23.42,37,158,-0.14
130,0,27649,Brandt Snedeker,23.33,35,150,-0.26
131,0,25686,Jason Dufner,22.97,34,148,E
132,0,28087,Kris Blanks,22.78,41,180,-0.34
133,0,23718,Nathan Green,22.67,34,150,-0.41
134,0,23108,Matt Kuchar,22.44,35,156,-0.34
135,0,12652,Cameron Beckman,22.39,30,134,-0.10
136,0,28620,Aron Price,22.12,23,104,-0.35
137,0,21407,Arjun Atwal,21.91,39,178,-0.15
138,0,27466,Spencer Levin,21.90,46,210,-0.26
139,0,32640,Troy Merritt,20.49,25,122,-0.20
140,0,08537,J.P. Hayes,20.37,22,108,-0.45
141,0,29478,Kevin Kisner,20.31,26,128,-0.04
142,0,01313,Steve Elkington,20.00,20,100,-0.25
143,0,25396,Kevin Na,19.87,31,156,-0.35
