RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
144,0,07457,Steve Flesch,19.64,33,168,-0.24
145,0,20160,Charlie Wi,19.28,32,166,-0.34
146,0,25572,Graeme McDowell,19.23,15,78,-0.27
147,0,21731,Freddie Jacobson,19.08,29,152,-0.38
148,0,22961,David Mathis,18.83,29,154,-0.24
148,0,26951,Johnson Wagner,18.83,29,154,-0.10
150,0,23541,Ben Crane,18.66,25,134,-0.12
151,0,21753,Brian Davis,18.45,38,206,-0.42
152,0,23673,Michael Connell,18.42,28,152,-0.18
153,0,10860,Justin Leonard,18.13,29,160,-0.14
153,0,23800,Bryce Molder,18.13,29,160,-0.24
155,0,23325,Vaughn Taylor,17.98,32,178,-0.16
156,0,08375,Paul Stankowski,17.36,25,144,-0.08
157,0,01766,Billy Mayfair,17.22,31,180,-0.10
158,0,22293,Heath Slocum,17.07,28,164,-0.11
159,0,12602,Dean Wilson,16.94,21,124,-0.48
160,0,20127,Chris Riley,16.67,24,144,-0.33
160,0,33911,Nate Smith,16.67,20,120,-0.10
162,0,21878,Mark Wilson,16.46,26,158,-0.19
163,0,06004,Stephen Ames,16.15,21,130,-0.38
163,0,24357,K.J. Choi,16.15,21,130,-0.48
165,0,10809,Jim Furyk,15.79,24,152,-0.04
166,0,21350,Ryuji Imada,15.66,26,166,-0.23
167,0,06621,Joe Durant,15.22,21,138,-0.05
168,0,24138,Ian Poulter,15.12,13,86,E
169,0,26668,Marc Turnesa,15.00,15,100,E
170,0,23983,Luke Donald,14.91,17,114,-0.18
171,0,30711,Colt Knost,14.86,22,148,-0.14
172,0,06251,Chris DiMarco,14.61,26,178,-0.31
173,0,20436,Garrett Willis,14.49,20,138,-0.40
174,0,10505,Shane Bertsch,14.29,16,112,-0.19
175,0,01797,Rocco Mediate,14.15,15,106,-0.13
176,0,20472,Alex Cejka,13.21,14,106,-0.64
177,0,20593,Greg Chalmers,13.10,22,168,-0.18
178,0,01948,Tim Petrovic,12.65,21,166,-0.19
179,0,02206,David Toms,12.50,17,136,-0.24
180,0,26420,Richard Johnson,10.34,12,116,E
181,0,22348,Nick O'Hern,9.64,16,166,-0.44
182,0,24024,Zach Johnson,9.56,13,136,-0.54
183,0,06643,Paul Goydos,8.02,13,162,E
184,0,08075,Jerry Kelly,7.24,11,152,-0.09
185,0,22621,Ben Curtis,7.03,9,128,-0.44
186,0,19846,Brian Gay,6.10,10,164,E
