RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,06621,Joe Durant,8,7,1
2,0,02002,John Riegger,13,5,8
3,0,20645,John Senden,19,9,10
4,0,10885,Robert Allenby,21,19,2
4,0,01553,John Huston,21,17,4
6,0,23353,J.J. Henry,29,20,9
6,0,27933,John Merrick,29,4,25
8,0,20105,Jeff Gove,30,8,22
8,0,24781,Hunter Mahan,30,23,7
10,0,27095,Nick Watney,37,21,16
11,0,20574,Mathew Goggin,39,10,29
11,0,28158,Steve Marino,39,24,15
13,0,22892,Jason Gore,40,1,39
14,0,12510,Chad Campbell,43,30,13
14,0,21805,Harrison Frazar,43,40,3
16,0,23349,Charles Warren,46,2,44
17,0,01766,Billy Mayfair,47,28,19
18,0,10733,Kent Jones,48,42,6
19,0,26289,Boo Weekley,56,34,22
20,0,27963,Chris Stroud,64,38,26
21,0,06197,Michael Allen,66,13,53
22,0,01945,Kenny Perry,68,38,30
23,0,12716,Charley Hoffman,69,6,63
24,0,24361,Pat Perez,70,27,43
24,0,21878,Mark Wilson,70,28,42
26,0,27936,Martin Laird,71,33,38
27,0,20498,Briny Baird,75,70,5
28,0,23614,Rich Beem,79,22,57
28,0,06567,Vijay Singh,79,67,12
30,0,24924,Bill Haas,80,60,20
31,0,27120,Troy Matteson,81,49,32
32,0,07867,Woody Austin,82,64,18
32,0,23320,Ryan Palmer,82,31,51
34,0,20160,Charlie Wi,83,24,59
35,0,27214,Kevin Streelman,85,54,31
36,0,10425,Jay Williamson,87,35,52
37,0,25364,Paul Casey,89,15,74
37,0,23541,Ben Crane,89,16,73
39,0,19803,Ryan Armour,91,13,78
40,0,24358,Robert Garrigus,93,72,21
40,0,23788,D.J. Trahan,93,31,62
42,0,01313,Steve Elkington,97,57,40
43,0,30750,Tommy Gainey,98,62,36
43,0,23623,Bo Van Pelt,98,64,34
45,0,26476,Chez Reavie,101,47,54
46,0,22293,Heath Slocum,102,52,50
47,0,10875,Todd Demsey,104,17,87
47,0,24490,George McNeill,104,91,13
49,0,01724,Jeff Maggert,105,44,61
50,0,25804,Bubba Watson,106,79,27
51,0,08845,Scott Sterling,108,86,22
51,0,06595,Kevin Sutherland,108,91,17
53,0,21633,Steve Allan,109,50,59
54,0,01388,Robert Gamez,110,44,66
55,0,24024,Zach Johnson,112,84,28
56,0,01320,Bob Estes,119,108,11
57,0,25900,Lucas Glover,122,36,86
58,0,21959,Ted Purdy,125,79,46
59,0,29718,Anthony Kim,128,57,71
60,0,28089,Jason Day,130,50,80
61,0,01035,Tommy Armour III,131,75,56
62,0,24227,Justin Bolli,133,89,44
62,0,23621,Rory Sabbatini,133,68,65
64,0,10809,Jim Furyk,135,87,48
65,0,21209,Sergio Garcia,139,102,37
66,0,21461,Kenneth Ferrie,143,41,102
67,0,10649,Tom Scherrer,145,74,71
68,0,22913,John Rollins,146,10,136
69,0,28780,Nicholas Thompson,148,3,145
70,0,02223,Bob Tway,154,121,33
71,0,20623,Gavin Coles,155,120,35
72,0,10860,Justin Leonard,156,102,54
73,0,20229,Stewart Cink,157,116,41
73,0,10585,Scott McCarron,157,54,103
75,0,01142,Bart Bryant,158,57,101
76,0,12652,Cameron Beckman,160,91,69
77,0,02239,Scott Verplank,162,68,94
77,0,24663,Y.E. Yang,162,95,67
79,0,06573,Brandt Jobe,163,105,58
80,0,01226,Fred Couples,164,81,83
80,0,21753,Brian Davis,164,75,89
82,0,01706,Davis Love III,166,60,106
83,0,20572,Rod Pampling,168,37,131
83,0,19913,Ron Whittaker,168,89,79
85,0,27561,Nick Flanagan,171,48,123
86,0,23325,Vaughn Taylor,172,91,81
86,0,08385,Omar Uresti,172,81,91
88,0,01139,Olin Browne,173,97,76
88,0,21949,Joe Ogilvie,173,54,119
90,0,26679,Kevin Stadler,174,81,93
91,0,22548,Patrick Sheehan,176,72,104
92,0,20378,Mathias Grönberg,178,24,154
93,0,26695,Michael Letzig,185,42,143
93,0,26596,Ryan Moore,185,12,173
95,0,23497,Tag Ridings,189,64,125
96,0,22621,Ben Curtis,190,53,137
96,0,25842,Jon Mills,190,116,74
98,0,21961,Charles Howell III,192,144,48
99,0,24925,Jonathan Byrd,193,44,149
100,0,22806,Doug LaBelle II,195,87,108
101,0,01810,Phil Mickelson,199,129,70
102,0,12826,Paul Claxton,202,105,97
103,0,23125,Brad Elder,208,109,99
104,0,20663,Brenden Pappas,209,121,88
105,0,22378,Trevor Immelman,211,63,148
106,0,22348,Nick O'Hern,213,97,116
107,0,01948,Tim Petrovic,219,75,144
108,0,25349,Tim Wilkinson,220,135,85
109,0,01473,Todd Hamilton,221,71,150
110,0,24502,Adam Scott,223,95,128
111,0,24140,Sean O'Hair,225,112,113
111,0,02206,David Toms,225,135,90
113,0,30925,Dustin Johnson,226,97,129
114,0,12823,Carlos Franco,229,182,47
115,0,24912,Will MacKenzie,231,124,107
116,0,20634,Peter Lonard,233,133,100
117,0,26668,Marc Turnesa,234,97,137
118,0,23778,Brad Adamonis,235,167,68
118,0,24357,K.J. Choi,235,154,81
120,0,10505,Shane Bertsch,236,114,122
120,0,11032,Frank Lickliter II,236,112,124
122,0,25396,Kevin Na,237,104,133
123,0,01161,Mark Calcavecchia,238,124,114
123,0,12782,Tim Herron,238,75,163
125,0,27770,Camilo Villegas,240,129,111
126,0,07749,Brett Quigley,241,129,112
127,0,28475,Jeff Overton,242,124,118
128,0,08931,Glen Day,245,128,117
128,0,23409,James Driscoll,245,150,95
130,0,26420,Richard Johnson,249,157,92
131,0,19846,Brian Gay,253,124,129
132,0,06575,Dudley Hart,254,190,64
133,0,06090,Jim McGovern,255,172,83
134,0,06004,Stephen Ames,256,160,96
135,0,20104,Ken Duke,257,153,104
135,0,27141,J.B. Holmes,257,105,152
135,0,10423,Mike Weir,257,148,109
138,0,23540,Jason Allred,265,110,155
139,0,12602,Dean Wilson,266,189,77
140,0,06643,Paul Goydos,267,116,151
141,0,01577,Lee Janzen,269,155,114
142,0,20766,Padraig Harrington,270,84,186
143,0,20848,Ángel Cabrera,272,116,156
144,0,26500,Alejandro Cañizares,275,114,161
145,0,12705,Cliff Kresge,276,178,98
146,0,12309,Bob Sowards,277,138,139
147,0,20472,Alex Cejka,281,135,146
148,0,27060,John Mallinger,282,97,185
149,0,20433,Mark Hensby,285,164,121
150,0,25594,Travis Perkins,287,110,177
151,0,27613,David Lutterus,290,129,161
151,0,01941,Tom Pernice Jr.,290,170,120
153,0,20443,Jin Park,291,138,153
154,0,07457,Steve Flesch,294,185,109
155,0,23135,Tim Clark,296,165,131
155,0,07547,Craig Kanada,296,138,158
157,0,08075,Jerry Kelly,297,157,140
