RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
69,0,27141,J.B. Holmes,70.67,424,6
69,0,25349,Tim Wilkinson,70.67,1272,18
71,0,29720,Andres Gonzales,70.69,1131,16
72,0,29974,Branden Grace,70.71,495,7
73,0,31416,Derek Fathauer,70.72,2051,29
74,0,35732,Wes Roach,70.73,1061,15
75,0,34262,Jon Curran,70.75,849,12
75,0,34046,Jordan Spieth,70.75,283,4
75,0,25804,Bubba Watson,70.75,283,4
78,0,23800,Bryce Molder,70.78,1274,18
79,0,24912,Will MacKenzie,70.79,991,14
80,0,35545,Blayne Barber,70.80,1416,20
81,0,12510,Chad Campbell,70.82,1204,17
82,0,35539,Luke Guthrie,70.83,850,12
82,0,29420,Billy Horschel,70.83,425,6
82,0,26331,Charl Schwartzel,70.83,425,6
85,0,33413,Ben Martin,70.84,1346,19
86,0,25240,D.A. Points,70.86,992,14
87,0,30692,Scott Stallings,70.87,1630,23
88,0,26758,David Hearn,70.88,1134,16
89,0,30711,Colt Knost,70.89,1347,19
89,0,27129,Luke List,70.89,638,9
91,0,31646,Emiliano Grillo,70.90,709,10
92,0,34099,Harris English,70.92,851,12
92,0,27942,Rob Oppenheim,70.92,851,12
92,0,20691,Greg Owen,70.92,1773,25
92,0,29518,Brendan Steele,70.92,851,12
92,0,27064,Jhonattan Vegas,70.92,851,12
97,0,37273,Derek Ernst,70.94,1206,17
98,0,30110,Kyle Stanley,70.95,1348,19
99,0,46440,Smylie Kaufman,71.00,710,10
99,0,01810,Phil Mickelson,71.00,213,3
99,0,32876,Martin Piller,71.00,497,7
102,0,25720,Chad Collins,71.07,995,14
103,0,28475,Jeff Overton,71.08,924,13
104,0,29222,Billy Hurley III,71.11,640,9
104,0,39975,Michael Kim,71.11,1280,18
106,0,33461,Morgan Hoffmann,71.13,569,8
106,0,35879,Kelly Kraft,71.13,1138,16
106,0,26476,Chez Reavie,71.13,1067,15
109,0,33141,Keegan Bradley,71.17,854,12
109,0,28132,Tyrone Van Aswegen,71.17,1637,23
109,0,25892,Steve Wheatcroft,71.17,854,12
109,0,34265,Will Wilcox,71.17,1281,18
113,0,31560,Brian Stuard,71.21,997,14
113,0,26951,Johnson Wagner,71.21,1353,19
115,0,34261,Scott Langley,71.22,641,9
116,0,29926,Danny Lee,71.24,1211,17
117,0,24846,Ricky Barnes,71.25,855,12
118,0,27974,Sung Kang,71.26,1354,19
119,0,21961,Charles Howell III,71.29,998,14
120,0,27644,Brian Harman,71.30,1925,27
120,0,36801,Mark Hubbard,71.30,1640,23
122,0,32839,Hideki Matsuyama,71.33,214,3
122,0,10213,Dicky Pride,71.33,1070,15
124,0,35451,Scott Pinckney,71.35,1641,23
125,0,26596,Ryan Moore,71.38,928,13
126,0,33419,Cameron Tringale,71.39,1642,23
127,0,34174,John Huh,71.40,1428,20
128,0,35532,Tom Hoge,71.42,1357,19
129,0,34431,Robert Streb,71.43,1000,14
130,0,27963,Chris Stroud,71.44,1143,16
131,0,02206,David Toms,71.45,786,11
132,0,21878,Mark Wilson,71.46,929,13
133,0,20098,Stuart Appleby,71.47,1358,19
133,0,27770,Camilo Villegas,71.47,1358,19
135,0,20645,John Senden,71.48,1644,23
136,0,23983,Luke Donald,71.50,1144,16
136,0,10809,Jim Furyk,71.50,286,4
136,0,20157,Retief Goosen,71.50,715,10
136,0,20766,Padraig Harrington,71.50,572,8
136,0,08075,Jerry Kelly,71.50,1287,18
136,0,33204,Shane Lowry,71.50,572,8
136,0,06527,Steve Stricker,71.50,143,2
136,0,23325,Vaughn Taylor,71.50,1001,14
144,0,25818,Scott Piercy,71.53,1359,19
145,0,33418,Shawn Stefani,71.56,1145,16
146,0,27436,Graham DeLaet,71.60,716,10
147,0,22046,Geoff Ogilvy,71.62,931,13
148,0,29268,Bronson Burgoon,71.63,1361,19
148,0,23353,J.J. Henry,71.63,1361,19
148,0,35891,Cameron Smith,71.63,1146,16
151,0,25493,Nick Taylor,71.64,1576,22
152,0,34563,Chesson Hadley,71.65,1863,26
153,0,37454,Whee Kim,71.69,932,13
154,0,31557,Jim Herman,71.71,1219,17
155,0,27747,Hiroshi Iwata,71.74,1363,19
156,0,27649,Brandt Snedeker,71.80,359,5
157,0,35300,Andrew Loupe,71.88,1150,16
157,0,36699,Patrick Rodgers,71.88,1150,16
159,0,23638,Brendon de Jonge,71.89,1294,18
160,0,06522,Ernie Els,72.00,576,8
160,0,33410,Andrew Landry,72.00,576,8
160,0,24781,Hunter Mahan,72.00,576,8
160,0,23621,Rory Sabbatini,72.00,1296,18
160,0,25834,Daniel Summerhays,72.00,1368,19
165,0,33667,Carlos Ortiz,72.07,1081,15
166,0,28679,Fabián Gómez,72.08,937,13
167,0,30926,Chris Kirk,72.14,1010,14
168,0,32640,Troy Merritt,72.17,1299,18
169,0,25572,Graeme McDowell,72.20,361,5
170,0,34466,Peter Malnati,72.25,1445,20
170,0,32150,Michael Thompson,72.25,867,12
172,0,20848,Ángel Cabrera,72.44,1159,16
172,0,32618,Rhein Gibson,72.44,1159,16
174,0,31420,Anirban Lahiri,72.50,580,8
175,0,26300,Matt Jones,72.52,1523,21
176,0,28158,Steve Marino,72.53,1088,15
177,0,20104,Ken Duke,72.54,943,13
177,0,30927,Brendon Todd,72.54,1741,24
179,0,24494,Erik Compton,72.64,799,11
180,0,45526,Abraham Ancer,72.88,583,8
181,0,24490,George McNeill,73.00,730,10
181,0,29223,Sam Saunders,73.00,803,11
183,0,28092,D.H. Lee,73.21,1025,14
184,0,10885,Robert Allenby,73.67,884,12
185,0,25274,Steven Bowditch,74.53,1267,17
