RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,26596,Ryan Moore,6' 6",717.000,110,115
1,0,24138,Ian Poulter,6' 6",556.667,86,94
3,0,34098,Russell Henley,6' 9",748.167,111,35
3,0,40115,Adam Svensson,6' 9",810.417,120,75
5,0,24361,Pat Perez,6' 10",545.500,80,53
6,0,30191,Julián Etulain,6' 11",797.583,116,57
6,0,12716,Charley Hoffman,6' 11",646.500,93,179
8,0,25686,Jason Dufner,7' 0",742.417,106,173
8,0,40098,Matt Fitzpatrick,7' 0",532.583,76,152
10,0,06522,Ernie Els,7' 1",580.083,82,8
10,0,32839,Hideki Matsuyama,7' 1",1036.417,147,12
12,0,19803,Ryan Armour,7' 2",1087.167,151,19
12,0,35376,Roberto Díaz,7' 2",776.667,108,69
12,0,10809,Jim Furyk,7' 2",878.917,122,13
12,0,39975,Michael Kim,7' 2",677.750,95,188
12,0,48081,Xander Schauffele,7' 2",956.667,133,43
12,0,27095,Nick Watney,7' 2",1070.917,149,107
18,0,33122,Russell Knox,7' 3",725.750,100,46
18,0,28237,Rory McIlroy,7' 3",1069.417,147,25
20,0,21961,Charles Howell III,7' 4",1220.083,166,30
20,0,30925,Dustin Johnson,7' 4",1164.750,159,138
20,0,21528,Henrik Stenson,7' 4",673.667,92,41
20,0,27963,Chris Stroud,7' 4",867.833,119,96
24,0,24925,Jonathan Byrd,7' 5",627.333,85,11
24,0,49298,Kramer Hickok,7' 5",794.250,107,84
24,0,37455,Si Woo Kim,7' 5",981.000,132,22
24,0,30692,Scott Stallings,7' 5",1083.917,146,132
28,0,34021,Bud Cauley,7' 6",1179.583,157,14
28,0,30110,Kyle Stanley,7' 6",805.917,108,129
28,0,33448,Justin Thomas,7' 6",907.000,121,60
31,0,40026,Daniel Berger,7' 7",979.667,129,52
31,0,36689,Brooks Koepka,7' 7",920.333,122,42
31,0,33667,Carlos Ortiz,7' 7",1182.917,156,119
31,0,31560,Brian Stuard,7' 7",1217.750,161,9
35,0,33948,Byeong Hun An,7' 8",1190.250,155,110
35,0,25364,Paul Casey,7' 8",850.583,111,128
35,0,28679,Fabián Gómez,7' 8",939.833,123,76
35,0,27644,Brian Harman,7' 8",1092.583,142,90
35,0,34466,Peter Malnati,7' 8",1464.250,190,36
35,0,25572,Graeme McDowell,7' 8",787.583,103,44
35,0,20572,Rod Pampling,7' 8",735.417,96,165
42,0,27895,Jonas Blixt,7' 9",1172.833,152,97
42,0,29420,Billy Horschel,7' 9",1150.333,148,59
42,0,33410,Andrew Landry,7' 9",894.833,115,87
42,0,34261,Scott Langley,7' 9",1192.583,154,92
42,0,35891,Cameron Smith,7' 9",1025.583,133,72
42,0,34046,Jordan Spieth,7' 9",1251.167,161,49
42,0,49960,Sepp Straka,7' 9",991.250,128,174
42,0,23325,Vaughn Taylor,7' 9",1242.750,160,21
42,0,33419,Cameron Tringale,7' 9",861.833,111,63
51,0,22371,Aaron Baddeley,7' 10",882.333,113,4
51,0,47504,Sam Burns,7' 10",1053.167,134,102
51,0,45609,Tyler Duncan,7' 10",1109.667,141,145
51,0,29974,Branden Grace,7' 10",781.167,100,169
51,0,31420,Anirban Lahiri,7' 10",1077.083,137,104
51,0,25818,Scott Piercy,7' 10",1041.583,133,17
51,0,26476,Chez Reavie,7' 10",1328.333,169,98
51,0,29221,Webb Simpson,7' 10",1380.333,176,2
51,0,32139,Danny Willett,7' 10",1045.000,134,125
60,0,35450,Patrick Cantlay,7' 11",1157.750,147,3
60,0,34563,Chesson Hadley,7' 11",1098.833,139,100
60,0,31557,Jim Herman,7' 11",514.833,65,166
60,0,35506,Mackenzie Hughes,7' 11",1073.917,136,66
60,0,32640,Troy Merritt,7' 11",908.167,115,124
60,0,27649,Brandt Snedeker,7' 11",1299.667,164,26
66,0,29725,Tony Finau,8' 0",1203.333,150,45
66,0,30911,Tommy Fleetwood,8' 0",806.667,101,1
66,0,19846,Brian Gay,8' 0",1228.333,153,56
66,0,34363,Tyrrell Hatton,8' 0",720.500,90,177
66,0,26758,David Hearn,8' 0",614.500,77,131
66,0,21731,Freddie Jacobson,8' 0",729.167,91,160
66,0,36852,Jim Knous,8' 0",709.750,89,141
66,0,35879,Kelly Kraft,8' 0",1233.667,155,158
66,0,47993,Denny McCarthy,8' 0",1322.667,165,9
66,0,34256,Andrew Putnam,8' 0",1125.333,140,113
66,0,46501,Ollie Schniederjans,8' 0",1009.500,126,155
66,0,24502,Adam Scott,8' 0",827.083,103,95
66,0,47128,Richy Werenski,8' 0",1277.833,159,84
