RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,28237,Rory McIlroy,6' 8",1814.833,272
2,0,34021,Bud Cauley,6' 9",2643.917,391
2,0,30911,Tommy Fleetwood,6' 9",1814.250,269
4,0,33948,Byeong Hun An,7' 2",2293.917,319
4,0,33122,Russell Knox,7' 2",2004.167,279
4,0,29221,Webb Simpson,7' 2",2716.917,378
4,0,27214,Kevin Streelman,7' 2",2369.167,331
8,0,25900,Lucas Glover,7' 3",3064.083,422
9,0,21961,Charles Howell III,7' 4",2703.583,370
9,0,39971,Sungjae Im,7' 4",3764.667,514
11,0,19803,Ryan Armour,7' 5",3079.417,414
11,0,06522,Ernie Els,7' 5",1534.250,206
13,0,24925,Jonathan Byrd,7' 6",1551.500,208
13,0,29974,Branden Grace,7' 6",2007.333,268
13,0,30925,Dustin Johnson,7' 6",2143.083,285
13,0,25198,Francesco Molinari,7' 6",1723.250,230
13,0,40115,Adam Svensson,7' 6",2092.417,280
13,0,32150,Michael Thompson,7' 6",2736.667,364
19,0,22371,Aaron Baddeley,7' 7",1886.417,248
19,0,35450,Patrick Cantlay,7' 7",2247.583,295
19,0,32200,Roberto Castro,7' 7",2374.167,313
19,0,24024,Zach Johnson,7' 7",2469.333,324
19,0,26300,Matt Jones,7' 7",2770.000,367
19,0,33418,Shawn Stefani,7' 7",2155.917,284
19,0,21528,Henrik Stenson,7' 7",1705.083,225
26,0,36799,Stephan Jaeger,7' 8",2347.167,307
26,0,37455,Si Woo Kim,7' 8",2522.667,330
26,0,32839,Hideki Matsuyama,7' 8",2718.333,356
26,0,26596,Ryan Moore,7' 8",2566.250,336
26,0,45486,Joaquin Niemann,7' 8",3101.917,405
26,0,23621,Rory Sabbatini,7' 8",3308.083,430
26,0,27649,Brandt Snedeker,7' 8",3478.667,456
26,0,27963,Chris Stroud,7' 8",2412.917,314
34,0,01810,Phil Mickelson,7' 9",2090.583,269
34,0,34360,Patrick Reed,7' 9",3051.833,395
