RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
86,28,01941,Tom Pernice Jr.,+.32,71.00,71.32
88,28,01766,Billy Mayfair,+.30,71.51,71.81
89,28,01443,Hubert Green,+.29,71.64,71.93
89,28,01507,Webb Heintzelman,+.29,71.16,71.45
91,28,02007,Larry Rinker,+.27,71.61,71.88
92,28,02087,Don Shirey Jr.,+.26,71.18,71.44
93,28,01457,Jay Haas,+.25,71.70,71.95
93,28,02023,Clarence Rose,+.25,71.65,71.90
95,28,01522,Lon Hinkle,+.24,71.23,71.47
95,28,02190,Doug Tewell,+.24,71.88,72.12
95,28,02225,Howard Twitty,+.24,71.47,71.71
98,28,01093,Ronnie Black,+.22,71.55,71.77
98,28,02241,Bobby Wadkins,+.22,71.59,71.81
100,29,01006,John Adams,+.21,71.38,71.59
101,30,01414,Bob Gilder,+.18,71.90,72.08
101,30,02185,Lance Ten Broeck,+.18,71.42,71.60
103,30,01154,Bill Buttner,+.17,71.41,71.58
103,30,01846,Jodie Mudd,+.17,71.63,71.80
105,31,01469,Dan Halldorson,+.14,71.51,71.65
106,33,01106,Jim Booros,+.10,71.48,71.58
106,33,01790,Pat McGowan,+.10,71.07,71.17
106,33,02041,Bill Sander,+.10,71.64,71.74
106,33,02195,Leonard Thompson,+.10,71.71,71.81
110,33,01030,Isao Aoki,+.09,72.28,72.37
111,33,01355,Raymond Floyd,+.08,72.24,72.32
112,36,01203,Russ Cochran,+.05,71.60,71.65
113,36,06284,Jim Hallet,+.04,71.76,71.80
113,36,01723,Andrew Magee,+.04,71.82,71.86
115,42,01033,George Archer,-.03,72.02,71.99
115,42,01168,David Canipe,-.03,71.62,71.59
117,45,01024,Billy Andrade,-.05,71.77,71.72
117,45,01200,Keith Clearwater,-.05,71.78,71.73
119,47,01151,Clark Burroughs,-.06,71.50,71.44
120,47,01303,Bob Eastwood,-.07,71.85,71.78
120,47,01510,Nolan Henke,-.07,71.41,71.34
120,47,01641,Gary Koch,-.07,72.15,72.08
123,48,01777,John McComish,-.11,71.60,71.49
124,49,01096,Phil Blackmar,-.12,72.20,72.08
124,49,01938,David Peoples,-.12,71.30,71.18
126,49,01157,Tom Byrum,-.13,72.07,71.94
126,49,01499,Mark Hayes,-.13,71.83,71.70
128,49,01201,Lennie Clements,-.15,71.73,71.58
128,49,01553,John Huston,-.15,72.17,72.02
128,49,01701,Bob Lohr,-.15,72.01,71.86
131,49,01755,Dick Mast,-.16,71.78,71.62
132,50,01877,Tim Norris,-.17,71.81,71.64
133,50,01197,Bobby Clampett,-.18,71.85,71.67
133,50,02095,Larry Silveira,-.18,71.61,71.43
135,54,01068,Andy Bean,-.23,72.45,72.22
135,54,01931,Rick Pearson,-.23,71.71,71.48
137,56,01132,Mark Brooks,-.27,72.00,71.73
137,56,01282,Trevor Dodds,-.27,71.43,71.16
139,56,01323,Brad Fabel,-.30,71.97,71.67
139,56,01773,Ronnie McCann,-.30,71.47,71.17
141,57,01361,Dan Forsman,-.32,72.17,71.85
141,57,02090,Tom Sieckmann,-.32,72.36,72.04
141,57,02239,Scott Verplank,-.32,72.34,72.02
144,57,01156,Curt Byrum,-.33,72.03,71.70
145,61,01662,Greg Ladehoff,-.36,71.61,71.25
146,62,01571,Barry Jaeckel,-.39,71.81,71.42
146,62,02148,Ray Stewart,-.39,72.17,71.78
148,67,01487,Jeff Hart,-.43,71.59,71.16
149,67,01310,Dave Eichelberger,-.46,72.20,71.74
149,67,01381,Fred Funk,-.46,71.86,71.40
151,67,02322,Richard Zokol,-.47,72.31,71.84
152,67,01935,Calvin Peete,-.48,72.45,71.97
153,68,01320,Bob Estes,-.49,71.91,71.42
153,68,02201,Jim Thorpe,-.49,71.95,71.46
155,69,02196,Robert Thompson,-.54,72.13,71.59
156,73,01307,Joel Edwards,-.55,71.98,71.43
157,76,01550,Ed Humenik,-.57,72.03,71.46
158,77,01261,Jay Delsing,-.59,71.75,71.16
158,77,02094,Tony Sills,-.59,72.14,71.55
160,82,01614,Jack Kay Jr.,-.66,72.35,71.69
161,83,01533,P.H. Horgan III,-.68,72.19,71.51
162,87,01489,Steve Hart,-.74,72.22,71.48
162,87,01952,Billy Pierot,-.74,72.27,71.53
164,87,01374,Robin Freeman,-.75,72.05,71.30
164,87,01495,Morris Hatalsky,-.75,73.13,72.38
164,87,02292,Bob Wolcott,-.75,72.17,71.42
167,89,01162,Rex Caldwell,-.76,72.30,71.54
167,89,02222,Billy Tuten,-.76,72.25,71.49
169,89,01813,Mike Miles,-.82,72.10,71.28
170,93,01086,Roy Biancalana,-.87,72.40,71.53
171,98,01248,Rick Dalpos,-.92,72.19,71.27
172,102,01061,Ray Barr Jr.,-.93,72.25,71.32
173,102,01884,Mac O'Grady,-.94,72.43,71.49
174,102,01448,Tony Grimes,-.95,72.57,71.62
175,103,01992,Don Reese,-1.00,72.64,71.64
176,117,01984,Sam Randolph,-1.10,72.66,71.56
177,121,02224,Greg Twiggs,-1.14,73.42,72.28
178,126,01078,Jim Benepe,-1.20,73.26,72.06
178,126,01925,Jerry Pate,-1.20,73.48,72.28
180,130,02261,Doug Weaver,-1.27,72.77,71.50
181,139,01626,Karl Kimball,-1.46,72.85,71.39
182,139,02294,Willie Wood,-1.47,73.41,71.94
183,139,01150,George Burns,-1.48,73.43,71.95
184,159,01564,David Jackson,-1.65,72.78,71.13
185,166,01685,J.L. Lewis,-1.72,72.85,71.13
186,169,01112,Charlie Bowles,-1.80,73.35,71.55
