RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,2,02146,Payne Stewart,69.485,5974,- 67.759,85
2,2,01876,Greg Norman,69.489,4376,- 67.658,62
3,2,01633,Tom Kite,69.569,6267,- 75.318,89
4,2,01042,Paul Azinger,69.687,6541,- 60.074,93
5,2,02159,Curtis Strange,69.691,5649,- 73.692,80
6,2,01226,Fred Couples,69.713,6267,- 62.514,89
7,2,01072,Chip Beck,69.774,5507,- 64.646,78
8,2,02100,Tim Simpson,69.837,7674,- 61.753,109
9,2,01161,Mark Calcavecchia,69.965,6131,- 44.027,87
10,2,01783,Mark McCumber,70.099,4835,- 68.250,68
11,2,01527,Scott Hoch,70.153,6922,- 47.014,98
12,2,01378,David Frost,70.170,6458,- 72.543,91
13,2,02170,Hal Sutton,70.213,7066,- 44.731,100
14,2,01887,Mark O'Meara,70.214,6375,- 55.777,90
15,2,01326,Nick Faldo,70.223,4351,- 67.426,61
16,2,01968,Nick Price,70.224,6644,- 42.972,94
17,2,01599,Steve Jones,70.232,6589,- 57.462,93
18,3,01823,Larry Mize,70.236,6755,- 82.562,95
19,3,01996,Mike Reid,70.246,5349,- 80.515,75
20,3,02133,Craig Stadler,70.302,5648,- 23.839,80
21,3,01926,Steve Pate,70.339,7785,- 47.740,110
22,3,01475,Donnie Hammond,70.356,6365,- 32.999,90
23,3,01385,Jim Gallagher Jr.,70.365,8330,- 26.898,118
24,3,02033,Dave Rummells,70.393,6914,- 15.446,98
25,3,01235,Ben Crenshaw,70.415,5553,- 60.624,78
26,3,01960,Don Pooley,70.416,5417,- 65.417,76
27,3,02010,Loren Roberts,70.440,8003,- 43.322,113
28,3,01569,Peter Jacobsen,70.460,6102,- 42.464,86
29,3,02279,Mark Wiebe,70.465,6951,- 45.423,98
30,3,01715,Mark Lye,70.477,6391,- 48.084,90
31,3,01928,Corey Pavin,70.478,7033,- 55.690,99
32,3,01706,Davis Love III,70.481,5887,- 37.086,83
33,3,01771,Blaine McCallister,70.500,7308,- 46.466,103
34,3,01175,Jim Carter,70.541,7498,- 20.610,106
35,3,01837,Gil Morgan,70.577,6087,- 17.343,86
36,3,01418,Bill Glasson,70.585,5682,- 35.205,80
37,3,01682,Wayne Levi,70.592,6074,- 3.108,86
38,4,02242,Lanny Wadkins,70.597,5841,- 52.077,82
39,4,01725,John Mahaffey,70.600,7533,- 49.453,106
40,5,02256,Tom Watson,70.606,4224,- 58.253,59
41,5,01945,Kenny Perry,70.615,5908,- 46.964,83
41,5,02049,Gene Sauers,70.615,5820,- 29.593,82
43,5,01549,Mike Hulbert,70.618,8370,- 37.123,118
44,5,02067,Ted Schulz,70.637,8070,- 17.341,114
45,5,01690,Bruce Lietzke,70.640,5240,- 12.629,74
45,5,02321,Fuzzy Zoeller,70.640,4776,- 43.099,67
47,5,01666,Bernhard Langer,70.659,3945,- 58.766,55
48,5,01331,Rick Fehr,70.662,5216,12.966,74
49,5,01958,Dan Pohl,70.663,4935,- 59.255,69
50,5,01129,Bill Britton,70.668,7573,- 11.553,107
51,5,01891,David Ogrin,70.669,6839,- 54.797,96
52,5,01313,Steve Elkington,70.672,7023,- 26.518,99
53,5,01284,Mike Donald,70.690,8391,- 49.522,118
54,6,01098,Jay Don Blake,70.695,6176,- 25.492,87
55,6,02223,Bob Tway,70.720,6708,- 60.348,94
56,6,01060,Dave Barr,70.734,6612,- 33.744,93
57,6,01639,Kenny Knox,70.752,7745,- 33.002,109
58,6,01435,Wayne Grady,70.776,5854,- 50.330,82
59,6,01943,Chris Perry,70.782,7611,- 37.347,107
60,6,01864,Larry Nelson,70.789,4162,- 56.213,58
61,6,01736,Roger Maltbie,70.793,5481,- 29.952,77
62,7,02099,Scott Simpson,70.823,5162,- 62.719,72
63,7,01329,Brad Faxon,70.825,6649,- 62.316,93
64,8,01306,David Edwards,70.831,6398,- 23.202,90
65,8,01143,Brad Bryant,70.838,7387,- 19.898,104
66,8,01941,Tom Pernice Jr.,70.841,4619,- 14.305,65
67,8,01390,Buddy Gardner,70.845,7894,- 30.197,111
68,9,02303,Robert Wrenn,70.856,6192,- 27.545,87
69,9,01133,Billy Ray Brown,70.867,6526,- 6.271,92
70,9,01717,Sandy Lyle,70.872,3810,- 53.760,53
71,9,01797,Rocco Mediate,70.876,7395,- 23.920,104
72,9,01106,Jim Booros,70.898,6116,- 18.779,86
