RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,08793,Tiger Woods,68.81,2959,43
2,0,08075,Jerry Kelly,69.64,3134,45
3,0,20127,Chris Riley,69.69,2509,36
4,0,02206,David Toms,69.71,3625,52
5,0,24024,Zach Johnson,69.79,3629,52
6,0,06527,Steve Stricker,69.81,3351,48
7,0,28089,Jason Day,69.84,2235,32
8,0,26596,Ryan Moore,69.86,3493,50
9,0,01810,Phil Mickelson,69.87,2166,31
10,0,10860,Justin Leonard,69.92,3496,50
11,0,25686,Jason Dufner,69.93,3077,44
11,0,23497,Tag Ridings,69.93,1888,27
13,0,20593,Greg Chalmers,69.94,3427,49
14,0,28158,Steve Marino,69.95,3847,55
15,0,24781,Hunter Mahan,69.96,3288,47
16,0,19846,Brian Gay,69.98,3009,43
17,0,21731,Freddie Jacobson,70.00,2660,38
18,0,06004,Stephen Ames,70.07,3013,43
18,0,10809,Jim Furyk,70.07,3223,46
20,0,23623,Bo Van Pelt,70.12,3436,49
21,0,12510,Chad Campbell,70.13,2735,39
22,0,21805,Harrison Frazar,70.14,3086,44
23,0,20766,Padraig Harrington,70.15,2385,34
24,0,23983,Luke Donald,70.16,2666,38
25,0,23800,Bryce Molder,70.18,2737,39
26,0,12652,Cameron Beckman,70.20,2878,41
27,0,25396,Kevin Na,70.21,3370,48
27,0,20645,John Senden,70.21,3651,52
27,0,02239,Scott Verplank,70.21,3300,47
30,0,20498,Briny Baird,70.27,3654,52
31,0,24140,Sean O'Hair,70.28,3022,43
32,0,27060,John Mallinger,70.30,2601,37
33,0,22293,Heath Slocum,70.31,2953,42
34,0,10117,Bob Heintz,70.32,1969,28
35,0,21753,Brian Davis,70.33,3235,46
35,0,24503,Jeff Klauk,70.33,3376,48
35,0,10585,Scott McCarron,70.33,2743,39
35,0,01941,Tom Pernice Jr.,70.33,2813,40
35,0,01945,Kenny Perry,70.33,3657,52
35,0,10423,Mike Weir,70.33,2813,40
41,0,23135,Tim Clark,70.34,2884,41
42,0,24924,Bill Haas,70.35,3377,48
42,0,26695,Michael Letzig,70.35,3236,46
44,0,22548,Patrick Sheehan,70.36,1548,22
45,0,23108,Matt Kuchar,70.37,3448,49
46,0,21209,Sergio Garcia,70.39,2182,31
46,0,26498,Matt Weibring,70.39,2182,31
48,0,26300,Matt Jones,70.40,1760,25
48,0,20691,Greg Owen,70.40,3379,48
