RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
117,0,02033,Dave Rummells,67.09,742,1106
118,0,01648,Billy Kratzert,67.08,485,723
119,0,01218,Jeff Cook,67.01,770,1149
120,0,01408,Kelly Gibson,66.97,955,1426
121,0,02104,Jeff Sluman,66.94,907,1355
122,0,01098,Jay Don Blake,66.79,722,1081
123,0,01755,Dick Mast,66.75,811,1215
124,0,01549,Mike Hulbert,66.60,933,1401
125,0,01444,Ken Green,66.46,547,823
126,0,01550,Ed Humenik,66.41,860,1295
127,0,01975,Tom Purtzer,66.37,517,779
128,0,01607,Brian Kamm,66.36,795,1198
129,0,01707,Steve Lowery,66.34,1011,1524
130,0,01926,Steve Pate,66.13,824,1246
131,0,01035,Tommy Armour III,66.11,515,779
132,0,02246,Duffy Waldorf,66.10,741,1121
133,0,02067,Ted Schulz,65.96,876,1328
134,0,01761,Len Mattiace,65.69,714,1087
135,0,02206,David Toms,65.67,769,1171
136,0,02294,Willie Wood,65.66,715,1089
137,0,06575,Dudley Hart,65.45,828,1265
138,0,01846,Jodie Mudd,65.43,530,810
139,0,01810,Phil Mickelson,65.37,670,1025
140,0,02090,Tom Sieckmann,65.35,877,1342
141,0,02131,Mike Springer,65.29,745,1141
142,0,06197,Michael Allen,65.25,768,1177
143,0,06012,Greg Kraft,65.20,654,1003
144,0,01469,Dan Halldorson,65.19,719,1103
145,0,06284,Jim Hallet,65.13,818,1256
146,0,02224,Greg Twiggs,65.12,812,1247
147,0,02185,Lance Ten Broeck,65.04,880,1353
148,0,01143,Brad Bryant,65.00,908,1397
149,0,01329,Brad Faxon,64.93,772,1189
150,0,02170,Hal Sutton,64.85,773,1192
151,0,01323,Brad Fabel,64.74,740,1143
152,0,01093,Ronnie Black,64.66,794,1228
153,0,01849,Bill Murchison,64.58,485,751
154,0,01385,Jim Gallagher Jr.,64.53,804,1246
154,0,01930,Eddie Pearce,64.53,555,860
156,0,10795,Neale Smith,64.27,500,778
157,0,02135,Mike Standly,64.11,829,1293
158,0,06058,John Flannery,63.52,914,1439
159,0,01706,Davis Love III,63.17,885,1401
160,0,01374,Robin Freeman,63.16,756,1197
161,0,01890,Brett Ogle,63.12,493,781
162,0,01553,John Huston,63.06,990,1570
163,0,01235,Ben Crenshaw,63.03,629,998
164,0,01197,Bobby Clampett,62.98,473,751
165,0,01282,Trevor Dodds,62.97,721,1145
166,0,06006,JC Anderson,62.92,677,1076
167,0,06332,Neal Lancaster,62.74,874,1393
168,0,02298,Jim Woodward,62.68,440,702
169,0,01161,Mark Calcavecchia,62.43,831,1331
170,0,01715,Mark Lye,62.36,565,906
171,0,01468,Gary Hallberg,62.33,796,1277
172,0,06128,Steve Lamontagne,62.25,851,1367
173,0,01261,Jay Delsing,61.97,867,1399
174,0,01006,John Adams,61.91,798,1289
175,0,02255,Denis Watson,61.53,523,850
176,0,01191,Barry Cheesman,61.20,743,1214
177,0,01659,Massy Kuramoto,61.12,522,854
178,0,01096,Phil Blackmar,60.87,753,1237
179,0,01226,Fred Couples,60.44,602,996
180,0,06691,Greg Cesario,60.19,520,864
181,0,06034,Marco Dawson,59.63,873,1464
182,0,01249,John Daly,59.13,583,986
183,0,01564,David Jackson,58.86,714,1213
184,0,01068,Andy Bean,58.02,492,848
185,0,06599,John Elliott,57.13,613,1073
186,0,02223,Bob Tway,56.92,543,954
187,0,01248,Rick Dalpos,56.66,553,976
188,0,01116,Michael Bradley,55.20,610,1105
189,0,01390,Buddy Gardner,52.98,480,906
