RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,02190,Doug Tewell,82.48,725,879
2,0,01971,Dillard Pruitt,81.65,979,1199
3,0,01381,Fred Funk,80.58,1295,1607
4,0,01559,Hale Irwin,79.83,752,942
5,0,01306,David Edwards,78.28,854,1091
6,0,02267,D.A. Weibring,77.87,820,1053
7,0,01014,Fulton Allem,77.64,979,1261
8,0,01346,Ed Fiori,77.32,1023,1323
9,0,02010,Loren Roberts,77.18,1028,1332
10,0,01157,Tom Byrum,76.89,812,1056
11,0,01701,Bob Lohr,76.79,910,1185
12,0,01690,Bruce Lietzke,76.60,537,701
13,0,01928,Corey Pavin,76.59,975,1273
14,0,01724,Jeff Maggert,76.30,953,1249
15,0,01766,Billy Mayfair,76.22,1173,1539
16,0,01837,Gil Morgan,76.14,916,1203
17,0,01495,Morris Hatalsky,76.05,635,835
18,0,01353,Bruce Fleisher,75.78,945,1247
19,0,01771,Blaine McCallister,75.51,925,1225
20,0,02159,Curtis Strange,75.46,827,1096
21,0,06144,John Dowdall,75.17,566,753
22,0,01557,John Inman,75.09,1025,1365
23,0,01891,David Ogrin,75.04,962,1282
24,0,01934,Dave Peege,75.03,598,797
25,0,01475,Donnie Hammond,74.89,871,1163
26,0,01725,John Mahaffey,74.76,764,1022
27,0,01823,Larry Mize,74.74,793,1061
28,0,07569,Mark Carnevale,74.73,976,1306
29,0,01443,Hubert Green,74.70,567,759
30,0,06643,Paul Goydos,74.45,985,1323
31,0,02100,Tim Simpson,74.22,881,1187
32,0,01569,Peter Jacobsen,73.98,816,1103
33,0,01876,Greg Norman,73.95,562,760
34,0,01201,Lennie Clements,73.94,823,1113
35,0,01968,Nick Price,73.92,717,970
36,0,02180,Harry Taylor,73.80,904,1225
37,0,01797,Rocco Mediate,73.77,897,1216
38,0,01219,John Cook,73.75,868,1177
39,0,01418,Bill Glasson,73.69,790,1072
40,0,01196,Brian Claar,73.59,1109,1507
41,0,10195,Tim Conley,73.43,644,877
42,0,06090,Jim McGovern,73.21,1208,1650
43,0,06566,Jaime Gomez,73.12,865,1183
44,0,01682,Wayne Levi,73.11,775,1060
45,0,01049,Ian Baker-Finch,73.08,627,858
46,0,01132,Mark Brooks,73.03,972,1331
47,0,01946,Peter Persons,73.01,917,1256
48,0,01388,Robert Gamez,72.66,824,1134
49,0,01331,Rick Fehr,72.55,994,1370
49,0,02256,Tom Watson,72.55,571,787
51,0,06124,Patrick Burke,72.51,575,793
52,0,01619,Skip Kendall,72.44,970,1339
53,0,02242,Lanny Wadkins,72.40,711,982
54,0,01783,Mark McCumber,72.35,793,1096
55,0,02214,Kirk Triplett,72.32,930,1286
56,0,02321,Fuzzy Zoeller,72.16,718,995
57,0,06044,Scott Gump,72.12,926,1284
58,0,01527,Scott Hoch,72.09,940,1304
59,0,01633,Tom Kite,71.98,686,953
60,0,01320,Bob Estes,71.76,986,1374
61,0,01307,Joel Edwards,71.60,900,1257
62,0,02217,Dennis Trixler,71.13,813,1143
63,0,01577,Lee Janzen,71.03,927,1305
64,0,01414,Bob Gilder,71.01,774,1090
65,0,06401,Marty Schiene,70.92,612,863
66,0,01042,Paul Azinger,70.89,806,1137
67,0,01060,Dave Barr,70.87,932,1315
68,0,02099,Scott Simpson,70.85,768,1084
69,0,01129,Bill Britton,70.78,877,1239
70,0,01723,Andrew Magee,70.33,730,1038
71,0,02322,Richard Zokol,70.32,725,1031
72,0,08759,Tad Rhyan,70.30,774,1101
73,0,02111,Mike Smith,70.22,882,1256
74,0,01203,Russ Cochran,70.18,925,1318
75,0,01200,Keith Clearwater,70.15,1020,1454
76,0,01185,Brandel Chamblee,70.05,807,1152
77,0,02007,Larry Rinker,69.99,723,1033
78,0,01938,David Peoples,69.98,809,1156
79,0,01288,Ed Dougherty,69.88,1081,1547
80,0,01864,Larry Nelson,69.77,540,774
81,0,06136,Mike Schuchart,69.76,699,1002
82,0,01945,Kenny Perry,69.75,883,1266
83,0,02146,Payne Stewart,69.70,918,1317
84,0,05319,Gene Jones,69.57,551,792
85,0,02279,Mark Wiebe,69.52,878,1263
86,0,01361,Dan Forsman,69.45,848,1221
87,0,01920,Craig Parry,69.40,712,1026
88,0,01457,Jay Haas,69.22,1075,1553
89,0,01887,Mark O'Meara,68.91,829,1203
90,0,06617,Brian Henninger,68.90,864,1254
91,0,08553,Lee Porter,68.83,488,709
92,0,01313,Steve Elkington,68.61,846,1233
93,0,01736,Roger Maltbie,68.48,565,825
94,0,02133,Craig Stadler,68.39,766,1120
94,0,06589,Jeff Woodland,68.39,753,1101
96,0,01958,Dan Pohl,68.09,495,727
97,0,02245,Grant Waite,68.02,855,1257
98,0,02218,Ted Tryba,67.96,891,1311
99,0,01024,Billy Andrade,67.91,874,1287
100,0,01072,Chip Beck,67.88,837,1233
101,0,01435,Wayne Grady,67.81,495,730
102,0,02049,Gene Sauers,67.80,899,1326
103,0,01378,David Frost,67.74,693,1023
104,0,10207,Jimmy Johnston,67.64,650,961
105,0,06247,David Delong,67.50,486,720
106,0,02303,Robert Wrenn,67.49,762,1129
107,0,01510,Nolan Henke,67.44,876,1299
108,0,01284,Mike Donald,67.42,865,1283
109,0,02201,Jim Thorpe,67.39,525,779
109,0,02225,Howard Twitty,67.39,866,1285
111,0,01677,Tom Lehman,67.34,895,1329
112,0,06086,Russell Beiersdorf,67.29,940,1397
113,0,01533,P.H. Horgan III,67.22,814,1211
114,0,02101,Joey Sindelar,67.17,663,987
115,0,08045,Perry Moss,67.11,804,1198
115,0,02241,Bobby Wadkins,67.11,608,906
