RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
1,0,52372,Cameron Champ,127.00,25781.78,203
2,0,56762,Will Gordon,125.79,8050.66,64
3,0,46550,Brandon Hagy,125.31,15664.27,125
4,0,47959,Bryson DeChambeau,125.00,23500.62,188
5,0,28420,Ryan Brehm,124.31,13798.49,111
6,0,27129,Luke List,123.68,23746.55,192
7,0,29725,Tony Finau,122.05,26119.13,214
8,0,25804,Bubba Watson,121.88,17794.66,146
9,0,27064,Jhonattan Vegas,121.64,14231.48,117
10,0,31323,Gary Woodland,121.59,18116.81,149
11,0,34213,Grayson Murray,121.50,12635.97,104
12,0,56278,Matthew Wolff,121.32,26811.72,221
13,0,40042,Tyler McCumber,121.20,10786.77,89
13,0,32333,Kevin Tway,121.20,14059.03,116
15,0,27554,Scott Harrington,121.17,19992.27,165
16,0,29484,Peter Uihlein,121.07,10169.89,84
17,0,35658,Kris Ventura,120.89,10759.14,89
18,0,32662,Michael Gligic,120.16,15741.07,131
19,0,47347,Adam Schenk,120.09,22337.21,186
20,0,36689,Brooks Koepka,120.03,15243.19,127
21,0,51766,Wyndham Clark,119.93,18708.74,156
22,0,36699,Patrick Rodgers,119.75,31133.78,260
23,0,33419,Cameron Tringale,119.68,26209.72,219
24,0,39546,Keith Mitchell,119.65,18664.63,156
25,0,30925,Dustin Johnson,119.56,17695.42,148
26,1,35310,Lanto Griffin,119.40,24118.81,202
27,-1,21209,Sergio Garcia,119.39,12535.81,105
28,0,35617,Martin Trainer,119.08,13932.86,117
29,0,48822,Sebastián Muñoz,118.97,31170.52,262
30,0,28237,Rory McIlroy,118.88,22469.15,189
31,0,39977,Max Homa,118.68,24330.00,205
32,0,47504,Sam Burns,118.67,22428.07,189
33,0,45157,Cam Davis,118.35,16332.53,138
34,3,46970,Jon Rahm,118.33,24731.39,209
35,-1,46402,Talor Gooch,118.28,25548.57,216
36,0,45486,Joaquin Niemann,118.27,23654.44,200
37,-2,24502,Adam Scott,118.23,13478.15,114
38,0,27095,Nick Watney,118.05,14520.10,123
39,1,27349,Alex Noren,117.89,17801.20,151
40,1,30944,Jason Kokrak,117.80,22382.58,190
41,1,28252,Seamus Power,117.79,9894.44,84
42,1,28089,Jason Day,117.58,16226.39,138
43,1,48081,Xander Schauffele,117.54,26681.56,227
44,1,37275,Sam Ryder,117.34,23233.55,198
45,1,51894,Vince Whaley,117.30,10556.76,90
46,1,34360,Patrick Reed,117.24,27785.73,237
47,1,29518,Brendan Steele,117.11,20728.90,177
48,1,01810,Phil Mickelson,117.09,14636.16,125
49,2,21961,Charles Howell III,116.85,19982.15,171
50,2,33597,Harry Higgs,116.60,30900.24,265
51,4,46046,Scottie Scheffler,116.54,30533.57,262
52,1,32618,Rhein Gibson,116.50,11999.71,103
53,1,33667,Carlos Ortiz,116.42,24564.34,211
54,2,32366,Kevin Chappell,116.37,15244.46,131
55,2,25364,Paul Casey,116.35,18034.74,155
56,2,24361,Pat Perez,116.30,15584.59,134
57,2,33448,Justin Thomas,116.23,19526.94,168
58,2,32254,Xinjun Zhang,116.22,25335.95,218
59,2,34314,Sebastian Cappelen,116.15,14635.29,126
60,2,30911,Tommy Fleetwood,116.12,13005.97,112
61,2,20229,Stewart Cink,115.81,20498.78,177
62,2,35450,Patrick Cantlay,115.79,16210.12,140
63,3,40026,Daniel Berger,115.68,24640.16,213
64,1,32839,Hideki Matsuyama,115.63,27751.11,240
65,3,34099,Harris English,115.61,29480.70,255
66,5,39971,Sungjae Im,115.51,35693.53,309
67,2,39997,Corey Conners,115.43,23085.51,200
68,2,22405,Justin Rose,115.37,14998.07,130
69,3,46442,Maverick McNealy,115.23,24083.56,209
70,4,26851,Marc Leishman,115.22,16360.77,142
71,2,48887,Matt Wallace,115.20,16243.21,141
72,6,35506,Mackenzie Hughes,115.14,28554.16,248
73,2,48119,Ben Taylor,115.08,10126.62,88
74,2,49964,Aaron Wise,115.05,12540.35,109
75,2,26300,Matt Jones,115.02,23463.47,204
76,3,35461,Beau Hossler,114.93,23446.19,204
77,3,25632,Jimmy Walker,114.87,13669.88,119
78,3,33204,Shane Lowry,114.76,14459.52,126
79,3,53165,Doc Redman,114.74,28569.37,249
80,5,34363,Tyrrell Hatton,114.68,16628.55,145
81,2,27974,Sung Kang,114.58,21999.04,192
82,2,23320,Ryan Palmer,114.54,24282.77,212
83,2,33141,Keegan Bradley,114.40,20133.75,176
83,2,29926,Danny Lee,114.40,23909.51,209
85,3,30692,Scott Stallings,114.33,16806.98,147
86,3,29974,Branden Grace,114.32,13032.98,114
86,3,27936,Martin Laird,114.32,11089.31,97
88,3,36871,Matt NeSmith,114.26,18738.97,164
89,3,34255,Joseph Bramlett,114.12,10955.12,96
90,3,34046,Jordan Spieth,114.05,17221.63,151
91,3,32757,Patton Kizzire,114.04,16079.48,141
92,3,48045,Michael Gellerman,113.84,10245.48,90
93,3,31646,Emiliano Grillo,113.79,18433.28,162
93,3,24924,Bill Haas,113.79,12744.40,112
95,3,12716,Charley Hoffman,113.77,19908.97,175
96,3,32102,Rickie Fowler,113.69,15802.65,139
97,3,33948,Byeong Hun An,113.68,25464.95,224
98,3,29420,Billy Horschel,113.67,26370.67,232
99,4,50525,Collin Morikawa,113.56,27709.77,244
100,4,33122,Russell Knox,113.55,20326.14,179
101,4,49960,Sepp Straka,113.52,23158.37,204
102,4,40009,Dominic Bozzelli,113.49,7376.79,65
102,4,25900,Lucas Glover,113.49,18385.78,162
104,4,37455,Si Woo Kim,113.47,26665.52,235
105,4,29970,Dylan Frittelli,113.44,26317.50,232
106,-4,25396,Kevin Na,113.41,25857.38,228
107,3,35230,Nelson Ledesma,113.29,8836.25,78
107,3,33486,Roger Sloan,113.29,13255.25,117
109,3,46717,Viktor Hovland,113.14,27154.70,240
110,3,34256,Andrew Putnam,113.09,11535.38,102
111,3,49771,J.T. Poston,113.05,23854.49,211
112,3,34431,Robert Streb,113.02,10058.62,89
113,3,37189,Harold Varner III,113.01,22488.09,199
114,3,30163,Henrik Norlander,112.99,19321.41,171
115,3,31557,Jim Herman,112.98,19772.03,175
116,4,34563,Chesson Hadley,112.86,15348.62,136
116,4,47993,Denny McCarthy,112.86,23023.88,204
118,4,27214,Kevin Streelman,112.85,25391.55,225
119,4,32139,Danny Willett,112.84,11396.44,101
120,5,32791,K.H. Lee,112.74,23449.62,208
121,5,23788,D.J. Trahan,112.48,11023.16,98
122,5,40098,Matt Fitzpatrick,112.43,17988.75,160
122,5,33413,Ben Martin,112.43,7982.37,71
124,5,26329,Louis Oosthuizen,112.41,15513.02,138
125,5,36801,Mark Hubbard,112.40,32370.53,288
126,5,49766,Hank Lebioda,112.32,15387.68,137
127,8,35891,Cameron Smith,112.31,20327.28,181
128,4,27556,Ted Potter Jr.,112.29,14260.30,127
129,4,33404,Chris Baker,112.22,13915.41,124
130,4,34466,Peter Malnati,112.21,18963.72,169
131,5,33449,Zack Sucher,112.12,9081.74,81
132,5,49298,Kramer Hickok,112.04,14005.03,125
133,5,35532,Tom Hoge,111.97,24969.27,223
134,5,29478,Kevin Kisner,111.96,23399.25,209
135,5,33399,Adam Hadwin,111.91,22941.02,205
136,5,39324,J.J. Spaun,111.81,17665.26,158
137,5,34076,Joel Dahmen,111.79,24929.19,223
137,5,28307,Matt Every,111.79,14756.39,132
139,5,27330,Josh Teater,111.78,11177.96,100
140,5,45526,Abraham Ancer,111.72,25249.37,226
141,6,32448,James Hahn,111.69,11950.92,107
142,6,47128,Richy Werenski,111.62,20091.75,180
143,6,25818,Scott Piercy,111.58,17295.48,155
144,6,29479,Scott Brown,111.57,19524.12,175
145,6,29268,Bronson Burgoon,111.40,15930.35,143
145,6,33490,Bo Hoag,111.40,18269.94,164
145,6,32640,Troy Merritt,111.40,20608.84,185
148,7,22371,Aaron Baddeley,111.37,17819.66,160
149,7,31420,Anirban Lahiri,111.26,7454.62,67
150,7,34021,Bud Cauley,111.25,22583.71,203
151,7,39953,Chase Seiffert,111.21,12455.20,112
152,7,52375,Doug Ghim,111.18,9672.93,87
153,7,29221,Webb Simpson,111.12,20223.51,182
154,7,35732,Wes Roach,111.05,7662.26,69
155,7,46435,Austin Cook,110.78,20161.82,182
156,7,46441,Robby Shelton,110.69,23799.26,215
157,7,35449,Adam Long,110.52,28071.59,254
158,7,27942,Rob Oppenheim,110.42,17887.27,162
159,7,29535,Brice Garnett,110.40,16891.64,153
160,7,25572,Graeme McDowell,110.39,12363.71,112
161,8,23623,Bo Van Pelt,110.27,14335.47,130
162,8,25493,Nick Taylor,110.18,18620.10,169
163,8,33120,Mark Anderson,110.11,11341.75,103
164,8,22056,Cameron Percy,109.99,11548.88,105
165,8,26499,Rafa Cabrera Bello,109.94,17150.67,156
166,8,24024,Zach Johnson,109.89,18790.88,171
167,8,34098,Russell Henley,109.87,23730.99,216
167,8,24138,Ian Poulter,109.87,16919.87,154
169,8,32150,Michael Thompson,109.83,24602.99,224
170,8,27644,Brian Harman,109.81,31076.44,283
171,8,23621,Rory Sabbatini,109.75,20852.09,190
172,8,27963,Chris Stroud,109.61,15674.71,143
173,8,25686,Jason Dufner,109.54,21251.45,194
174,8,28775,Nate Lashley,109.53,14567.87,133
174,8,29908,C.T. Pan,109.53,15881.78,145
176,8,45609,Tyler Duncan,109.42,26918.12,246
177,8,19846,Brian Gay,109.21,22606.17,207
178,8,30110,Kyle Stanley,109.15,17573.10,161
179,8,23108,Matt Kuchar,108.98,17655.23,162
180,8,26596,Ryan Moore,108.93,15033.02,138
181,8,27649,Brandt Snedeker,108.79,20343.52,187
182,8,33410,Andrew Landry,108.78,24040.93,221
183,8,28679,Fabián Gómez,108.36,14194.61,131
184,8,21407,Arjun Atwal,108.27,8661.58,80
185,8,40058,Zac Blair,108.00,18251.47,169
186,8,26476,Chez Reavie,107.83,21890.39,203
187,8,30927,Brendon Todd,107.29,30577.24,285
188,7,23325,Vaughn Taylor,107.20,18331.90,171
189,8,25349,Tim Wilkinson,106.85,10471.54,98
190,8,19803,Ryan Armour,106.10,17825.54,168
191,8,26758,David Hearn,105.26,13157.54,125
192,8,10809,Jim Furyk,105.24,13366.11,127
192,8,31560,Brian Stuard,105.24,24204.96,230
