RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,02104,Jeff Sluman,2.86,532,186
2,0,19824,Craig Barlow,2.89,330,114
3,0,08793,Tiger Woods,2.92,210,72
4,0,06522,Ernie Els,2.93,234,80
4,0,20157,Retief Goosen,2.93,158,54
4,0,06350,Bob May,2.93,572,195
4,0,01938,David Peoples,2.93,595,203
4,0,02223,Bob Tway,2.93,437,149
9,0,01797,Rocco Mediate,2.94,309,105
9,0,06567,Vijay Singh,2.94,332,113
11,0,20498,Briny Baird,2.95,643,218
11,0,01457,Jay Haas,2.95,381,129
11,0,06575,Dudley Hart,2.95,436,148
11,0,01527,Scott Hoch,2.95,313,106
11,0,02010,Loren Roberts,2.95,439,149
11,0,02239,Scott Verplank,2.95,393,133
17,0,01157,Tom Byrum,2.97,475,160
17,0,01320,Bob Estes,2.97,481,162
17,0,01706,Davis Love III,2.97,386,130
17,0,20572,Rod Pampling,2.97,556,187
21,0,01139,Olin Browne,2.98,683,229
21,0,12510,Chad Campbell,2.98,629,211
21,0,01219,John Cook,2.98,482,162
21,0,21806,Paul Gow,2.98,582,195
21,0,01549,Mike Hulbert,2.98,328,110
21,0,22046,Geoff Ogilvy,2.98,598,201
21,0,20127,Chris Riley,2.98,540,181
21,0,10423,Mike Weir,2.98,492,165
29,0,07721,Pat Bates,2.99,595,199
29,0,01203,Russ Cochran,2.99,439,147
29,0,01226,Fred Couples,2.99,389,130
29,0,23541,Ben Crane,2.99,497,166
29,0,09011,David Duval,2.99,338,113
29,0,01307,Joel Edwards,2.99,593,198
29,0,01381,Fred Funk,2.99,592,198
29,0,01475,Donnie Hammond,2.99,347,116
29,0,08545,Glen Hnatiuk,2.99,597,200
29,0,06012,Greg Kraft,2.99,575,192
29,0,01887,Mark O'Meara,2.99,344,115
29,0,10912,Craig Perks,2.99,455,152
29,0,22293,Heath Slocum,2.99,509,170
29,0,02214,Kirk Triplett,2.99,374,125
29,0,02322,Richard Zokol,2.99,356,119
44,0,12652,Cameron Beckman,3.00,411,137
44,0,08931,Glen Day,3.00,687,229
44,0,10733,Kent Jones,3.00,633,211
44,0,01619,Skip Kendall,3.00,652,217
44,0,20634,Peter Lonard,3.00,552,184
44,0,01810,Phil Mickelson,3.00,315,105
50,0,01132,Mark Brooks,3.01,563,187
50,0,06251,Chris DiMarco,3.01,409,136
50,0,23983,Luke Donald,3.01,524,174
50,0,12823,Carlos Franco,3.01,708,235
50,0,20105,Jeff Gove,3.01,554,184
50,0,20502,Michael Long,3.01,418,139
50,0,08339,Spike McRoy,3.01,379,126
50,0,12660,Jesper Parnevik,3.01,419,139
50,0,20645,John Senden,3.01,599,199
50,0,10425,Jay Williamson,3.01,572,190
60,0,01024,Billy Andrade,3.02,510,169
60,0,06809,Bob Burns,3.02,579,192
60,0,01378,David Frost,3.02,538,178
60,0,08537,J.P. Hayes,3.02,456,151
60,0,23353,J.J. Henry,3.02,712,236
60,0,01577,Lee Janzen,3.02,468,155
60,0,08075,Jerry Kelly,3.02,453,150
60,0,06332,Neal Lancaster,3.02,579,192
60,0,01707,Steve Lowery,3.02,465,154
60,0,12680,Shigeki Maruyama,3.02,405,134
60,0,01761,Len Mattiace,3.02,555,184
60,0,01926,Steve Pate,3.02,366,121
60,0,01941,Tom Pernice Jr.,3.02,600,199
60,0,10649,Tom Scherrer,3.02,704,233
60,0,02206,David Toms,3.02,372,123
75,0,10885,Robert Allenby,3.03,464,153
75,0,07457,Steve Flesch,3.03,494,163
75,0,19846,Brian Gay,3.03,721,238
75,0,23338,David Gossett,3.03,534,176
75,0,01569,Peter Jacobsen,3.03,430,142
75,0,10565,Ian Leggatt,3.03,472,156
75,0,06373,José María Olazábal,3.03,339,112
75,0,24361,Pat Perez,3.03,434,143
75,0,06498,Matt Peterson,3.03,539,178
75,0,02002,John Riegger,3.03,560,185
75,0,22913,John Rollins,3.03,740,244
75,0,02133,Craig Stadler,3.03,376,124
87,0,06004,Stephen Ames,3.04,514,169
87,0,01098,Jay Don Blake,3.04,678,223
87,0,23135,Tim Clark,3.04,425,140
87,0,12645,Brent Geiberger,3.04,614,202
87,0,01553,John Huston,3.04,560,184
87,0,10860,Justin Leonard,3.04,383,126
87,0,01685,J.L. Lewis,3.04,668,220
87,0,01927,Dennis Paulson,3.04,541,178
87,0,01968,Nick Price,3.04,255,84
87,0,23621,Rory Sabbatini,3.04,319,105
87,0,06595,Kevin Sutherland,3.04,517,170
98,0,01035,Tommy Armour III,3.05,521,171
98,0,01185,Brandel Chamblee,3.05,552,181
98,0,12388,Michael Clark II,3.05,662,217
98,0,01388,Robert Gamez,3.05,378,124
98,0,01599,Steve Jones,3.05,390,128
98,0,01677,Tom Lehman,3.05,430,141
98,0,01771,Blaine McCallister,3.05,452,148
98,0,10457,Frank Nobilo,3.05,623,204
98,0,01920,Craig Parry,3.05,390,128
98,0,01928,Corey Pavin,3.05,445,146
98,0,07749,Brett Quigley,3.05,629,206
98,0,02245,Grant Waite,3.05,678,222
98,0,26289,Boo Weekley,3.05,326,107
111,0,24357,K.J. Choi,3.06,431,141
111,0,12826,Paul Claxton,3.06,622,203
111,0,19972,José Coceres,3.06,269,88
111,0,01249,John Daly,3.06,288,94
111,0,01361,Dan Forsman,3.06,438,143
111,0,21805,Harrison Frazar,3.06,468,153
111,0,06643,Paul Goydos,3.06,474,155
111,0,06515,Shaun Micheel,3.06,532,174
111,0,19817,Michael Muehr,3.06,468,153
111,0,01945,Kenny Perry,3.06,478,156
111,0,08553,Lee Porter,3.06,605,198
111,0,10213,Dicky Pride,3.06,389,127
111,0,02106,Chris Smith,3.06,547,179
111,0,20548,Hidemichi Tanaka,3.06,551,180
111,0,12663,Phil Tataurangi,3.06,539,176
126,0,21633,Steve Allan,3.07,651,212
126,0,20098,Stuart Appleby,3.07,469,153
126,0,01142,Bart Bryant,3.07,460,150
126,0,01175,Jim Carter,3.07,592,193
126,0,20229,Stewart Cink,3.07,473,154
126,0,06621,Joe Durant,3.07,476,155
126,0,01329,Brad Faxon,3.07,464,151
126,0,10809,Jim Furyk,3.07,372,121
126,0,10117,Bob Heintz,3.07,402,131
126,0,06617,Brian Henninger,3.07,455,148
126,0,01724,Jeff Maggert,3.07,433,141
126,0,01766,Billy Mayfair,3.07,583,190
138,0,01161,Mark Calcavecchia,3.08,441,143
138,0,19881,Robert Damron,3.08,573,186
138,0,23903,Stephen Gangluff,3.08,521,169
138,0,10201,Matt Gogel,3.08,446,145
138,0,12782,Tim Herron,3.08,597,194
138,0,06573,Brandt Jobe,3.08,566,184
138,0,08993,Franklin Langham,3.08,416,135
138,0,11032,Frank Lickliter II,3.08,514,167
138,0,23800,Bryce Molder,3.08,366,119
138,0,12753,David Morland IV,3.08,367,119
138,0,21949,Joe Ogilvie,3.08,373,121
138,0,01948,Tim Petrovic,3.08,557,181
138,0,11011,Mike Sposa,3.08,772,251
138,0,06078,Esteban Toledo,3.08,572,186
138,0,02246,Duffy Waldorf,3.08,529,172
153,0,06197,Michael Allen,3.09,467,151
153,0,01042,Paul Azinger,3.09,362,117
153,0,07003,David Berganio Jr.,3.09,535,173
153,0,01374,Robin Freeman,3.09,577,187
153,0,21209,Sergio Garcia,3.09,278,90
153,0,21961,Charles Howell III,3.09,608,197
153,0,10962,Bradley Hughes,3.09,420,136
153,0,08633,Per-Ulrik Johansson,3.09,547,177
153,0,01723,Andrew Magee,3.09,581,188
153,0,20663,Brenden Pappas,3.09,430,139
153,0,06527,Steve Stricker,3.09,312,101
164,0,23614,Rich Beem,3.10,593,191
164,0,24925,Jonathan Byrd,3.10,562,181
164,0,24937,Jess Daley,3.10,514,166
164,0,06036,Scott Dunlap,3.10,437,141
164,0,06315,Pete Jordan,3.10,511,165
