RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
74,0,01577,Lee Janzen,12.50,7,56,E
74,0,06315,Pete Jordan,12.50,4,32,-0.50
74,0,06078,Esteban Toledo,12.50,4,32,-0.25
78,0,21961,Charles Howell III,12.73,7,55,-0.14
79,0,01042,Paul Azinger,13.04,6,46,-0.33
79,0,01374,Robin Freeman,13.04,3,23,E
79,0,08375,Paul Stankowski,13.04,3,23,+1.00
79,0,08793,Tiger Woods,13.04,6,46,E
83,0,21806,Paul Gow,13.33,2,15,E
84,0,23353,J.J. Henry,13.51,5,37,+0.40
85,0,07763,Doug Dunakey,13.64,3,22,+0.33
85,0,10213,Dicky Pride,13.64,3,22,+0.33
87,0,23125,Brad Elder,13.79,4,29,E
88,0,19817,Michael Muehr,13.95,6,43,-0.17
89,0,12680,Shigeki Maruyama,14.29,5,35,-0.20
90,0,02104,Jeff Sluman,14.52,9,62,+0.22
91,0,02218,Ted Tryba,14.63,6,41,-0.17
92,0,12645,Brent Geiberger,14.71,5,34,+0.20
92,0,08339,Spike McRoy,14.71,5,34,-0.20
94,0,20593,Greg Chalmers,15.00,3,20,-0.33
95,0,06034,Marco Dawson,15.38,4,26,-0.25
95,0,06522,Ernie Els,15.38,6,39,-0.17
95,0,08553,Lee Porter,15.38,4,26,-0.25
98,0,12660,Jesper Parnevik,15.52,9,58,-0.33
99,0,01035,Tommy Armour III,15.56,7,45,+0.14
100,0,10963,Jimmy Green,15.63,5,32,+0.20
101,0,02206,David Toms,15.69,8,51,-0.25
102,0,01920,Craig Parry,15.79,3,19,+0.33
103,0,20095,Carl Paulson,15.91,7,44,E
104,0,01677,Tom Lehman,16.07,9,56,-0.33
105,0,01797,Rocco Mediate,16.13,5,31,-0.40
105,0,01823,Larry Mize,16.13,5,31,E
107,0,06251,Chris DiMarco,16.46,13,79,-0.23
108,0,25083,Jeremy Anderson,16.67,2,12,E
108,0,01313,Steve Elkington,16.67,4,24,-0.25
108,0,12823,Carlos Franco,16.67,4,24,-0.50
108,0,19846,Brian Gay,16.67,5,30,E
108,0,20433,Mark Hensby,16.67,1,6,E
108,0,01943,Chris Perry,16.67,2,12,E
114,0,10457,Frank Nobilo,17.24,5,29,E
114,0,20127,Chris Riley,17.24,5,29,-0.40
116,0,01707,Steve Lowery,17.33,13,75,-0.08
117,0,10649,Tom Scherrer,17.39,4,23,+0.25
118,0,08075,Jerry Kelly,17.65,3,17,+0.33
118,0,06332,Neal Lancaster,17.65,6,34,-0.83
118,0,01724,Jeff Maggert,17.65,6,34,-0.17
121,0,01320,Bob Estes,17.74,11,62,+0.09
122,0,01968,Nick Price,17.78,8,45,-0.25
123,0,21209,Sergio Garcia,17.95,7,39,-0.57
124,0,06004,Stephen Ames,18.18,6,33,E
124,0,01185,Brandel Chamblee,18.18,2,11,E
124,0,01219,John Cook,18.18,8,44,+0.50
124,0,20094,Jonathan Kaye,18.18,6,33,E
128,0,01132,Mark Brooks,18.52,5,27,E
129,0,01887,Mark O'Meara,18.75,6,32,E
130,0,01527,Scott Hoch,18.92,7,37,-0.14
131,0,11032,Frank Lickliter II,18.97,11,58,-0.09
132,0,01945,Kenny Perry,19.12,13,68,E
133,0,01941,Tom Pernice Jr.,19.15,9,47,+0.11
134,0,20498,Briny Baird,20.00,8,40,-0.38
134,0,07003,David Berganio Jr.,20.00,5,25,E
134,0,01329,Brad Faxon,20.00,10,50,+0.40
137,0,01157,Tom Byrum,20.59,7,34,+0.14
138,0,10860,Justin Leonard,20.63,13,63,+0.15
139,0,01706,Davis Love III,20.73,17,82,-0.24
140,0,10912,Craig Perks,21.21,7,33,-0.14
141,0,01014,Fulton Allem,21.88,7,32,-0.29
141,0,02010,Loren Roberts,21.88,7,32,E
141,0,20436,Garrett Willis,21.88,7,32,+0.14
144,0,01685,J.L. Lewis,22.00,11,50,+0.18
145,0,06527,Steve Stricker,22.22,6,27,E
146,0,02245,Grant Waite,22.50,9,40,E
147,0,06573,Brandt Jobe,22.73,5,22,+0.20
148,0,20229,Stewart Cink,23.53,20,85,-0.05
148,0,06036,Scott Dunlap,23.53,4,17,E
150,0,22892,Jason Gore,23.81,5,21,E
151,0,01761,Len Mattiace,24.00,6,25,+0.67
151,0,02214,Kirk Triplett,24.00,6,25,-0.17
153,0,23614,Rich Beem,25.00,1,4,E
153,0,01161,Mark Calcavecchia,25.00,8,32,-0.38
153,0,24357,K.J. Choi,25.00,3,12,E
153,0,06643,Paul Goydos,25.00,8,32,-0.25
157,0,08057,Brian Wilson,25.81,8,31,-0.38
158,0,02106,Chris Smith,26.09,6,23,-0.17
159,0,10809,Jim Furyk,26.19,11,42,-0.09
160,0,06567,Vijay Singh,27.14,19,70,+0.05
161,0,06514,Kevin Johnson,27.27,3,11,E
161,0,12714,Chris Tidland,27.27,3,11,-0.33
163,0,02170,Hal Sutton,27.50,11,40,+0.45
164,0,01378,David Frost,27.78,10,36,+0.10
165,0,12753,David Morland IV,28.13,9,32,+0.33
166,0,21007,Gabriel Hjertstedt,28.57,6,21,+0.33
167,0,09011,David Duval,28.85,15,52,-0.33
168,0,06595,Kevin Sutherland,28.89,13,45,E
169,0,10585,Scott McCarron,29.31,17,58,E
170,0,10201,Matt Gogel,30.43,7,23,E
171,0,21805,Harrison Frazar,31.82,7,22,E
171,0,22046,Geoff Ogilvy,31.82,7,22,E
173,0,06090,Jim McGovern,33.33,1,3,+1.00
174,0,01249,John Daly,47.83,11,23,-0.18
