RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,24925,Jonathan Byrd,6' 0",71.750,12,93
2,0,20157,Retief Goosen,6' 2",67.833,11,58
3,0,01887,Mark O'Meara,7' 0",42.083,6,82
4,0,06522,Ernie Els,8' 3",82.417,10,29
5,0,11032,Frank Lickliter II,8' 5",126.833,15,171
6,0,02214,Kirk Triplett,8' 7",42.917,5,48
7,0,08881,Tripp Isenhour,8' 10",184.667,21,134
8,0,23983,Luke Donald,8' 11",98.000,11,80
8,0,01553,John Huston,8' 11",106.667,12,35
10,0,12510,Chad Campbell,9' 0",188.667,21,88
11,0,21209,Sergio Garcia,9' 1",82.083,9,134
11,0,19846,Brian Gay,9' 1",136.500,15,33
13,0,19958,Miguel Angel Jiménez,9' 2",91.333,10,106
13,0,01707,Steve Lowery,9' 2",164.667,18,144
15,0,20098,Stuart Appleby,9' 6",152.167,16,129
15,0,01928,Corey Pavin,9' 6",76.167,8,115
15,0,23621,Rory Sabbatini,9' 6",75.833,8,83
15,0,02104,Jeff Sluman,9' 6",228.500,24,30
19,0,20105,Jeff Gove,9' 8",202.750,21,133
19,0,08993,Franklin Langham,9' 8",173.667,18,147
19,0,06527,Steve Stricker,9' 8",87.333,9,92
22,0,07457,Steve Flesch,9' 10",157.167,16,119
22,0,01569,Peter Jacobsen,9' 10",127.417,13,26
24,0,07867,Woody Austin,10' 0",209.417,21,118
24,0,12388,Michael Clark II,10' 0",230.500,23,113
24,0,20572,Rod Pampling,10' 0",220.333,22,11
24,0,12663,Phil Tataurangi,10' 0",119.833,12,131
28,0,01042,Paul Azinger,10' 1",91.083,9,125
28,0,20127,Chris Riley,10' 1",170.750,17,2
30,0,01378,David Frost,10' 2",243.583,24,88
30,0,21806,Paul Gow,10' 2",173.167,17,167
30,0,12753,David Morland IV,10' 2",111.667,11,100
33,0,24937,Jess Daley,10' 3",102.333,10,94
34,0,20502,Michael Long,10' 4",176.250,17,175
34,0,22046,Geoff Ogilvy,10' 4",216.333,21,155
36,0,01927,Dennis Paulson,10' 5",155.750,15,112
37,0,01142,Bart Bryant,10' 6",146.917,14,94
37,0,01945,Kenny Perry,10' 6",231.250,22,99
37,0,08375,Paul Stankowski,10' 6",168.250,16,174
40,0,06036,Scott Dunlap,10' 7",95.583,9,198
41,0,10809,Jim Furyk,10' 8",106.667,10,7
41,0,01619,Skip Kendall,10' 8",159.917,15,16
41,0,01766,Billy Mayfair,10' 8",170.250,16,57
41,0,20436,Garrett Willis,10' 8",117.500,11,193
45,0,19824,Craig Barlow,10' 9",128.667,12,114
45,0,06621,Joe Durant,10' 9",85.750,8,86
45,0,08075,Jerry Kelly,10' 9",139.250,13,6
48,0,06197,Michael Allen,10' 10",119.583,11,145
48,0,01226,Fred Couples,10' 10",118.833,11,60
50,0,12782,Tim Herron,10' 11",142.167,13,45
50,0,08545,Glen Hnatiuk,10' 11",142.417,13,8
52,0,06350,Bob May,11' 0",165.250,15,56
52,0,01938,David Peoples,11' 0",209.500,19,42
54,0,01132,Mark Brooks,11' 1",188.917,17,96
55,0,11011,Mike Sposa,11' 2",222.917,20,13
55,0,02223,Bob Tway,11' 2",223.750,20,31
57,0,02099,Scott Simpson,11' 3",67.250,6,117
58,0,07721,Pat Bates,11' 5",171.750,15,68
58,0,01157,Tom Byrum,11' 5",137.417,12,3
60,0,20095,Carl Paulson,11' 6",161.000,14,186
61,0,01161,Mark Calcavecchia,11' 7",161.917,14,176
61,0,23108,Matt Kuchar,11' 7",150.417,13,54
61,0,10565,Ian Leggatt,11' 7",162.583,14,153
61,0,08553,Lee Porter,11' 7",231.333,20,73
61,0,02246,Duffy Waldorf,11' 7",197.167,17,77
66,0,06251,Chris DiMarco,11' 8",197.667,17,20
66,0,01457,Jay Haas,11' 8",151.917,13,17
66,0,02206,David Toms,11' 8",210.167,18,51
69,0,10649,Tom Scherrer,11' 9",129.417,11,130
70,0,21259,Jason Hill,11' 10",82.833,7,200
70,0,01527,Scott Hoch,11' 10",130.500,11,28
72,0,06004,Stephen Ames,11' 11",142.500,12,21
72,0,23135,Tim Clark,11' 11",119.083,10,66
72,0,01577,Lee Janzen,11' 11",167.167,14,180
72,0,01968,Nick Price,11' 11",83.417,7,4
76,0,12652,Cameron Beckman,12' 0",143.917,12,36
76,0,23125,Brad Elder,12' 0",143.917,12,168
78,0,01098,Jay Don Blake,12' 1",242.000,20,79
78,0,20094,Jonathan Kaye,12' 1",302.000,25,27
78,0,10107,Deane Pappas,12' 1",156.750,13,191
81,0,09011,David Duval,12' 3",122.500,10,147
82,0,01920,Craig Parry,12' 4",184.750,15,119
83,0,01723,Andrew Magee,12' 5",272.500,22,62
83,0,10423,Mike Weir,12' 5",223.167,18,152
85,0,08535,Gary Nicklaus,12' 6",112.167,9,185
86,0,12826,Paul Claxton,12' 8",292.000,23,146
87,0,02170,Hal Sutton,12' 9",166.083,13,122
88,0,02133,Craig Stadler,12' 10",153.917,12,137
89,0,24361,Pat Perez,12' 11",232.917,18,46
89,0,20566,Kaname Yokoo,12' 11",167.500,13,162
91,0,12680,Shigeki Maruyama,13' 0",194.667,15,85
91,0,01797,Rocco Mediate,13' 0",129.917,10,58
91,0,10425,Jay Williamson,13' 0",234.333,18,103
94,0,01706,Davis Love III,13' 2",105.500,8,31
94,0,23177,Kenneth Staton,13' 2",289.000,22,157
94,0,08793,Tiger Woods,13' 2",118.583,9,1
97,0,01761,Len Mattiace,13' 3",278.083,21,9
98,0,19972,José Coceres,13' 4",173.750,13,53
98,0,01475,Donnie Hammond,13' 4",133.250,10,142
100,0,01014,Fulton Allem,13' 5",201.167,15,166
100,0,12660,Jesper Parnevik,13' 5",174.083,13,131
100,0,22293,Heath Slocum,13' 5",174.833,13,116
103,0,20634,Peter Lonard,13' 6",311.417,23,10
103,0,10585,Scott McCarron,13' 6",337.250,25,159
103,0,19817,Michael Muehr,13' 6",134.750,10,163
106,0,08123,Jeff Brehaut,13' 7",217.667,16,140
106,0,20548,Hidemichi Tanaka,13' 7",217.417,16,124
108,0,01175,Jim Carter,13' 8",136.583,10,15
108,0,20593,Greg Chalmers,13' 8",341.250,25,170
108,0,06016,Brad Lardon,13' 8",164.000,12,201
111,0,23903,Stephen Gangluff,13' 9",165.333,12,100
111,0,06573,Brandt Jobe,13' 9",206.583,15,161
113,0,20498,Briny Baird,13' 10",179.833,13,90
113,0,01685,J.L. Lewis,13' 10",386.917,28,71
113,0,02101,Joey Sindelar,13' 10",276.583,20,188
116,0,20229,Stewart Cink,14' 0",168.000,12,78
116,0,20043,Edward Fryatt,14' 0",308.583,22,179
116,0,01514,Eduardo Herrera,14' 0",196.167,14,187
116,0,07749,Brett Quigley,14' 0",406.167,29,125
120,0,01666,Bernhard Langer,14' 1",126.667,9,40
121,0,06515,Shaun Micheel,14' 3",256.583,18,72
122,0,20029,Notah Begay III,14' 4",272.917,19,150
122,0,21805,Harrison Frazar,14' 4",114.417,8,107
122,0,23353,J.J. Henry,14' 4",243.500,17,156
122,0,01599,Steve Jones,14' 4",186.833,13,157
122,0,23322,Brett Wetterich,14' 4",258.000,18,197
127,0,21633,Steve Allan,14' 5",129.583,9,177
128,0,01249,John Daly,14' 6",144.917,10,189
128,0,01313,Steve Elkington,14' 6",216.917,15,52
130,0,08339,Spike McRoy,14' 7",219.250,15,160
131,0,01381,Fred Funk,14' 8",190.333,13,21
132,0,06078,Esteban Toledo,14' 9",192.083,13,14
133,0,07003,David Berganio Jr.,14' 11",208.500,14,143
133,0,06373,José María Olazábal,14' 11",224.250,15,23
133,0,02110,Jerry Smith,14' 11",193.417,13,165
136,0,06332,Neal Lancaster,15' 0",255.000,17,38
137,0,12823,Carlos Franco,15' 1",436.833,29,65
137,0,06575,Dudley Hart,15' 1",120.583,8,87
137,0,02002,John Riegger,15' 1",241.750,16,49
137,0,06567,Vijay Singh,15' 1",211.167,14,25
141,0,10885,Robert Allenby,15' 4",413.583,27,104
141,0,01329,Brad Faxon,15' 4",199.667,13,50
141,0,02322,Richard Zokol,15' 4",184.333,12,139
144,0,06617,Brian Henninger,15' 5",107.667,7,154
145,0,12645,Brent Geiberger,15' 6",310.583,20,128
145,0,02239,Scott Verplank,15' 6",216.917,14,61
147,0,21961,Charles Howell III,15' 8",313.500,20,81
148,0,08931,Glen Day,15' 9",314.917,20,34
148,0,10912,Craig Perks,15' 9",284.167,18,70
150,0,01361,Dan Forsman,15' 10",174.583,11,24
150,0,20663,Brenden Pappas,15' 10",205.917,13,199
152,0,01320,Bob Estes,15' 11",143.333,9,97
152,0,10201,Matt Gogel,15' 11",159.083,10,69
154,0,26289,Boo Weekley,16' 1",161.167,10,191
155,0,01185,Brandel Chamblee,16' 2",210.333,13,55
155,0,10117,Bob Heintz,16' 2",339.250,21,194
157,0,06012,Greg Kraft,16' 4",309.583,19,63
158,0,08537,J.P. Hayes,16' 5",147.833,9,64
158,0,01771,Blaine McCallister,16' 5",180.417,11,181
160,0,01810,Phil Mickelson,16' 6",280.167,17,47
161,0,19881,Robert Damron,16' 8",316.000,19,141
161,0,10733,Kent Jones,16' 8",332.583,20,123
163,0,10860,Justin Leonard,16' 9",217.333,13,37
163,0,10457,Frank Nobilo,16' 9",368.583,22,127
165,0,01024,Billy Andrade,16' 11",253.833,15,75
165,0,01035,Tommy Armour III,16' 11",236.833,14,184
167,0,23614,Rich Beem,17' 0",407.417,24,136
167,0,01941,Tom Pernice Jr.,17' 0",237.833,14,105
169,0,01219,John Cook,17' 3",137.833,8,102
170,0,20574,Mathew Goggin,17' 4",312.167,18,109
171,0,01549,Mike Hulbert,17' 6",140.250,8,164
171,0,01677,Tom Lehman,17' 6",87.500,5,169
173,0,06595,Kevin Sutherland,17' 7",176.000,10,110
174,0,22913,John Rollins,17' 8",370.167,21,44
175,0,23541,Ben Crane,17' 9",301.250,17,111
175,0,02010,Loren Roberts,17' 9",248.417,14,12
177,0,08633,Per-Ulrik Johansson,17' 10",267.500,15,43
178,0,02245,Grant Waite,18' 5",331.500,18,18
179,0,02106,Chris Smith,18' 6",333.167,18,182
180,0,01374,Robin Freeman,18' 8",223.500,12,195
181,0,02257,Brian Watts,18' 10",225.833,12,83
182,0,01203,Russ Cochran,19' 3",250.667,13,108
183,0,10962,Bradley Hughes,19' 4",174.250,9,190
183,0,10213,Dicky Pride,19' 4",251.667,13,196
185,0,06809,Bob Burns,19' 6",292.500,15,19
185,0,01388,Robert Gamez,19' 6",272.583,14,121
187,0,07223,Brian Bateman,19' 8",235.667,12,149
188,0,24357,K.J. Choi,19' 10",277.500,14,90
189,0,23623,Bo Van Pelt,20' 1",442.333,22,202
190,0,01926,Steve Pate,20' 5",163.250,8,183
191,0,01948,Tim Petrovic,20' 6",306.917,15,38
192,0,06613,Tommy Tolles,20' 8",330.417,16,178
193,0,21949,Joe Ogilvie,20' 10",312.583,15,172
194,0,01307,Joel Edwards,20' 11",334.917,16,5
195,0,23800,Bryce Molder,21' 0",462.500,22,151
196,0,20645,John Senden,22' 4",267.833,12,97
197,0,01139,Olin Browne,22' 5",314.167,14,41
198,0,06498,Matt Peterson,22' 10",433.750,19,76
199,0,06315,Pete Jordan,23' 1",230.667,10,173
200,0,01724,Jeff Maggert,24' 3",267.000,11,74
201,0,23338,David Gossett,25' 1",150.250,6,67
202,0,06643,Paul Goydos,30' 3",181.250,6,138
