RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
76,0,33399,Adam Hadwin,10.63,7439.43,700
77,0,34076,Joel Dahmen,10.62,8223.10,774
78,0,34374,Erik Barnes,10.58,4655.55,440
78,0,33653,Thomas Detry,10.58,6473.96,612
80,0,46046,Scottie Scheffler,10.53,6761.96,642
81,0,51696,Rico Hoey,10.45,6145.22,588
82,0,52513,Carson Young,10.44,7369.97,706
83,0,54628,Lee Hodges,10.43,7884.31,756
83,0,51634,Sahith Theegala,10.43,8607.06,825
85,0,48153,Matthieu Pavon,10.42,5845.80,561
86,0,39324,J.J. Spaun,10.38,7153.40,689
87,0,50493,Justin Suh,10.35,6106.27,590
88,0,33204,Shane Lowry,10.34,6691.05,647
89,0,47993,Denny McCarthy,10.33,8123.11,786
90,0,34099,Harris English,10.31,6874.61,667
91,0,33968,ThorbjÃ¸rn Olesen,10.29,3518.08,342
91,0,33448,Justin Thomas,10.29,5147.45,500
93,0,50188,S.H. Kim,10.28,8133.81,791
94,0,34563,Chesson Hadley,10.27,6254.40,609
95,0,33408,Tyson Alexander,10.26,5879.36,573
96,0,30927,Brendon Todd,10.25,8774.21,856
96,0,57366,Cameron Young,10.25,7203.66,703
98,0,32839,Hideki Matsuyama,10.23,6250.71,611
99,0,40250,Taylor Pendrith,10.22,7898.97,773
99,0,40006,Erik van Rooyen,10.22,6940.27,679
99,0,47483,Will Zalatoris,10.22,5489.82,537
102,0,56630,Akshay Bhatia,10.21,8406.47,823
102,0,28237,Rory McIlroy,10.21,4289.24,420
104,0,35532,Tom Hoge,10.15,8501.93,838
105,0,60067,Joe Highsmith,10.13,5954.43,588
106,0,34046,Jordan Spieth,10.10,6522.28,646
107,0,27349,Alex Noren,10.07,4932.61,490
108,0,34255,Joseph Bramlett,10.03,6436.88,642
109,0,51977,Max Greyserman,10.01,5162.61,516
110,0,54421,Garrick Higgo,10.00,6127.32,613
111,0,40058,Zac Blair,9.97,8181.83,821
112,0,33486,Roger Sloan,9.95,6036.72,607
113,0,52514,Trace Crowe,9.94,5995.55,603
113,0,48319,Tom Whitney,9.94,5226.74,526
115,0,48117,Kurt Kitayama,9.93,4815.70,485
116,0,35450,Patrick Cantlay,9.89,5778.22,584
117,0,47988,Nick Hardy,9.86,7570.75,768
118,0,36871,Matt NeSmith,9.78,5748.06,588
119,0,37212,Paul Barjon,9.76,3876.10,397
120,0,47663,Kevin Dougherty,9.74,5016.06,515
120,0,36801,Mark Hubbard,9.74,8219.00,844
122,0,32070,Rafael Campos,9.73,4311.56,443
122,0,27129,Luke List,9.73,5869.23,603
124,0,54783,Dylan Wu,9.70,6508.87,671
125,0,35617,Martin Trainer,9.65,3677.33,381
126,0,55182,Tom Kim,9.64,7008.37,727
127,0,59836,Pierceson Coody,9.63,5953.66,618
127,0,59095,Chris Gotterup,9.63,5883.13,611
127,0,39977,Max Homa,9.63,5740.04,596
127,0,34256,Andrew Putnam,9.63,6979.07,725
131,0,40026,Daniel Berger,9.62,5726.63,595
132,0,36884,Ben Kohles,9.60,6451.18,672
133,0,46340,Alex Smalley,9.58,5038.66,526
134,0,45242,Kevin Yu,9.52,5806.84,610
135,0,51766,Wyndham Clark,9.51,5009.22,527
136,0,37378,Min Woo Lee,9.37,4393.40,469
137,0,29725,Tony Finau,9.36,6376.96,681
138,0,32791,K.H. Lee,9.35,5742.54,614
139,0,39997,Corey Conners,9.33,6968.57,747
139,0,27936,Martin Laird,9.33,5059.14,542
141,0,49947,Taylor Moore,9.32,7697.00,826
142,0,25493,Nick Taylor,9.30,6881.87,740
143,0,26596,Ryan Moore,9.28,6205.54,669
144,0,34098,Russell Henley,9.11,6179.27,678
145,0,39327,Ben Silverman,9.10,7277.70,800
146,0,59866,Nick Dunlap,9.09,5271.73,580
146,0,52453,Nicolai HÃ¸jgaard,9.09,3590.84,395
148,0,37275,Sam Ryder,9.07,5729.25,632
149,0,28252,Seamus Power,9.02,6839.34,758
150,0,24502,Adam Scott,8.99,5573.92,620
151,0,48119,Ben Taylor,8.97,4249.89,474
152,0,28420,Ryan Brehm,8.93,4089.17,458
153,0,25900,Lucas Glover,8.91,6891.16,773
153,0,36699,Patrick Rodgers,8.91,8383.42,941
155,0,39971,Sungjae Im,8.88,7031.93,792
156,0,52215,Robert MacIntyre,8.83,5423.07,614
157,0,27770,Camilo Villegas,8.77,3621.65,413
158,0,52374,Brandon Wu,8.70,5627.70,647
159,0,40098,Matt Fitzpatrick,8.64,5199.91,602
159,0,48081,Xander Schauffele,8.64,4598.95,532
161,0,34466,Peter Malnati,8.62,6430.07,746
162,0,59442,Parker Coody,8.57,4063.57,474
163,0,32333,Kevin Tway,8.47,3462.36,409
164,0,51894,Vince Whaley,8.36,4565.87,546
165,0,52372,Cameron Champ,8.34,3144.64,377
166,0,47420,Jake Knapp,8.31,5816.07,700
167,0,30163,Henrik Norlander,8.28,3471.16,419
168,0,31323,Gary Woodland,8.27,4514.49,546
169,0,22371,Aaron Baddeley,8.26,4765.97,577
170,0,40115,Adam Svensson,8.10,7803.56,963
171,0,54576,Patrick Fishburn,8.07,4012.17,497
172,0,46442,Maverick McNealy,8.02,5824.87,726
173,0,60004,Jacob Bridgeman,8.00,4697.29,587
174,0,27064,Jhonattan Vegas,7.99,4091.89,512
175,0,29936,Ryan Fox,7.98,4849.58,608
176,0,55789,Taylor Montgomery,7.95,3003.77,378
177,0,51070,Vincent Norrman,7.75,3378.31,436
178,0,47679,Victor Perez,7.62,3990.82,524
179,0,46414,Aaron Rai,7.22,5424.46,751
179,0,27139,David Skinns,7.22,4224.44,585
181,0,35310,Lanto Griffin,7.00,3595.63,514
182,0,48699,Callum Tarren,6.94,3845.01,554
183,0,47347,Adam Schenk,6.34,5178.93,817
184,0,38991,Alejandro Tosti,5.97,3569.67,598
