RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
1,0,08793,Tiger Woods,1.398,67.082,48
2,0,06527,Steve Stricker,1.018,63.124,62
3,0,10885,Robert Allenby,1.015,56.860,56
4,0,24024,Zach Johnson,.844,66.714,79
5,0,01677,Tom Lehman,.834,29.200,35
6,0,24140,Sean O'Hair,.796,46.178,58
7,0,23135,Tim Clark,.773,45.598,59
8,0,24507,Jason Bohn,.754,61.830,82
9,0,06522,Ernie Els,.722,38.969,54
10,0,21209,Sergio Garcia,.650,28.608,44
11,0,12510,Chad Campbell,.635,45.082,71
12,0,02239,Scott Verplank,.621,49.070,79
13,0,20645,John Senden,.606,55.775,92
14,0,02206,David Toms,.566,45.240,80
15,0,24781,Hunter Mahan,.561,42.084,75
16,0,10809,Jim Furyk,.557,36.235,65
17,0,10860,Justin Leonard,.547,41.009,75
18,0,20498,Briny Baird,.515,37.087,72
19,0,07749,Brett Quigley,.508,38.109,75
20,0,27770,Camilo Villegas,.474,26.522,56
21,0,20766,Padraig Harrington,.471,22.612,48
22,0,07867,Woody Austin,.467,35.506,76
23,0,23621,Rory Sabbatini,.452,30.305,67
24,0,22348,Nick O'Hern,.451,38.346,85
25,0,23983,Luke Donald,.426,25.981,61
26,0,01945,Kenny Perry,.414,30.210,73
27,0,06621,Joe Durant,.413,19.432,47
28,0,06643,Paul Goydos,.395,25.693,65
29,0,24663,Y.E. Yang,.386,26.991,70
30,0,01706,Davis Love III,.378,29.125,77
31,0,26498,Matt Weibring,.373,20.510,55
32,0,20472,Alex Cejka,.372,26.436,71
33,0,23788,D.J. Trahan,.369,29.500,80
33,0,12602,Dean Wilson,.369,25.851,70
35,0,24925,Jonathan Byrd,.368,29.056,79
36,0,27963,Chris Stroud,.360,27.352,76
37,0,01226,Fred Couples,.348,14.606,42
38,0,27095,Nick Watney,.345,23.431,68
39,0,24846,Ricky Barnes,.327,16.673,51
40,0,01797,Rocco Mediate,.324,21.400,66
41,0,28158,Steve Marino,.323,27.153,84
42,0,06567,Vijay Singh,.319,16.286,51
43,0,07457,Steve Flesch,.318,20.022,63
44,0,25686,Jason Dufner,.313,24.396,78
45,0,24358,Robert Garrigus,.311,22.426,72
46,0,22293,Heath Slocum,.306,26.024,85
47,0,26289,Boo Weekley,.301,19.540,65
48,0,20848,Ángel Cabrera,.295,11.228,38
48,0,20691,Greg Owen,.295,24.225,82
50,0,06197,Michael Allen,.292,16.927,58
51,0,27141,J.B. Holmes,.291,17.773,61
52,0,28087,Kris Blanks,.284,13.339,47
53,0,12652,Cameron Beckman,.283,21.203,75
54,0,25396,Kevin Na,.273,21.280,78
55,0,01810,Phil Mickelson,.268,12.870,48
56,0,22548,Patrick Sheehan,.266,10.372,39
57,0,01035,Tommy Armour III,.264,13.718,52
58,0,25632,Jimmy Walker,.263,16.802,64
59,0,24138,Ian Poulter,.240,10.061,42
60,0,26851,Marc Leishman,.239,20.097,84
61,0,06004,Stephen Ames,.236,13.448,57
62,0,12716,Charley Hoffman,.235,20.462,87
63,0,10423,Mike Weir,.229,15.357,67
64,0,26679,Kevin Stadler,.213,11.507,54
65,0,25240,D.A. Points,.211,18.177,86
66,0,06251,Chris DiMarco,.207,17.979,87
67,0,24490,George McNeill,.203,15.392,76
68,0,27466,Spencer Levin,.196,13.102,67
69,0,10425,Jay Williamson,.195,11.126,57
70,0,01577,Lee Janzen,.184,11.208,61
71,0,23349,Charles Warren,.183,9.693,53
72,0,20098,Stuart Appleby,.179,11.620,65
73,0,20157,Retief Goosen,.178,9.991,56
74,0,30925,Dustin Johnson,.175,11.212,64
75,0,01928,Corey Pavin,.170,9.157,54
76,0,08075,Jerry Kelly,.165,12.682,77
77,0,08845,Scott Sterling,.162,6.479,40
78,0,21961,Charles Howell III,.141,11.697,83
79,0,25900,Lucas Glover,.138,10.908,79
80,0,01320,Bob Estes,.131,9.015,69
81,0,23353,J.J. Henry,.125,10.481,84
82,0,25818,Scott Piercy,.111,8.444,76
83,0,29718,Anthony Kim,.100,6.020,60
84,0,01313,Steve Elkington,.096,5.955,62
84,0,28780,Nicholas Thompson,.096,8.352,87
86,0,22405,Justin Rose,.093,5.289,57
87,0,26951,Johnson Wagner,.090,6.649,74
88,0,21805,Harrison Frazar,.089,7.514,84
89,0,24912,Will MacKenzie,.088,5.385,61
90,0,23623,Bo Van Pelt,.082,6.690,82
91,0,25190,Jeff Quinney,.064,4.536,71
92,0,23108,Matt Kuchar,.052,3.677,71
93,0,12705,Cliff Kresge,.047,3.169,67
94,0,01948,Tim Petrovic,.044,3.778,86
95,0,21753,Brian Davis,.038,3.469,91
96,0,25804,Bubba Watson,.037,2.100,57
97,0,23638,Brendon de Jonge,.034,2.676,79
98,0,28089,Jason Day,.031,1.545,50
99,0,27649,Brandt Snedeker,.030,1.960,65
100,0,20572,Rod Pampling,.023,1.497,64
101,0,26596,Ryan Moore,.017,1.279,75
102,0,06012,Greg Kraft,.016,.657,41
103,0,06595,Kevin Sutherland,.013,.972,73
104,0,01941,Tom Pernice Jr.,.006,.438,75
105,0,24357,K.J. Choi,-.002,-.110,50
106,0,23325,Vaughn Taylor,-.004,-.338,79
107,0,23800,Bryce Molder,-.005,-.290,54
108,0,01766,Billy Mayfair,-.010,-.690,69
109,0,27214,Kevin Streelman,-.012,-1.051,87
110,0,23614,Rich Beem,-.019,-1.091,58
111,0,22046,Geoff Ogilvy,-.020,-1.134,58
112,0,31323,Gary Woodland,-.021,-.782,37
113,0,02214,Kirk Triplett,-.027,-1.483,55
114,0,23548,Bill Lunde,-.029,-2.146,75
115,0,19846,Brian Gay,-.032,-2.597,82
116,0,01142,Bart Bryant,-.033,-1.733,52
117,0,27060,John Mallinger,-.034,-2.447,71
118,0,20574,Mathew Goggin,-.036,-2.137,60
118,0,20160,Charlie Wi,-.036,-2.880,79
120,0,23541,Ben Crane,-.038,-3.059,80
121,0,20104,Ken Duke,-.040,-2.834,71
122,0,20229,Stewart Cink,-.041,-2.427,59
123,0,24502,Adam Scott,-.045,-1.905,42
124,0,22295,Darron Stiles,-.049,-2.058,42
125,0,28475,Jeff Overton,-.056,-4.257,76
125,0,28620,Aron Price,-.056,-4.288,77
125,0,26497,Casey Wittenberg,-.056,-3.027,54
128,0,21731,Freddie Jacobson,-.069,-5.046,73
129,0,01161,Mark Calcavecchia,-.070,-4.367,62
130,0,26300,Matt Jones,-.078,-3.520,45
131,0,26420,Richard Johnson,-.080,-5.908,74
132,0,27933,John Merrick,-.082,-5.581,68
133,0,27120,Troy Matteson,-.087,-7.633,88
134,0,26476,Chez Reavie,-.109,-7.598,70
135,0,24924,Bill Haas,-.126,-10.334,82
136,0,24361,Pat Perez,-.129,-7.984,62
137,0,23320,Ryan Palmer,-.150,-10.507,70
138,0,23718,Nathan Green,-.153,-14.079,92
139,0,22892,Jason Gore,-.163,-10.122,62
140,0,06539,Rick Price,-.168,-6.871,41
141,0,26695,Michael Letzig,-.169,-14.502,86
142,0,21878,Mark Wilson,-.174,-15.352,88
143,0,20593,Greg Chalmers,-.186,-13.190,71
144,0,23497,Tag Ridings,-.190,-7.777,41
145,0,01724,Jeff Maggert,-.192,-14.039,73
146,0,21959,Ted Purdy,-.220,-19.554,89
147,0,29221,Webb Simpson,-.223,-19.382,87
148,0,12782,Tim Herron,-.243,-19.700,81
148,0,24503,Jeff Klauk,-.243,-21.387,88
150,0,20127,Chris Riley,-.246,-16.458,67
