RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,01072,Chip Beck,+2.11,69.51,71.62
2,0,01876,Greg Norman,+2.04,70.48,72.52
3,0,01633,Tom Kite,+2.03,69.74,71.77
4,0,01378,David Frost,+1.86,70.01,71.87
5,0,02146,Payne Stewart,+1.83,69.70,71.53
6,0,01226,Fred Couples,+1.80,69.97,71.77
7,0,01717,Sandy Lyle,+1.79,70.35,72.14
8,0,01235,Ben Crenshaw,+1.74,70.01,71.75
9,0,01444,Ken Green,+1.68,70.10,71.78
10,0,01783,Mark McCumber,+1.64,70.13,71.77
11,0,01042,Paul Azinger,+1.60,70.23,71.83
12,0,02256,Tom Watson,+1.46,70.36,71.82
13,0,02242,Lanny Wadkins,+1.43,70.28,71.71
14,0,02101,Joey Sindelar,+1.41,70.40,71.81
15,0,01527,Scott Hoch,+1.39,70.24,71.63
15,0,01690,Bruce Lietzke,+1.39,70.33,71.72
17,0,01060,Dave Barr,+1.30,70.13,71.43
18,0,01725,John Mahaffey,+1.26,70.47,71.73
18,0,01864,Larry Nelson,+1.26,70.51,71.77
20,0,01161,Mark Calcavecchia,+1.22,70.46,71.68
20,0,01926,Steve Pate,+1.22,70.46,71.68
22,0,02049,Gene Sauers,+1.21,70.28,71.49
23,0,02104,Jeff Sluman,+1.20,70.46,71.66
24,0,02033,Dave Rummells,+1.18,70.47,71.65
25,0,02159,Curtis Strange,+1.15,70.78,71.93
26,0,02223,Bob Tway,+1.14,70.54,71.68
27,0,02241,Bobby Wadkins,+1.12,70.50,71.62
28,0,01569,Peter Jacobsen,+1.10,70.83,71.93
29,0,02133,Craig Stadler,+1.07,71.13,72.20
30,0,01968,Nick Price,+1.05,71.01,72.06
31,0,01958,Dan Pohl,+1.04,70.61,71.65
32,0,01837,Gil Morgan,+1.03,70.47,71.50
32,0,01996,Mike Reid,+1.03,70.97,72.00
34,0,01457,Jay Haas,+1.01,70.52,71.53
34,0,01887,Mark O'Meara,+1.01,70.88,71.89
36,0,01682,Wayne Levi,+.99,70.81,71.80
36,0,02279,Mark Wiebe,+.99,70.64,71.63
38,0,01132,Mark Brooks,+.97,70.44,71.41
38,0,01701,Bob Lohr,+.97,70.70,71.67
40,0,01346,Ed Fiori,+.95,70.71,71.66
41,0,01418,Bill Glasson,+.92,70.65,71.57
42,0,01975,Tom Purtzer,+.90,70.76,71.66
43,0,01475,Donnie Hammond,+.89,70.68,71.57
43,0,01823,Larry Mize,+.89,70.88,71.77
45,0,02321,Fuzzy Zoeller,+.86,70.86,71.72
46,0,01960,Don Pooley,+.85,70.87,71.72
47,0,01495,Morris Hatalsky,+.84,71.07,71.91
48,0,02010,Loren Roberts,+.83,70.90,71.73
49,0,01435,Wayne Grady,+.82,70.97,71.79
49,0,02267,D.A. Weibring,+.82,71.01,71.83
51,0,01723,Andrew Magee,+.81,70.87,71.68
51,0,01928,Corey Pavin,+.81,70.77,71.58
53,0,01858,Tommy Nakajima,+.76,71.29,72.05
54,0,01157,Tom Byrum,+.75,70.96,71.71
55,0,02100,Tim Simpson,+.74,70.77,71.51
56,0,01385,Jim Gallagher Jr.,+.73,70.47,71.20
56,0,02239,Scott Verplank,+.73,70.97,71.70
58,0,02303,Robert Wrenn,+.69,70.86,71.55
59,0,01755,Dick Mast,+.68,71.16,71.84
60,0,02023,Clarence Rose,+.67,71.13,71.80
61,0,06284,Jim Hallet,+.62,70.97,71.59
61,0,01846,Jodie Mudd,+.62,70.98,71.60
61,0,01945,Kenny Perry,+.62,71.13,71.75
64,0,02007,Larry Rinker,+.61,71.16,71.77
65,0,01098,Jay Don Blake,+.60,71.28,71.88
66,0,01006,John Adams,+.59,70.52,71.11
66,0,01313,Steve Elkington,+.59,71.05,71.64
66,0,01797,Rocco Mediate,+.59,71.11,71.70
69,0,01361,Dan Forsman,+.58,71.01,71.59
69,0,01549,Mike Hulbert,+.58,71.10,71.68
71,0,01219,John Cook,+.57,71.01,71.58
71,0,01355,Raymond Floyd,+.57,71.16,71.73
73,0,01203,Russ Cochran,+.55,70.96,71.51
73,0,01736,Roger Maltbie,+.55,70.94,71.49
75,0,01414,Bob Gilder,+.53,71.06,71.59
75,0,01891,David Ogrin,+.53,71.03,71.56
77,0,01559,Hale Irwin,+.52,71.29,71.81
78,0,01390,Buddy Gardner,+.51,71.16,71.67
79,0,01599,Steve Jones,+.50,71.48,71.98
80,0,01156,Curt Byrum,+.49,71.14,71.63
80,0,01329,Brad Faxon,+.49,71.35,71.84
80,0,01641,Gary Koch,+.49,71.25,71.74
83,0,01877,Tim Norris,+.48,70.94,71.42
84,0,01035,Tommy Armour III,+.44,71.12,71.56
84,0,01323,Brad Fabel,+.44,71.24,71.68
86,0,01129,Bill Britton,+.41,71.24,71.65
87,0,01935,Calvin Peete,+.40,70.97,71.37
88,0,01639,Kenny Knox,+.39,71.30,71.69
89,0,01033,George Archer,+.38,71.23,71.61
90,0,01175,Jim Carter,+.37,71.63,72.00
91,0,02099,Scott Simpson,+.32,71.48,71.80
92,0,01706,Davis Love III,+.31,71.35,71.66
93,0,01715,Mark Lye,+.30,71.49,71.79
93,0,02170,Hal Sutton,+.30,71.39,71.69
95,0,01133,Billy Ray Brown,+.28,71.20,71.48
96,0,01553,John Huston,+.26,71.46,71.72
97,0,01310,Dave Eichelberger,+.24,71.50,71.74
98,0,01024,Billy Andrade,+.23,71.43,71.66
98,0,01469,Dan Halldorson,+.23,71.52,71.75
100,0,02186,Brian Tennyson,+.19,71.39,71.58
