RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
47,0,26331,Charl Schwartzel,70.58,1694,24
50,0,27436,Graham DeLaet,70.59,1553,22
51,0,12510,Chad Campbell,70.66,2049,29
52,0,23541,Ben Crane,70.68,1555,22
52,0,30711,Colt Knost,70.68,1555,22
52,0,25572,Graeme McDowell,70.68,1767,25
52,0,01797,Rocco Mediate,70.68,1343,19
56,0,06036,Scott Dunlap,70.69,919,13
57,0,22913,John Rollins,70.70,1909,27
58,0,26679,Kevin Stadler,70.71,2192,31
59,0,24924,Bill Haas,70.76,2406,34
60,0,20098,Stuart Appleby,70.77,1840,26
60,0,22621,Ben Curtis,70.77,1557,22
62,0,20572,Rod Pampling,70.79,991,14
63,0,32200,Roberto Castro,70.80,1416,20
63,0,23788,D.J. Trahan,70.80,1416,20
65,0,25345,Carl Pettersson,70.81,2266,32
66,0,33120,Mark Anderson,70.83,850,12
66,0,32334,Charlie Beljan,70.83,1275,18
66,0,29478,Kevin Kisner,70.83,1275,18
69,0,23135,Tim Clark,70.84,1771,25
69,0,10860,Justin Leonard,70.84,1346,19
71,0,27064,Jhonattan Vegas,70.85,1417,20
71,0,20396,Lee Westwood,70.85,1913,27
71,0,25892,Steve Wheatcroft,70.85,921,13
74,0,27770,Camilo Villegas,70.86,2055,29
75,0,32150,Michael Thompson,70.87,1630,23
76,0,22348,Nick O'Hern,70.88,1134,16
77,0,23800,Bryce Molder,70.91,1631,23
78,0,12652,Cameron Beckman,70.95,1490,21
79,0,27214,Kevin Streelman,70.96,1916,27
80,0,20623,Gavin Coles,71.00,1207,17
80,0,12716,Charley Hoffman,71.00,1420,20
80,0,31202,William McGirt,71.00,1917,27
80,0,25240,D.A. Points,71.00,1633,23
80,0,06567,Vijay Singh,71.00,2556,36
80,0,23325,Vaughn Taylor,71.00,1562,22
80,0,33419,Cameron Tringale,71.00,1420,20
87,0,34099,Harris English,71.03,2131,30
87,0,32102,Rickie Fowler,71.03,2202,31
87,0,01766,Billy Mayfair,71.03,2131,30
90,0,24925,Jonathan Byrd,71.07,1919,27
91,0,24781,Hunter Mahan,71.09,2346,33
92,0,26758,David Hearn,71.10,1493,21
92,0,29926,Danny Lee,71.10,1422,20
94,0,32366,Kevin Chappell,71.11,1991,28
94,0,35139,Richard Lee,71.11,1351,19
96,0,01249,John Daly,71.12,1209,17
97,0,11123,Chris Couch,71.14,1565,22
98,0,30944,Jason Kokrak,71.16,1779,25
99,0,23548,Bill Lunde,71.17,1281,18
99,0,26476,Chez Reavie,71.17,1281,18
101,0,25396,Kevin Na,71.19,1922,27
101,0,27963,Chris Stroud,71.19,1922,27
103,0,28475,Jeff Overton,71.20,1780,25
104,0,29479,Scott Brown,71.21,997,14
104,0,20160,Charlie Wi,71.21,1994,28
106,0,27120,Troy Matteson,71.24,2066,29
106,0,27095,Nick Watney,71.24,2707,38
108,0,26300,Matt Jones,71.27,1069,15
109,0,21753,Brian Davis,71.29,2495,35
109,0,26951,Johnson Wagner,71.29,1996,28
111,0,08075,Jerry Kelly,71.30,1426,20
111,0,24140,Sean O'Hair,71.30,1640,23
111,0,30110,Kyle Stanley,71.30,1925,27
114,0,20574,Mathew Goggin,71.33,642,9
115,0,21961,Charles Howell III,71.36,2355,33
115,0,02206,David Toms,71.36,1570,22
117,0,24507,Jason Bohn,71.37,1356,19
117,0,31558,J.J. Killeen,71.37,1927,27
119,0,21407,Arjun Atwal,71.38,928,13
119,0,25632,Jimmy Walker,71.38,2641,37
121,0,20691,Greg Owen,71.41,1928,27
122,0,12782,Tim Herron,71.43,1643,23
122,0,30927,Brendon Todd,71.43,1500,21
124,0,23718,Nathan Green,71.44,1286,18
124,0,27330,Josh Teater,71.44,1786,25
126,0,24361,Pat Perez,71.45,2072,29
126,0,26289,Boo Weekley,71.45,1429,20
128,0,24490,George McNeill,71.46,929,13
129,0,21805,Harrison Frazar,71.47,1072,15
130,0,22378,Trevor Immelman,71.48,1787,25
130,0,33122,Russell Knox,71.48,1501,21
132,0,10885,Robert Allenby,71.50,1001,14
132,0,24138,Ian Poulter,71.50,1716,24
134,0,06004,Stephen Ames,71.53,1216,17
134,0,27556,Ted Potter Jr.,71.53,1359,19
136,0,28500,Martin Flores,71.54,2003,28
136,0,23320,Ryan Palmer,71.54,1860,26
138,0,29222,Billy Hurley III,71.58,859,12
139,0,26851,Marc Leishman,71.61,2005,28
139,0,29476,Kyle Reifers,71.61,2005,28
141,0,29910,Blake Adams,71.63,2292,32
142,0,28087,Kris Blanks,71.64,1003,14
142,0,21209,Sergio Garcia,71.64,2006,28
144,0,27141,J.B. Holmes,71.68,2007,28
144,0,27466,Spencer Levin,71.68,1362,19
146,0,24846,Ricky Barnes,71.74,1650,23
147,0,24494,Erik Compton,71.75,1435,20
147,0,22582,Kyle Thompson,71.75,861,12
149,0,23204,Gary Christian,71.76,1794,25
150,0,19846,Brian Gay,71.77,1579,22
151,0,20593,Greg Chalmers,71.79,2082,29
152,0,19970,Robert Karlsson,71.80,718,10
153,0,27302,Garth Mulroy,71.81,1149,16
154,0,20850,Daniel Chopra,71.82,1221,17
154,0,29518,Brendan Steele,71.82,790,11
156,0,23409,James Driscoll,71.85,1868,26
157,0,06251,Chris DiMarco,71.86,1581,22
157,0,01320,Bob Estes,71.86,1509,21
159,0,22371,Aaron Baddeley,71.89,1294,18
160,0,25562,Andres Romero,71.91,1582,22
161,0,21528,Henrik Stenson,71.92,1798,25
162,0,06573,Brandt Jobe,72.00,792,11
162,0,22046,Geoff Ogilvy,72.00,1512,21
164,0,27644,Brian Harman,72.06,2234,31
165,0,30750,Tommy Gainey,72.09,3100,43
166,0,27974,Sung Kang,72.12,1226,17
167,0,23621,Rory Sabbatini,72.14,1587,22
168,0,24940,Edward Loar,72.15,938,13
169,0,30852,Ryo Ishikawa,72.17,1299,18
170,0,22961,David Mathis,72.19,1949,27
171,0,28308,Troy Kelly,72.24,1228,17
172,0,01724,Jeff Maggert,72.30,1663,23
173,0,21731,Freddie Jacobson,72.33,1519,21
174,0,24357,K.J. Choi,72.44,1956,27
175,0,27936,Martin Laird,72.48,1812,25
176,0,20229,Stewart Cink,72.55,1596,22
177,0,24604,Hunter Haas,72.57,1016,14
178,0,31323,Gary Woodland,72.63,1961,27
179,0,24663,Y.E. Yang,72.65,1235,17
180,0,28259,Sangmoon Bae,72.79,1747,24
181,0,22548,Patrick Sheehan,72.82,801,11
182,0,01116,Michael Bradley,72.83,874,12
183,0,01941,Tom Pernice Jr.,72.88,1166,16
184,0,06034,Marco Dawson,72.91,802,11
185,0,28093,Miguel Angel Carballo,72.92,948,13
185,0,23903,Stephen Gangluff,72.92,875,12
187,0,20848,Ángel Cabrera,73.00,1168,16
188,0,27797,Derek Lamely,73.06,1169,16
189,0,23542,Tommy Biershenk,73.21,1025,14
190,0,20070,Matt Bettencourt,73.35,1467,20
191,0,21350,Ryuji Imada,73.53,1250,17
