RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
74,0,23204,Gary Christian,70.88,1134,16
74,0,34099,Harris English,70.88,1134,16
74,0,22293,Heath Slocum,70.88,1134,16
77,0,33419,Cameron Tringale,70.90,1418,20
78,0,26289,Boo Weekley,70.91,780,11
79,0,22621,Ben Curtis,70.93,993,14
80,0,20160,Charlie Wi,70.94,1206,17
81,0,32698,Bobby Gates,70.95,1561,22
82,0,24507,Jason Bohn,71.00,1349,19
82,0,33141,Keegan Bradley,71.00,71,1
82,0,23541,Ben Crane,71.00,994,14
82,0,01320,Bob Estes,71.00,1136,16
82,0,33122,Russell Knox,71.00,710,10
82,0,25572,Graeme McDowell,71.00,497,7
82,0,27302,Garth Mulroy,71.00,852,12
82,0,27064,Jhonattan Vegas,71.00,994,14
90,0,12782,Tim Herron,71.06,1208,17
90,0,08075,Jerry Kelly,71.06,1208,17
92,0,30110,Kyle Stanley,71.07,995,14
93,0,29476,Kyle Reifers,71.08,853,12
94,0,30750,Tommy Gainey,71.09,782,11
94,0,31202,William McGirt,71.09,1564,22
96,0,30852,Ryo Ishikawa,71.14,498,7
97,0,28093,Miguel Angel Carballo,71.18,1210,17
98,0,25240,D.A. Points,71.20,1424,20
98,0,26287,Roland Thatcher,71.20,1068,15
98,0,32150,Michael Thompson,71.20,1068,15
101,0,20572,Rod Pampling,71.21,997,14
102,0,20098,Stuart Appleby,71.22,641,9
103,0,21753,Brian Davis,71.25,855,12
103,0,06522,Ernie Els,71.25,285,4
103,0,30925,Dustin Johnson,71.25,285,4
106,0,23353,J.J. Henry,71.28,1283,18
107,0,20593,Greg Chalmers,71.29,998,14
107,0,27770,Camilo Villegas,71.29,499,7
109,0,01766,Billy Mayfair,71.33,1070,15
110,0,12716,Charley Hoffman,71.36,1784,25
111,0,06034,Marco Dawson,71.38,928,13
111,0,28500,Martin Flores,71.38,928,13
111,0,26596,Ryan Moore,71.38,1142,16
114,0,06573,Brandt Jobe,71.40,714,10
115,0,26476,Chez Reavie,71.41,1571,22
116,0,20848,Ángel Cabrera,71.44,643,9
117,0,27797,Derek Lamely,71.46,929,13
118,0,25632,Jimmy Walker,71.47,1072,15
119,0,25834,Daniel Summerhays,71.50,1287,18
120,0,06251,Chris DiMarco,71.53,1216,17
121,0,32334,Charlie Beljan,71.55,787,11
121,0,30944,Jason Kokrak,71.55,787,11
121,0,27214,Kevin Streelman,71.55,1431,20
124,0,19970,Robert Karlsson,71.56,644,9
125,0,20623,Gavin Coles,71.57,1002,14
126,0,25345,Carl Pettersson,71.59,1217,17
127,0,28307,Matt Every,71.61,1289,18
128,0,20574,Mathew Goggin,71.62,1504,21
129,0,25818,Scott Piercy,71.63,1146,16
130,0,21805,Harrison Frazar,71.67,1075,15
130,0,25396,Kevin Na,71.67,1075,15
132,0,20104,Ken Duke,71.68,1577,22
133,0,21350,Ryuji Imada,71.71,1219,17
133,0,23325,Vaughn Taylor,71.71,1219,17
135,0,26851,Marc Leishman,71.73,789,11
136,0,26331,Charl Schwartzel,71.75,287,4
137,0,26951,Johnson Wagner,71.76,1220,17
138,0,24604,Hunter Haas,71.79,1005,14
139,0,01706,Davis Love III,71.80,359,5
139,0,27060,John Mallinger,71.80,1077,15
141,0,24358,Robert Garrigus,71.82,1221,17
142,0,24138,Ian Poulter,71.83,431,6
142,0,27963,Chris Stroud,71.83,1293,18
144,0,10885,Robert Allenby,71.86,1509,21
145,0,24663,Y.E. Yang,71.91,791,11
146,0,23788,D.J. Trahan,71.92,863,12
147,0,22371,Aaron Baddeley,71.94,1151,16
147,0,25457,Alexandre Rocha,71.94,1295,18
149,0,24357,K.J. Choi,72.00,360,5
149,0,11123,Chris Couch,72.00,216,3
149,0,29420,Billy Horschel,72.00,864,12
149,0,21731,Freddie Jacobson,72.00,720,10
149,0,24940,Edward Loar,72.00,864,12
154,0,21407,Arjun Atwal,72.04,1729,24
155,0,23548,Bill Lunde,72.06,1225,17
155,0,21878,Mark Wilson,72.06,1225,17
157,0,20070,Matt Bettencourt,72.13,1082,15
157,0,27436,Graham DeLaet,72.13,1154,16
159,0,31558,J.J. Killeen,72.21,1372,19
160,0,22348,Nick O'Hern,72.22,1300,18
161,0,29518,Brendan Steele,72.29,1229,17
161,0,27330,Josh Teater,72.29,1012,14
163,0,01249,John Daly,72.33,434,6
163,0,22582,Kyle Thompson,72.33,868,12
165,0,06004,Stephen Ames,72.36,796,11
166,0,33120,Mark Anderson,72.43,1666,23
166,0,20766,Padraig Harrington,72.43,507,7
168,0,28087,Kris Blanks,72.50,1160,16
168,0,24781,Hunter Mahan,72.50,435,6
168,0,20691,Greg Owen,72.50,1160,16
171,0,30927,Brendon Todd,72.59,1234,17
172,0,22548,Patrick Sheehan,72.63,1162,16
173,0,29479,Scott Brown,72.67,1308,18
173,0,02206,David Toms,72.67,436,6
175,0,22961,David Mathis,72.75,873,12
176,0,27556,Ted Potter Jr.,72.79,1383,19
177,0,01941,Tom Pernice Jr.,72.80,728,10
178,0,23903,Stephen Gangluff,72.88,1166,16
179,0,31323,Gary Woodland,72.90,729,10
180,0,25562,Andres Romero,73.00,657,9
181,0,27974,Sung Kang,73.06,1315,18
182,0,23542,Tommy Biershenk,73.11,1316,18
183,0,06036,Scott Dunlap,73.20,1098,15
184,0,20850,Daniel Chopra,73.27,806,11
185,0,10213,Dicky Pride,73.31,953,13
186,0,29221,Webb Simpson,73.33,220,3
187,0,30692,Scott Stallings,73.42,881,12
188,0,28089,Jason Day,73.75,590,8
189,0,30711,Colt Knost,74.08,889,12
190,0,29222,Billy Hurley III,74.22,1336,18
