RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
1,0,27436,Graham DeLaet,20.4,108779.000,148
1,0,23497,Tag Ridings,20.4,68443.000,93
3,0,30692,Scott Stallings,20.5,84064.000,114
4,0,29740,Brad Fritsch,20.7,47634.000,64
5,0,27129,Luke List,20.8,175857.000,235
6,0,46550,Brandon Hagy,21.0,115900.000,153
7,0,27141,J.B. Holmes,21.3,109459.000,143
8,0,32839,Hideki Matsuyama,21.5,125520.000,162
9,0,22405,Justin Rose,21.7,99780.000,128
9,0,37189,Harold Varner III,21.7,135215.000,173
11,0,46501,Ollie Schniederjans,21.9,130379.000,165
12,0,34099,Harris English,22.0,95178.000,120
12,0,36801,Mark Hubbard,22.0,87227.000,110
14,0,12716,Charley Hoffman,22.2,186692.000,234
14,0,30110,Kyle Stanley,22.2,155494.000,195
14,0,31323,Gary Woodland,22.2,139592.000,175
17,0,27064,Jhonattan Vegas,22.3,156647.000,195
18,0,32102,Rickie Fowler,22.5,112628.000,139
18,0,25396,Kevin Na,22.5,86011.000,106
20,0,32333,Kevin Tway,22.6,144822.000,178
20,0,47128,Richy Werenski,22.6,82992.000,102
22,0,26851,Marc Leishman,22.7,137891.000,169
22,0,28252,Seamus Power,22.7,112721.000,138
22,0,46970,Jon Rahm,22.7,138336.000,169
25,0,32448,James Hahn,22.8,132947.000,162
25,0,23320,Ryan Palmer,22.8,91131.000,111
27,0,26758,David Hearn,22.9,74142.000,90
27,0,33122,Russell Knox,22.9,81534.000,99
27,0,26329,Louis Oosthuizen,22.9,90823.000,110
27,0,24502,Adam Scott,22.9,77571.000,94
27,0,25804,Bubba Watson,22.9,110485.000,134
32,0,46601,Trey Mullinax,23.0,127660.000,154
32,0,29518,Brendan Steele,23.0,134108.000,162
34,0,31420,Anirban Lahiri,23.1,111337.000,134
34,0,29221,Webb Simpson,23.1,113815.000,137
36,0,24358,Robert Garrigus,23.2,111288.000,133
36,0,30944,Jason Kokrak,23.2,171904.000,206
38,0,35450,Patrick Cantlay,23.3,96288.000,115
38,0,29725,Tony Finau,23.3,219531.000,262
38,0,29478,Kevin Kisner,23.3,105726.000,126
38,0,33413,Ben Martin,23.3,110100.000,131
38,0,32150,Michael Thompson,23.3,43626.000,52
43,0,47959,Bryson DeChambeau,23.5,124220.000,147
43,0,31557,Jim Herman,23.5,122510.000,145
43,0,27974,Sung Kang,23.5,158316.000,187
46,0,40026,Daniel Berger,23.6,129852.000,153
46,0,28093,Miguel Angel Carballo,23.6,61245.000,72
46,0,28500,Martin Flores,23.6,103695.000,122
46,0,32757,Patton Kizzire,23.6,100192.000,118
46,0,25632,Jimmy Walker,23.6,86547.000,102
46,0,26289,Boo Weekley,23.6,101173.000,119
52,0,31416,Derek Fathauer,23.7,84494.000,99
52,0,35891,Cameron Smith,23.7,124409.000,146
52,0,27095,Nick Watney,23.7,90473.000,106
55,0,35506,Mackenzie Hughes,23.8,169020.000,197
55,0,26331,Charl Schwartzel,23.8,101295.000,118
57,0,24140,Sean O'Hair,23.9,124580.000,145
57,0,25818,Scott Piercy,23.9,81704.000,95
57,0,36699,Patrick Rodgers,23.9,105706.000,123
57,0,34264,Hudson Swafford,23.9,132696.000,154
61,0,25834,Daniel Summerhays,24.0,137660.000,159
62,0,39954,Cody Gribble,24.1,125102.000,144
63,0,27895,Jonas Blixt,24.2,92312.000,106
63,0,29479,Scott Brown,24.2,124794.000,143
63,0,25364,Paul Casey,24.2,135989.000,156
63,0,29720,Andres Gonzales,24.2,103662.000,119
63,0,33448,Justin Thomas,24.2,145381.000,167
68,0,33141,Keegan Bradley,24.3,177841.000,203
68,0,20229,Stewart Cink,24.3,129657.000,148
68,0,28089,Jason Day,24.3,118161.000,135
68,0,25686,Jason Dufner,24.3,111036.000,127
68,0,26300,Matt Jones,24.3,89279.000,102
68,0,25572,Graeme McDowell,24.3,57815.000,66
74,0,40058,Zac Blair,24.4,88539.000,101
74,0,48084,Wesley Bryan,24.4,91421.000,104
74,0,30925,Dustin Johnson,24.4,135473.000,154
74,0,30926,Chris Kirk,24.4,97500.000,111
78,0,33120,Mark Anderson,24.5,54595.000,62
78,0,28307,Matt Every,24.5,100709.000,114
78,0,29461,Jamie Lovemark,24.5,178218.000,202
81,0,34098,Russell Henley,24.6,143194.000,162
82,0,24924,Bill Haas,24.7,110194.000,124
82,0,29420,Billy Horschel,24.7,127945.000,144
84,0,28420,Ryan Brehm,24.8,138429.000,155
84,0,34021,Bud Cauley,24.8,157825.000,177
84,0,24357,K.J. Choi,24.8,68808.000,77
84,0,25900,Lucas Glover,24.8,165889.000,186
84,0,01810,Phil Mickelson,24.8,122098.000,137
84,0,26596,Ryan Moore,24.8,106986.000,120
84,0,27214,Kevin Streelman,24.8,137540.000,154
91,0,35300,Andrew Loupe,24.9,89811.000,100
91,0,27649,Brandt Snedeker,24.9,72483.000,81
93,0,06522,Ernie Els,25.0,43189.000,48
93,0,29222,Billy Hurley III,25.0,84766.000,94
93,0,26476,Chez Reavie,25.0,112300.000,125
96,0,23353,J.J. Henry,25.1,115492.000,128
96,0,23108,Matt Kuchar,25.1,112048.000,124
96,0,25198,Francesco Molinari,25.1,116508.000,129
96,0,48822,Sebastián Muñoz,25.1,73296.000,81
100,0,26499,Rafa Cabrera Bello,25.2,70711.000,78
100,0,34213,Grayson Murray,25.2,193244.000,213
102,0,33948,Byeong Hun An,25.3,119449.000,131
102,0,29974,Branden Grace,25.3,84729.000,93
102,0,24138,Ian Poulter,25.3,84680.000,93
102,0,34046,Jordan Spieth,25.3,142793.000,157
106,0,21209,Sergio Garcia,25.4,103495.000,113
106,0,19846,Brian Gay,25.4,69584.000,76
106,0,33204,Shane Lowry,25.4,80413.000,88
109,0,25191,Gonzalo Fernandez-Castaño,25.5,72455.000,79
109,0,49771,J.T. Poston,25.5,136515.000,149
109,0,25493,Nick Taylor,25.5,150561.000,164
112,0,25720,Chad Collins,25.6,67159.000,73
112,0,27936,Martin Laird,25.6,133579.000,145
112,0,39324,J.J. Spaun,25.6,117983.000,128
115,0,35545,Blayne Barber,25.7,92623.000,100
115,0,12510,Chad Campbell,25.7,118335.000,128
115,0,27466,Spencer Levin,25.7,87136.000,94
115,0,24361,Pat Perez,25.7,128634.000,139
119,0,20157,Retief Goosen,25.8,72311.000,78
120,0,10809,Jim Furyk,25.9,43891.000,47
120,0,48081,Xander Schauffele,25.9,149322.000,160
122,0,36689,Brooks Koepka,26.0,181370.000,194
122,0,35879,Kelly Kraft,26.0,108413.000,116
122,0,46732,Rick Lamb,26.0,71092.000,76
122,0,34409,David Lingmerth,26.0,115092.000,123
126,0,19803,Ryan Armour,26.1,45029.000,48
126,0,24507,Jason Bohn,26.1,70585.000,75
128,0,24846,Ricky Barnes,26.2,115173.000,122
128,0,28237,Rory McIlroy,26.2,102833.000,109
128,0,34360,Patrick Reed,26.2,188819.000,200
131,0,20771,Steven Alker,26.3,49186.000,52
131,0,28679,Fabián Gómez,26.3,94617.000,100
131,0,27644,Brian Harman,26.3,143193.000,151
131,0,31202,William McGirt,26.3,132611.000,140
131,0,28132,Tyrone Van Aswegen,26.3,109863.000,116
131,0,27770,Camilo Villegas,26.3,80350.000,85
137,0,30191,Julián Etulain,26.4,88554.000,93
137,0,29908,C.T. Pan,26.4,134981.000,142
139,0,25345,Carl Pettersson,26.5,67628.000,71
140,0,33461,Morgan Hoffmann,26.6,146637.000,153
140,0,29485,Brett Stegmaier,26.6,95882.000,100
142,0,31560,Brian Stuard,26.7,77837.000,81
143,0,32366,Kevin Chappell,26.8,169981.000,176
143,0,33399,Adam Hadwin,26.8,146658.000,152
143,0,35532,Tom Hoge,26.8,66663.000,69
146,0,22046,Geoff Ogilvy,26.9,97019.000,100
146,0,33418,Shawn Stefani,26.9,111190.000,115
148,0,34431,Robert Streb,27.0,150777.000,155
149,0,21961,Charles Howell III,27.1,126863.000,130
149,0,34358,Jonathan Randolph,27.1,94757.000,97
151,0,27958,Ryan Blaum,27.2,120543.000,123
151,0,37278,Nicholas Lindheim,27.2,55733.000,57
153,0,40009,Dominic Bozzelli,27.4,112474.000,114
153,0,39975,Michael Kim,27.4,147016.000,149
153,0,34466,Peter Malnati,27.4,94762.000,96
156,0,31646,Emiliano Grillo,27.5,129917.000,131
157,0,46440,Smylie Kaufman,27.6,146040.000,147
157,0,22986,Søren Kjeldsen,27.6,43781.000,44
159,0,35110,Brett Drewitt,27.8,64013.000,64
159,0,32640,Troy Merritt,27.8,127994.000,128
159,0,22056,Cameron Percy,27.8,107086.000,107
162,0,37454,Whee Kim,27.9,85419.000,85
162,0,29223,Sam Saunders,27.9,106517.000,106
164,0,37455,Si Woo Kim,28.1,123425.000,122
164,0,25240,D.A. Points,28.1,94035.000,93
166,0,24781,Hunter Mahan,28.2,125740.000,124
167,0,23800,Bryce Molder,28.3,64178.000,63
168,0,22371,Aaron Baddeley,28.4,96973.000,95
168,0,25892,Steve Wheatcroft,28.4,72504.000,71
170,0,23541,Ben Crane,28.5,108785.000,106
170,0,27963,Chris Stroud,28.5,78039.000,76
172,0,34174,John Huh,28.6,139061.000,135
173,0,29926,Danny Lee,28.8,158452.000,153
174,0,23325,Vaughn Taylor,28.9,131141.000,126
175,0,20104,Ken Duke,29.1,87092.000,83
176,0,23983,Luke Donald,29.2,50418.000,48
176,0,24024,Zach Johnson,29.2,103012.000,98
176,0,23621,Rory Sabbatini,29.2,107118.000,102
179,0,20593,Greg Chalmers,29.3,101148.000,96
180,0,32200,Roberto Castro,29.4,71000.000,67
180,0,25349,Tim Wilkinson,29.4,64519.000,61
182,0,29289,S.Y. Noh,29.6,153592.000,144
183,0,33419,Cameron Tringale,29.7,103714.000,97
184,0,20572,Rod Pampling,29.8,150192.000,140
185,0,29476,Kyle Reifers,30.0,129622.000,120
186,0,20472,Alex Cejka,31.3,113754.000,101
186,0,30852,Ryo Ishikawa,31.3,96874.000,86
186,0,26951,Johnson Wagner,31.3,106889.000,95
189,0,46443,Brian Campbell,32.6,79689.000,68
190,0,25274,Steven Bowditch,32.8,74375.000,63
